Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
Nishimaki Kenji,7,4,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Nishiura Naomichi,13,9,9,2,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0.111,0.111,0.111,0.222,-33,0.000,0.200,44.4%,44.4%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ohnuki Shinichi,13,25,22,0,3,0,0,0,3,0,0,0,2,0,8,1,0,0,1,0.136,0.174,0.136,0.310,-5,0.000,0.214,36.0%,32.0%,4.0%,0.12,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Ohta Taishi,75,186,175,18,38,12,0,4,62,15,0,0,0,0,49,9,0,2,2,0.217,0.263,0.354,0.617,83,0.137,0.279,33.3%,26.3%,4.8%,0.18,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Sakamoto Yuya,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,-99,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Sano Keita,141,613,560,67,148,26,2,13,217,65,0,2,0,3,77,46,4,4,9,0.264,0.323,0.388,0.711,111,0.124,0.285,22.2%,12.6%,7.5%,0.60,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Sekine Taiki,140,532,482,69,126,17,3,4,161,31,11,3,16,1,53,29,1,4,5,0.261,0.308,0.334,0.642,92,0.073,0.286,16.2%,10.0%,5.5%,0.55,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Shibata Tatsuhiro,86,66,49,7,7,1,1,0,10,2,0,1,6,0,9,9,0,2,0,0.143,0.300,0.204,0.504,54,0.061,0.175,27.3%,13.6%,13.6%,1.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Soto Neftali,109,399,354,31,83,22,0,14,147,50,0,2,0,2,99,39,2,4,11,0.234,0.316,0.415,0.731,117,0.181,0.284,38.1%,24.8%,9.8%,0.39,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Taira Kentaro,11,18,17,1,2,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0.118,0.118,0.118,0.236,-29,0.000,0.143,16.7%,16.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Tobashira Yasutaka,70,181,165,11,40,8,1,5,65,19,0,0,2,1,30,13,1,0,6,0.242,0.296,0.394,0.690,104,0.152,0.267,26.5%,16.6%,7.2%,0.43,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Yamamoto Yuudai,71,200,173,18,48,7,1,3,66,16,0,0,7,1,26,18,1,1,3,0.277,0.347,0.382,0.729,117,0.105,0.310,23.5%,13.0%,9.0%,0.69,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
Akahoshi Yuji,12,22,17,0,2,1,0,0,3,0,0,0,3,0,10,2,0,0,0,0.118,0.211,0.176,0.387,18,0.058,0.286,54.5%,45.5%,9.1%,0.20,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Akihiro Yuto,121,439,406,36,111,18,2,10,163,41,0,1,2,3,79,26,2,2,9,0.273,0.318,0.401,0.719,114,0.128,0.316,26.2%,18.0%,5.9%,0.33,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Asano Shogo,24,41,40,2,10,1,0,1,14,2,0,2,0,0,14,1,0,0,0,0.250,0.268,0.350,0.618,84,0.100,0.360,39.0%,34.1%,2.4%,0.07,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Beede Tyler,30,8,7,0,1,0,0,0,1,2,0,0,1,0,5,0,0,0,0,0.143,0.143,0.143,0.286,-14,0.000,0.500,62.5%,62.5%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Brinson Lewis,88,294,282,25,70,16,0,11,119,35,1,2,0,2,71,9,3,1,4,0.248,0.272,0.422,0.694,105,0.174,0.292,31.0%,24.1%,3.1%,0.13,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Chono Hisayoshi,75,176,158,15,41,7,1,6,68,19,1,1,0,1,40,17,4,0,2,0.259,0.330,0.430,0.760,126,0.171,0.310,35.8%,22.7%,9.7%,0.42,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Griffin Foster,20,41,39,1,4,1,1,0,7,1,0,0,1,1,25,0,0,0,0,0.103,0.100,0.179,0.279,-18,0.076,0.267,61.0%,61.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Hagio Masaya,11,16,16,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0.063,0.063,0.063,0.126,-61,0.000,0.167,62.5%,62.5%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Heinai Ryuta,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Hirooka Taishi,9,30,28,5,6,0,0,1,9,2,1,0,0,1,8,0,0,1,0,0.214,0.233,0.321,0.554,64,0.107,0.250,30.0%,26.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Inoue Haruto,4,5,4,1,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0.250,0.250,0.250,0.500,50,0.000,1.000,60.0%,60.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Kadowaki Makoto,126,348,316,34,83,12,1,3,106,21,11,5,14,0,58,18,3,0,4,0.263,0.302,0.335,0.637,91,0.072,0.314,22.7%,16.7%,5.2%,0.31,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Kajitani Takayuki,102,291,265,26,73,8,0,2,87,19,2,2,6,0,45,17,0,3,2,0.275,0.326,0.328,0.654,97,0.053,0.326,22.0%,15.5%,5.8%,0.38,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Kikuta Hirokazu,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.167,0.000,0.167,-46,0.000,0.000,16.7%,0.0%,16.7%,1.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Kishida Yukinori,46,72,68,5,17,2,0,2,25,3,0,0,1,0,12,2,0,1,4,0.250,0.282,0.368,0.650,93,0.118,0.278,22.2%,16.7%,2.8%,0.17,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Kitamura Takumi,27,38,34,2,7,1,0,0,8,0,0,0,1,0,7,2,1,1,3,0.206,0.270,0.235,0.505,52,0.029,0.259,23.7%,18.4%,5.3%,0.29,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Kobayashi Seiji,21,9,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.125,0.125,0.125,0.250,-24,0.000,0.125,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Maru Yoshihiro,121,431,385,43,94,11,0,18,159,47,4,2,1,3,62,42,3,0,5,0.244,0.316,0.413,0.729,117,0.169,0.247,28.3%,14.4%,9.7%,0.68,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Masuda Daiki,33,13,10,4,3,1,0,0,4,1,4,2,2,0,3,1,0,0,0,0.300,0.364,0.400,0.764,129,0.100,0.429,30.8%,23.1%,7.7%,0.33,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Matsubara Seiya,21,13,12,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.000,0.077,0.000,0.077,-74,0.000,0.000,38.5%,30.8%,7.7%,0.25,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Matsuda Nobuhiro,12,17,16,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0.063,0.063,0.063,0.126,-61,0.000,0.091,29.4%,29.4%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Matsui Hayate,8,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.500,0.500,0.500,1.000,200,0.000,0.500,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Mendez Yohander,16,30,28,1,2,0,0,0,2,0,0,0,1,0,12,0,0,1,2,0.071,0.103,0.071,0.174,-47,0.000,0.125,40.0%,40.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Nakajima Hiroyuki,8,19,18,1,5,0,0,0,5,0,0,0,0,0,5,1,0,0,1,0.278,0.316,0.278,0.594,79,0.000,0.385,31.6%,26.3%,5.3%,0.20,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Nakata Sho,92,288,263,27,67,8,1,15,122,37,0,0,0,4,63,19,3,2,10,0.255,0.306,0.464,0.770,128,0.209,0.275,33.7%,21.9%,6.6%,0.30,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Nakayama Raito,78,147,138,9,33,5,1,0,40,3,5,1,2,0,30,7,0,0,5,0.239,0.276,0.290,0.566,70,0.051,0.306,25.2%,20.4%,4.8%,0.23,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Ohshiro Takumi,134,490,424,50,119,20,1,16,189,55,0,0,21,4,109,36,3,5,12,0.281,0.341,0.446,0.787,134,0.165,0.340,32.9%,22.2%,7.3%,0.33,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Okada Yuki,26,52,48,4,8,1,0,1,12,2,0,0,1,0,14,3,0,0,1,0.167,0.216,0.250,0.466,40,0.083,0.212,34.6%,26.9%,5.8%,0.21,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Okamoto Kazuma,140,589,503,83,140,31,0,41,294,93,0,1,0,6,111,72,10,8,10,0.278,0.374,0.584,0.958,183,0.306,0.277,38.0%,18.8%,12.2%,0.65,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Okoye Louis,41,127,119,11,28,7,0,2,41,6,1,1,1,0,35,5,0,2,1,0.235,0.278,0.345,0.623,86,0.110,0.317,33.1%,27.6%,3.9%,0.14,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Sakamoto Hayato,116,455,403,46,116,29,0,22,211,60,2,0,3,2,84,45,3,2,5,0.288,0.361,0.524,0.885,162,0.236,0.314,33.2%,18.5%,9.9%,0.54,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Shigenobu Shinnosuke,67,57,51,16,8,0,0,0,8,1,10,4,1,0,16,5,0,0,1,0.157,0.232,0.157,0.389,19,0.000,0.229,36.8%,28.1%,8.8%,0.31,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Shiroki Yamato,13,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,200,0.000,1.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Sugano Tomoyuki,14,25,21,0,5,1,0,0,6,1,0,0,3,0,5,1,0,0,0,0.238,0.273,0.286,0.559,68,0.048,0.312,24.0%,20.0%,4.0%,0.20,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Takanashi Yuhei,55,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Tanaka Chiharu,31,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Togo Shosei,24,55,46,1,5,0,0,0,5,3,0,0,6,1,24,2,0,0,0,0.109,0.143,0.109,0.252,-23,0.000,0.217,47.3%,43.6%,3.6%,0.08,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Wakabayashi Akihiro,21,18,16,3,2,0,0,0,2,0,1,0,0,0,5,2,1,0,0,0.125,0.222,0.125,0.347,7,0.000,0.182,38.9%,27.8%,11.1%,0.40,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Walker Adam,57,120,118,15,31,4,2,6,57,20,1,1,0,0,39,2,0,0,1,0.263,0.275,0.483,0.758,123,0.220,0.342,39.2%,32.5%,1.7%,0.05,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yamasaki Iori,23,47,44,3,6,0,0,0,6,0,0,0,3,0,15,0,0,0,0,0.136,0.136,0.136,0.272,-18,0.000,0.207,31.9%,31.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yamase Shinnosuke,5,7,7,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.143,0.143,0.143,0.286,-14,0.000,0.250,42.9%,42.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yokogawa Kai,20,29,25,1,4,0,0,0,4,1,0,0,4,0,11,0,0,0,0,0.160,0.160,0.160,0.320,-3,0.000,0.286,37.9%,37.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Yoshikawa Naoki,132,478,430,47,110,19,4,7,158,36,4,4,11,3,66,26,2,8,12,0.256,0.308,0.367,0.675,102,0.111,0.286,20.7%,13.8%,5.4%,0.39,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
Akahane Yoshihiro,29,27,23,5,4,0,0,1,7,3,0,0,1,1,12,1,0,1,0,0.174,0.231,0.304,0.535,56,0.130,0.273,51.9%,44.4%,3.7%,0.08,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Aoki Norichika,96,264,217,25,55,8,0,3,72,19,2,0,0,4,28,39,0,4,11,0.253,0.371,0.332,0.703,106,0.079,0.274,26.5%,10.6%,14.8%,1.39,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Araki Takahiro,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Hamada Taiki,103,276,252,30,59,17,0,5,91,22,4,1,4,0,60,19,0,1,6,0.234,0.290,0.361,0.651,89,0.127,0.289,30.4%,21.7%,6.9%,0.32,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ichikawa Yuta,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ishikawa Masanori,13,16,12,0,3,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0.250,0.250,0.250,0.500,48,0.000,0.333,18.8%,18.8%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kanakubo Yuto,1,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,190,0.000,1.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kawabata Shingo,80,105,94,4,30,3,0,2,39,16,0,0,1,0,10,9,5,1,4,0.319,0.385,0.415,0.800,132,0.096,0.341,20.0%,9.5%,8.6%,0.90,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kitamura Keigo,12,23,21,4,4,0,0,1,7,7,0,0,0,2,5,0,0,0,1,0.190,0.174,0.333,0.507,47,0.143,0.176,26.1%,21.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kizawa Naofumi,56,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Koga Yudai,38,80,68,10,20,1,0,1,24,2,0,0,3,0,6,8,1,1,2,0.294,0.377,0.353,0.730,114,0.059,0.311,18.8%,7.5%,10.0%,1.33,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Kozawa Reiji,29,25,21,1,3,2,0,0,5,1,0,0,3,0,10,1,0,0,0,0.143,0.182,0.238,0.420,24,0.095,0.273,44.0%,40.0%,4.0%,0.10,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Maruyama Kazuya,67,106,97,13,20,5,0,0,25,7,7,3,3,0,27,6,0,0,1,0.206,0.252,0.258,0.510,51,0.052,0.286,31.1%,25.5%,5.7%,0.22,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Maruyama Shota,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Matsumoto Naoki,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,-94,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Mitsumata Taiki,18,21,14,2,2,0,0,0,2,2,0,0,5,0,8,2,0,0,0,0.143,0.250,0.143,0.393,20,0.000,0.333,47.6%,38.1%,9.5%,0.25,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Miyamoto Takeshi,65,123,90,11,20,5,0,0,25,7,1,0,9,2,18,17,0,5,4,0.222,0.368,0.278,0.646,91,0.056,0.270,28.5%,14.6%,13.8%,0.94,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Motoyama Hiyu,22,42,39,1,7,1,0,0,8,3,0,0,2,1,13,0,0,0,1,0.179,0.175,0.205,0.380,13,0.026,0.259,31.0%,31.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Murakami Munetaka,140,597,496,76,127,28,0,31,248,84,5,3,0,4,168,90,4,7,6,0.256,0.375,0.500,0.875,152,0.244,0.319,48.4%,28.1%,15.1%,0.54,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Nagaoka Hideki,135,488,445,43,101,19,1,3,131,35,4,2,7,2,57,29,5,5,11,0.227,0.281,0.294,0.575,69,0.067,0.253,18.2%,11.7%,5.9%,0.51,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Nakamura Yuhei,106,376,310,24,70,14,0,4,96,33,0,1,21,4,59,33,0,8,6,0.226,0.313,0.310,0.623,83,0.084,0.263,25.5%,15.7%,8.8%,0.56,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Namiki Hidetaka,82,174,161,37,39,3,1,1,47,7,15,2,4,0,33,8,0,1,2,0.242,0.282,0.292,0.574,69,0.050,0.299,24.1%,19.0%,4.6%,0.24,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Nishida Akihisa,8,8,8,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.125,0.125,0.125,0.250,-23,0.000,0.200,37.5%,37.5%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Nishimura Ruito,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Nishiura Naomichi,6,12,12,1,2,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0.167,0.167,0.167,0.334,1,0.000,0.286,41.7%,41.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ogawa Yasuhiro,23,49,37,1,4,2,0,0,6,5,0,0,11,0,23,1,0,0,0,0.108,0.132,0.162,0.294,-11,0.054,0.286,49.0%,46.9%,2.0%,0.04,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ohnishi Hiroki,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Ohta Kengo,20,42,41,1,8,0,0,0,8,1,0,0,0,0,11,1,0,0,1,0.195,0.214,0.195,0.409,23,0.000,0.267,28.6%,26.2%,2.4%,0.09,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Okumura Nobuyuki,3,5,4,2,2,1,0,0,3,1,0,0,0,1,2,0,0,0,0,0.500,0.400,0.750,1.150,224,0.250,0.667,40.0%,40.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Onaka Yuya,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Osuna Jose,134,543,501,49,127,23,0,23,219,71,2,4,0,2,79,39,5,1,13,0.253,0.308,0.437,0.745,115,0.184,0.259,26.0%,14.5%,7.2%,0.49,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Peters Dillon,18,34,30,1,0,0,0,0,0,0,0,0,1,0,21,3,0,0,0,0.000,0.091,0.000,0.091,-66,0.000,0.000,70.6%,61.8%,8.8%,0.14,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Rodriguez Elvin,7,9,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,0.000,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Santana Domingo,136,516,467,52,140,32,0,18,226,66,2,0,0,3,114,44,1,2,17,0.300,0.360,0.484,0.844,143,0.184,0.361,34.1%,22.1%,8.5%,0.39,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Sawai Ren,16,37,32,3,5,0,1,0,7,1,0,0,0,0,11,0,0,5,0,0.156,0.270,0.219,0.489,46,0.063,0.238,29.7%,29.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Shiomi Yasutaka,51,209,186,33,56,9,2,8,93,31,1,2,0,1,40,19,1,3,3,0.301,0.373,0.500,0.873,151,0.199,0.345,32.1%,19.1%,9.1%,0.48,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Sneed Cy,23,41,36,4,4,1,0,1,8,4,0,0,3,0,14,2,0,0,1,0.111,0.158,0.222,0.380,12,0.111,0.143,41.5%,34.1%,4.9%,0.14,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Takahashi Keiji,20,29,23,0,1,0,0,0,1,0,0,0,6,0,8,0,0,0,0,0.043,0.043,0.043,0.086,-69,0.000,0.067,27.6%,27.6%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Takanashi Hirotoshi,15,12,11,0,1,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0.091,0.091,0.091,0.182,-42,0.000,0.333,66.7%,66.7%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Takeoka Ryusei,84,178,160,18,35,3,2,1,45,8,3,1,9,1,47,8,1,0,4,0.219,0.254,0.281,0.535,57,0.062,0.301,31.5%,26.4%,4.5%,0.17,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Uchiyama Souma,94,269,240,20,55,12,1,6,87,27,3,0,7,1,37,19,0,2,7,0.229,0.290,0.363,0.653,90,0.134,0.247,23.0%,13.8%,7.1%,0.51,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamada Tetsuto,105,422,376,43,87,21,3,14,156,40,4,0,0,4,102,39,0,3,8,0.231,0.306,0.415,0.721,108,0.184,0.277,36.7%,24.2%,9.2%,0.38,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamamoto Daiki,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-94,0.000,0.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamano Taichi,5,10,10,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.100,0.100,0.100,0.200,-38,0.000,0.143,30.0%,30.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yamasaki Kotaro,64,153,137,17,33,2,0,0,35,3,9,1,6,0,33,10,0,0,2,0.241,0.293,0.255,0.548,62,0.014,0.317,28.1%,21.6%,6.5%,0.30,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Yoshimura Kojiro,12,19,16,1,1,0,0,0,1,1,0,0,2,1,8,0,0,0,0,0.063,0.059,0.063,0.122,-59,0.000,0.111,42.1%,42.1%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
Almonte Zoilo,28,54,53,3,10,1,0,1,14,2,0,0,0,0,18,1,0,0,2,0.189,0.204,0.264,0.468,43,0.075,0.265,37.0%,33.3%,1.9%,0.06,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Aquino Aristides,20,68,65,2,10,4,0,1,17,6,0,1,0,1,32,2,0,0,0,0.154,0.176,0.262,0.438,32,0.108,0.273,51.5%,47.1%,2.9%,0.06,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Bright Kenta,33,68,58,6,14,0,2,0,18,4,2,0,3,0,20,6,0,1,0,0.241,0.323,0.310,0.633,99,0.069,0.368,38.2%,29.4%,8.8%,0.30,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
Calixte Orlando,47,172,163,13,38,8,0,5,61,13,0,2,2,0,36,7,0,0,7,0.233,0.265,0.374,0.639,98,0.141,0.270,27.9%,20.9%,4.1%,0.19,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
