Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Tanimoto Keisuke,16,1,1,3,0,0,.500,66,15,.2,17,1,3,0,0,11,1,0,5,4,2.30,Chunichi Dragons,
Umetsu Kodai,9,3,0,0,0,0,1.000,121,30,.2,27,2,6,0,1,30,4,0,8,7,2.05,Chunichi Dragons,
Yamai Daisuke,6,1,3,0,0,0,.250,140,33,,34,2,8,0,2,24,1,0,15,15,4.09,Chunichi Dragons,
Yamamoto Takumi,13,2,6,0,3,1,.250,312,72,.2,69,6,36,0,2,37,5,0,36,27,3.34,Chunichi Dragons,
Yoshimi Kazuki,15,9,4,0,0,0,.692,346,83,,98,6,8,0,0,53,2,0,35,28,3.04,Chunichi Dragons,
Albers Andrew,3,0,1,0,0,0,.000,74,20,,12,0,6,0,0,12,0,0,4,4,1.80,ORIX Buffaloes,
Aoyama Daiki,22,2,4,0,0,0,.333,165,35,.2,45,5,12,1,2,30,1,0,27,22,5.55,ORIX Buffaloes,
Aranishi Yudai,19,3,4,1,0,0,.429,179,45,,41,2,9,0,0,37,0,0,14,13,2.60,ORIX Buffaloes,
Azuma Kohei,19,5,7,0,1,0,.417,405,96,,105,9,29,0,1,77,6,0,47,41,3.84,ORIX Buffaloes,
Cho Yaku,19,2,3,1,0,0,.400,171,41,.1,30,1,16,0,1,33,0,0,15,11,2.40,ORIX Buffaloes,
Dickson Brandon,2,0,0,0,0,0,.000,12,3,,3,1,0,0,0,2,0,0,1,1,3.00,ORIX Buffaloes,
Eppler Tyler,17,2,6,0,0,0,.250,201,47,,62,1,8,0,1,37,2,0,31,28,5.36,ORIX Buffaloes,
Hidarisawa Yu,21,0,0,0,0,0,.000,108,23,,30,2,13,0,0,14,2,0,14,13,5.09,ORIX Buffaloes,
Higa Motoki,4,0,0,0,0,0,.000,8,2,.2,0,0,0,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Honda Hitomi,17,2,4,2,0,0,.333,232,57,,59,1,9,0,0,35,1,0,19,15,2.37,ORIX Buffaloes,
Iwamoto Akira,23,1,1,1,0,0,.500,129,31,,25,1,18,0,1,25,4,0,14,14,4.06,ORIX Buffaloes,
Kaida Tomoyuki,9,0,0,0,0,0,.000,25,7,,4,0,0,0,0,4,0,0,1,1,1.29,ORIX Buffaloes,
Kambe Fumiya,19,1,1,1,0,0,.500,97,24,,24,1,2,0,0,19,1,0,9,9,3.38,ORIX Buffaloes,
Kaneda Kazuyuki,18,1,0,2,0,0,1.000,61,15,.2,8,0,6,0,0,17,0,0,1,0,0.00,ORIX Buffaloes,
Kishida Mamoru,9,0,0,0,0,0,.000,30,8,.1,8,0,0,0,0,8,1,0,1,1,1.08,ORIX Buffaloes,
Kobayashi Keisuke,17,2,2,0,0,0,.500,147,35,,38,3,9,0,1,27,1,0,16,16,4.11,ORIX Buffaloes,
Kondo Taisuke,4,0,0,0,0,0,.000,14,4,,2,0,0,0,0,3,1,0,1,1,2.25,ORIX Buffaloes,
Kuroki Yuta,7,1,0,0,0,0,1.000,24,6,,4,0,2,0,0,9,0,0,0,0,0.00,ORIX Buffaloes,
Masui Hirotoshi,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,5,0,0,0,0,0.00,ORIX Buffaloes,
Matsuba Takahiro,8,3,1,0,0,0,.750,187,47,.2,41,3,11,0,0,29,4,0,17,14,2.64,ORIX Buffaloes,
Naruse Yoshihisa,11,1,1,1,0,0,.500,108,26,,29,2,5,0,0,23,0,0,11,11,3.81,ORIX Buffaloes,
Saito Koki,33,3,1,0,0,0,.750,93,24,.2,11,0,7,1,3,23,1,0,4,3,1.09,ORIX Buffaloes,
Sakakibara Tsubasa,2,1,0,0,0,0,1.000,28,7,.1,4,0,1,0,1,2,0,0,0,0,0.00,ORIX Buffaloes,
Sawada Keisuke,10,1,0,0,0,0,1.000,36,10,,6,0,1,0,1,7,0,0,0,0,0.00,ORIX Buffaloes,
Suzuki Kohei,5,1,1,0,1,1,.500,133,35,,22,0,12,0,1,29,0,0,5,3,0.77,ORIX Buffaloes,
Suzuki Yu,22,6,3,0,0,0,.667,357,86,.1,70,5,27,0,1,79,3,0,34,27,2.81,ORIX Buffaloes,
Tajima Daiki,7,1,3,0,0,0,.250,99,25,,21,3,7,0,1,25,3,0,11,9,3.24,ORIX Buffaloes,
Takeyasu Daichi,10,2,1,0,0,0,.667,141,36,,33,1,4,0,0,24,2,0,11,8,2.00,ORIX Buffaloes,
Tomei Daiki,20,0,1,0,0,0,.000,124,30,,29,0,5,0,0,19,0,0,8,5,1.50,ORIX Buffaloes,
Tomiyama Ryoga,14,4,2,0,0,0,.667,96,24,,15,1,8,0,0,25,2,1,11,8,3.00,ORIX Buffaloes,
Tsukahara Shohei,1,0,1,0,0,0,.000,3,+,,0,0,2,0,1,0,1,0,3,3,----,ORIX Buffaloes,
Urushihara Taisei,39,1,0,23,0,0,1.000,160,38,.1,30,1,16,0,1,38,1,1,15,15,3.52,ORIX Buffaloes,
Yamada Nobuyoshi,19,0,0,0,0,0,.000,59,14,.1,9,0,4,0,0,21,0,0,3,1,0.63,ORIX Buffaloes,
Yamamoto Yoshinobu,1,0,1,0,0,0,.000,23,6,,4,0,1,0,0,6,0,0,3,2,3.00,ORIX Buffaloes,
Yamaoka Taisuke,1,1,0,0,0,0,1.000,31,8,,7,0,1,0,0,10,0,0,1,1,1.13,ORIX Buffaloes,
Yamasaki Sachiya,3,0,0,0,0,0,.000,40,11,,5,0,3,0,0,13,0,0,1,1,0.82,ORIX Buffaloes,
Yamazaki Soichiro,6,2,2,0,0,0,.500,156,35,.2,35,3,15,0,1,21,0,0,16,15,3.79,ORIX Buffaloes,
Yoshida Kazumasa,18,3,2,0,0,0,.600,142,33,.1,39,1,5,0,1,24,7,0,16,11,2.97,ORIX Buffaloes,
Yoshida Ryo,29,3,0,1,0,0,1.000,101,26,,19,1,8,0,0,37,1,0,4,4,1.38,ORIX Buffaloes,
Abe Kazunari,48,2,1,3,0,0,.667,172,42,.2,34,5,16,0,1,31,0,0,17,13,2.74,Lotte Marines,
Azuma Yusuke,25,0,1,0,0,0,.000,119,26,,24,3,16,0,2,28,1,1,15,14,4.85,Lotte Marines,
Bolsinger Mike,3,1,0,0,0,0,1.000,28,7,,4,0,3,0,0,5,0,0,1,1,1.29,Lotte Marines,
Chen Kuan-Yu,2,0,0,0,0,0,.000,14,4,,1,0,1,0,0,6,0,0,0,0,0.00,Lotte Marines,
Dohi Seiya,16,9,2,0,0,0,.818,381,95,.2,82,7,18,0,4,83,3,0,27,25,2.35,Lotte Marines,
Doi Hideto,10,0,0,0,0,0,.000,60,12,,12,2,12,0,1,9,1,0,13,13,9.75,Lotte Marines,
Furuya Takuro,13,6,4,0,0,0,.600,221,50,,62,5,11,0,2,27,2,0,30,28,5.04,Lotte Marines,
Futaki Kota,3,0,1,0,0,0,.000,65,16,,15,0,4,0,0,17,1,0,7,5,2.81,Lotte Marines,
Hara Shu,20,3,3,0,0,0,.500,224,54,,43,4,23,0,2,58,3,0,24,22,3.67,Lotte Marines,
Ishizaki Tsuyoshi,21,1,2,0,0,0,.333,106,24,.2,22,2,5,0,3,36,1,0,15,14,5.11,Lotte Marines,
Iwashita Daiki,5,1,1,0,0,0,.500,75,16,.2,13,0,12,0,1,8,2,0,6,6,3.24,Lotte Marines,
Kamata Mizuki,28,0,2,2,0,0,.000,109,26,.1,16,1,19,0,0,26,3,0,15,15,5.13,Lotte Marines,
Karakawa Yuki,7,1,1,0,0,0,.500,33,7,,10,0,1,0,0,11,0,0,4,4,5.14,Lotte Marines,
Mann Brandon,15,2,0,0,0,0,1.000,181,43,.1,39,2,16,0,1,48,1,0,22,21,4.36,Lotte Marines,
Matsunaga Takahiro,6,1,0,0,0,0,1.000,23,5,.1,5,0,3,0,0,5,0,0,2,2,3.38,Lotte Marines,
Minami Masaki,36,3,4,8,0,0,.429,138,34,,26,1,11,0,0,44,4,0,9,8,2.12,Lotte Marines,
Mori Ryotaro,17,2,2,0,0,0,.500,170,34,.1,52,1,13,0,5,26,7,0,31,24,6.29,Lotte Marines,
Nagano Shoji,39,1,0,3,0,0,1.000,179,41,.2,27,1,27,0,2,44,5,0,18,14,3.02,Lotte Marines,
Nakamura Toshiya,16,6,4,0,0,0,.600,344,88,.1,64,5,26,0,3,70,0,2,27,26,2.65,Lotte Marines,
Narita Kakeru,51,3,2,2,0,0,.600,219,54,.1,39,6,22,0,1,47,0,1,20,17,2.82,Lotte Marines,
Nishino Yuji,3,0,0,0,0,0,.000,52,12,.1,11,0,4,0,0,14,0,0,3,3,2.19,Lotte Marines,
Ojima Kazuya,14,4,2,0,0,0,.667,311,78,,62,6,32,0,1,81,1,0,19,16,1.85,Lotte Marines,
Otani Tomohisa,34,3,3,8,0,0,.500,140,34,.1,30,3,6,0,0,39,1,0,9,6,1.57,Lotte Marines,
Ravin Josh,24,2,1,1,0,0,.667,98,21,.1,11,0,20,0,0,24,3,0,11,10,4.22,Lotte Marines,
Sakai Tomohito,2,0,0,0,0,0,.000,7,2,,0,0,1,0,0,2,0,0,0,0,0.00,Lotte Marines,
Sasaki Chihaya,13,3,2,0,0,0,.600,213,49,.1,51,3,16,0,2,32,2,0,24,23,4.20,Lotte Marines,
Sekiya Ryota,32,6,7,0,0,0,.462,358,86,.2,82,9,31,0,4,57,2,0,38,34,3.53,Lotte Marines,
Shima Takaaki,20,0,1,0,0,0,.000,76,18,,10,2,16,0,0,11,0,0,5,4,2.00,Lotte Marines,
Takano Keisuke,14,0,0,0,0,0,.000,58,13,,19,1,3,0,2,6,1,0,7,7,4.85,Lotte Marines,
Tanaka Yasuhiro,9,2,0,0,0,0,1.000,40,10,.2,9,1,1,0,1,7,0,0,4,4,3.38,Lotte Marines,
Taneichi Atsuki,1,0,0,0,0,0,.000,10,3,,0,0,1,0,0,7,1,0,0,0,0.00,Lotte Marines,
Wakui Hideaki,7,1,3,0,0,0,.250,146,34,.1,36,3,7,0,0,29,0,0,25,18,4.72,Lotte Marines,
Watanabe Keita,25,2,1,0,0,0,.667,100,24,.2,16,1,11,0,1,18,1,0,9,7,2.55,Lotte Marines,
Yamamoto Daiki,47,1,2,1,0,0,.333,192,44,.1,40,1,26,0,2,34,4,0,17,16,3.25,Lotte Marines,
Bando Yugo,21,3,5,0,0,0,.375,309,71,.2,84,4,11,0,3,50,2,0,45,33,4.14,SoftBank Hawks,
Furuya Yuto,17,2,1,0,0,0,.667,158,35,.2,24,2,29,0,4,28,3,1,17,10,2.52,SoftBank Hawks,
Hasegawa Hiroki,9,1,2,0,0,0,.333,113,22,.1,28,5,15,0,0,27,2,0,23,15,6.04,SoftBank Hawks,
Ishikawa Shuta,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
Iwasaki Sho,13,2,0,0,0,0,1.000,59,14,.1,16,0,3,0,0,11,0,0,4,4,2.51,SoftBank Hawks,
Izumi Keisuke,23,2,3,1,0,0,.400,217,49,.1,57,5,19,0,3,32,4,0,31,28,5.11,SoftBank Hawks,
Kajiya Ren,16,2,1,5,0,0,.667,68,18,,13,2,5,0,0,15,0,0,5,5,2.50,SoftBank Hawks,
Kasahara Taiga,15,5,2,0,0,0,.714,149,37,,30,2,14,0,0,27,2,0,16,14,3.41,SoftBank Hawks,
Kasaya Shunsuke,26,4,5,2,0,0,.444,308,73,,52,1,40,2,4,56,8,0,32,25,3.08,SoftBank Hawks,
Kawahara Hiroyuki,21,2,0,7,0,0,1.000,91,23,,13,3,11,1,1,20,1,0,9,7,2.74,SoftBank Hawks,
Kayama Shinya,5,0,0,0,0,0,.000,16,4,.2,2,0,0,0,0,6,0,0,0,0,0.00,SoftBank Hawks,
Kozawa Reiji,8,0,1,0,0,0,.000,43,9,.1,6,0,8,0,0,11,0,0,2,2,1.93,SoftBank Hawks,
Matsuda Ryoma,1,0,1,0,0,0,.000,12,3,,2,1,1,0,0,3,0,0,1,1,3.00,SoftBank Hawks,
Matsumoto Yuki,11,3,1,0,0,0,.750,191,47,,40,1,12,0,1,40,0,0,14,9,1.72,SoftBank Hawks,
Miranda Ariel,5,0,2,0,0,0,.000,96,25,,17,3,6,0,0,20,1,0,8,7,2.52,SoftBank Hawks,
Mori Yuito,2,0,0,0,0,0,.000,6,2,,1,0,0,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Nakata Kenichi,21,6,3,0,0,0,.667,414,95,.1,98,3,40,0,3,58,4,0,35,32,3.02,SoftBank Hawks,
Niho Akira,20,3,2,2,0,0,.600,207,50,,51,1,12,0,3,34,3,0,15,14,2.52,SoftBank Hawks,
Nozawa Yuto,3,0,0,0,0,0,.000,15,4,.1,2,0,1,0,1,4,0,0,1,0,0.00,SoftBank Hawks,
Ogata Shuto,1,0,0,0,0,0,.000,6,0,.2,2,0,1,0,1,0,0,0,2,2,27.00,SoftBank Hawks,
Okamoto Ken,33,2,1,1,0,0,.667,153,35,,32,2,13,1,1,21,2,0,19,12,3.09,SoftBank Hawks,
Okumura Masato,16,0,0,0,0,0,.000,77,16,.1,18,0,8,0,2,17,2,0,13,11,6.06,SoftBank Hawks,
Otake Kotaro,8,0,2,0,0,0,.000,116,26,.1,34,0,3,1,0,25,0,0,18,16,5.47,SoftBank Hawks,
Shigeta Tomoaki,2,0,0,0,0,0,.000,7,2,,1,0,2,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Shiino Arata,11,3,0,2,0,0,1.000,95,23,.2,21,2,5,0,0,21,2,0,7,6,2.28,SoftBank Hawks,
Shimabukuro Yosuke,3,1,0,0,0,0,1.000,39,9,,9,0,3,0,1,7,0,0,9,6,6.00,SoftBank Hawks,
Suarez Robert,12,2,2,0,0,0,.500,211,54,,41,4,13,0,1,37,1,1,17,16,2.67,SoftBank Hawks,
Sugiyama Kazuki,22,4,0,0,0,0,1.000,151,36,,23,2,17,0,4,25,4,0,12,10,2.50,SoftBank Hawks,
Takahashi Jumpei,11,2,2,2,0,0,.500,98,27,,17,0,4,0,0,22,2,0,4,2,0.67,SoftBank Hawks,
Takeda Shota,3,1,1,0,0,0,.500,55,14,.1,8,1,6,0,0,13,1,0,4,4,2.51,SoftBank Hawks,
Tanaka Seigi,25,0,2,2,0,0,.000,113,30,,14,2,9,0,0,31,1,0,6,6,1.80,SoftBank Hawks,
Taura Fumimaru,31,2,1,2,0,0,.667,151,34,.1,32,4,11,2,5,30,3,1,19,19,4.98,SoftBank Hawks,
van den Hurk Rick,5,2,1,0,0,0,.667,90,24,,15,1,6,0,0,28,0,0,5,4,1.50,SoftBank Hawks,
Wada Tsuyoshi,7,2,2,0,0,0,.500,116,28,.2,24,7,6,0,0,20,0,0,13,11,3.45,SoftBank Hawks,
Watanabe Takeshi,23,5,0,0,0,0,1.000,197,49,.2,36,2,17,1,3,29,2,2,15,15,2.72,SoftBank Hawks,
Watanabe Yuta,16,1,1,0,0,0,.500,61,14,,19,1,3,0,1,18,0,0,7,6,3.86,SoftBank Hawks,
Yoshizumi Haruto,12,0,2,0,0,0,.000,99,20,.1,20,1,21,0,2,19,3,1,12,12,5.31,SoftBank Hawks,
Anraku Tomohiro,8,1,2,0,0,0,.333,119,28,.1,27,1,8,0,1,20,0,0,11,11,3.49,Rakuten Eagles,
Busenitz Alan,14,1,0,3,0,0,1.000,43,13,,2,0,4,0,0,10,0,0,1,1,0.69,Rakuten Eagles,
Chiba Kota,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Rakuten Eagles,
Fujihira Shoma,19,9,2,0,3,2,.818,481,117,.2,91,9,49,0,4,107,7,1,41,38,2.91,Rakuten Eagles,
Fukui Yuya,9,1,2,0,0,0,.333,182,44,.2,37,2,13,0,2,36,2,1,13,13,2.62,Rakuten Eagles,
Fukuyama Hiroyuki,8,1,3,0,0,0,.250,34,7,.2,8,1,2,0,0,1,0,1,8,5,5.87,Rakuten Eagles,
Furukawa Yuri,7,3,2,0,1,1,.600,138,36,.2,22,1,12,0,1,32,0,0,7,7,1.72,Rakuten Eagles,
Hamaya Kodai,4,0,0,0,0,0,.000,19,4,.1,4,0,2,0,0,10,0,0,1,1,2.08,Rakuten Eagles,
Herrmann Frank,7,0,0,0,0,0,.000,27,7,,4,0,3,0,0,9,2,0,0,0,0.00,Rakuten Eagles,
Hikiji Shuichiro,10,1,3,0,0,0,.250,155,29,.2,49,2,24,0,0,14,1,0,34,33,10.01,Rakuten Eagles,
Ikeda Takahide,6,3,0,0,0,0,1.000,110,23,.2,31,2,7,0,1,17,1,0,15,13,4.94,Rakuten Eagles,
Kamata Yoshinao,16,3,3,0,0,0,.500,309,76,.1,65,3,16,0,3,78,2,0,23,18,2.12,Rakuten Eagles,
Karashima Wataru,1,0,0,0,0,0,.000,4,0,.2,0,0,1,0,1,1,0,0,0,0,0.00,Rakuten Eagles,
Kimura Toshiyasu,25,2,0,0,0,0,1.000,182,41,.1,37,3,21,1,9,33,2,1,18,18,3.92,Rakuten Eagles,
Kishi Takayuki,3,1,0,0,0,0,1.000,49,13,,10,3,0,0,1,12,0,0,5,5,3.46,Rakuten Eagles,
Kondo Hiroki,29,3,5,1,0,0,.375,218,48,.2,54,5,17,1,2,53,4,0,37,28,5.18,Rakuten Eagles,
Konno Ryuta,30,1,3,2,0,0,.250,195,45,,41,2,23,0,2,46,4,0,20,17,3.40,Rakuten Eagles,
Kubo Yuya,23,2,0,5,0,0,1.000,93,22,.2,18,1,7,0,0,23,3,0,6,5,1.99,Rakuten Eagles,
Kumabara Kento,12,5,3,0,0,0,.625,213,52,,39,1,30,0,1,45,3,0,23,18,3.12,Rakuten Eagles,
Mori Yudai,7,0,0,0,0,0,.000,52,12,,12,0,5,0,1,10,0,0,8,7,5.25,Rakuten Eagles,
Nishiguchi Naoto,3,2,1,0,0,0,.667,48,11,,14,2,4,0,0,9,0,0,6,6,4.91,Rakuten Eagles,
Nishimiya Yusuke,39,2,3,2,0,0,.400,144,34,.2,26,0,19,1,1,40,0,0,7,7,1.82,Rakuten Eagles,
Nomoto Hiroki,7,1,1,0,0,0,.500,44,10,,10,1,4,0,2,6,1,0,6,4,3.60,Rakuten Eagles,
Norimoto Takahiro,3,2,0,0,0,0,1.000,56,15,,11,1,2,0,0,16,0,0,2,2,1.20,Rakuten Eagles,
Norimoto Yoshiki,5,0,0,0,0,0,.000,24,5,,4,1,5,0,1,3,0,0,2,2,3.60,Rakuten Eagles,
Ono Fumiya,35,2,3,14,0,0,.400,165,38,,31,1,18,1,2,53,4,0,16,14,3.32,Rakuten Eagles,
Sato Tomoki,2,0,0,0,0,0,.000,8,2,,1,0,1,0,0,1,0,0,0,0,0.00,Rakuten Eagles,
Sato Yoshinori,13,3,0,2,0,0,1.000,120,30,.1,23,0,6,0,0,25,3,0,7,6,1.78,Rakuten Eagles,
Shiomi Takahiro,5,2,0,0,0,0,1.000,89,25,,14,1,2,0,1,23,0,0,4,2,0.72,Rakuten Eagles,
Sugahara Shu,12,5,2,0,0,0,.714,253,59,,56,4,33,0,2,45,5,0,23,20,3.05,Rakuten Eagles,
Sung Chia-Hao,14,0,2,4,0,0,.000,58,12,,13,2,7,0,1,12,1,0,7,7,5.25,Rakuten Eagles,
Suzuki Sora,2,0,1,0,0,0,.000,31,7,,8,2,3,0,0,8,0,0,5,5,6.43,Rakuten Eagles,
Takanashi Yuhei,10,0,0,0,0,0,.000,28,6,.2,4,0,2,1,1,10,0,0,0,0,0.00,Rakuten Eagles,
Teraoka Kanji,51,3,3,0,0,0,.500,180,43,.2,31,1,27,3,1,39,3,1,11,8,1.65,Rakuten Eagles,
Tomura Kenji,19,5,2,0,0,0,.714,276,69,.1,60,4,14,0,5,46,2,1,21,17,2.21,Rakuten Eagles,
Tsuruta Keisuke,8,0,0,0,0,0,.000,35,9,,3,0,5,0,1,8,0,0,0,0,0.00,Rakuten Eagles,
Watanabe Yuki,22,3,2,1,0,0,.600,229,51,.1,52,2,25,0,2,36,3,0,19,17,2.98,Rakuten Eagles,
Yuge Hayato,10,3,0,0,0,0,1.000,166,40,,31,4,19,0,1,26,0,0,15,13,2.93,Rakuten Eagles,
Aiuchi Makoto,20,6,6,1,1,0,.500,419,100,.1,81,9,39,0,7,79,1,1,41,32,2.87,Seibu Lions,
Awatsu Kaito,32,3,2,0,0,0,.600,203,47,.1,46,3,17,0,4,33,1,1,29,24,4.56,Seibu Lions,
Castillo Fabio,1,0,0,0,0,0,.000,4,1,,1,0,1,0,0,0,0,0,0,0,0.00,Seibu Lions,
Enokida Daiki,7,1,3,0,0,0,.250,143,32,.2,36,2,8,0,2,31,0,0,18,10,2.76,Seibu Lions,
Fujita Koki,27,1,1,0,0,0,.500,105,23,,23,2,12,0,4,24,0,0,17,15,5.87,Seibu Lions,
Heath Deunte,4,0,0,0,0,0,.000,15,4,,2,1,1,0,0,4,0,0,3,3,6.75,Seibu Lions,
Honda Keisuke,6,2,0,0,1,1,1.000,149,38,,29,2,13,0,0,24,0,0,10,10,2.37,Seibu Lions,
Imai Tatsuya,1,0,0,0,0,0,.000,11,3,,1,0,0,0,1,6,0,1,0,0,0.00,Seibu Lions,
Ito Sho,13,3,7,0,1,0,.300,286,66,.2,71,7,21,0,2,37,7,2,43,28,3.78,Seibu Lions,
Koishi Hirotaka,32,1,2,2,0,0,.333,192,48,,35,5,15,0,1,36,0,0,16,14,2.63,Seibu Lions,
Kokuba Tsubasa,21,4,0,2,0,0,1.000,122,29,.2,28,0,6,0,2,22,4,0,9,7,2.12,Seibu Lions,
Kuo Chun-Lin,12,2,2,0,1,1,.500,252,62,,51,8,24,0,5,33,1,0,21,21,3.05,Seibu Lions,
Liao Jen-Lei,26,0,2,0,0,0,.000,142,29,.2,19,2,33,0,2,32,4,1,16,13,3.94,Seibu Lions,
Martin Kyle,5,0,0,0,0,0,.000,22,5,,6,1,3,0,1,5,0,0,1,1,1.80,Seibu Lions,
Matsumoto Naoaki,26,0,2,3,0,0,.000,125,28,,33,3,10,0,0,18,4,0,19,14,4.50,Seibu Lions,
Matsumoto Wataru,6,1,3,0,0,0,.250,117,25,,30,3,15,0,0,25,0,0,14,14,5.04,Seibu Lions,
Minamikawa Tadasuke,29,3,7,2,0,0,.300,257,59,,60,7,26,0,3,41,2,0,38,31,4.73,Seibu Lions,
Moriwaki Ryosuke,15,0,1,3,0,0,.000,109,23,,29,3,11,0,0,28,1,0,16,12,4.70,Seibu Lions,
Nakatsuka Shunta,34,0,3,0,0,0,.000,166,40,.1,30,0,23,0,2,30,5,1,13,11,2.45,Seibu Lions,
Neal Zach,8,2,3,0,0,0,.400,181,42,.2,47,4,7,0,3,24,2,0,25,18,3.80,Seibu Lions,
Noda Shogo,27,1,3,0,0,0,.250,106,23,.2,19,3,12,1,1,18,1,0,14,11,4.18,Seibu Lions,
Ogawa Ryuya,4,1,0,0,0,0,1.000,13,4,,1,0,0,0,0,4,0,0,1,1,2.25,Seibu Lions,
Oishi Tatsuya,29,1,1,4,0,0,.500,122,28,.1,27,3,13,0,0,29,0,0,16,13,4.13,Seibu Lions,
Okubo Jiyu,2,0,0,0,0,0,.000,24,5,,5,1,3,0,1,2,1,0,4,4,7.20,Seibu Lions,
Saito Hiromasa,20,1,3,0,0,0,.250,136,30,.2,27,5,15,0,2,26,4,0,16,13,3.82,Seibu Lions,
Sano Yasuo,1,1,0,0,0,0,1.000,29,7,,9,0,2,0,0,3,0,0,1,1,1.29,Seibu Lions,
Taira Kaima,7,1,0,0,0,0,1.000,63,16,,9,0,7,0,0,22,5,0,4,2,1.13,Seibu Lions,
Takagi Hayato,19,6,3,0,0,0,.667,338,80,.2,78,7,23,0,5,52,4,0,35,27,3.01,Seibu Lions,
Takekuma Shota,10,1,0,1,0,0,1.000,49,12,.2,9,0,3,0,0,8,2,0,2,1,0.71,Seibu Lions,
Tamura Ichiro,33,3,3,4,0,0,.500,169,40,,34,5,10,0,6,26,3,0,19,17,3.83,Seibu Lions,
Tawata Shinsaburo,3,1,1,0,1,0,.500,93,23,,20,2,6,0,2,21,1,0,9,9,3.52,Seibu Lions,
Togame Ken,4,1,2,0,0,0,.333,59,13,,18,2,5,0,0,8,1,0,11,9,6.23,Seibu Lions,
Tono Aoi,8,2,3,0,0,0,.400,140,28,.2,43,6,15,0,2,21,2,0,27,25,7.85,Seibu Lions,
Utsumi Tetsuya,7,0,2,0,0,0,.000,98,20,,33,5,5,0,1,10,0,0,22,21,9.45,Seibu Lions,
Watanabe Yutaro,2,0,0,0,0,0,.000,23,3,.2,10,1,2,0,0,0,0,0,8,6,14.73,Seibu Lions,
Yoza Kaito,2,0,1,0,0,0,.000,22,5,.1,8,1,0,0,0,5,0,0,4,3,5.06,Seibu Lions,
Akiyoshi Ryo,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
Barbato Johnny,18,1,3,0,0,0,.250,151,34,.1,44,3,11,0,3,27,2,0,24,21,5.50,Nipponham Fighters,
Fujioka Takahiro,17,2,2,1,0,0,.500,104,25,.1,23,2,8,1,1,28,3,0,11,11,3.91,Nipponham Fighters,
Fukuda Suguru,51,2,4,5,0,0,.333,319,68,,72,4,41,0,4,79,14,0,48,37,4.90,Nipponham Fighters,
Hancock Justin,2,0,1,0,0,0,.000,13,2,,5,0,0,0,1,0,0,0,4,3,13.50,Nipponham Fighters,
Hori Mizuki,7,0,0,0,0,0,.000,32,8,.2,4,1,3,0,0,10,0,0,2,2,2.08,Nipponham Fighters,
Iguchi Kazutomo,25,1,2,4,0,0,.333,129,32,,24,5,7,0,1,37,1,1,13,13,3.66,Nipponham Fighters,
Ishikawa Naoya,8,0,0,0,0,0,.000,30,8,,5,0,1,0,0,10,1,0,1,1,1.13,Nipponham Fighters,
Kagiya Yohei,8,0,0,0,0,0,.000,38,10,,3,0,5,0,0,23,0,0,0,0,0.00,Nipponham Fighters,
Kakigi Ren,26,2,4,0,0,0,.333,216,43,.2,58,9,30,0,1,25,1,1,43,40,8.24,Nipponham Fighters,
Kato Takayuki,2,0,1,0,0,0,.000,35,8,,10,1,1,0,0,6,0,0,4,3,3.38,Nipponham Fighters,
Kitaura Ryuji,19,3,5,0,0,0,.375,366,88,,84,9,28,0,6,57,3,0,37,33,3.38,Nipponham Fighters,
Kumon Katsuhiko,5,1,0,0,0,0,1.000,28,6,,8,1,2,0,0,5,2,0,7,4,6.00,Nipponham Fighters,
Martinez Nick,2,0,0,0,0,0,.000,16,4,,3,1,1,0,0,5,0,0,3,2,4.50,Nipponham Fighters,
Miyadai Kohei,17,4,3,1,0,0,.571,278,62,.2,66,8,30,0,1,49,4,0,33,32,4.60,Nipponham Fighters,
Murata Toru,7,0,2,0,0,0,.000,69,18,,15,2,3,0,0,10,0,1,7,6,3.00,Nipponham Fighters,
Nabatame Tsubasa,20,4,4,0,0,0,.500,287,65,,66,7,29,0,1,44,3,0,36,28,3.88,Nipponham Fighters,
Nakamura Masaru,18,0,6,0,0,0,.000,354,78,,82,12,42,0,4,52,8,0,43,41,4.73,Nipponham Fighters,
Nishimura Takahiro,12,1,0,0,0,0,1.000,67,19,.1,7,0,3,0,0,21,2,0,0,0,0.00,Nipponham Fighters,
Rodriguez Bryan,2,0,0,0,0,0,.000,24,7,,5,0,2,0,0,5,0,0,2,2,2.57,Nipponham Fighters,
Saito Yuki,18,4,2,0,0,0,.667,170,38,.2,40,6,15,0,0,29,3,0,18,15,3.49,Nipponham Fighters,
Sugiura Toshihiro,6,0,3,0,0,0,.000,62,12,.1,18,0,6,0,0,15,3,0,12,10,7.30,Nipponham Fighters,
