Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Suzuki Kohei,19,4,6,0,0,0,0,.400,451,102,.1,100,15,49,0,3,88,4,0,56,49,4.31,ORIX Buffaloes,
Suzuki Yu,1,0,0,0,0,0,0,.000,9,2,,1,0,3,0,0,2,0,0,1,1,4.50,ORIX Buffaloes,
Tajima Daiki,10,3,4,0,0,0,0,.429,219,49,.2,48,4,20,0,1,40,1,0,26,19,3.44,ORIX Buffaloes,
Takeyasu Daichi,10,3,2,0,0,1,1,.600,234,54,,63,5,17,0,5,37,1,0,28,27,4.50,ORIX Buffaloes,
Tomei Daiki,7,1,1,0,0,0,0,.500,91,19,,20,5,16,0,1,9,0,0,15,15,7.11,ORIX Buffaloes,
Tomiyama Ryoga,1,0,0,0,0,0,0,.000,6,2,,0,0,0,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
Yamada Nobuyoshi,40,0,0,0,5,0,0,.000,172,43,,31,6,18,1,0,44,1,0,17,17,3.56,ORIX Buffaloes,
Yamamoto Yoshinobu,20,8,6,0,0,1,1,.571,553,143,,101,8,36,0,3,127,3,1,37,31,1.95,ORIX Buffaloes,
Yamaoka Taisuke,26,13,4,0,0,2,0,.765,699,170,,154,16,45,1,4,154,2,0,77,70,3.71,ORIX Buffaloes,
Yamasaki Sachiya,36,2,3,0,1,0,0,.400,236,54,,49,6,28,3,3,37,2,0,27,27,4.50,ORIX Buffaloes,
Yoshida Kazumasa,33,1,1,0,6,0,0,.500,156,37,.2,33,3,14,1,1,28,1,0,17,17,4.06,ORIX Buffaloes,
Yoshida Ryo,4,0,0,0,0,0,0,.000,21,4,.1,7,2,3,0,0,2,0,0,4,4,8.31,ORIX Buffaloes,
Abe Kazunari,4,0,0,0,2,0,0,.000,14,4,,1,0,2,0,0,2,0,0,0,0,0.00,Lotte Marines,
Ariyoshi Yuki,2,0,2,0,0,0,0,.000,37,7,.1,12,4,5,0,0,2,0,0,11,11,13.50,Lotte Marines,
Azuma Yusuke,24,3,2,0,7,0,0,.600,92,21,,19,2,13,2,0,16,2,0,11,11,4.71,Lotte Marines,
Bolsinger Mike,20,4,6,0,0,0,0,.400,465,103,,105,14,52,0,5,86,3,0,61,53,4.63,Lotte Marines,
Chen Kuan-Yu,44,1,1,0,5,0,0,.500,253,57,,54,2,27,3,2,45,2,0,28,23,3.63,Lotte Marines,
Dohi Seiya,6,1,0,0,0,0,0,1.000,137,31,.2,35,4,12,0,0,28,1,0,12,11,3.13,Lotte Marines,
Futaki Kota,22,7,10,0,0,1,0,.412,538,128,.2,127,16,30,0,6,115,3,0,68,63,4.41,Lotte Marines,
Ishikawa Ayumu,27,8,5,0,5,0,0,.615,503,118,.2,129,9,28,1,4,81,2,0,50,48,3.64,Lotte Marines,
Ishizaki Tsuyoshi,2,0,0,0,0,0,0,.000,10,2,,4,0,1,0,0,0,1,0,2,2,9.00,Lotte Marines,
Iwashita Daiki,21,5,3,0,1,0,0,.625,406,96,.1,80,14,47,1,2,74,2,0,44,39,3.64,Lotte Marines,
Karakawa Yuki,40,5,3,0,14,0,0,.625,168,37,.2,47,7,6,0,1,30,0,0,25,22,5.26,Lotte Marines,
Mann Brandon,14,0,2,0,3,0,0,.000,75,16,,16,1,12,1,1,20,0,0,9,7,3.94,Lotte Marines,
Masuda Naoya,60,4,5,27,12,0,0,.444,229,58,.2,36,5,22,2,2,56,1,0,15,14,2.15,Lotte Marines,
Matsunaga Takahiro,46,2,3,0,25,0,0,.400,144,34,.2,25,3,17,1,3,32,1,0,13,10,2.60,Lotte Marines,
Minami Masaki,4,0,1,0,0,0,0,.000,18,3,.2,4,1,4,1,0,3,0,0,5,5,12.27,Lotte Marines,
Nagano Shoji,5,0,1,0,3,0,0,.000,15,4,,3,0,2,0,1,2,0,0,2,2,4.50,Lotte Marines,
Nakamura Toshiya,10,1,1,0,3,0,0,.500,103,25,,23,2,8,0,1,21,3,2,12,12,4.32,Lotte Marines,
Nishino Yuji,37,2,3,2,5,1,1,.400,277,70,,56,6,23,0,0,64,1,0,23,23,2.96,Lotte Marines,
Ojima Kazuya,10,3,5,0,0,0,0,.375,232,54,.1,55,5,20,0,1,45,0,0,28,26,4.31,Lotte Marines,
Otani Tomohisa,2,0,2,0,0,0,0,.000,10,1,.2,2,0,2,0,0,1,0,0,3,2,10.80,Lotte Marines,
Ravin Josh,2,0,0,0,0,0,0,.000,12,1,.2,3,1,3,0,1,1,0,0,5,5,27.00,Lotte Marines,
Sakai Tomohito,54,5,4,0,20,0,0,.556,248,57,.2,51,9,25,4,1,60,1,0,28,28,4.37,Lotte Marines,
Sasaki Chihaya,7,2,1,0,0,0,0,.667,130,32,,26,2,12,0,1,22,0,0,11,9,2.53,Lotte Marines,
Takano Keisuke,2,0,0,0,0,0,0,.000,8,1,.1,3,2,1,0,0,0,0,0,2,2,13.50,Lotte Marines,
Tanaka Yasuhiro,44,4,1,0,2,0,0,.800,166,39,.2,42,2,12,2,3,29,0,0,12,12,2.72,Lotte Marines,
Taneichi Atsuki,26,8,2,0,2,0,0,.800,506,116,.2,114,11,51,1,2,135,5,0,47,42,3.24,Lotte Marines,
Tojo Taiki,58,1,0,0,16,0,0,1.000,232,52,.1,52,7,21,1,7,53,1,0,26,22,3.78,Lotte Marines,
Wakui Hideaki,18,3,7,0,0,2,1,.300,462,104,,121,14,27,1,6,87,3,0,58,52,4.50,Lotte Marines,
Higashihama Nao,7,2,2,0,0,0,0,.500,158,35,.1,36,5,23,0,1,26,2,0,26,25,6.37,SoftBank Hawks,
Ishikawa Shuta,2,0,0,0,1,0,0,.000,11,3,,2,0,0,0,0,3,1,0,0,0,0.00,SoftBank Hawks,
Iwasaki Sho,2,0,0,0,0,0,0,.000,8,2,,1,0,1,0,0,2,0,0,1,1,4.50,SoftBank Hawks,
Izumi Keisuke,14,2,0,0,3,0,0,1.000,80,18,.1,17,1,8,0,1,18,0,1,5,4,1.96,SoftBank Hawks,
Kaino Hiroshi,65,2,5,8,26,0,0,.286,253,58,.2,49,6,34,1,4,73,3,0,28,27,4.14,SoftBank Hawks,
Kajiya Ren,30,3,1,0,6,0,0,.750,169,36,,42,4,22,1,2,23,1,0,26,24,6.00,SoftBank Hawks,
Kasaya Shunsuke,2,0,0,0,0,0,0,.000,26,5,,6,1,7,0,0,7,1,0,4,4,7.20,SoftBank Hawks,
Kawahara Hiroyuki,19,0,0,0,1,0,0,.000,105,23,.2,22,1,14,0,1,10,1,0,10,7,2.66,SoftBank Hawks,
Kayama Shinya,54,2,2,1,19,0,0,.500,128,31,,29,1,5,0,4,26,0,0,13,9,2.61,SoftBank Hawks,
Matsuda Ryoma,51,2,4,0,5,0,0,.333,230,52,,41,8,32,0,3,57,0,1,23,22,3.81,SoftBank Hawks,
Matsumoto Yuki,7,1,1,0,0,0,0,.500,146,33,.2,35,2,11,0,0,32,1,0,18,15,4.01,SoftBank Hawks,
Miranda Ariel,18,7,5,0,0,0,0,.583,382,86,,80,13,48,0,2,58,3,0,44,40,4.19,SoftBank Hawks,
Moinelo Livan,60,3,1,4,34,0,0,.750,245,59,.1,37,4,25,1,6,86,3,0,13,10,1.52,SoftBank Hawks,
Mori Yuito,54,2,3,35,7,0,0,.400,213,53,,40,5,13,1,2,59,1,0,13,13,2.21,SoftBank Hawks,
Nakata Kenichi,1,0,0,0,0,0,0,.000,20,4,.2,3,0,3,0,1,2,0,0,1,1,1.93,SoftBank Hawks,
Niho Akira,8,1,4,0,0,0,0,.200,165,38,.1,40,6,16,0,0,15,0,1,19,17,3.99,SoftBank Hawks,
Okumura Masato,12,0,1,0,3,0,0,.000,58,12,.1,13,3,7,1,3,10,2,0,12,12,8.76,SoftBank Hawks,
Otake Kotaro,17,5,4,0,0,1,0,.556,442,106,,111,13,20,1,4,72,0,1,47,45,3.82,SoftBank Hawks,
Senga Kodai,26,13,8,0,0,2,2,.619,752,180,.1,134,19,75,1,8,227,4,1,60,56,2.79,SoftBank Hawks,
Shiino Arata,36,5,2,0,6,0,0,.714,206,46,,37,5,31,2,2,49,2,0,20,16,3.13,SoftBank Hawks,
Suarez Robert,9,0,4,0,0,0,0,.000,126,26,.2,28,6,20,0,1,27,2,0,18,17,5.74,SoftBank Hawks,
Sugiyama Kazuki,2,0,0,0,0,0,0,.000,21,4,,5,0,5,0,0,4,1,0,4,4,9.00,SoftBank Hawks,
Takahashi Jumpei,45,3,2,0,17,0,0,.600,205,51,,36,4,17,2,5,58,2,0,17,15,2.65,SoftBank Hawks,
Takahashi Rei,23,12,6,0,0,0,0,.667,584,143,,114,10,49,0,11,73,3,1,56,53,3.34,SoftBank Hawks,
Takeda Shota,32,5,3,1,9,0,0,.625,361,83,,78,6,40,0,4,70,2,0,48,42,4.55,SoftBank Hawks,
Tanaka Seigi,1,0,0,0,0,0,0,.000,5,0,.2,1,0,2,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Taura Fumimaru,8,0,0,0,0,0,0,.000,41,10,,8,1,6,0,0,6,0,0,5,5,4.50,SoftBank Hawks,
van den Hurk Rick,3,2,0,0,0,0,0,1.000,66,17,.1,13,2,2,0,0,22,0,0,7,6,3.12,SoftBank Hawks,
Wada Tsuyoshi,12,4,4,0,0,0,0,.500,240,57,.2,56,11,14,0,2,45,0,0,26,25,3.90,SoftBank Hawks,
Anraku Tomohiro,9,0,2,0,0,0,0,.000,137,32,.1,30,5,11,0,3,19,1,1,22,17,4.73,Rakuten Eagles,
Aoyama Koji,62,2,4,0,16,0,0,.333,208,53,.1,37,8,18,4,0,36,1,0,16,16,2.70,Rakuten Eagles,
Busenitz Alan,54,4,3,0,28,0,0,.571,220,51,,46,1,20,0,5,45,1,0,15,11,1.94,Rakuten Eagles,
Fujihira Shoma,3,0,1,0,0,0,0,.000,45,8,.2,9,4,7,0,3,6,0,0,10,10,10.38,Rakuten Eagles,
Fukui Yuya,8,3,1,0,0,0,0,.750,150,33,,31,3,24,0,2,20,1,0,19,19,5.18,Rakuten Eagles,
Fukuyama Hiroyuki,7,0,0,0,1,0,0,.000,38,8,.2,8,0,1,0,3,4,0,0,5,5,5.19,Rakuten Eagles,
Furukawa Yuri,8,1,2,0,0,0,0,.333,170,38,.1,37,6,21,0,0,31,1,0,27,27,6.34,Rakuten Eagles,
Herrmann Frank,50,5,3,0,21,0,0,.625,184,47,.1,31,5,16,2,0,49,2,0,16,16,3.04,Rakuten Eagles,
Ishibashi Ryota,28,8,7,0,0,0,0,.533,535,127,.1,116,20,35,0,6,71,5,0,60,54,3.82,Rakuten Eagles,
Kamata Yoshinao,5,1,1,0,0,0,0,.500,102,21,.2,25,4,12,0,1,15,1,0,13,13,5.40,Rakuten Eagles,
Karashima Wataru,27,9,6,0,2,0,0,.600,518,117,.1,119,14,57,3,0,84,1,0,59,54,4.14,Rakuten Eagles,
Kishi Takayuki,15,3,5,0,0,0,0,.375,381,93,.2,80,12,25,1,1,86,1,0,37,37,3.56,Rakuten Eagles,
Kondo Hiroki,2,0,2,0,0,0,0,.000,44,9,.1,14,2,2,0,1,3,0,0,9,9,8.68,Rakuten Eagles,
Konno Ryuta,4,1,0,0,0,0,0,1.000,44,9,,13,1,3,0,1,7,1,0,10,10,10.00,Rakuten Eagles,
Kubo Yuya,22,2,1,0,2,0,0,.667,94,22,.1,16,3,11,0,1,14,1,0,7,7,2.82,Rakuten Eagles,
Kumabara Kento,1,0,0,0,0,0,0,.000,17,3,.1,4,1,3,0,0,3,0,0,2,2,5.40,Rakuten Eagles,
Matsui Yuki,68,2,8,38,12,0,0,.200,271,69,.2,40,5,24,2,1,107,2,0,17,15,1.94,Rakuten Eagles,
Mima Manabu,25,8,5,0,0,2,0,.615,600,143,.2,146,19,24,0,4,112,3,0,69,64,4.01,Rakuten Eagles,
Morihara Kohei,64,4,2,0,29,0,0,.667,255,64,,47,3,18,1,1,65,0,0,15,14,1.97,Rakuten Eagles,
Nishimiya Yusuke,14,1,0,0,1,0,0,1.000,84,16,.1,18,0,17,0,1,21,0,0,15,14,7.71,Rakuten Eagles,
Norimoto Takahiro,12,5,5,0,0,0,0,.500,269,68,,58,7,10,0,3,67,1,1,27,21,2.78,Rakuten Eagles,
Ono Fumiya,13,0,0,0,0,0,0,.000,87,18,.2,26,3,5,0,2,14,1,0,13,13,6.27,Rakuten Eagles,
Sato Yoshinori,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,Rakuten Eagles,
Shiomi Takahiro,9,3,1,0,0,0,0,.750,197,51,.1,42,6,9,0,0,47,1,0,18,18,3.16,Rakuten Eagles,
Sugahara Shu,9,1,3,0,0,0,0,.250,160,35,.1,35,1,20,0,4,21,2,1,19,16,4.08,Rakuten Eagles,
Sung Chia-Hao,48,3,2,0,24,0,0,.600,186,45,.1,34,2,23,2,0,40,1,0,14,11,2.18,Rakuten Eagles,
Takanashi Yuhei,48,2,1,0,14,0,0,.667,146,31,.1,25,0,23,2,4,41,0,0,8,8,2.30,Rakuten Eagles,
Teraoka Kanji,1,0,0,0,0,0,0,.000,15,3,,6,1,0,0,0,2,0,0,3,3,9.00,Rakuten Eagles,
Tomura Kenji,6,0,0,0,0,0,0,.000,73,15,.2,17,1,9,1,0,15,1,0,15,11,6.32,Rakuten Eagles,
Watanabe Yuki,1,0,0,0,0,0,0,.000,5,1,,0,0,2,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Yuge Hayato,8,3,3,0,0,1,1,.500,172,43,.1,40,5,9,0,2,34,0,0,18,18,3.74,Rakuten Eagles,
Aiuchi Makoto,2,0,1,0,0,0,0,.000,51,9,.1,17,3,6,0,1,5,0,0,12,12,11.57,Seibu Lions,
Awatsu Kaito,1,0,0,0,0,0,0,.000,10,2,,4,0,1,0,0,0,0,0,2,2,9.00,Seibu Lions,
Enokida Daiki,13,4,3,0,0,0,0,.571,319,69,,86,12,21,0,9,33,2,0,54,50,6.52,Seibu Lions,
Heath Deunte,34,2,3,2,7,0,0,.400,135,31,.1,26,2,14,0,2,34,2,0,15,13,3.73,Seibu Lions,
Hirai Katsunori,81,5,4,0,36,0,0,.556,354,82,.1,77,6,32,3,6,66,4,0,33,32,3.50,Seibu Lions,
Honda Keisuke,16,6,6,0,0,0,0,.500,375,91,.1,88,13,28,0,3,53,2,0,48,47,4.63,Seibu Lions,
Imai Tatsuya,23,7,9,0,0,1,1,.438,596,135,.1,127,16,72,1,5,105,7,1,74,65,4.32,Seibu Lions,
Ito Sho,6,0,0,0,0,0,0,.000,25,6,,7,1,3,0,0,2,0,0,4,4,6.00,Seibu Lions,
Koishi Hirotaka,8,0,0,0,0,0,0,.000,69,15,.1,15,2,5,0,4,6,0,0,10,10,5.87,Seibu Lions,
Kokuba Tsubasa,15,1,0,0,2,0,0,1.000,62,14,.2,13,3,7,0,0,2,0,0,6,6,3.68,Seibu Lions,
Kuo Chun-Lin,2,1,1,0,0,0,0,.500,44,10,,7,1,6,0,1,7,1,0,6,5,4.50,Seibu Lions,
Liao Jen-Lei,3,0,0,0,0,0,0,.000,14,3,,4,1,0,0,1,4,0,0,1,1,3.00,Seibu Lions,
Martin Kyle,41,2,5,1,10,0,0,.286,199,41,.2,40,2,28,1,8,36,4,0,25,17,3.67,Seibu Lions,
Masuda Tatsushi,65,4,1,30,7,0,0,.800,272,69,.2,51,5,10,1,0,74,0,0,15,14,1.81,Seibu Lions,
Matsumoto Naoaki,4,0,0,0,0,0,0,.000,25,5,,9,2,1,0,0,3,0,0,4,4,7.20,Seibu Lions,
Matsumoto Wataru,16,7,4,0,0,0,0,.636,384,85,.1,87,11,46,1,2,65,8,0,47,43,4.54,Seibu Lions,
Minamikawa Tadasuke,1,0,0,0,0,0,0,.000,3,+,,0,0,3,0,0,0,2,0,1,1,----,Seibu Lions,
Moriwaki Ryosuke,29,2,1,0,2,0,0,.667,143,31,,29,3,20,0,3,24,1,0,17,17,4.94,Seibu Lions,
Neal Zach,17,12,1,0,0,0,0,.923,410,100,.1,103,8,15,0,6,51,2,1,38,32,2.87,Seibu Lions,
Noda Shogo,23,2,0,0,2,0,0,1.000,84,19,.2,14,1,9,0,3,10,0,0,8,8,3.66,Seibu Lions,
Ogawa Ryuya,55,4,1,1,15,0,0,.800,157,38,.1,35,4,12,0,3,28,4,0,12,11,2.58,Seibu Lions,
Oishi Tatsuya,2,0,0,0,0,0,0,.000,11,2,.1,4,1,0,0,0,5,0,0,4,4,15.43,Seibu Lions,
Saito Hiromasa,9,0,0,0,1,0,0,.000,51,10,.2,12,4,6,0,3,7,0,0,9,8,6.75,Seibu Lions,
Sano Yasuo,44,2,2,0,2,0,0,.500,297,67,.2,68,4,32,2,4,39,1,0,34,33,4.39,Seibu Lions,
Taira Kaima,26,2,1,1,6,0,0,.667,111,24,,29,2,9,0,3,23,3,0,13,9,3.38,Seibu Lions,
Takagi Hayato,2,0,0,0,0,0,0,.000,16,2,.1,4,1,4,0,1,1,0,0,7,2,7.71,Seibu Lions,
Takahashi Kona,21,10,6,0,0,1,0,.625,554,123,.2,144,13,47,1,14,90,7,1,77,62,4.51,Seibu Lions,
Takekuma Shota,10,1,1,0,1,0,0,.500,68,14,.2,14,1,12,0,1,5,0,0,11,10,6.14,Seibu Lions,
Tamura Ichiro,6,0,0,0,0,0,0,.000,34,7,.1,9,1,4,0,0,3,2,0,5,5,6.14,Seibu Lions,
Tawata Shinsaburo,12,1,6,0,0,1,1,.143,306,66,.1,84,8,25,0,6,37,3,0,47,43,5.83,Seibu Lions,
Togame Ken,19,5,6,0,0,0,0,.455,444,102,,106,12,31,0,4,57,1,2,56,51,4.50,Seibu Lions,
Akiyoshi Ryo,53,0,5,25,7,0,0,.000,212,51,.2,38,6,19,3,2,48,0,0,19,17,2.96,Nipponham Fighters,
Arihara Kohei,24,15,8,0,0,1,1,.652,639,164,.1,111,14,40,0,9,161,9,0,49,45,2.46,Nipponham Fighters,
Barbato Johnny,15,2,2,0,1,0,0,.500,147,32,,35,5,21,1,1,22,1,0,23,20,5.63,Nipponham Fighters,
Fujioka Takahiro,2,0,0,0,0,0,0,.000,17,3,,4,0,5,0,0,2,0,0,5,5,15.00,Nipponham Fighters,
Hancock Justin,8,0,1,2,2,0,0,.000,33,7,,8,1,5,1,0,8,1,0,7,7,9.00,Nipponham Fighters,
Hori Mizuki,53,4,4,1,5,0,0,.500,265,60,.1,61,9,18,1,3,61,1,0,37,35,5.22,Nipponham Fighters,
Iguchi Kazutomo,32,1,0,1,7,0,0,1.000,131,32,,28,3,7,1,2,19,0,0,9,9,2.53,Nipponham Fighters,
Ishikawa Naoya,60,3,2,5,21,0,0,.600,220,54,.1,39,6,16,0,1,75,3,0,20,20,3.31,Nipponham Fighters,
Kagiya Yohei,18,0,0,0,1,0,0,.000,77,16,.2,16,0,12,1,0,16,0,0,11,11,5.94,Nipponham Fighters,
Kaneko Chihiro,26,8,7,0,2,0,0,.533,460,109,.2,106,10,40,0,0,75,2,0,42,37,3.04,Nipponham Fighters,
Kato Takayuki,26,5,7,0,1,0,0,.417,378,92,,85,11,23,0,3,70,1,0,39,36,3.52,Nipponham Fighters,
Kitaura Ryuji,6,1,1,0,0,0,0,.500,78,17,.1,21,1,6,0,0,6,1,0,11,11,5.71,Nipponham Fighters,
Kumon Katsuhiko,61,2,0,1,17,0,0,1.000,213,52,.1,41,5,18,3,1,31,1,0,24,23,3.96,Nipponham Fighters,
Miyanishi Naoki,55,1,2,0,43,0,0,.333,182,47,.1,32,1,6,0,3,51,1,0,13,9,1.71,Nipponham Fighters,
Murata Toru,13,0,2,0,2,0,0,.000,138,34,,32,4,5,0,2,23,0,0,15,12,3.18,Nipponham Fighters,
Nabatame Tsubasa,4,0,1,0,0,0,0,.000,39,8,,10,2,4,0,0,2,0,0,10,7,7.88,Nipponham Fighters,
Nakamura Masaru,1,0,1,0,0,0,0,.000,14,2,,3,1,4,0,0,0,0,0,6,6,27.00,Nipponham Fighters,
Nishimura Takahiro,35,1,0,0,3,0,0,1.000,196,44,.2,40,6,20,0,3,55,3,0,22,19,3.83,Nipponham Fighters,
Rodriguez Bryan,34,6,7,1,8,0,0,.462,383,91,.1,89,7,27,3,4,55,5,0,36,33,3.25,Nipponham Fighters,
Saito Yuki,11,0,2,0,0,0,0,.000,87,21,,19,1,8,0,0,12,2,0,12,11,4.71,Nipponham Fighters,
Sugiura Toshihiro,14,4,4,0,0,0,0,.500,252,65,,52,7,13,0,2,50,1,0,30,27,3.74,Nipponham Fighters,
Suzuki Ryotaro,1,0,0,0,0,0,0,.000,9,2,,2,0,1,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
Tamai Taisho,65,2,3,0,11,0,0,.400,256,62,,52,1,22,2,1,34,1,0,22,18,2.61,Nipponham Fighters,
Tanaka Eito,1,0,1,0,0,0,0,.000,9,2,,2,0,1,0,0,1,1,0,2,2,9.00,Nipponham Fighters,
Uehara Kenta,13,1,3,0,0,0,0,.250,195,45,.1,53,7,9,1,0,30,6,1,31,28,5.56,Nipponham Fighters,
Urano Hiroshi,25,3,1,0,7,0,0,.750,143,34,.1,37,11,7,1,0,34,1,0,20,19,4.98,Nipponham Fighters,
Uwasawa Naoyuki,11,5,3,0,0,0,0,.625,307,71,.1,69,5,27,1,1,64,3,0,34,25,3.15,Nipponham Fighters,
Yoshida Kosei,4,1,3,0,0,0,0,.250,59,11,,18,3,7,0,1,13,0,0,15,15,12.27,Nipponham Fighters,
Yoshida Yuki,9,0,0,0,0,0,0,.000,98,21,,27,6,11,0,1,17,2,0,14,14,6.00,Nipponham Fighters,
Yoshikawa Mitsuo,4,0,3,0,0,0,0,.000,50,10,.2,11,2,7,0,0,8,0,0,8,8,6.75,Nipponham Fighters,
