Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,Unnamed: 12
井領 雅貴,中,RF,87.3,-1.4,-1.1,-,-0.4,0.0,-0.3,-,-,
長野 久義,広,LF,221.7,-3.2,-0.7,-,-1.8,-0.7,-2.1,-,-,
長野 久義,広,CF,55.0,-3.1,-2.6,-,-0.5,0.0,0.2,-,-,
長野 久義,広,RF,36.0,1.1,0.9,-,0.1,0.0,-0.1,-,-,
長野 久義,広,DH,21.0,-,-,-,-,-,-0.2,-,-,
雄平,ヤ,CF,2.0,-0.5,-0.5,-,0.1,0.0,0.0,-,-,
雄平,ヤ,RF,962.3,-1.1,3.4,-,-4.2,-0.4,-3.7,-,-,
今宮 健太,ソ,SS,823.0,-5.4,-6.0,-2.1,-,2.7,6.6,-,-,
石井 一成,日,2B,47.0,-1.7,-1.9,0.0,-,0.2,0.1,-,-,
石井 一成,日,3B,193.0,-0.5,0.0,0.1,-,-0.6,-0.7,-,-,
石井 一成,日,SS,309.3,4.4,5.8,-1.0,-,-0.4,2.5,-,-,
小園 海斗,広,SS,430.3,-7.2,-3.7,-1.1,-,-2.3,3.4,-,-,
上林 誠知,ソ,CF,54.0,-1.6,-1.1,-,-0.5,0.0,0.2,-,-,
上林 誠知,ソ,RF,593.0,2.9,4.8,-,-2.2,0.2,-2.3,-,-,
上林 誠知,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
三家 和真,ロ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
三家 和真,ロ,LF,22.0,-1.7,-1.1,-,-0.6,0.0,-0.2,-,-,
三家 和真,ロ,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
三家 和真,ロ,DH,13.0,-,-,-,-,-,-0.2,-,-,
高橋 大樹,広,LF,79.0,2.2,1.8,-,0.4,0.0,-0.7,-,-,
高橋 大樹,広,CF,9.0,0.4,0.4,-,0.0,0.0,0.0,-,-,
高橋 大樹,広,RF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
上本 崇司,広,2B,10.0,-0.2,-0.3,0.1,-,0.0,0.0,-,-,
上本 崇司,広,3B,57.7,-0.4,-0.9,-0.1,-,0.5,-0.2,-,-,
上本 崇司,広,SS,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
上本 崇司,広,DH,1.0,-,-,-,-,-,0.0,-,-,
小林 誠司,巨,C,591.0,2.0,-,-,1.8,0.2,8.3,-,-,
坂倉 将吾,広,C,4.0,0.0,-,-,0.0,0.0,0.1,-,-,
坂倉 将吾,広,LF,41.0,-0.2,-0.5,-,0.2,0.0,-0.4,-,-,
菊池 涼介,広,2B,1200.3,0.7,0.6,0.9,-,-0.7,3.2,-,-,
乙坂 智,デ,LF,71.7,0.2,0.3,-,-0.2,0.0,-0.7,-,-,
乙坂 智,デ,CF,162.3,1.8,1.7,-,0.0,0.1,0.5,-,-,
乙坂 智,デ,RF,82.3,0.4,0.1,-,0.3,0.0,-0.3,-,-,
曽根 海成,広,2B,22.0,0.0,0.2,-0.3,-,0.1,0.1,-,-,
曽根 海成,広,3B,56.0,-0.3,-0.5,0.0,-,0.2,-0.2,-,-,
曽根 海成,広,SS,4.0,0.6,0.4,0.1,-,0.1,0.0,-,-,
曽根 海成,広,LF,8.7,-0.7,-1.2,-,0.5,0.0,-0.1,-,-,
曽根 海成,広,RF,9.0,0.9,0.9,-,0.0,0.0,0.0,-,-,
曽根 海成,広,DH,1.0,-,-,-,-,-,0.0,-,-,
山崎 剛,楽,2B,22.0,0.8,0.7,0.0,-,0.1,0.1,-,-,
山崎 剛,楽,3B,31.0,-1.2,-0.8,0.1,-,-0.6,-0.1,-,-,
山崎 剛,楽,SS,11.0,-1.0,-0.9,-0.1,-,0.0,0.1,-,-,
山崎 剛,楽,DH,3.0,-,-,-,-,-,0.0,-,-,
立岡 宗一郎,巨,LF,25.0,0.9,0.4,-,0.5,0.0,-0.2,-,-,
立岡 宗一郎,巨,CF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
立岡 宗一郎,巨,RF,11.0,-0.6,-0.5,-,-0.1,0.0,0.0,-,-,
宗 佑磨,オ,3B,4.0,0.4,0.3,0.0,-,0.1,0.0,-,-,
宗 佑磨,オ,LF,30.7,1.8,1.7,-,0.1,0.0,-0.3,-,-,
宗 佑磨,オ,CF,325.0,-3.5,-2.2,-,-1.5,0.2,1.1,-,-,
宗 佑磨,オ,RF,26.0,-1.5,-1.2,-,-0.2,0.0,-0.1,-,-,
糸井 嘉男,神,RF,811.7,-6.7,-6.2,-,-0.8,0.3,-3.2,-,-,
糸井 嘉男,神,DH,55.7,-,-,-,-,-,-0.7,-,-,
西巻 賢二,楽,SS,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
亀澤 恭平,中,2B,67.7,2.3,2.0,-0.2,-,0.4,0.2,-,-,
亀澤 恭平,中,3B,19.0,0.7,0.5,0.0,-,0.2,-0.1,-,-,
亀澤 恭平,中,LF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
村林 一輝,楽,2B,4.0,0.3,0.4,-0.1,-,0.0,0.0,-,-,
村林 一輝,楽,3B,12.7,0.3,0.2,0.1,-,0.0,0.0,-,-,
村林 一輝,楽,SS,90.7,-0.2,0.2,-0.2,-,-0.2,0.7,-,-,
友永 翔太,中,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
友永 翔太,中,RF,7.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
下水流 昂,楽,LF,15.0,0.6,0.6,-,0.0,0.0,-0.1,-,-,
下水流 昂,楽,CF,88.0,-2.1,-2.1,-,-0.1,0.0,0.3,-,-,
下水流 昂,楽,RF,96.0,-1.3,-1.3,-,-0.1,0.0,-0.4,-,-,
下水流 昂,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
藤井 淳志,中,LF,136.7,-0.2,-0.8,-,0.5,0.1,-1.3,-,-,
藤井 淳志,中,RF,130.0,1.3,0.9,-,0.4,0.1,-0.5,-,-,
柿沼 友哉,ロ,C,194.0,3.4,-,-,3.3,0.1,2.7,-,-,
堀内 謙伍,楽,C,393.0,0.8,-,-,1.2,-0.4,5.5,-,-,
奥村 展征,ヤ,2B,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
奥村 展征,ヤ,3B,4.0,-0.5,0.2,0.0,-,-0.7,0.0,-,-,
奥村 展征,ヤ,SS,454.7,-4.3,-7.0,1.6,-,1.0,3.6,-,-,
奥村 展征,ヤ,LF,1.0,-1.4,-1.0,-,-0.4,0.0,0.0,-,-,
田中 貴也,巨,C,1.0,0.0,-,-,0.0,0.0,0.0,-,-,
石川 雄洋,デ,2B,197.0,5.9,4.5,1.0,-,0.4,0.5,-,-,
大田 泰示,日,RF,1143.7,7.5,11.1,-,-4.1,0.6,-4.4,-,-,
大田 泰示,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
阿部 慎之助,巨,C,1.0,-0.2,-,-,-0.2,0.0,0.0,-,-,
阿部 慎之助,巨,1B,199.0,-4.7,-3.7,-0.1,-,-0.9,-2.2,-,-,
阿部 慎之助,巨,DH,53.0,-,-,-,-,-,-0.6,-,-,
松井 雅人,オ,C,98.3,0.1,-,-,0.1,0.0,1.4,-,-,
マーティン,ロ,CF,7.0,-1.3,0.4,-,0.0,-1.7,0.0,-,-,
マーティン,ロ,RF,437.0,-4.3,-5.6,-,2.0,-0.7,-1.7,-,-,
島内 宏明,楽,LF,1129.7,11.9,13.1,-,-1.9,0.7,-10.5,-,-,
島内 宏明,楽,CF,13.0,0.2,0.2,-,0.0,0.0,0.0,-,-,
島内 宏明,楽,DH,18.0,-,-,-,-,-,-0.2,-,-,
細川 成也,デ,LF,103.0,-2.4,-1.4,-,-1.1,0.1,-1.0,-,-,
細川 成也,デ,RF,42.0,-0.9,-0.3,-,-0.6,0.0,-0.2,-,-,
平沼 翔太,日,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
平沼 翔太,日,3B,330.3,1.6,3.3,-0.5,-,-1.3,-1.2,-,-,
平沼 翔太,日,SS,110.0,0.8,0.7,-0.8,-,0.8,0.9,-,-,
中島 卓也,日,SS,812.3,13.1,6.8,1.1,-,5.3,6.5,-,-,
細川 亨,ロ,C,61.3,-2.1,-,-,-2.1,0.0,0.9,-,-,
西村 凌,オ,LF,30.0,-1.9,-1.3,-,-0.6,0.0,-0.3,-,-,
西村 凌,オ,RF,79.0,4.2,3.5,-,0.6,0.0,-0.3,-,-,
西村 凌,オ,DH,3.0,-,-,-,-,-,0.0,-,-,
柴田 竜拓,デ,2B,320.0,0.6,0.8,-0.9,-,0.7,0.8,-,-,
柴田 竜拓,デ,3B,29.0,1.2,0.9,0.0,-,0.3,-0.1,-,-,
柴田 竜拓,デ,SS,118.3,2.8,2.5,0.1,-,0.2,0.9,-,-,
濱田 太貴,ヤ,LF,8.0,0.1,0.1,-,0.0,0.0,-0.1,-,-,
オコエ瑠偉,楽,LF,41.0,0.5,0.3,-,0.2,0.0,-0.4,-,-,
オコエ瑠偉,楽,CF,35.0,0.5,0.5,-,0.0,0.0,0.1,-,-,
オコエ瑠偉,楽,RF,219.0,6.6,6.1,-,0.4,0.1,-0.9,-,-,
木村 文紀,西,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
木村 文紀,西,RF,1030.7,-14.4,-20.6,-,5.8,0.4,-4.0,-,-,
吉田 正尚,オ,LF,763.7,0.2,-4.2,-,4.0,0.4,-7.1,-,-,
吉田 正尚,オ,RF,55.0,0.4,0.6,-,-0.2,0.0,-0.2,-,-,
吉田 正尚,オ,DH,388.3,-,-,-,-,-,-4.6,-,-,
野村 大樹,ソ,3B,7.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
石垣 雅海,中,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
青木 宣親,ヤ,LF,132.3,1.1,-0.2,-,2.0,-0.7,-1.2,-,-,
青木 宣親,ヤ,CF,871.0,6.9,5.7,-,1.5,-0.3,2.8,-,-,
源田 壮亮,西,SS,1169.3,21.2,11.7,4.3,-,5.2,9.4,-,-,
源田 壮亮,西,DH,1.0,-,-,-,-,-,0.0,-,-,
佐野 恵太,デ,1B,30.0,0.0,0.6,0.0,-,-0.6,-0.3,-,-,
佐野 恵太,デ,LF,157.3,0.9,0.2,-,1.4,-0.7,-1.5,-,-,
佐野 恵太,デ,RF,201.0,-1.6,-1.1,-,-0.6,0.1,-0.8,-,-,
ソト,デ,2B,384.7,2.9,4.0,-0.8,-,-0.2,1.0,-,-,
ソト,デ,RF,660.0,-25.4,-18.1,-,-5.8,-1.5,-2.6,-,-,
ソト,デ,DH,55.0,-,-,-,-,-,-0.6,-,-,
江村 直也,ロ,C,105.0,-0.3,-,-,-0.3,0.0,1.5,-,-,
丸 佳浩,巨,CF,1218.0,13.5,11.4,-,1.4,0.8,4.0,-,-,
藤田 一也,楽,2B,19.0,-0.2,-0.5,0.3,-,0.1,0.1,-,-,
藤田 一也,楽,3B,71.3,1.8,1.2,0.1,-,0.5,-0.3,-,-,
藤田 一也,楽,SS,139.0,3.0,2.1,0.3,-,0.7,1.1,-,-,
藤田 一也,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
細谷 圭,ロ,1B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
細谷 圭,ロ,LF,7.0,1.3,1.3,-,0.0,0.0,-0.1,-,-,
細谷 圭,ロ,RF,8.0,0.4,0.3,-,0.0,0.0,0.0,-,-,
細谷 圭,ロ,DH,10.3,-,-,-,-,-,-0.1,-,-,
藤岡 裕大,ロ,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
藤岡 裕大,ロ,SS,657.3,-3.5,-1.7,-1.2,-,-0.6,5.3,-,-,
小島 脩平,オ,1B,51.3,-1.3,-1.4,0.0,-,0.0,-0.6,-,-,
小島 脩平,オ,2B,38.0,-1.0,-0.2,-0.3,-,-0.5,0.1,-,-,
小島 脩平,オ,3B,294.3,-1.9,-1.2,0.1,-,-0.8,-1.1,-,-,
小島 脩平,オ,SS,8.0,0.5,0.3,0.1,-,0.1,0.1,-,-,
小島 脩平,オ,LF,66.0,-1.3,-1.3,-,0.0,0.0,-0.6,-,-,
小島 脩平,オ,RF,52.0,0.8,2.0,-,-0.5,-0.8,-0.2,-,-,
小島 脩平,オ,DH,13.3,-,-,-,-,-,-0.2,-,-,
清田 育宏,ロ,LF,216.3,-0.6,1.3,-,-2.0,0.1,-2.0,-,-,
清田 育宏,ロ,RF,380.3,-5.3,-5.8,-,0.4,0.2,-1.5,-,-,
清田 育宏,ロ,DH,110.3,-,-,-,-,-,-1.3,-,-,
関根 大気,デ,LF,11.0,-0.5,-0.5,-,0.0,0.0,-0.1,-,-,
関根 大気,デ,CF,22.0,0.1,0.2,-,-0.1,0.0,0.1,-,-,
関根 大気,デ,RF,27.0,-2.6,-1.8,-,-0.7,0.0,-0.1,-,-,
鈴木 大地,ロ,1B,666.7,2.6,1.9,0.0,-,0.7,-7.3,-,-,
鈴木 大地,ロ,2B,56.0,-2.0,-1.6,-0.7,-,0.3,0.1,-,-,
鈴木 大地,ロ,3B,281.0,-2.4,-3.3,0.0,-,0.9,-1.0,-,-,
鈴木 大地,ロ,SS,6.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
鈴木 大地,ロ,LF,46.7,-0.9,-0.5,-,-0.3,0.0,-0.4,-,-,
鈴木 大地,ロ,DH,150.7,-,-,-,-,-,-1.8,-,-,
角中 勝也,ロ,LF,838.0,0.8,1.4,-,-1.1,0.5,-7.8,-,-,
角中 勝也,ロ,RF,1.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
角中 勝也,ロ,DH,37.0,-,-,-,-,-,-0.4,-,-,
渡邉 大樹,ヤ,LF,13.7,1.7,1.6,-,0.1,0.0,-0.1,-,-,
渡邉 大樹,ヤ,CF,9.0,-2.7,-2.4,-,-0.3,0.0,0.0,-,-,
高橋 周平,中,3B,1007.3,9.5,5.8,-0.9,-,4.6,-3.8,-,-,
宮崎 敏郎,デ,3B,972.3,2.8,-1.6,0.0,-,4.4,-3.6,-,-,
今江 年晶,楽,1B,10.0,0.0,-0.1,0.0,-,0.0,-0.1,-,-,
今江 年晶,楽,3B,100.7,0.1,1.0,0.5,-,-1.5,-0.4,-,-,
今江 年晶,楽,DH,26.0,-,-,-,-,-,-0.3,-,-,
外崎 修汰,西,2B,1252.7,5.9,4.3,1.9,-,-0.3,3.3,-,-,
外崎 修汰,西,LF,12.0,1.8,1.1,-,0.7,0.0,-0.1,-,-,
外崎 修汰,西,RF,1.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
福田 永将,中,1B,46.0,-0.9,-0.3,0.0,-,-0.6,-0.5,-,-,
福田 永将,中,3B,100.0,2.3,1.1,0.0,-,1.2,-0.4,-,-,
福田 永将,中,LF,471.3,5.7,1.3,-,4.1,0.3,-4.4,-,-,
福田 永将,中,DH,53.3,-,-,-,-,-,-0.6,-,-,
中村 奨吾,ロ,2B,1188.7,8.1,8.6,-0.6,-,0.2,3.1,-,-,
中村 奨吾,ロ,DH,21.0,-,-,-,-,-,-0.2,-,-,
小郷 裕哉,楽,LF,8.0,-0.7,-0.7,-,0.0,0.0,-0.1,-,-,
小郷 裕哉,楽,CF,8.0,-0.6,-0.5,-,-0.1,0.0,0.0,-,-,
小郷 裕哉,楽,RF,58.0,0.0,-0.3,-,0.2,0.0,-0.2,-,-,
銀次,楽,C,4.0,0.4,-,-,0.4,0.0,0.1,-,-,
銀次,楽,1B,1139.3,6.3,3.1,0.9,-,2.4,-12.5,-,-,
銀次,楽,2B,31.0,-0.4,0.1,0.1,-,-0.6,0.1,-,-,
銀次,楽,3B,59.0,2.5,1.6,0.1,-,0.7,-0.2,-,-,
銀次,楽,DH,7.0,-,-,-,-,-,-0.1,-,-,
美間 優槻,ソ,1B,13.0,0.2,0.1,0.0,-,0.0,-0.1,-,-,
美間 優槻,ソ,2B,12.0,0.7,0.6,0.0,-,0.1,0.0,-,-,
美間 優槻,ソ,RF,10.0,-0.6,-0.5,-,-0.1,0.0,0.0,-,-,
美間 優槻,ソ,DH,4.0,-,-,-,-,-,0.0,-,-,
香月 一也,ロ,1B,19.0,0.0,0.0,-0.1,-,0.1,-0.2,-,-,
香月 一也,ロ,3B,5.0,0.1,0.7,0.0,-,-0.6,0.0,-,-,
香月 一也,ロ,DH,7.0,-,-,-,-,-,-0.1,-,-,
大野 奨太,中,C,156.7,-1.5,-,-,-1.3,-0.2,2.2,-,-,
川瀬 晃,ソ,2B,86.0,-1.3,-0.9,0.1,-,-0.5,0.2,-,-,
川瀬 晃,ソ,SS,35.0,-1.1,-0.6,-0.1,-,-0.4,0.3,-,-,
倉本 寿彦,デ,3B,10.0,0.4,0.3,0.0,-,0.1,0.0,-,-,
倉本 寿彦,デ,SS,48.0,0.9,1.7,-0.5,-,-0.3,0.4,-,-,
鈴木 昂平,オ,1B,16.3,0.5,0.5,-0.1,-,0.1,-0.2,-,-,
鈴木 昂平,オ,3B,68.0,0.7,1.1,-0.3,-,-0.1,-0.3,-,-,
鈴木 昂平,オ,SS,51.7,-1.7,-1.0,-0.3,-,-0.4,0.4,-,-,
鈴木 昂平,オ,DH,2.0,-,-,-,-,-,0.0,-,-,
渡邊 佳明,楽,2B,5.0,-0.5,-0.5,0.0,-,0.0,0.0,-,-,
渡邊 佳明,楽,3B,184.0,0.2,-0.4,0.1,-,0.4,-0.7,-,-,
渡邊 佳明,楽,SS,4.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
渡邊 佳明,楽,LF,36.0,0.1,-0.3,-,0.4,0.0,-0.3,-,-,
渡邊 佳明,楽,RF,248.0,-2.5,-2.4,-,-0.2,0.1,-1.0,-,-,
小窪 哲也,広,1B,5.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
小窪 哲也,広,2B,8.0,-0.3,-0.4,0.1,-,0.0,0.0,-,-,
小窪 哲也,広,3B,252.0,-2.3,-2.9,0.4,-,0.2,-0.9,-,-,
三ツ俣大樹,中,2B,33.0,1.5,1.1,0.1,-,0.3,0.1,-,-,
三ツ俣大樹,中,3B,8.0,0.4,0.3,0.0,-,0.1,0.0,-,-,
三ツ俣大樹,中,SS,1.0,0.2,0.2,0.0,-,0.0,0.0,-,-,
島井 寛仁,楽,LF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
島井 寛仁,楽,CF,1.0,0.2,0.3,-,-0.1,0.0,0.0,-,-,
島井 寛仁,楽,RF,9.0,0.9,0.9,-,0.0,0.0,0.0,-,-,
古賀 優大,ヤ,C,43.7,-1.0,-,-,-1.0,0.0,0.6,-,-,
安達 了一,オ,3B,124.0,0.5,0.9,0.1,-,-0.6,-0.5,-,-,
安達 了一,オ,SS,296.0,1.5,2.0,-0.4,-,-0.1,2.4,-,-,
伊藤 光,デ,C,686.3,-0.8,-,-,-0.7,-0.1,9.7,-,-,
塚田 正義,ソ,1B,1.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
塚田 正義,ソ,RF,30.0,-0.9,-0.7,-,-0.2,0.0,-0.1,-,-,
吉田 大成,ヤ,2B,6.0,-0.6,-0.6,0.0,-,0.0,0.0,-,-,
吉田 大成,ヤ,3B,64.0,-1.4,-2.1,0.4,-,0.3,-0.2,-,-,
吉田 大成,ヤ,SS,7.0,-0.1,-0.1,0.0,-,0.1,0.1,-,-,
モヤ,オ,1B,457.0,-3.7,-1.5,-0.2,-,-2.1,-5.0,-,-,
モヤ,オ,LF,8.0,-1.2,-0.9,-,-0.3,0.0,-0.1,-,-,
モヤ,オ,DH,49.0,-,-,-,-,-,-0.6,-,-,
安部 友裕,広,1B,74.7,0.2,0.2,-0.1,-,0.2,-0.8,-,-,
安部 友裕,広,2B,8.0,-0.3,-0.4,0.1,-,0.0,0.0,-,-,
安部 友裕,広,3B,533.7,-7.3,-5.1,0.5,-,-2.7,-2.0,-,-,
筒香嘉智,デ,3B,230.0,-2.3,-3.0,0.0,-,0.7,-0.9,-,-,
筒香嘉智,デ,LF,841.3,-6.1,-7.7,-,3.0,-1.3,-7.8,-,-,
筒香嘉智,デ,DH,25.0,-,-,-,-,-,-0.3,-,-,
西田 哲朗,ソ,SS,25.0,-1.7,-1.2,0.0,-,-0.5,0.2,-,-,
武田 健吾,中,LF,42.0,2.5,2.4,-,0.0,0.0,-0.4,-,-,
武田 健吾,中,RF,21.0,0.1,0.1,-,0.0,0.0,-0.1,-,-,
ソラーテ,神,1B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
ソラーテ,神,2B,100.0,-3.5,-2.3,-0.2,-,-1.0,0.3,-,-,
ソラーテ,神,SS,18.0,-3.4,-2.2,0.0,-,-1.3,0.1,-,-,
ソラーテ,神,LF,27.0,0.7,0.9,-,-0.2,0.0,-0.3,-,-,
江川 智晃,ソ,LF,28.0,-1.1,-1.1,-,0.0,0.0,-0.3,-,-,
江川 智晃,ソ,RF,8.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
江川 智晃,ソ,DH,3.0,-,-,-,-,-,0.0,-,-,
梅野 隆太郎,神,C,1097.7,5.4,-,-,5.4,0.0,15.4,-,-,
三好 匠,広,2B,10.0,0.1,0.1,0.0,-,0.0,0.0,-,-,
三好 匠,広,3B,105.3,1.0,0.2,0.1,-,0.6,-0.4,-,-,
三好 匠,広,SS,82.7,-0.3,0.4,0.1,-,-0.8,0.7,-,-,
谷口 雄也,日,LF,51.3,-1.3,-0.6,-,-0.8,0.0,-0.5,-,-,
谷口 雄也,日,CF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
谷口 雄也,日,RF,10.0,-0.1,-0.2,-,0.2,0.0,0.0,-,-,
谷口 雄也,日,DH,6.0,-,-,-,-,-,-0.1,-,-,
永江 恭平,西,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
永江 恭平,西,3B,25.0,0.7,0.7,-0.1,-,0.2,-0.1,-,-,
永江 恭平,西,SS,70.3,-2.4,-1.3,-0.1,-,-1.0,0.6,-,-,
佐藤 龍世,西,3B,175.7,4.5,4.3,0.4,-,-0.1,-0.7,-,-,
中村 晃,ソ,1B,21.0,0.2,0.2,0.0,-,0.1,-0.2,-,-,
中村 晃,ソ,LF,3.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
中村 晃,ソ,RF,262.0,1.9,3.5,-,-1.8,0.1,-1.0,-,-,
中村 晃,ソ,DH,24.0,-,-,-,-,-,-0.3,-,-,
太田 光,楽,C,307.0,2.5,-,-,2.4,0.1,4.3,-,-,
太田 光,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
柳田 悠岐,ソ,CF,274.0,0.0,-0.1,-,0.8,-0.7,0.9,-,-,
柳田 悠岐,ソ,DH,35.0,-,-,-,-,-,-0.4,-,-,
石橋 康太,中,C,30.0,-0.2,-,-,-0.2,0.0,0.4,-,-,
田中 賢介,日,1B,35.0,0.0,0.0,-0.1,-,0.1,-0.4,-,-,
田中 賢介,日,2B,8.0,0.9,0.6,0.1,-,0.1,0.0,-,-,
田中 賢介,日,DH,199.0,-,-,-,-,-,-2.3,-,-,
山崎 勝己,オ,C,47.3,-0.2,-,-,-0.2,0.0,0.7,-,-,
フェルナンド,楽,CF,2.0,-0.8,-0.5,-,-0.2,0.0,0.0,-,-,
フェルナンド,楽,RF,66.0,2.9,2.6,-,0.3,0.0,-0.3,-,-,
山下 航汰,巨,1B,5.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
山下 航汰,巨,LF,10.0,0.5,0.4,-,0.0,0.0,-0.1,-,-,
若月 健矢,オ,C,974.3,3.6,-,-,3.6,0.0,13.7,-,-,
宜保 翔,オ,2B,7.0,0.6,0.4,0.1,-,0.1,0.0,-,-,
宜保 翔,オ,SS,60.0,-0.4,-0.1,0.5,-,-0.8,0.5,-,-,
鈴木 将平,西,LF,66.0,1.9,2.0,-,-0.2,0.0,-0.6,-,-,
鈴木 将平,西,DH,7.0,-,-,-,-,-,-0.1,-,-,
山本 祐大,デ,C,12.0,-0.2,-,-,-0.2,0.0,0.2,-,-,
根尾 昂,中,SS,4.0,0.4,0.4,0.0,-,0.1,0.0,-,-,
アルモンテ,中,LF,297.0,-5.6,-5.8,-,0.1,0.2,-2.8,-,-,
近藤 健介,日,3B,221.3,-2.9,-1.2,-0.5,-,-1.2,-0.8,-,-,
近藤 健介,日,LF,580.3,4.8,5.4,-,-0.9,0.3,-5.4,-,-,
近藤 健介,日,RF,81.0,3.0,2.9,-,0.1,0.0,-0.3,-,-,
近藤 健介,日,DH,312.0,-,-,-,-,-,-3.7,-,-,
メネセス,オ,1B,179.7,0.9,0.1,0.1,-,0.8,-2.0,-,-,
メネセス,オ,LF,23.0,1.1,1.1,-,0.0,0.0,-0.2,-,-,
メネセス,オ,DH,53.7,-,-,-,-,-,-0.6,-,-,
浅村 栄斗,楽,1B,6.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
浅村 栄斗,楽,2B,1202.3,1.3,-0.7,-0.1,-,2.1,3.2,-,-,
浅村 栄斗,楽,DH,61.0,-,-,-,-,-,-0.7,-,-,
江越 大賀,神,LF,32.0,1.1,1.1,-,0.0,0.0,-0.3,-,-,
江越 大賀,神,CF,9.0,0.6,0.6,-,0.0,0.0,0.0,-,-,
江越 大賀,神,RF,28.0,1.4,1.3,-,0.1,0.0,-0.1,-,-,
ロペス,デ,1B,1237.0,2.9,2.4,-0.1,-,0.7,-13.6,-,-,
内川 聖一,ソ,1B,1086.7,12.2,7.4,0.9,-,3.9,-11.9,-,-,
内川 聖一,ソ,DH,33.0,-,-,-,-,-,-0.4,-,-,
バティスタ,広,1B,783.3,-1.7,-1.7,0.0,-,0.0,-8.6,-,-,
バティスタ,広,LF,9.0,0.3,0.3,-,0.0,0.0,-0.1,-,-,
石原 慶幸,広,C,184.7,1.4,-,-,1.3,0.0,2.6,-,-,
王 柏融,日,LF,401.7,5.1,6.0,-,-1.2,0.3,-3.7,-,-,
王 柏融,日,RF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
王 柏融,日,DH,260.0,-,-,-,-,-,-3.1,-,-,
松田 宣浩,ソ,3B,1262.0,-7.6,-8.0,-1.2,-,1.5,-4.7,-,-,
森 友哉,西,C,1109.7,-1.6,-,-,-1.1,-0.5,15.6,-,-,
森 友哉,西,DH,41.7,-,-,-,-,-,-0.5,-,-,
駒月 仁人,西,C,18.0,-0.4,-,-,-0.4,0.0,0.3,-,-,
堂林 翔太,広,1B,43.0,-0.2,-0.3,-0.1,-,0.2,-0.5,-,-,
堂林 翔太,広,3B,13.0,-0.6,-0.7,0.0,-,0.0,0.0,-,-,
グラシアル,ソ,1B,8.0,-0.5,0.2,0.0,-,-0.7,-0.1,-,-,
グラシアル,ソ,LF,724.7,-2.7,-5.0,-,1.9,0.4,-6.8,-,-,
グラシアル,ソ,RF,42.0,-1.8,-1.5,-,-0.3,0.0,-0.2,-,-,
グラシアル,ソ,DH,27.0,-,-,-,-,-,-0.3,-,-,
マルテ,神,1B,844.0,-2.7,-3.5,-0.4,-,1.1,-9.2,-,-,
原口 文仁,神,C,77.0,0.3,-,-,0.2,0.0,1.1,-,-,
原口 文仁,神,1B,41.7,-1.4,-0.7,-0.1,-,-0.6,-0.5,-,-,
原口 文仁,神,DH,23.0,-,-,-,-,-,-0.3,-,-,
村上 宗隆,ヤ,1B,1024.0,-2.3,-2.1,-0.4,-,0.1,-11.2,-,-,
村上 宗隆,ヤ,3B,200.0,-2.5,1.2,0.0,-,-3.7,-0.7,-,-,
武田 健吾,オ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
武田 健吾,オ,CF,22.0,-1.1,-0.9,-,-0.2,0.0,0.1,-,-,
