Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,
笹川 吉康,ソ,CF,507.0,-6.5,-7.1,-,0.3,0.2,1.7,-,-,
笹川 吉康,ソ,RF,335.0,1.0,0.5,-,1.2,-0.6,-1.3,-,-,
笹川 吉康,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
豊田 寛,神,LF,154.0,-0.8,-0.2,-,-0.6,0.1,-1.5,-,-,
豊田 寛,神,CF,93.0,-2.0,-2.0,-,-0.1,0.1,0.3,-,-,
豊田 寛,神,RF,247.7,-2.2,0.4,-,-1.9,-0.7,-1.0,-,-,
豊田 寛,神,DH,75.0,-,-,-,-,-,-0.9,-,-,
並木 秀尊,ヤ,LF,48.0,-0.8,-1.1,-,0.3,0.0,-0.5,-,-,
並木 秀尊,ヤ,CF,99.0,0.1,1.0,-,-0.9,0.1,0.3,-,-,
並木 秀尊,ヤ,RF,26.0,1.1,1.4,-,-0.4,0.0,-0.1,-,-,
並木 秀尊,ヤ,DH,9.0,-,-,-,-,-,-0.1,-,-,
上川畑 大悟,日,2B,9.0,0.4,0.8,0.1,-,-0.5,0.0,-,-,
上川畑 大悟,日,SS,76.0,2.1,2.4,-0.2,-,-0.1,0.6,-,-,
濵田 泰希,日,SS,354.3,-10.0,-6.8,-0.9,-,-2.3,2.9,-,-,
濵田 泰希,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
明瀬 諒介,日,2B,283.7,-1.3,-0.6,0.0,-,-0.6,0.8,-,-,
明瀬 諒介,日,3B,13.0,0.1,0.6,-0.1,-,-0.4,0.0,-,-,
明瀬 諒介,日,DH,38.0,-,-,-,-,-,-0.5,-,-,
児玉 亮涼,西,2B,81.0,4.6,3.3,0.2,-,1.1,0.2,-,-,
児玉 亮涼,西,3B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
児玉 亮涼,西,SS,40.0,2.1,1.5,0.0,-,0.7,0.3,-,-,
オコエ 瑠偉,巨,LF,45.0,1.0,1.0,-,0.0,0.0,-0.4,-,-,
オコエ 瑠偉,巨,CF,76.7,-0.4,0.3,-,-0.7,0.0,0.3,-,-,
オコエ 瑠偉,巨,RF,74.0,-0.4,-0.1,-,-0.4,0.1,-0.3,-,-,
オコエ 瑠偉,巨,DH,19.0,-,-,-,-,-,-0.2,-,-,
長野 久義,巨,RF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
長野 久義,巨,DH,15.0,-,-,-,-,-,-0.2,-,-,
知野 直人,デ,1B,125.3,-2.4,-2.6,-0.1,-,0.3,-1.4,-,-,
知野 直人,デ,2B,219.3,-1.7,-2.8,-0.3,-,1.4,0.6,-,-,
知野 直人,デ,3B,52.0,-1.2,-0.6,-0.6,-,0.0,-0.2,-,-,
知野 直人,デ,SS,123.0,1.3,1.4,0.5,-,-0.6,1.0,-,-,
知野 直人,デ,LF,18.0,-0.9,-0.8,-,-0.1,0.0,-0.2,-,-,
知野 直人,デ,CF,6.0,-0.1,0.1,-,-0.2,0.0,0.0,-,-,
辰見 鴻之介,楽,2B,112.0,0.6,-0.7,0.1,-,1.2,0.3,-,-,
辰見 鴻之介,楽,3B,11.0,0.0,-0.1,0.0,-,0.1,0.0,-,-,
辰見 鴻之介,楽,LF,40.0,-0.4,-0.6,-,0.1,0.0,-0.4,-,-,
辰見 鴻之介,楽,CF,36.0,3.9,3.1,-,0.8,0.0,0.1,-,-,
辰見 鴻之介,楽,RF,80.0,1.3,1.1,-,0.1,0.1,-0.3,-,-,
辰見 鴻之介,楽,DH,2.0,-,-,-,-,-,0.0,-,-,
上甲 凌大,デ,C,190.3,-1.7,-,-,-1.5,-0.2,2.7,3.3,0.1,
上甲 凌大,デ,1B,20.7,-1.3,-0.7,0.0,-,-0.6,-0.2,-,-,
上甲 凌大,デ,RF,4.3,0.0,0.0,-,0.0,0.0,0.0,-,-,
上甲 凌大,デ,DH,72.7,-,-,-,-,-,-0.9,-,-,
Y.バスケス,ハ,LF,379.7,7.9,9.7,-,-1.3,-0.5,-3.6,-,-,
Y.バスケス,ハ,CF,52.0,-3.6,-2.4,-,-0.4,-0.8,0.2,-,-,
Y.バスケス,ハ,RF,112.7,-5.0,-6.7,-,1.6,0.1,-0.4,-,-,
Y.バスケス,ハ,DH,40.0,-,-,-,-,-,-0.5,-,-,
西野 真弘,オ,2B,11.0,0.1,-0.5,0.5,-,0.2,0.0,-,-,
西野 真弘,オ,3B,7.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
西野 真弘,オ,DH,28.0,-,-,-,-,-,-0.3,-,-,
尾田 剛樹,中,LF,28.0,-1.9,-1.6,-,-0.3,0.0,-0.3,-,-,
尾田 剛樹,中,CF,35.0,0.8,0.7,-,0.1,0.0,0.1,-,-,
尾田 剛樹,中,RF,10.0,0.9,0.9,-,0.0,0.0,0.0,-,-,
尾田 剛樹,中,DH,3.0,-,-,-,-,-,0.0,-,-,
龍空,中,2B,33.0,1.1,0.6,0.1,-,0.4,0.1,-,-,
龍空,中,3B,44.3,0.0,-0.3,-0.1,-,0.5,-0.2,-,-,
龍空,中,SS,151.7,2.5,1.4,-0.1,-,1.2,1.2,-,-,
龍空,中,DH,3.0,-,-,-,-,-,0.0,-,-,
奥村 光一,西,LF,99.0,1.9,0.1,-,1.8,0.1,-0.9,-,-,
奥村 光一,西,CF,59.0,0.6,-0.1,-,0.7,0.0,0.2,-,-,
奥村 光一,西,RF,68.7,2.5,2.5,-,-0.1,0.1,-0.3,-,-,
蛭間 拓哉,西,LF,79.0,-5.3,-4.5,-,-0.8,0.0,-0.8,-,-,
蛭間 拓哉,西,CF,9.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
蛭間 拓哉,西,RF,310.7,4.5,5.0,-,-0.7,0.2,-1.2,-,-,
蛭間 拓哉,西,DH,30.0,-,-,-,-,-,-0.4,-,-,
清宮 幸太郎,日,1B,51.3,0.3,-0.2,0.1,-,0.4,-0.6,-,-,
清宮 幸太郎,日,2B,8.0,-1.7,-1.8,0.0,-,0.0,0.0,-,-,
清宮 幸太郎,日,3B,161.3,0.4,-0.7,-0.1,-,1.2,-0.6,-,-,
清宮 幸太郎,日,LF,31.3,-1.0,-1.5,-,0.5,0.0,-0.3,-,-,
清宮 幸太郎,日,DH,31.0,-,-,-,-,-,-0.4,-,-,
丸山 和郁,ヤ,LF,4.0,-0.5,-0.5,-,0.0,0.0,0.0,-,-,
丸山 和郁,ヤ,CF,157.7,9.0,7.2,-,1.7,0.1,0.5,-,-,
丸山 和郁,ヤ,RF,74.0,0.3,0.0,-,0.2,0.1,-0.3,-,-,
古川 裕大,日,C,103.0,1.3,-,-,1.3,0.0,1.4,0.6,0.6,
古川 裕大,日,1B,34.0,0.8,0.6,0.0,-,0.2,-0.4,-,-,
古川 裕大,日,2B,212.0,1.7,0.9,-0.5,-,1.3,0.6,-,-,
古川 裕大,日,SS,55.0,0.1,0.6,0.1,-,-0.6,0.4,-,-,
古川 裕大,日,LF,2.0,0.1,0.1,-,0.0,0.0,0.0,-,-,
古川 裕大,日,RF,15.0,0.3,0.0,-,0.3,0.0,-0.1,-,-,
古川 裕大,日,DH,12.0,-,-,-,-,-,-0.1,-,-,
岡田 悠希,巨,LF,151.7,-2.4,-2.5,-,0.0,0.1,-1.4,-,-,
岡田 悠希,巨,CF,74.0,2.1,0.4,-,1.7,0.0,0.2,-,-,
岡田 悠希,巨,RF,367.3,-2.3,-1.4,-,-1.1,0.2,-1.5,-,-,
岡田 悠希,巨,DH,55.3,-,-,-,-,-,-0.7,-,-,
平沢 大河,ロ,1B,19.0,-0.3,0.3,0.0,-,-0.6,-0.2,-,-,
平沢 大河,ロ,2B,163.7,-1.5,-1.1,1.4,-,-1.8,0.4,-,-,
平沢 大河,ロ,3B,104.0,-1.5,-1.5,-0.1,-,0.2,-0.4,-,-,
平沢 大河,ロ,SS,23.0,1.6,1.3,-0.3,-,0.5,0.2,-,-,
平沢 大河,ロ,LF,44.7,-1.6,-1.4,-,-0.2,0.0,-0.4,-,-,
平沢 大河,ロ,CF,132.3,-1.2,-1.1,-,-0.2,0.1,0.4,-,-,
平沢 大河,ロ,RF,50.0,-2.6,-2.1,-,-0.6,0.0,-0.2,-,-,
平沢 大河,ロ,DH,64.0,-,-,-,-,-,-0.8,-,-,
舟越 秀虎,巨,LF,57.7,0.7,0.9,-,-0.2,0.0,-0.5,-,-,
舟越 秀虎,巨,CF,113.3,0.3,1.3,-,-0.2,-0.8,0.4,-,-,
舟越 秀虎,巨,RF,36.0,0.9,1.1,-,-0.2,0.0,-0.1,-,-,
舟越 秀虎,巨,DH,5.0,-,-,-,-,-,-0.1,-,-,
粟飯原 龍之介,デ,1B,50.0,-0.3,-0.4,0.0,-,0.2,-0.6,-,-,
粟飯原 龍之介,デ,2B,161.0,-2.2,-2.1,-0.8,-,0.6,0.4,-,-,
粟飯原 龍之介,デ,3B,15.0,-0.6,-0.6,-0.1,-,0.1,-0.1,-,-,
粟飯原 龍之介,デ,DH,2.0,-,-,-,-,-,0.0,-,-,
大河原 翔,楽,1B,2.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
大河原 翔,楽,LF,97.0,2.3,0.8,-,1.4,0.1,-0.9,-,-,
大河原 翔,楽,CF,24.0,0.6,0.4,-,0.2,0.0,0.1,-,-,
大河原 翔,楽,RF,82.0,0.9,1.3,-,-0.5,0.0,-0.3,-,-,
大河原 翔,楽,DH,24.0,-,-,-,-,-,-0.3,-,-,
若林 楽人,西,2B,65.0,-1.0,-0.5,-0.7,-,0.1,0.2,-,-,
若林 楽人,西,LF,19.0,-1.2,-1.6,-,0.5,0.0,-0.2,-,-,
若林 楽人,西,CF,9.0,0.3,0.3,-,-0.1,0.0,0.0,-,-,
若林 楽人,西,RF,32.0,-0.4,-0.3,-,0.0,0.0,-0.1,-,-,
若林 楽人,西,DH,19.0,-,-,-,-,-,-0.2,-,-,
ジョセフ,西,2B,95.3,-0.1,-1.0,0.1,-,0.9,0.3,-,-,
ジョセフ,西,SS,9.0,-1.1,-0.2,-0.3,-,-0.6,0.1,-,-,
ジョセフ,西,LF,5.0,-1.0,-0.7,-,-0.3,0.0,0.0,-,-,
ジョセフ,西,CF,1.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
ジョセフ,西,RF,32.0,-0.3,-0.5,-,0.1,0.0,-0.1,-,-,
ジョセフ,西,DH,2.0,-,-,-,-,-,0.0,-,-,
勝又 温史,デ,LF,146.0,-4.3,-4.9,-,0.5,0.1,-1.4,-,-,
勝又 温史,デ,CF,153.0,2.1,2.7,-,-0.6,0.1,0.5,-,-,
勝又 温史,デ,RF,95.0,3.2,2.9,-,0.2,0.1,-0.4,-,-,
勝又 温史,デ,DH,17.0,-,-,-,-,-,-0.2,-,-,
中島 大輔,楽,LF,185.0,3.4,2.5,-,0.7,0.2,-1.8,-,-,
中島 大輔,楽,CF,421.0,1.6,3.8,-,-1.6,-0.6,1.4,-,-,
中島 大輔,楽,RF,13.0,-1.5,-1.7,-,0.1,0.0,-0.1,-,-,
中島 大輔,楽,DH,9.0,-,-,-,-,-,-0.1,-,-,
桑原 秀侍,ソ,2B,15.0,-0.3,0.7,-0.5,-,-0.5,0.0,-,-,
桑原 秀侍,ソ,3B,7.0,0.2,0.1,0.0,-,0.1,0.0,-,-,
桑原 秀侍,ソ,LF,29.0,1.5,1.4,-,0.0,0.0,-0.3,-,-,
桑原 秀侍,ソ,CF,70.0,-0.3,-0.6,-,0.2,0.0,0.2,-,-,
桑原 秀侍,ソ,RF,55.3,0.8,-0.3,-,1.1,0.0,-0.2,-,-,
橘八重 龍誠,ハ,2B,73.0,-5.2,-3.7,0.3,-,-1.8,0.2,-,-,
橘八重 龍誠,ハ,3B,49.0,0.1,0.3,0.0,-,-0.2,-0.2,-,-,
橘八重 龍誠,ハ,SS,15.0,-1.9,-1.3,0.0,-,-0.6,0.1,-,-,
橘八重 龍誠,ハ,DH,78.0,-,-,-,-,-,-0.9,-,-,
福島 圭音,神,LF,7.0,0.5,0.8,-,-0.4,0.0,-0.1,-,-,
福島 圭音,神,CF,442.7,-7.4,-10.5,-,3.7,-0.6,1.5,-,-,
福島 圭音,神,RF,76.0,-0.1,-0.6,-,0.4,0.0,-0.3,-,-,
福島 圭音,神,DH,2.0,-,-,-,-,-,0.0,-,-,
佐野 皓大,オ,1B,39.0,-0.3,0.2,0.0,-,-0.5,-0.4,-,-,
佐野 皓大,オ,LF,9.0,0.5,0.5,-,0.0,0.0,-0.1,-,-,
佐野 皓大,オ,CF,47.0,-1.6,-1.2,-,-0.4,0.0,0.2,-,-,
佐野 皓大,オ,RF,21.0,-0.3,-0.1,-,-0.2,0.0,-0.1,-,-,
佐野 皓大,オ,DH,13.0,-,-,-,-,-,-0.2,-,-,
岡林 勇希,中,CF,30.0,-1.4,-0.9,-,-0.5,0.0,0.1,-,-,
岡林 勇希,中,RF,6.0,0.3,-0.1,-,0.4,0.0,0.0,-,-,
岡林 勇希,中,DH,53.0,-,-,-,-,-,-0.6,-,-,
二俣 翔一,広,1B,4.0,0.5,0.5,0.0,-,0.1,0.0,-,-,
二俣 翔一,広,3B,18.0,-0.1,-0.1,-0.1,-,0.2,-0.1,-,-,
二俣 翔一,広,SS,40.0,1.5,0.9,0.0,-,0.6,0.3,-,-,
二俣 翔一,広,RF,8.0,0.4,0.4,-,0.0,0.0,0.0,-,-,
加藤 翔平,中,LF,180.0,12.2,11.9,-,0.1,0.2,-1.7,-,-,
加藤 翔平,中,CF,83.3,1.6,2.3,-,-0.7,0.1,0.3,-,-,
加藤 翔平,中,RF,88.7,-1.8,-1.4,-,-0.4,0.1,-0.4,-,-,
加藤 翔平,中,DH,11.0,-,-,-,-,-,-0.1,-,-,
髙寺 望夢,神,2B,252.0,-1.2,-1.5,0.8,-,-0.5,0.7,-,-,
髙寺 望夢,神,3B,185.0,0.0,-0.6,-0.2,-,0.8,-0.7,-,-,
髙寺 望夢,神,SS,439.3,-2.7,-4.3,-0.2,-,1.9,3.6,-,-,
髙寺 望夢,神,DH,15.0,-,-,-,-,-,-0.2,-,-,
奈良間 大己,日,2B,94.3,1.2,1.1,-0.3,-,0.4,0.3,-,-,
奈良間 大己,日,3B,9.0,-1.0,-1.0,0.0,-,0.0,0.0,-,-,
奈良間 大己,日,SS,52.0,-0.4,0.2,-0.2,-,-0.4,0.4,-,-,
中山 礼都,巨,1B,5.0,0.0,-0.1,0.0,-,0.0,-0.1,-,-,
中山 礼都,巨,2B,236.0,-4.4,-5.0,0.1,-,0.4,0.6,-,-,
中山 礼都,巨,3B,49.0,0.2,1.1,0.0,-,-0.9,-0.2,-,-,
中山 礼都,巨,SS,192.3,-1.4,-2.6,0.0,-,1.2,1.6,-,-,
中山 礼都,巨,DH,13.0,-,-,-,-,-,-0.2,-,-,
増田 大輝,巨,2B,53.7,0.9,1.0,0.2,-,-0.2,0.1,-,-,
増田 大輝,巨,3B,16.0,0.8,0.6,0.0,-,0.2,-0.1,-,-,
増田 大輝,巨,SS,63.0,1.3,0.3,-0.1,-,1.0,0.5,-,-,
増田 大輝,巨,LF,7.0,1.3,1.5,-,-0.2,0.0,-0.1,-,-,
増田 大輝,巨,CF,30.0,0.4,0.4,-,0.0,0.0,0.1,-,-,
増田 大輝,巨,DH,16.0,-,-,-,-,-,-0.2,-,-,
柳澤 大空,楽,LF,57.0,-0.8,-0.9,-,0.0,0.0,-0.5,-,-,
柳澤 大空,楽,CF,56.0,1.1,1.2,-,-0.2,0.0,0.2,-,-,
柳澤 大空,楽,RF,141.3,5.4,5.4,-,-0.2,0.1,-0.6,-,-,
吉野 創士,楽,LF,107.3,4.2,5.3,-,-0.4,-0.7,-1.0,-,-,
吉野 創士,楽,CF,261.0,-8.9,-8.5,-,-0.5,0.1,0.9,-,-,
吉野 創士,楽,RF,190.0,-6.0,-2.9,-,0.1,-3.2,-0.8,-,-,
阿部 和広,日,LF,20.0,0.2,0.1,-,0.1,0.0,-0.2,-,-,
阿部 和広,日,CF,84.0,-0.7,-0.5,-,-0.3,0.1,0.3,-,-,
阿部 和広,日,RF,63.0,2.9,3.3,-,-0.4,0.0,-0.3,-,-,
阿部 和広,日,DH,1.0,-,-,-,-,-,0.0,-,-,
増田 将馬,ハ,2B,25.0,1.1,0.3,0.3,-,0.5,0.1,-,-,
増田 将馬,ハ,3B,8.0,-0.1,0.4,0.0,-,-0.5,0.0,-,-,
増田 将馬,ハ,LF,30.0,1.2,-0.2,-,1.3,0.0,-0.3,-,-,
増田 将馬,ハ,CF,637.0,10.6,7.5,-,3.5,-0.4,2.1,-,-,
増田 将馬,ハ,RF,61.0,1.3,1.7,-,-0.5,0.1,-0.2,-,-,
増田 将馬,ハ,DH,10.0,-,-,-,-,-,-0.1,-,-,
山崎 晃大朗,ヤ,LF,88.0,0.3,0.4,-,-0.2,0.1,-0.8,-,-,
山崎 晃大朗,ヤ,CF,220.0,-0.2,0.4,-,-0.8,0.1,0.7,-,-,
山崎 晃大朗,ヤ,RF,33.0,-0.7,-0.4,-,-0.2,0.0,-0.1,-,-,
山崎 晃大朗,ヤ,DH,112.0,-,-,-,-,-,-1.3,-,-,
小森 航大郎,ヤ,2B,398.3,-1.7,-0.5,-1.7,-,0.5,1.1,-,-,
小森 航大郎,ヤ,SS,392.0,1.7,-0.4,-1.0,-,3.2,3.2,-,-,
小森 航大郎,ヤ,DH,9.0,-,-,-,-,-,-0.1,-,-,
平田 大樹,日,LF,26.0,-0.5,-0.3,-,-0.2,0.0,-0.2,-,-,
平田 大樹,日,CF,6.0,-0.3,-0.3,-,-0.1,0.0,0.0,-,-,
平田 大樹,日,RF,196.0,3.8,2.4,-,1.3,0.1,-0.8,-,-,
平田 大樹,日,DH,3.0,-,-,-,-,-,0.0,-,-,
今川 優馬,日,LF,88.0,3.9,3.6,-,0.2,0.1,-0.8,-,-,
今川 優馬,日,CF,162.3,0.7,-0.1,-,0.8,0.1,0.5,-,-,
今川 優馬,日,RF,58.0,-0.7,0.1,-,-0.8,0.0,-0.2,-,-,
今川 優馬,日,DH,68.3,-,-,-,-,-,-0.8,-,-,
松尾 翔二朗,O,LF,18.0,-0.3,-0.1,-,-0.2,0.0,-0.2,-,-,
松尾 翔二朗,O,CF,34.7,-0.2,0.3,-,-0.6,0.0,0.1,-,-,
松尾 翔二朗,O,RF,26.7,2.4,2.8,-,-0.4,0.0,-0.1,-,-,
松尾 翔二朗,O,DH,11.0,-,-,-,-,-,-0.1,-,-,
水上 桂,楽,C,276.7,0.8,-,-,0.9,0.0,3.9,-0.1,0.9,
水上 桂,楽,1B,5.0,-0.3,-0.3,0.0,-,0.0,-0.1,-,-,
水上 桂,楽,DH,45.0,-,-,-,-,-,-0.5,-,-,
野村 勇,ソ,2B,68.3,-1.2,-1.5,-0.2,-,0.6,0.2,-,-,
野村 勇,ソ,3B,20.0,0.5,0.4,-0.1,-,0.2,-0.1,-,-,
野村 勇,ソ,SS,78.7,4.3,4.1,-0.1,-,0.3,0.6,-,-,
野村 勇,ソ,DH,16.0,-,-,-,-,-,-0.2,-,-,
イヒネ イツア,ソ,SS,582.7,-3.2,1.8,-2.3,-,-2.7,4.8,-,-,
篠原 玲央,ハ,LF,157.7,2.7,1.7,-,0.8,0.1,-1.5,-,-,
篠原 玲央,ハ,CF,292.0,6.6,6.2,-,0.2,0.2,1.0,-,-,
篠原 玲央,ハ,RF,87.7,-0.5,0.4,-,-0.9,0.0,-0.3,-,-,
茶野 篤政,オ,LF,146.3,-1.2,-1.3,-,0.0,0.1,-1.4,-,-,
茶野 篤政,オ,CF,73.0,2.1,0.3,-,1.8,0.0,0.2,-,-,
茶野 篤政,オ,RF,300.3,2.7,0.9,-,1.6,0.2,-1.2,-,-,
茶野 篤政,オ,DH,29.0,-,-,-,-,-,-0.3,-,-,
正木 智也,ソ,1B,18.7,0.4,0.9,0.0,-,-0.4,-0.2,-,-,
正木 智也,ソ,LF,118.0,2.3,1.8,-,0.5,0.1,-1.1,-,-,
正木 智也,ソ,CF,75.0,0.2,0.2,-,0.0,0.0,0.3,-,-,
正木 智也,ソ,RF,168.0,-0.9,-2.5,-,1.4,0.1,-0.7,-,-,
正木 智也,ソ,DH,19.0,-,-,-,-,-,-0.2,-,-,
岩田 幸宏,ヤ,LF,70.0,1.7,1.9,-,-0.3,0.1,-0.7,-,-,
岩田 幸宏,ヤ,CF,175.0,-2.9,-2.3,-,-0.8,0.1,0.6,-,-,
岩田 幸宏,ヤ,RF,30.0,1.4,1.4,-,0.0,0.0,-0.1,-,-,
