Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Ueda Kotaro,9,2,4,0,0,0,.333,175,39,.1,43,1,18,0,2,25,0,0,26,21,4.81,Chunichi Dragons,
Umeno Yugo,26,2,2,5,0,0,.500,99,25,,21,0,6,0,0,20,0,0,6,6,2.16,Chunichi Dragons,
Umetsu Kodai,4,2,1,0,0,0,.667,108,27,,27,0,2,0,1,20,2,0,6,6,2.00,Chunichi Dragons,
Wakui Hideaki,3,1,0,0,0,0,1.000,49,13,,11,0,3,0,0,8,1,0,2,2,1.38,Chunichi Dragons,
Yanagi Yuya,8,7,1,0,1,1,.875,212,51,,55,1,11,0,0,24,3,0,19,19,3.35,Chunichi Dragons,
Abe Shota,26,1,1,5,0,0,.500,99,24,.2,22,2,6,1,0,12,4,0,8,8,2.92,ORIX Buffaloes,
Ashida Taketo,18,1,2,0,0,0,.333,276,64,,75,1,18,0,5,44,2,1,29,26,3.66,ORIX Buffaloes,
Azuma Kohei,3,1,0,0,0,0,1.000,55,13,.2,11,0,4,0,2,9,0,0,4,4,2.63,ORIX Buffaloes,
Castillo Luis,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Espinoza Anderson,1,1,0,0,0,0,1.000,26,6,,4,0,4,0,0,4,0,0,1,1,1.50,ORIX Buffaloes,
Gonda Ryusei,31,2,2,0,0,0,.500,239,56,,60,3,17,0,1,32,1,0,22,20,3.21,ORIX Buffaloes,
Higa Motoki,12,1,0,0,0,0,1.000,44,11,.1,10,0,1,0,0,10,0,0,2,2,1.59,ORIX Buffaloes,
Hirano Yoshihisa,7,0,0,0,0,0,.000,31,7,,6,0,4,0,0,3,1,0,1,1,1.29,ORIX Buffaloes,
Honda Hitomi,23,1,1,0,0,0,.500,94,22,.1,21,0,10,0,0,15,0,0,6,6,2.42,ORIX Buffaloes,
Iguchi Kazutomo,8,0,0,0,0,0,.000,31,7,.2,7,0,1,0,1,7,0,0,1,1,1.17,ORIX Buffaloes,
Iriyama Kaito,39,3,2,8,0,0,.600,179,39,.2,37,0,25,0,0,35,7,0,17,14,3.18,ORIX Buffaloes,
Kawachi Kosuke,9,0,1,0,0,0,.000,71,18,,15,1,8,0,1,9,0,0,3,3,1.50,ORIX Buffaloes,
Kawase Kento,17,1,2,0,0,0,.333,236,55,.1,55,3,16,0,3,32,3,0,29,27,4.39,ORIX Buffaloes,
Kogita Atsuya,3,1,0,0,0,0,1.000,11,3,,2,0,0,0,0,4,0,0,0,0,0.00,ORIX Buffaloes,
Kotajima Seiryu,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Mae Yuito,36,4,2,0,0,0,.667,149,36,.1,31,2,13,0,1,30,0,0,9,8,1.98,ORIX Buffaloes,
Miyagi Hiroya,2,1,0,0,0,0,1.000,26,8,,4,0,0,0,0,8,0,0,0,0,0.00,ORIX Buffaloes,
Miyaguni Riku,6,0,1,0,0,0,.000,55,10,.2,11,0,14,0,0,6,0,0,10,9,7.59,ORIX Buffaloes,
Mukunoki Ren,21,3,2,1,0,0,.600,212,57,,37,0,12,0,1,45,1,0,12,10,1.58,ORIX Buffaloes,
Muranishi Ryota,19,5,5,0,0,0,.500,361,79,,84,1,40,0,9,41,1,0,40,32,3.65,ORIX Buffaloes,
Nakata Yuito,34,3,3,0,0,0,.500,187,41,.2,51,4,16,1,0,29,2,0,26,25,5.40,ORIX Buffaloes,
Ohe Kaito,19,2,0,0,0,0,1.000,103,20,.2,31,0,11,0,0,21,2,0,19,14,6.10,ORIX Buffaloes,
Ono Taiki,27,1,1,4,0,0,.500,112,26,,10,0,24,0,3,29,3,0,6,6,2.08,ORIX Buffaloes,
Perdomo Luis,1,0,0,0,0,0,.000,3,1,,1,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
Saiki Kaito,13,2,3,1,0,0,.400,175,37,.1,48,1,17,0,2,31,1,0,25,19,4.58,ORIX Buffaloes,
Saito Kyosuke,13,4,2,0,0,0,.667,249,58,.2,50,2,27,0,2,51,9,0,20,20,3.07,ORIX Buffaloes,
Satoh Kazuma,17,4,7,0,0,0,.364,358,89,,70,4,30,0,1,72,5,1,25,19,1.92,ORIX Buffaloes,
Sotani Ryuhei,3,1,0,0,0,0,1.000,30,8,.2,4,0,0,0,0,10,0,0,0,0,0.00,ORIX Buffaloes,
Suga Hiroto,4,0,0,0,0,0,.000,20,3,.1,4,0,6,0,0,2,1,0,3,3,8.10,ORIX Buffaloes,
Suzuki Hiroshi,8,2,2,0,0,0,.500,119,30,,29,1,8,0,1,15,1,0,11,9,2.70,ORIX Buffaloes,
Tajima Daiki,1,0,0,0,0,0,.000,13,3,,4,1,1,0,0,4,0,0,3,3,9.00,ORIX Buffaloes,
Takashima Taito,8,3,1,0,0,0,.750,156,38,.2,33,2,6,0,2,24,1,0,7,6,1.40,ORIX Buffaloes,
Tomiyama Ryoga,11,2,1,0,0,0,.667,62,16,,14,1,3,0,0,14,0,0,2,2,1.13,ORIX Buffaloes,
Toumatsu Kaisei,7,0,3,0,0,0,.000,65,11,.2,23,2,6,0,0,13,3,0,20,20,15.43,ORIX Buffaloes,
Udagawa Yuki,18,2,2,0,0,0,.500,73,17,.1,14,0,10,0,1,17,2,0,7,7,3.63,ORIX Buffaloes,
Yamada Nobuyoshi,9,0,0,0,0,0,.000,30,7,.2,8,0,0,0,1,7,0,0,5,4,4.70,ORIX Buffaloes,
Yamaoka Taisuke,7,1,0,0,0,0,1.000,28,7,.1,3,0,3,0,0,10,0,0,1,0,0.00,ORIX Buffaloes,
Yamashita Shunpeita,10,3,2,0,0,0,.600,142,37,.2,20,0,9,0,2,43,1,0,4,4,0.96,ORIX Buffaloes,
Yamazaki Soichiro,21,1,0,0,0,0,1.000,95,21,.2,20,1,9,0,1,19,1,0,7,7,2.91,ORIX Buffaloes,
Yokoyama Kaede,47,1,5,14,0,0,.167,196,44,.1,39,2,24,2,1,42,4,0,19,18,3.65,ORIX Buffaloes,
Yoshida Kosei,3,0,0,0,0,0,.000,10,3,,1,0,0,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Akiyama Seiun,30,3,2,0,0,0,.600,199,42,.2,51,3,18,0,1,25,1,0,30,29,6.12,Lotte Marines,
Azuma Yusuke,32,1,2,0,0,0,.333,129,29,.2,28,2,6,0,3,24,3,0,12,9,2.73,Lotte Marines,
Cordero Jimmy,16,1,1,0,0,0,.500,78,16,.1,20,2,7,0,0,7,4,0,17,12,6.61,Lotte Marines,
Dohi Seiya,12,1,3,0,0,0,.250,73,13,.2,20,2,10,0,0,14,1,0,12,8,5.27,Lotte Marines,
Dykstra James,5,1,2,0,0,0,.333,72,16,,14,1,11,0,0,9,0,0,7,5,2.81,Lotte Marines,
Fernandez Junior,2,0,0,0,0,0,.000,10,2,,3,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Furuya Takuro,11,3,0,0,0,0,1.000,115,26,.1,27,0,12,0,5,10,2,0,15,13,4.44,Lotte Marines,
Futaki Kota,19,4,2,0,0,0,.667,199,49,.2,46,4,6,0,0,35,1,0,22,20,3.62,Lotte Marines,
Hayasaka Oto,7,0,0,0,0,0,.000,31,6,,7,3,5,0,2,3,1,0,9,9,13.50,Lotte Marines,
Hirohata Atsuya,29,2,1,1,0,0,.667,182,44,,43,4,9,0,1,20,1,0,20,15,3.07,Lotte Marines,
Ishikawa Ayumu,10,3,0,0,0,0,1.000,134,35,.2,28,1,3,0,1,21,0,0,7,7,1.77,Lotte Marines,
Iwashita Daiki,19,2,2,2,0,0,.500,141,30,.2,33,1,13,0,1,33,3,0,12,11,3.23,Lotte Marines,
Karakawa Yuki,10,3,2,0,0,0,.600,178,45,,44,2,1,0,1,24,1,0,12,10,2.00,Lotte Marines,
Kawamura Tokito,20,2,2,0,0,0,.500,202,45,.2,55,9,12,0,0,31,1,0,24,23,4.53,Lotte Marines,
Kikuchi Riku,24,1,1,4,0,0,.500,102,25,,21,1,6,0,0,18,0,0,5,4,1.44,Lotte Marines,
Kimura Yuto,11,0,2,0,0,0,.000,79,19,,22,1,4,0,0,14,0,0,7,5,2.37,Lotte Marines,
Masuda Naoya,2,0,0,0,0,0,.000,8,2,,2,0,0,0,0,1,0,0,1,0,0.00,Lotte Marines,
Mercedes Cristopher Crisostomo,2,0,2,0,0,0,.000,43,8,,14,0,6,0,0,4,1,0,9,8,9.00,Lotte Marines,
Mima Manabu,13,2,6,0,0,0,.250,271,64,,70,6,12,0,0,48,2,0,30,22,3.09,Lotte Marines,
Nagashimada Kirato,21,0,2,2,0,0,.000,92,20,,19,2,10,0,4,14,0,0,15,14,6.30,Lotte Marines,
Nakamori Shunsuke,14,6,4,0,0,0,.600,260,62,.2,56,4,20,0,2,47,3,0,28,24,3.45,Lotte Marines,
Nakamura Toshiya,19,1,0,0,0,0,1.000,86,20,.1,15,4,8,0,2,28,0,0,4,4,1.77,Lotte Marines,
Niho Akira,20,3,4,0,0,0,.429,133,29,.2,35,1,10,0,2,11,1,0,19,18,5.46,Lotte Marines,
Nishimura Takahiro,25,1,2,2,0,0,.333,98,24,.2,19,3,4,0,0,30,1,0,10,6,2.19,Lotte Marines,
Nishino Yuji,1,0,0,0,0,0,.000,11,3,,2,0,0,0,0,0,0,0,1,1,3.00,Lotte Marines,
Ohtani Hikaru,19,0,2,2,0,0,.000,140,30,.1,35,3,10,0,1,18,3,0,22,19,5.64,Lotte Marines,
Ono Fumiya,27,1,4,4,0,0,.200,117,26,,32,3,5,0,1,24,0,0,12,11,3.81,Lotte Marines,
Sakamoto Koshiro,12,1,0,0,0,0,1.000,52,11,,11,1,5,0,2,9,0,0,6,6,4.91,Lotte Marines,
Sawada Keisuke,21,0,2,2,0,0,.000,81,21,,17,1,2,0,0,17,0,0,7,7,3.00,Lotte Marines,
Sawamura Hirokazu,2,0,0,0,0,0,.000,9,2,,2,0,1,0,0,2,0,0,1,0,0.00,Lotte Marines,
Shirahama Kaiki,2,0,0,0,0,0,.000,7,2,,3,0,0,0,0,0,0,0,0,0,0.00,Lotte Marines,
Takano Shuta,17,6,3,0,0,0,.667,293,74,,64,8,20,0,5,61,2,1,31,30,3.65,Lotte Marines,
Takeuchi Ryota,2,0,0,0,0,0,.000,6,1,,1,0,1,0,2,0,1,0,2,2,18.00,Lotte Marines,
Tanaka Fuki,17,0,1,0,0,0,.000,91,19,.2,21,1,9,0,3,13,1,0,10,10,4.58,Lotte Marines,
Tanaka Haruya,12,1,2,0,0,0,.333,216,52,.2,43,1,16,0,1,53,5,0,18,16,2.73,Lotte Marines,
Taneichi Atsuki,1,0,0,0,0,0,.000,10,2,,4,0,0,0,0,3,0,0,2,2,9.00,Lotte Marines,
Tojo Taiki,27,2,3,0,0,0,.400,192,45,,50,2,10,0,0,30,2,0,26,22,4.40,Lotte Marines,
Yagi Akira,25,1,2,2,0,0,.333,190,46,.2,38,2,13,0,0,41,3,0,12,11,2.12,Lotte Marines,
Yokoyama Rikuto,8,0,0,0,0,0,.000,33,8,,5,0,5,0,0,10,1,0,1,1,1.13,Lotte Marines,
Yoshida Ryo,29,4,1,7,0,0,.800,124,30,.1,20,3,13,0,0,32,2,0,8,7,2.08,Lotte Marines,
Yoshikawa Yuto,16,0,1,0,0,0,.000,133,29,.1,28,0,20,0,1,22,2,0,13,11,3.38,Lotte Marines,
Armenta Alexander,2,2,0,0,0,0,1.000,33,8,,7,0,3,0,0,9,0,0,1,1,1.13,SoftBank Hawks,
Bandoh Yugo,14,3,2,0,0,0,.600,272,65,,73,4,6,0,2,27,1,1,30,28,3.88,SoftBank Hawks,
Felix Mailon,15,0,0,1,0,0,.000,65,14,.2,10,0,13,0,0,9,4,0,11,5,3.07,SoftBank Hawks,
Fujii Kouya,3,1,0,0,0,0,1.000,12,3,,2,0,1,0,0,4,0,0,0,0,0.00,SoftBank Hawks,
Furukawa Yuri,24,2,2,3,0,0,.500,140,30,.2,28,0,16,0,3,25,0,0,15,8,2.35,SoftBank Hawks,
Hasegawa Takehiro,4,0,0,0,0,0,.000,13,3,.2,1,0,1,0,0,7,0,0,0,0,0.00,SoftBank Hawks,
Hernandez Darwinzon,3,0,0,0,0,0,.000,11,3,,1,0,0,0,1,5,0,0,0,0,0.00,SoftBank Hawks,
Higashihama Nao,11,2,2,1,0,0,.500,207,49,,49,1,10,0,2,42,2,0,17,15,2.76,SoftBank Hawks,
Hoshino Kotaro,1,0,0,0,0,0,.000,6,1,,3,0,0,0,0,2,1,0,2,2,18.00,SoftBank Hawks,
Ishikawa Shuta,6,2,1,0,0,0,.667,121,30,.2,25,1,8,0,2,27,0,0,8,8,2.35,SoftBank Hawks,
Iwai Shunsuke,21,2,1,5,0,0,.667,98,25,,18,0,3,0,1,31,3,0,5,5,1.80,SoftBank Hawks,
Kasaya Shunsuke,24,2,3,1,0,0,.400,291,67,,62,1,38,0,3,60,6,1,27,21,2.82,SoftBank Hawks,
Kazama Kyuta,6,0,0,0,0,0,.000,23,5,,4,0,3,0,0,4,0,0,4,3,5.40,SoftBank Hawks,
Kimura Hikaru,9,3,2,0,0,0,.600,111,25,,28,0,9,2,1,18,3,0,14,12,4.32,SoftBank Hawks,
Kimura Taisei,4,2,1,0,0,0,.667,55,12,.1,12,0,6,0,1,6,2,0,3,3,2.19,SoftBank Hawks,
Kobayashi Jui,2,1,1,0,0,0,.500,43,9,,10,1,6,0,1,2,1,0,6,6,6.00,SoftBank Hawks,
Kuwahara Takuya,35,5,2,2,0,0,.714,191,42,.1,41,2,18,1,3,33,2,0,15,12,2.55,SoftBank Hawks,
Maeda Jun,19,10,4,0,2,1,.714,427,106,.1,84,3,30,0,0,74,6,0,24,23,1.95,SoftBank Hawks,
Maeda Yugo,12,4,1,1,0,0,.800,249,65,,54,1,8,0,0,58,0,0,16,14,1.94,SoftBank Hawks,
Matsumoto Haru,5,2,0,0,0,0,1.000,88,24,.2,14,0,3,0,2,17,0,1,3,3,1.09,SoftBank Hawks,
Miura Mizuki,15,3,3,0,0,0,.500,379,95,.2,73,2,24,0,5,59,2,0,18,17,1.60,SoftBank Hawks,
Miyasato Yuwa,17,2,1,1,0,0,.667,76,16,.2,18,2,9,0,2,18,1,0,14,9,4.86,SoftBank Hawks,
Moinelo Livan,1,0,0,0,0,0,.000,11,2,,4,0,0,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
Murata Kenichi,12,3,5,0,0,0,.375,219,51,.1,50,5,16,0,1,22,0,0,29,25,4.38,SoftBank Hawks,
Nakamura Ryota,32,4,1,5,0,0,.800,205,53,.1,39,2,9,0,2,46,1,0,14,14,2.36,SoftBank Hawks,
Ogata Shuto,12,0,1,0,0,0,.000,70,15,.1,17,2,11,0,0,19,2,0,8,8,4.70,SoftBank Hawks,
Ohno Kazuo,5,2,0,0,0,0,1.000,77,18,.2,17,1,7,0,3,11,2,0,7,4,1.93,SoftBank Hawks,
Ohshiro Shinno,14,1,1,0,0,0,.500,69,18,,12,1,6,0,1,11,2,0,5,5,2.50,SoftBank Hawks,
Ohtake Fuga,1,1,0,0,0,0,1.000,21,6,,6,0,0,0,0,5,1,0,1,1,1.50,SoftBank Hawks,
Ohtsu Ryosuke,3,0,2,0,0,0,.000,65,16,,18,0,0,0,1,12,0,0,7,7,3.94,SoftBank Hawks,
Ohyama Ryo,10,3,2,0,0,0,.600,210,50,,48,3,16,0,4,40,3,0,24,18,3.24,SoftBank Hawks,
Okaue Jumpei,1,0,0,0,0,0,.000,5,1,,1,0,1,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
Saito Hiromasa,11,1,0,0,0,0,1.000,43,9,.1,10,1,4,0,1,7,0,0,4,4,3.86,SoftBank Hawks,
Satoh Hiroki,3,2,0,0,0,0,1.000,43,10,.1,9,0,4,0,0,8,0,0,3,2,1.74,SoftBank Hawks,
Satoh Takuma,2,0,0,0,0,0,.000,10,1,.2,2,0,3,0,0,1,0,0,2,1,5.40,SoftBank Hawks,
Sawayanagi Ryotaro,11,0,0,4,0,0,.000,51,14,,9,1,2,0,0,15,1,0,4,3,1.93,SoftBank Hawks,
Stewart Jr. Carter,2,0,1,0,0,0,.000,36,8,.1,7,1,4,0,1,8,1,0,3,3,3.24,SoftBank Hawks,
Taura Fumimaru,10,1,0,1,0,0,1.000,36,9,.2,7,1,1,0,0,8,0,0,3,3,2.79,SoftBank Hawks,
Tsumori Yuki,8,0,0,2,0,0,.000,27,7,,3,1,2,0,1,6,0,0,2,2,2.57,SoftBank Hawks,
Wada Tsuyoshi,7,3,1,1,0,0,.750,111,27,.1,29,1,1,0,0,30,0,0,8,7,2.30,SoftBank Hawks,
Watanabe Yuki,31,2,1,4,0,0,.667,135,31,.1,25,5,15,1,7,22,1,0,8,7,2.01,SoftBank Hawks,
Fujihira Shoma,7,0,0,0,0,0,.000,27,7,.1,3,1,2,0,0,6,0,0,2,2,2.45,Rakuten Eagles,
Fujii Masaru,2,2,0,0,0,0,1.000,50,13,,7,0,4,0,0,9,0,0,1,1,0.69,Rakuten Eagles,
Hayashi Yuki,1,0,0,0,0,0,.000,4,1,,1,0,0,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Hinata Naoki,30,3,2,3,0,0,.600,125,31,.1,21,2,12,0,0,25,0,1,7,7,2.01,Rakuten Eagles,
Itoh Mao,41,1,0,0,0,0,1.000,186,44,.1,28,3,23,0,7,39,3,0,13,13,2.64,Rakuten Eagles,
Karashima Wataru,15,4,6,0,0,0,.400,265,66,.2,59,3,16,0,0,41,0,0,21,18,2.43,Rakuten Eagles,
Kishi Takayuki,4,1,1,0,1,0,.500,87,25,,15,0,0,0,0,19,0,0,5,4,1.44,Rakuten Eagles,
Koga Kosei,20,2,5,0,0,0,.286,271,63,.1,66,2,28,0,5,37,0,0,26,25,3.55,Rakuten Eagles,
Koja Tatsuki,9,4,2,0,0,0,.667,227,55,.2,44,4,22,0,1,49,0,0,13,11,1.78,Rakuten Eagles,
Komago Ryuji,25,4,2,0,0,0,.667,339,71,.2,69,2,47,0,5,67,7,0,33,24,3.01,Rakuten Eagles,
Komine Shinri,2,0,0,0,0,0,.000,7,2,,2,0,1,0,0,1,0,0,0,0,0.00,Rakuten Eagles,
Matsuda Takuma,11,1,6,0,0,0,.143,233,50,.1,67,4,12,0,2,22,2,0,30,20,3.58,Rakuten Eagles,
Matsui Tomotaka,23,3,3,0,0,0,.500,219,52,.1,51,3,15,0,1,42,2,0,24,23,3.96,Rakuten Eagles,
Miyamori Satoshi,40,3,1,5,0,0,.750,195,45,.2,36,3,22,0,6,32,0,0,12,11,2.17,Rakuten Eagles,
Nishigaki Masaya,29,2,0,8,0,0,1.000,123,29,.1,20,0,14,0,2,22,2,0,7,6,1.84,Rakuten Eagles,
Nishiguchi Naoto,1,0,0,0,0,0,.000,4,1,,0,0,1,0,0,1,0,0,0,0,0.00,Rakuten Eagles,
Ohuchi Seiya,10,0,1,0,0,0,.000,148,35,.1,37,1,15,0,0,13,1,1,17,15,3.82,Rakuten Eagles,
Ponce Cody,11,3,3,0,0,0,.500,248,60,,52,6,19,0,3,65,1,0,18,15,2.25,Rakuten Eagles,
Sakai Haruto,21,3,1,0,0,0,.750,127,26,.1,27,2,22,0,1,23,2,0,20,19,6.49,Rakuten Eagles,
Sakurai Shuto,32,1,2,0,0,0,.333,145,28,.2,28,1,29,0,3,20,1,0,25,21,6.59,Rakuten Eagles,
Seimiya Kotaro,35,0,3,0,0,0,.000,159,30,.1,31,2,37,0,3,28,6,0,25,21,6.23,Rakuten Eagles,
Shoji Kosei,7,2,3,0,1,0,.400,154,40,.2,28,2,14,0,1,34,2,0,11,9,1.99,Rakuten Eagles,
Sung Chia-Hao,5,0,0,0,0,0,.000,20,5,,5,0,0,0,0,3,0,0,1,1,1.80,Rakuten Eagles,
Suzuki Sora,2,0,0,0,0,0,.000,7,2,,0,0,0,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Tai Katsutoshi,2,0,0,0,0,0,.000,11,1,.2,3,0,3,0,0,2,0,0,2,2,10.80,Rakuten Eagles,
Takada Koichi,18,1,2,0,0,0,.333,167,38,,40,1,16,0,1,18,0,0,20,15,3.55,Rakuten Eagles,
Takeshita Akihiro,8,0,2,0,0,0,.000,62,13,,17,3,11,0,0,10,0,0,15,15,10.38,Rakuten Eagles,
Takinaka Ryota,12,2,6,0,1,0,.250,307,72,.2,79,4,15,0,6,36,3,0,31,24,2.97,Rakuten Eagles,
Tanaka Masahiro,5,0,2,0,0,0,.000,104,23,,27,2,6,0,2,19,1,0,12,10,3.91,Rakuten Eagles,
Tsurusaki Taisei,23,3,1,3,0,0,.750,183,45,,41,0,14,0,1,34,0,0,12,10,2.00,Rakuten Eagles,
Turley Nik,18,0,1,0,0,0,.000,74,16,.2,14,1,7,0,2,17,1,1,11,9,4.86,Rakuten Eagles,
Uchi Seiryu,1,0,0,0,0,0,.000,5,1,,3,0,0,0,0,1,0,0,1,1,9.00,Rakuten Eagles,
Wang Yan-Cheng,9,1,4,0,0,0,.200,161,36,.1,31,3,17,1,4,30,3,0,18,10,2.48,Rakuten Eagles,
Watanabe Shota,8,0,0,0,0,0,.000,38,9,,10,1,2,0,0,13,1,0,4,4,4.00,Rakuten Eagles,
Yoshikawa Kazuki,20,2,1,0,0,0,.667,192,47,,43,3,12,0,1,33,0,0,17,12,2.30,Rakuten Eagles,
Yuge Hayato,19,3,1,5,0,0,.750,85,19,.2,18,1,9,1,1,15,0,0,9,9,4.12,Rakuten Eagles,
Akagami Yuto,35,4,1,0,0,0,.800,177,41,.1,41,3,16,0,4,26,0,0,13,13,2.83,Seibu Lions,
Aoyama Minato,14,5,3,0,1,0,.625,325,79,,65,2,32,0,7,39,3,0,25,22,2.51,Seibu Lions,
Awatsu Kaito,3,1,0,0,0,0,1.000,16,3,,8,1,0,0,0,3,0,0,4,4,12.00,Seibu Lions,
Hada Shinnosuke,13,6,2,0,1,1,.750,245,59,,34,2,33,0,7,58,7,1,17,13,1.98,Seibu Lions,
Hamaya Shota,22,4,4,0,0,0,.500,383,88,.1,85,9,43,0,4,53,2,1,44,36,3.67,Seibu Lions,
Hirai Katsunori,27,3,1,0,0,0,.750,153,37,,34,4,9,0,6,33,0,0,11,11,2.68,Seibu Lions,
Honda Keisuke,16,3,3,1,0,0,.500,73,16,.1,19,1,7,1,0,9,0,0,9,9,4.96,Seibu Lions,
Inoue Hiroki,25,4,1,0,0,0,.800,208,50,.1,40,1,24,0,1,27,4,0,21,15,2.68,Seibu Lions,
Itogawa Ryota,29,5,1,3,0,0,.833,308,78,,67,6,18,0,3,44,1,0,23,19,2.19,Seibu Lions,
Itoh Sho,9,0,0,0,0,0,.000,50,12,,13,1,4,0,0,8,0,0,5,5,3.75,Seibu Lions,
Kaino Hiroshi,7,0,0,0,0,0,.000,28,7,,2,0,5,0,0,7,0,0,0,0,0.00,Seibu Lions,
Kuroda Masaya,8,0,2,0,0,0,.000,76,16,,23,2,9,0,0,10,0,0,8,7,3.94,Seibu Lions,
Lopez Victor,5,1,0,0,0,0,1.000,70,16,,12,1,9,0,3,9,0,0,6,5,2.81,Seibu Lions,
Mameda Taishi,34,1,0,8,0,0,1.000,145,35,,25,1,17,0,0,37,0,0,9,9,2.31,Seibu Lions,
Masuda Tatsushi,18,2,1,0,0,0,.667,69,15,.2,22,3,2,0,0,11,0,0,13,13,7.47,Seibu Lions,
Matsumoto Wataru,5,1,1,0,0,0,.500,49,11,,11,0,5,0,1,13,0,0,5,5,4.09,Seibu Lions,
Miura Daiki,4,0,0,0,0,0,.000,21,3,.1,7,1,4,1,0,1,1,0,8,4,10.80,Seibu Lions,
Miyazawa Taisei,12,0,1,0,0,0,.000,70,15,,12,0,11,0,2,8,0,0,6,6,3.60,Seibu Lions,
Mizukami Yoshinobu,17,1,1,1,0,0,.500,77,17,,18,2,8,0,0,10,0,0,10,6,3.18,Seibu Lions,
Moriwaki Ryosuke,2,0,1,0,0,0,.000,8,1,,1,0,2,0,1,3,0,0,2,0,0.00,Seibu Lions,
Nakamura Yuta,12,0,0,3,0,0,.000,54,13,,9,0,6,0,1,10,0,0,2,2,1.38,Seibu Lions,
Omagari Ren,24,2,3,0,0,0,.400,125,24,.2,29,2,20,0,3,23,4,0,22,13,4.74,Seibu Lions,
Saito Hiromasa,12,1,0,0,0,0,1.000,53,12,,9,0,6,0,1,9,0,0,6,4,3.00,Seibu Lions,
Sato Shunsuke,2,0,0,1,0,0,.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,Seibu Lions,
Sinclair Joseph Konosuke,1,0,0,0,0,0,.000,5,1,,0,0,1,0,0,1,0,0,0,0,0.00,Seibu Lions,
Sugai Shinya,14,3,3,0,1,1,.500,310,76,,71,2,20,0,2,83,3,0,25,23,2.72,Seibu Lions,
Sugiyama Haruki,9,3,3,0,0,0,.500,177,44,,39,2,10,0,0,29,0,0,17,17,3.48,Seibu Lions,
Taira Kaima,4,0,0,0,0,0,.000,14,4,,1,1,1,0,0,3,0,0,1,1,2.25,Seibu Lions,
Takahashi Bo,2,2,0,0,0,0,1.000,43,11,,9,0,2,0,1,7,0,0,0,0,0.00,Seibu Lions,
Takahashi Kona,7,1,2,0,0,0,.333,135,33,,28,2,10,0,3,22,1,0,12,10,2.73,Seibu Lions,
Takeuchi Natsuki,2,0,0,0,0,0,.000,33,8,,5,0,1,0,2,7,0,0,1,1,1.13,Seibu Lions,
Tamura Ichiro,14,0,0,11,0,0,.000,47,14,,6,0,3,0,0,13,0,0,0,0,0.00,Seibu Lions,
Ueda Taiga,22,0,2,2,0,0,.000,96,21,,24,1,6,0,3,19,2,0,5,4,1.71,Seibu Lions,
Uema Towa,17,4,8,0,0,0,.333,415,94,.2,106,5,29,0,3,48,3,3,41,31,2.95,Seibu Lions,
Watanabe Yutaro,6,1,2,0,1,1,.333,132,29,,29,0,15,0,1,16,2,0,13,8,2.48,Seibu Lions,
Yamada Haruto,13,0,3,0,0,0,.000,113,24,,28,0,14,0,2,21,2,0,19,18,6.75,Seibu Lions,
Yan Jefry,12,0,1,1,0,0,.000,52,11,.2,10,1,7,0,1,14,0,0,6,4,3.09,Seibu Lions,
Yoza Kaito,17,7,3,0,0,0,.700,421,100,.1,99,4,25,0,4,53,0,0,34,28,2.51,Seibu Lions,
Fukuda Suguru,29,1,0,1,0,0,1.000,123,28,,26,3,11,1,1,33,3,0,10,10,3.21,Nipponham Fighters,
Fukushima Ren,6,1,1,0,0,0,.500,107,27,,21,1,8,0,0,23,2,0,10,9,3.00,Nipponham Fighters,
Hori Mizuki,28,1,0,3,0,0,1.000,99,26,.1,15,3,6,0,1,31,1,0,8,8,2.73,Nipponham Fighters,
Hosono Haruki,8,1,0,0,0,0,1.000,107,28,.1,15,0,10,0,0,20,0,0,6,4,1.27,Nipponham Fighters,
Ikeda Takahide,5,0,0,0,0,0,.000,21,5,,5,0,2,0,0,6,0,0,2,1,1.80,Nipponham Fighters,
Ishikawa Naoya,36,2,3,9,0,0,.400,146,34,.2,25,2,12,0,1,38,1,0,12,11,2.86,Nipponham Fighters,
Kagiya Yohei,20,0,1,0,0,0,.000,96,23,,22,1,3,1,1,7,0,0,8,2,0.78,Nipponham Fighters,
Kakigi Ren,16,0,1,0,0,0,.000,73,17,,16,1,6,1,0,15,2,0,4,4,2.12,Nipponham Fighters,
Katoh Yamato,3,0,0,0,0,0,.000,11,3,,1,0,2,0,0,1,0,0,0,0,0.00,Nipponham Fighters,
Kawano Ryusei,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
