#,Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,,Team,League
,Satoh Naoki,22,8,109.2,-2.3,-27.0,-2.2,-0.2,,0.1,0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Satoh Naoki,22,9,93.0,2.2,30.4,1.1,1.9,,-0.7,-0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Satoh Naoki,22,DH,3.0,,,,,,,0.0,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Egoshi Taiga,28,7,14.0,0.8,73.5,0.8,0.0,,0.0,-0.1,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Egoshi Taiga,28,8,354.0,5.9,21.4,2.7,3.8,,-0.6,1.2,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Egoshi Taiga,28,9,24.0,0.0,0.0,0.0,0.0,,0.0,-0.1,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Hosokawa Ryohei,19,4,21.0,-2.3,-141.0,-1.7,,0.0,-0.6,0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,19,6,180.2,-3.5,-24.9,-0.6,,-0.8,-2.2,1.5,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,19,DH,25.0,,,,,,,-0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Wu Nien-Ting,28,3,39.0,0.8,26.4,0.3,,0.4,0.2,-0.4,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Wu Nien-Ting,28,4,17.0,0.9,68.1,0.7,,0.0,0.2,0.0,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Wu Nien-Ting,28,5,6.0,0.7,150.1,0.5,,0.0,0.2,0.0,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Yoh Daikan,34,7,6.0,-0.4,-85.8,-0.4,0.0,,0.0,-0.1,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yoh Daikan,34,8,146.1,-3.6,-31.7,-3.3,-0.4,,0.1,0.5,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yoh Daikan,34,9,89.0,1.9,27.5,2.2,-0.4,,0.1,-0.4,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yoh Daikan,34,DH,86.0,,,,,,,-1.0,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nagaoka Hideki,19,4,292.0,-2.7,-11.9,-4.2,,0.6,0.8,0.8,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nagaoka Hideki,19,5,189.0,0.0,0.0,-1.2,,0.0,1.2,-0.7,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nagaoka Hideki,19,6,157.2,3.2,26.1,2.4,,0.0,0.8,1.3,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nagaoka Hideki,19,DH,15.0,,,,,,,-0.2,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,加藤 廉,,3,40.0,-1.0,-32.2,-1.3,,0.2,0.1,-0.4,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,加藤 廉,,4,1.0,-0.2,-257.4,-0.2,,0.0,0.0,0.0,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,加藤 廉,,5,70.2,0.1,1.8,-0.7,,0.2,0.7,-0.3,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,加藤 廉,,6,49.0,0.6,15.8,0.0,,-0.1,0.8,0.4,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,加藤 廉,,DH,44.1,,,,,,,-0.5,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Mori Keito,19,6,588.1,5.5,12.0,5.2,,1.7,-1.4,4.8,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Mori Keito,19,DH,15.0,,,,,,,-0.2,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Takabe Akito,23,7,29.0,1.8,79.9,0.9,0.8,,0.0,-0.3,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Takabe Akito,23,8,264.0,6.5,31.7,5.7,0.6,,0.2,0.9,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Takabe Akito,23,9,140.0,5.3,48.7,4.3,0.8,,0.2,-0.6,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Takabe Akito,23,DH,18.0,,,,,,,-0.2,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Hirano Yamato,19,7,113.0,1.5,17.1,0.4,1.0,,0.1,-1.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirano Yamato,19,8,36.1,-1.4,-49.6,-1.2,-0.2,,0.0,0.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirano Yamato,19,9,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirano Yamato,19,DH,14.0,,,,,,,-0.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Watanabe Masaru,27,7,196.0,5.6,36.8,6.4,-1.0,,0.2,-1.9,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Watanabe Masaru,27,8,26.0,2.0,99.0,0.9,1.1,,0.0,0.1,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Watanabe Masaru,27,9,64.0,2.1,42.2,2.2,-0.2,,0.1,-0.3,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Watanabe Masaru,27,DH,83.2,,,,,,,-1.0,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Yanagimachi Tatsuru,24,7,229.2,3.3,18.5,2.8,0.3,,0.2,-2.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,24,8,196.0,0.6,3.9,0.2,0.3,,0.1,0.7,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,24,9,291.0,3.4,15.0,1.5,1.7,,0.2,-1.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,24,DH,18.0,,,,,,,-0.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Isobata Ryota,22,8,103.0,0.8,10.0,0.9,-0.3,,0.1,0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Isobata Ryota,22,9,36.0,-0.4,-14.3,-0.2,-0.2,,0.0,-0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Miyata Hokuto,23,7,29.0,1.5,66.6,0.5,1.0,,0.0,-0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Miyata Hokuto,23,8,227.0,2.8,15.9,2.3,0.3,,0.2,0.8,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Miyata Hokuto,23,9,66.0,3.4,66.3,2.8,0.5,,0.1,-0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Yoshimochi Ryota,27,4,66.2,-1.5,-28.9,-1.2,,0.6,-0.9,0.2,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yoshimochi Ryota,27,5,31.0,-0.4,-16.6,0.2,,-0.2,-0.3,-0.1,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yoshimochi Ryota,27,6,287.2,5.6,25.1,3.8,,0.0,1.8,2.4,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yoshimochi Ryota,27,7,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yoshimochi Ryota,27,8,96.0,2.8,37.5,3.3,-0.6,,0.1,0.3,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yoshimochi Ryota,27,DH,4.0,,,,,,,0.0,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Takeda Aito,24,8,89.0,0.2,2.9,-0.7,0.8,,0.1,0.3,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Takeda Aito,24,9,8.0,-0.6,-96.5,-0.4,-0.2,,0.0,0.0,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Takeda Aito,24,DH,27.0,,,,,,,-0.3,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Dohbayashi Shota,29,3,46.2,0.5,13.8,0.2,,0.0,0.3,-0.5,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Dohbayashi Shota,29,5,128.0,1.7,17.1,0.7,,-0.2,1.2,-0.5,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Dohbayashi Shota,29,7,34.0,-2.7,-102.2,-1.6,-1.1,,0.0,-0.3,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Dohbayashi Shota,29,8,86.0,-1.6,-23.9,-1.3,-0.3,,0.1,0.3,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Dohbayashi Shota,29,DH,49.0,,,,,,,-0.6,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Miyoshi Takumi,28,4,14.0,0.8,73.5,0.7,,0.0,0.1,0.0,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Miyoshi Takumi,28,5,30.0,0.3,12.9,0.6,,0.0,-0.3,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Miyoshi Takumi,28,6,21.0,-1.5,-91.9,-1.0,,0.1,-0.6,0.2,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Katoh Takuma,29,2,61.0,-0.1,-2.1,,-0.1,,0.0,0.9,-1.0,-0.1,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Katoh Takuma,29,5,37.0,0.4,13.9,0.1,,-0.1,0.3,-0.1,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Katoh Takuma,29,DH,17.0,,,,,,,-0.2,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Shuto Ukyo,25,4,65.0,-1.3,-25.7,-0.9,,-0.2,-0.2,0.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Shuto Ukyo,25,6,49.1,0.9,23.5,1.0,,-0.1,0.1,0.4,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,元 謙太,,5,455.1,-4.6,-13.0,-2.6,,0.0,-2.0,-1.7,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,元 謙太,,6,358.0,-11.8,-42.4,-6.2,,-0.9,-4.6,2.9,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,元 謙太,,DH,66.0,,,,,,,-0.8,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirasawa Taiga,23,4,128.1,0.4,4.0,2.3,,-0.5,-1.4,0.3,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Hirasawa Taiga,23,5,98.0,1.0,13.1,2.6,,-0.1,-1.5,-0.4,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Hirasawa Taiga,23,6,495.2,3.3,8.6,4.9,,-2.2,0.5,4.1,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Hirasawa Taiga,23,8,6.0,-0.7,-150.1,-0.7,0.0,,0.0,0.0,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Hirasawa Taiga,23,9,21.0,0.4,24.5,0.2,0.1,,0.0,-0.1,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Kiyomiya Kotaro,22,3,870.2,0.2,0.3,0.0,,0.6,-0.4,-9.7,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Kiyomiya Kotaro,22,5,9.0,-0.1,-14.3,0.5,,0.0,-0.6,0.0,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Kiyomiya Kotaro,22,DH,45.1,,,,,,,-0.5,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Takeoka Ryusei,20,4,135.0,-2.0,-19.1,-2.7,,0.3,0.4,0.4,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takeoka Ryusei,20,5,81.0,0.2,3.2,-0.7,,0.2,0.7,-0.3,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takeoka Ryusei,20,6,499.1,0.0,0.0,1.5,,-1.4,0.0,4.1,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,山村 崇嘉,,4,92.0,-1.6,-22.4,-2.3,,0.2,0.5,0.2,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,山村 崇嘉,,5,76.0,-0.9,-15.2,-0.7,,0.3,-0.5,-0.3,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,山村 崇嘉,,6,472.2,-9.4,-25.6,0.8,,-0.9,-9.3,3.9,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Tateoka Soichiro,31,7,0.1,-0.6,-2574.0,-0.4,-0.2,,0.0,0.0,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Tateoka Soichiro,31,8,263.2,-1.8,-8.8,-2.8,0.9,,0.2,0.9,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Tateoka Soichiro,31,9,54.0,0.8,19.1,1.1,-0.3,,0.1,-0.2,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Tateoka Soichiro,31,DH,64.1,,,,,,,-0.8,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Itoh Kosuke,21,7,117.0,0.0,0.0,-0.3,0.2,,0.1,-1.1,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Itoh Kosuke,21,8,291.1,0.2,0.9,2.4,-2.5,,0.2,1.0,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Itoh Kosuke,21,9,82.2,2.4,37.3,2.5,-0.2,,0.1,-0.3,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Chono Hisayoshi,36,7,39.0,-0.1,-3.3,0.1,-0.3,,0.0,-0.4,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Chono Hisayoshi,36,DH,10.0,,,,,,,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Kinoshita Motohide,19,3,239.1,-6.4,-34.4,-4.9,,-0.2,-1.2,-2.7,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Kinoshita Motohide,19,7,32.0,-2.9,-116.6,-2.3,-0.6,,0.0,-0.3,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Kinoshita Motohide,19,9,377.2,3.3,11.2,3.4,-0.5,,0.4,-1.5,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Katsumata Shoki,23,3,374.1,-1.7,-5.8,-0.9,,0.1,-0.9,-4.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Katsumata Shoki,23,5,54.0,-1.4,-33.4,-1.0,,0.0,-0.5,-0.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Katsumata Shoki,23,7,21.0,-1.9,-116.4,-2.1,0.1,,0.0,-0.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Katsumata Shoki,23,DH,23.0,,,,,,,-0.3,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yoshida Taisei,26,3,91.0,-0.9,-12.7,-0.4,,-0.1,-0.3,-1.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Taisei,26,4,92.2,0.6,8.3,1.9,,-0.2,-1.1,0.3,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Taisei,26,5,166.0,0.7,5.4,-0.8,,0.5,1.0,-0.6,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Taisei,26,6,117.1,2.2,24.1,2.0,,-1.0,1.3,1.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Taisei,26,7,3.0,0.9,386.1,-0.2,1.1,,0.0,0.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Taisei,26,9,2.0,0.3,193.0,0.3,0.0,,0.0,0.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yoshida Taisei,26,DH,15.0,,,,,,,-0.2,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamashita Kota,20,7,48.0,3.2,85.8,3.3,-0.2,,0.0,-0.5,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yamashita Kota,20,9,95.0,-1.9,-25.7,-1.1,-0.9,,0.1,-0.4,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yamashita Kota,20,DH,3.0,,,,,,,0.0,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Takahashi Hiroki,27,7,102.0,3.0,37.9,3.3,-0.4,,0.1,-1.0,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Takahashi Hiroki,27,8,54.2,1.3,30.6,1.7,-0.4,,0.0,0.2,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Takahashi Hiroki,27,9,20.0,-1.1,-70.8,-0.1,-0.9,,0.0,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Takahashi Hiroki,27,DH,71.0,,,,,,,-0.9,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Uebayashi Seiji,25,8,150.0,2.9,24.9,1.9,0.9,,0.1,0.5,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Uebayashi Seiji,25,9,178.0,1.9,13.7,2.0,-0.3,,0.1,-0.7,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Uebayashi Seiji,25,DH,72.0,,,,,,,-0.9,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Gibo Sho,20,4,276.0,-1.7,-7.9,-2.5,,0.0,0.8,0.7,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gibo Sho,20,6,216.0,-2.2,-13.1,-2.8,,0.7,0.0,1.8,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gibo Sho,20,DH,9.0,,,,,,,-0.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kamamoto Go,27,7,15.0,0.4,34.3,0.1,0.3,,0.0,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Kamamoto Go,27,8,367.0,2.9,10.2,0.7,1.9,,0.3,1.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Kamamoto Go,27,9,61.0,-1.6,-33.8,-2.0,0.4,,0.0,-0.2,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Kamamoto Go,27,DH,7.0,,,,,,,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yamaashi Tatsuya,27,3,89.1,-0.2,-2.9,-0.5,,-0.1,0.4,-1.0,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yamaashi Tatsuya,27,4,47.0,0.0,0.0,0.2,,0.1,-0.3,0.1,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yamaashi Tatsuya,27,5,13.0,0.2,19.8,0.1,,0.0,0.1,0.0,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yamaashi Tatsuya,27,DH,39.0,,,,,,,-0.5,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yaoita Takumaru,24,7,86.1,-1.1,-16.4,-1.2,0.0,,0.1,-0.8,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yaoita Takumaru,24,8,222.0,-1.4,-8.1,-1.8,0.3,,0.2,0.7,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yaoita Takumaru,24,9,264.0,-6.5,-31.7,-4.9,-1.9,,0.2,-1.0,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yaoita Takumaru,24,DH,14.0,,,,,,,-0.2,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Shimada Kairi,25,7,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Shimada Kairi,25,8,431.1,-7.2,-21.5,-4.7,-2.0,,-0.5,1.4,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Shimada Kairi,25,9,20.0,1.0,64.4,0.0,0.9,,0.0,-0.1,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,Shimada Kairi,25,DH,2.0,,,,,,,0.0,,,🐯,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
,田城 飛翔,,7,136.1,-1.0,-9.4,-0.9,-0.2,,0.1,-1.3,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
