Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Senga Koudai,5,0,1,0,0,0,107,26.2,21,0,26,9,0,0,2,10,8,2.70,2.67,3.21,1.13,138,61,84,0.03,0.0%,24.3%,8.4%,15.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Shigeta Tomoaki,9,2,4,0,2,1,167,40.0,33,2,31,15,0,4,1,16,15,3.38,4.13,3.84,1.20,110,95,101,-0.75,1.2%,18.6%,9.0%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Shiino Arata,45,1,2,9,0,0,191,46.1,42,1,47,12,0,1,6,18,16,3.11,2.70,2.97,1.17,120,62,78,0.41,0.5%,24.6%,6.3%,18.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Stewart Jr. Carter,12,6,1,0,0,0,225,53.2,40,2,55,26,0,0,4,18,11,1.84,3.49,3.51,1.23,202,80,92,-1.65,0.9%,24.4%,11.6%,12.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Sugiyama Kazuki,15,5,2,0,1,1,259,64.1,46,2,64,18,0,4,2,13,10,1.40,3.05,3.02,0.99,266,70,79,-1.65,0.8%,24.7%,6.9%,17.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takahashi Jumpei,16,0,2,0,0,0,82,15.1,20,2,12,15,0,1,3,14,10,5.87,6.87,5.17,2.28,63,158,136,-1.00,2.4%,14.6%,18.3%,-3.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takahashi Rei,21,3,1,0,0,0,154,37.2,27,0,27,23,0,1,0,15,12,2.87,4.08,4.54,1.33,130,94,119,-1.21,0.0%,17.5%,14.9%,2.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takeda Shota,7,2,1,0,0,0,136,32.2,28,2,21,14,0,1,0,14,13,3.58,4.49,4.29,1.29,104,103,113,-0.91,1.5%,15.4%,10.3%,5.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Tanaka Seigi,16,0,1,2,0,0,70,17.0,10,0,17,9,0,1,0,4,2,1.06,3.37,3.66,1.12,351,78,96,-2.31,0.0%,24.3%,12.9%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Tanoue Sota,1,0,0,0,0,0,4,1.0,1,0,1,0,0,0,0,0,0,0.00,1.61,2.30,1.00,999,37,61,-1.61,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Taura Fumimaru,12,0,2,0,0,0,58,13.2,13,0,9,3,0,3,0,6,6,3.95,3.61,3.77,1.17,94,83,99,0.34,0.0%,15.5%,5.2%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Wada Tsuyoshi,1,1,0,0,1,0,20,5.0,6,0,8,0,0,0,0,1,1,1.80,0.41,0.80,1.20,207,9,21,1.39,0.0%,40.0%,0.0%,40.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Watanabe Yuta,34,0,0,1,0,0,119,27.0,25,0,34,12,2,2,1,6,5,1.67,2.64,2.95,1.37,223,61,78,-0.97,0.0%,28.6%,10.1%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Yoshizumi Haruto,3,0,0,0,0,0,16,3.0,5,0,2,2,0,1,0,1,1,3.00,5.27,4.80,2.33,124,121,126,-2.27,0.0%,12.5%,12.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Anraku Tomohiro,1,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.61,4.80,1.00,999,83,126,-3.61,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Busenitz Alan,9,0,0,1,0,0,37,9.0,7,1,9,3,0,0,1,2,2,2.00,4.05,3.18,1.11,186,93,84,-2.05,2.7%,24.3%,8.1%,16.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fujihira Shoma,18,0,6,0,0,0,165,32.2,30,4,37,33,0,7,5,31,26,7.16,6.61,4.56,1.93,52,152,120,0.55,2.4%,22.4%,20.0%,2.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fujii Masaru,17,4,3,0,1,1,347,81.0,67,1,66,45,0,2,2,33,32,3.56,3.88,4.19,1.38,104,89,110,-0.32,0.3%,19.0%,13.0%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukui Yuya,15,1,3,0,0,0,121,24.1,37,4,16,8,1,3,1,23,21,7.77,5.78,4.14,1.85,48,133,109,1.99,3.3%,13.2%,6.6%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukumori Yoma,4,0,0,0,0,0,29,3.0,8,1,1,13,0,1,5,16,16,48.00,21.27,8.94,7.00,8,490,235,26.73,3.4%,3.4%,44.8%,-41.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukuyama Hiroyuki,1,0,0,0,0,0,5,1.0,2,0,2,0,0,0,0,0,0,0.00,-0.39,0.80,2.00,999,-9,21,0.39,0.0%,40.0%,0.0%,40.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Hayakawa Takahisa,1,1,0,0,0,0,22,6.0,4,0,4,1,0,0,0,0,0,0.00,2.77,3.44,0.83,999,64,91,-2.77,0.0%,18.2%,4.5%,13.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ikeda Shun,32,1,2,3,0,0,116,29.2,21,3,33,9,0,0,3,5,5,1.52,3.61,2.73,1.01,245,83,72,-2.09,2.6%,28.4%,7.8%,20.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ishibashi Ryota,8,2,1,0,0,0,186,44.2,41,4,25,17,0,2,0,17,14,2.82,4.93,4.37,1.30,132,114,115,-2.11,2.2%,13.4%,9.1%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ishida Shun,13,0,0,0,0,0,63,11.1,10,1,10,12,0,5,2,17,14,11.12,7.49,5.12,1.94,33,172,135,3.63,1.6%,15.9%,19.0%,-3.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kamata Yoshinao,20,7,6,0,2,1,467,117.2,96,9,79,41,0,3,7,41,37,2.83,4.38,3.99,1.16,131,101,105,-1.55,1.9%,16.9%,8.8%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Karashima Wataru,1,0,0,0,0,0,5,1.0,1,0,0,1,0,0,0,0,0,0.00,6.61,6.80,2.00,999,152,179,-6.61,0.0%,0.0%,20.0%,-20.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kishi Takayuki,2,1,0,0,0,0,48,10.2,14,3,8,1,0,0,0,7,7,5.91,6.04,3.34,1.41,63,139,88,-0.13,6.2%,16.7%,2.1%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Komine Shinri,9,1,1,0,0,0,88,18.2,16,2,14,17,0,0,2,10,10,4.82,6.23,5.14,1.77,77,143,135,-1.41,2.3%,15.9%,19.3%,-3.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Makita Kazuhisa,29,2,1,3,0,0,105,27.2,20,1,26,5,0,0,0,3,1,0.33,2.74,2.80,0.90,1126,63,74,-2.41,1.0%,24.8%,4.8%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Mori Yudai,10,0,0,1,0,0,48,13.0,5,0,9,9,0,2,0,2,2,1.38,4.76,4.80,1.08,269,110,126,-3.38,0.0%,18.8%,18.8%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Morihara Kohei,17,1,0,2,0,0,67,18.0,10,2,20,2,0,1,0,4,4,2.00,3.33,2.11,0.67,186,77,56,-1.33,3.0%,29.9%,3.0%,26.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Nishiguchi Naoto,5,1,0,0,0,0,32,6.2,9,0,7,4,0,0,0,4,4,5.40,3.31,3.86,1.95,69,76,102,2.09,0.0%,21.9%,12.5%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Norimoto Takahiro,1,1,0,0,0,0,16,5.0,1,0,3,0,0,0,0,0,0,0.00,2.41,2.92,0.20,999,55,77,-2.41,0.0%,18.8%,0.0%,18.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Norimoto Yoshiki,9,0,1,0,0,0,57,13.1,15,0,8,4,0,0,0,6,6,4.05,3.31,4.10,1.43,92,76,108,0.74,0.0%,14.0%,7.0%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Satoh Tomoki,9,1,0,0,0,0,47,8.2,11,1,3,10,0,0,1,11,10,10.38,7.88,6.29,2.42,36,181,166,2.50,2.1%,6.4%,21.3%,-14.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Shiomi Takahiro,13,3,2,0,0,0,265,62.0,65,13,43,10,0,4,1,35,33,4.79,5.62,3.55,1.21,78,129,93,-0.83,4.9%,16.2%,3.8%,12.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Sugahara Shu,16,1,0,0,0,0,112,24.2,23,3,25,18,0,2,3,13,13,4.74,5.59,4.18,1.66,78,129,110,-0.85,2.7%,22.3%,16.1%,6.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Suzuki Sora,31,2,0,4,0,0,126,28.0,26,2,37,17,0,1,1,15,15,4.82,3.82,3.21,1.54,77,88,84,1.00,1.6%,29.4%,13.5%,15.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takada Koichi,20,6,10,0,1,0,471,109.1,93,5,95,58,0,1,2,47,39,3.21,4.08,4.01,1.38,116,94,106,-0.87,1.1%,20.2%,12.3%,7.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takata Hosei,38,0,3,3,0,0,153,33.1,35,4,26,21,0,0,2,19,18,4.86,5.50,4.47,1.68,76,127,118,-0.64,2.6%,17.0%,13.7%,3.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takinaka Ryota,4,2,0,0,0,0,93,25.1,14,3,21,5,0,0,0,6,6,2.13,4.08,3.08,0.75,175,94,81,-1.95,3.2%,22.6%,5.4%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Teraoka Kanji,33,3,1,0,0,0,108,24.2,26,2,19,11,0,2,3,16,15,5.47,4.70,4.06,1.50,68,108,107,0.77,1.9%,17.6%,10.2%,7.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Tsurusaki Taisei,18,3,1,0,0,0,74,16.1,21,3,9,8,0,0,0,13,12,6.61,6.36,4.66,1.78,56,146,123,0.25,4.1%,12.2%,10.8%,1.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Uchi Seiryu,2,0,0,0,0,0,8,2.0,1,0,0,2,0,0,0,0,0,0.00,6.61,7.30,1.50,999,152,192,-6.61,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Uchima Takuma,26,0,2,6,0,0,105,23.1,18,2,21,16,0,2,3,13,12,4.63,5.23,4.32,1.46,80,120,114,-0.60,1.9%,20.0%,15.2%,4.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Wakui Hideaki,5,3,2,0,0,0,113,25.0,32,4,25,8,0,1,1,14,13,4.68,4.77,3.30,1.60,79,110,87,-0.09,3.5%,22.1%,7.1%,15.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Wang Yan-Cheng,21,2,3,0,0,0,223,50.2,48,3,43,27,0,5,1,26,19,3.38,4.57,4.08,1.48,110,105,107,-1.19,1.3%,19.3%,12.1%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Watanabe Yuki,42,3,2,0,0,0,126,27.1,29,1,30,13,2,5,1,14,14,4.61,3.86,3.45,1.54,81,89,91,0.75,0.8%,23.8%,10.3%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Yuge Hayato,16,2,5,0,0,0,318,73.2,72,4,46,27,0,7,3,31,29,3.54,4.45,4.20,1.34,105,102,111,-0.91,1.3%,14.5%,8.5%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Akagami Yuto,12,1,2,0,0,0,57,11.1,11,0,9,13,0,1,1,6,6,4.76,5.72,5.50,2.12,78,132,145,-0.96,0.0%,15.8%,22.8%,-7.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Dermody Matt,18,2,2,0,0,0,108,24.1,28,1,26,4,0,1,2,15,13,4.81,2.62,2.76,1.32,77,61,73,2.19,0.9%,24.1%,3.7%,20.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Enokida Daiki,13,1,1,0,0,0,72,19.2,14,1,12,5,0,1,0,4,4,1.83,3.96,3.83,0.97,202,92,101,-2.13,1.4%,16.7%,6.9%,9.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Garrett Reed,1,0,0,0,0,0,4,1.0,0,0,1,1,0,0,0,0,0,0.00,4.61,4.80,1.00,999,107,126,-4.61,0.0%,25.0%,25.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hamaya Shota,12,5,2,1,0,0,253,60.1,54,2,51,24,0,3,1,27,22,3.28,3.69,3.73,1.29,113,85,98,-0.41,0.8%,20.2%,9.5%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hirai Katsunori,1,0,0,0,0,0,23,7.0,3,0,4,0,0,0,0,0,0,0.00,2.46,3.06,0.43,999,57,81,-2.46,0.0%,17.4%,0.0%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Honda Keisuke,17,8,3,1,0,0,407,97.0,90,7,82,24,0,7,4,36,25,2.32,3.81,3.37,1.18,159,88,89,-1.49,1.7%,20.1%,5.9%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Idei Toshihiro,12,1,3,0,0,0,148,30.1,41,6,20,13,0,5,0,29,27,8.01,6.64,4.33,1.78,46,154,114,1.37,4.1%,13.5%,8.8%,4.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Imai Tatsuya,1,1,0,0,0,0,22,5.0,2,0,2,4,0,1,0,1,0,0.00,5.81,5.71,1.20,999,134,150,-5.81,0.0%,9.1%,18.2%,-9.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Inoue Hiroki,30,0,4,4,0,0,211,47.2,48,8,28,24,0,4,5,31,29,5.48,6.38,4.61,1.51,67,148,121,-0.90,3.8%,13.3%,11.4%,1.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Itoh Sho,18,0,3,0,0,0,127,27.1,34,7,20,16,0,2,5,24,23,7.57,7.45,4.49,1.83,49,172,118,0.12,5.5%,15.7%,12.6%,3.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Kumon Katsuhiko,4,0,0,0,0,0,17,4.0,6,0,2,0,0,0,0,1,0,0.00,2.61,3.62,1.50,999,60,95,-2.61,0.0%,11.8%,0.0%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Mameda Taishi,9,2,1,0,0,0,135,26.2,35,3,23,21,0,0,2,29,28,9.45,5.71,4.65,2.10,39,132,122,3.74,2.2%,17.0%,15.6%,1.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Masuda Tatsushi,8,0,1,0,0,0,32,8.0,7,1,7,4,0,0,0,2,2,2.25,4.98,3.86,1.38,164,115,102,-2.73,3.1%,21.9%,12.5%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Matsumoto Wataru,1,1,0,0,0,0,20,5.0,3,0,3,2,0,0,0,0,0,0.00,3.61,4.30,1.00,999,84,113,-3.61,0.0%,15.0%,10.0%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Matsuoka Kouki,13,1,1,0,0,0,55,13.0,10,0,15,3,0,3,0,6,2,1.38,2.68,2.62,1.00,268,62,69,-1.30,0.0%,27.3%,5.5%,21.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Miyagawa Tetsu,22,1,2,0,0,0,102,22.2,24,1,15,14,1,0,3,15,15,5.96,4.71,4.70,1.68,62,109,124,1.25,1.0%,14.7%,13.7%,1.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Mizukami Yoshinobu,18,0,2,0,0,0,79,17.2,17,3,14,7,0,1,1,13,11,5.60,5.59,3.91,1.36,66,129,103,0.01,3.8%,17.7%,8.9%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Moriwaki Ryosuke,7,0,0,0,0,0,28,7.0,4,1,8,4,0,0,2,3,3,3.86,4.89,3.37,1.14,96,113,89,-1.03,3.6%,28.6%,14.3%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Nakatsuka Shunta,5,0,0,0,0,0,35,5.0,5,1,4,15,0,2,2,9,9,16.20,14.81,7.94,4.00,23,343,209,1.39,2.9%,11.4%,42.9%,-31.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Neal Zach,5,1,2,0,0,0,102,22.2,26,6,18,7,0,1,0,18,15,5.96,6.52,3.72,1.46,62,151,98,-0.56,5.9%,17.6%,6.9%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Ogawa Ryuya,31,1,1,2,0,0,134,31.2,27,0,21,7,1,3,1,9,3,0.85,3.23,3.76,1.07,435,75,99,-2.38,0.0%,15.7%,5.2%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Ohkubo Jiyu,16,1,0,1,0,0,150,32.2,28,3,21,24,0,3,0,20,13,3.58,5.99,5.00,1.59,103,139,132,-2.41,2.0%,14.0%,16.0%,-2.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Omagari Ren,36,1,3,1,0,0,217,44.2,50,3,41,31,0,3,1,33,22,4.43,4.93,4.34,1.81,83,114,114,-0.50,1.4%,18.9%,14.3%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sano Yasuo,19,1,2,1,0,0,96,20.0,25,0,11,9,0,4,2,12,10,4.50,4.46,4.59,1.70,82,103,121,0.04,0.0%,11.5%,9.4%,2.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sasaki Takeru,9,1,2,0,0,0,143,31.0,38,5,31,11,0,2,3,25,18,5.23,4.96,3.40,1.58,71,115,89,0.27,3.5%,21.7%,7.7%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Takekuma Shota,7,0,0,1,0,0,27,6.2,4,0,6,2,0,0,0,0,0,0.00,2.71,3.32,0.90,999,63,87,-2.71,0.0%,22.2%,7.4%,14.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Tamura Ichiro,16,0,1,7,0,0,62,16.0,12,0,12,4,0,0,0,2,2,1.13,2.86,3.51,1.00,327,66,92,-1.73,0.0%,19.4%,6.5%,12.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Togame Ken,2,1,0,0,0,0,26,6.0,5,0,6,1,0,0,2,2,1,1.50,2.11,2.88,1.00,247,49,76,-0.61,0.0%,23.1%,3.8%,19.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Uema Towa,14,7,3,0,2,0,301,74.0,57,3,37,31,0,2,2,22,13,1.58,4.47,4.60,1.19,234,103,121,-2.89,1.0%,12.3%,10.3%,2.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Utsumi Tetsuya,14,5,2,0,0,0,267,60.2,57,3,41,22,0,6,3,25,22,3.26,4.28,4.09,1.30,113,99,108,-1.02,1.1%,15.4%,8.2%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Watanabe Yutaro,14,2,2,0,0,0,161,34.0,38,2,25,22,0,1,3,24,20,5.29,4.93,4.61,1.76,70,114,121,0.36,1.2%,15.5%,13.7%,1.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Yoshikawa Mitsuo,19,0,6,0,1,0,268,55.1,72,4,32,26,0,4,4,45,35,5.69,5.02,4.58,1.77,65,116,121,0.67,1.5%,11.9%,9.7%,2.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Yoza Kaito,12,3,2,0,1,0,251,61.0,49,1,40,20,0,2,2,16,9,1.33,3.59,4.00,1.13,278,83,105,-2.26,0.4%,15.9%,8.0%,7.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Akiyoshi Ryo,27,1,0,3,0,0,106,27.1,18,7,27,7,0,0,0,10,10,3.29,5.73,2.91,0.91,111,135,77,-2.44,6.6%,25.5%,6.6%,18.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Erlin Robbie,5,0,1,0,0,0,77,15.1,24,2,13,5,0,2,1,11,8,4.70,4.98,3.76,1.89,78,117,99,-0.28,2.6%,16.9%,6.5%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Fukuda Suguru,35,3,3,2,0,0,190,44.0,38,6,51,18,1,5,3,19,19,3.89,4.63,3.06,1.27,94,109,81,-0.74,3.2%,26.8%,9.5%,17.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hasegawa Ryota,24,2,2,2,0,0,164,36.2,36,5,20,19,0,1,0,20,17,4.17,5.92,4.74,1.50,87,139,125,-1.75,3.0%,12.2%,11.6%,0.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Himeno Yuya,6,0,1,0,0,0,26,6.0,5,0,3,5,0,0,1,1,1,1.50,5.11,5.57,1.67,243,120,147,-3.61,0.0%,11.5%,19.2%,-7.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hori Mizuki,1,0,0,0,0,0,5,0.2,2,0,1,1,0,0,0,1,1,13.50,5.11,4.80,4.50,27,120,126,8.39,0.0%,20.0%,20.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Iguchi Kazutomo,8,4,1,0,0,0,41,10.2,9,1,7,2,0,0,0,4,4,3.38,4.07,3.58,1.03,108,96,94,-0.69,2.4%,17.1%,4.9%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Ikeda Takahide,3,1,0,0,0,0,61,11.2,20,5,11,5,0,0,1,15,13,10.03,8.58,3.82,2.14,36,202,101,1.45,8.2%,18.0%,8.2%,9.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Itoh Hiromi,1,0,0,0,0,0,15,4.0,2,0,6,1,0,0,0,1,1,2.25,1.36,1.47,0.75,162,32,39,0.89,0.0%,40.0%,6.7%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kakigi Ren,30,1,2,0,0,0,259,55.1,74,11,25,21,0,2,3,43,39,6.34,6.53,4.65,1.72,57,153,122,-0.19,4.2%,9.7%,8.1%,1.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kaneko Chihiro,12,3,2,0,0,0,260,64.0,56,6,44,17,0,2,4,27,21,2.95,4.34,3.76,1.14,124,102,99,-1.39,2.3%,16.9%,6.5%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kawano Ryusei,2,0,0,0,0,0,29,7.0,8,1,7,2,0,0,2,5,3,3.86,4.32,3.08,1.43,94,101,81,-0.46,3.4%,24.1%,6.9%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kitaura Ryuji,7,0,0,0,0,0,34,8.0,5,0,8,4,0,1,0,2,2,2.25,3.48,3.62,1.12,162,82,95,-1.23,0.0%,23.5%,11.8%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kumon Katsuhiko,11,0,0,2,0,0,41,10.0,9,0,8,3,0,0,1,4,4,3.60,2.91,3.58,1.20,101,68,94,0.69,0.0%,19.5%,7.3%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Matsumoto Ryodai,11,0,0,1,0,0,50,10.2,16,2,4,6,0,0,0,11,11,9.28,6.98,5.20,2.06,39,164,137,2.30,4.0%,8.0%,12.0%,-4.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Miyanishi Naoki,1,0,0,0,0,0,4,1.0,1,0,2,0,0,0,0,0,0,0.00,-0.39,-0.20,1.00,999,-9,-5,0.39,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Mochizuki Daiki,22,3,4,1,1,0,292,66.2,66,10,44,27,0,1,6,31,27,3.65,5.50,4.22,1.40,100,129,111,-1.85,3.4%,15.1%,9.2%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Murata Toru,18,3,2,0,0,0,160,37.2,39,2,20,12,0,2,0,16,15,3.58,4.35,4.30,1.35,102,102,113,-0.77,1.2%,12.5%,7.5%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nabatame Tsubasa,19,4,6,0,0,0,369,90.0,78,8,66,26,0,3,2,34,23,2.30,4.26,3.72,1.16,158,100,98,-1.96,2.2%,17.9%,7.0%,10.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nemoto Haruka,12,1,1,0,0,0,125,29.2,23,1,20,14,0,3,0,8,6,1.82,4.41,4.32,1.25,200,104,114,-2.59,0.8%,16.0%,11.2%,4.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nishimura Takahiro,20,3,2,4,0,0,154,39.0,24,4,43,12,1,2,1,8,6,1.38,3.81,2.79,0.92,264,89,73,-2.43,2.6%,27.9%,7.8%,20.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
