Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Akiyama Takumi,2,0,0,0,0,0,20,5.0,3,1,4,1,0,0,0,2,2,3.60,5.21,3.30,0.80,100,124,87,-1.61,5.0%,20.0%,5.0%,15.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Alcantara Raul,6,2,0,0,0,0,52,14.0,7,0,10,4,0,0,0,0,0,0.00,3.03,3.65,0.79,999,72,96,-3.03,0.0%,19.2%,7.7%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Baba Kosuke,8,1,0,1,0,0,41,12.0,6,1,6,0,0,1,1,2,2,1.50,3.94,3.34,0.50,240,93,88,-2.44,2.4%,14.6%,0.0%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Chen Wei-Yin,6,2,2,0,0,0,120,30.2,26,0,21,2,0,1,0,7,6,1.76,2.53,3.22,0.91,205,60,85,-0.77,0.0%,17.5%,1.7%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Edwards Jon,27,0,1,5,0,0,133,34.0,27,3,36,5,0,2,2,15,11,2.91,3.25,2.47,0.94,124,77,65,-0.34,2.3%,27.1%,3.8%,23.3%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Fujinami Shintaro,8,2,1,0,0,0,168,39.1,37,1,48,21,0,2,4,18,13,2.97,3.25,3.19,1.47,121,77,84,-0.28,0.6%,28.6%,12.5%,16.1%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Gunkel Joe,1,0,0,0,0,0,15,4.1,3,0,2,0,0,1,0,0,0,0.00,3.38,3.47,0.69,999,80,91,-3.38,0.0%,13.3%,0.0%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Hamachi Masumi,37,3,1,8,0,0,185,45.0,45,2,44,11,0,0,3,17,17,3.40,2.96,3.02,1.24,106,70,79,0.44,1.1%,23.8%,5.9%,17.9%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Ishii Daichi,14,0,1,2,0,0,55,13.2,8,0,10,3,0,2,1,3,3,1.98,3.24,3.53,0.80,182,77,93,-1.26,0.0%,18.2%,5.5%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Ishii Masaki,29,2,0,0,0,0,100,20.2,17,0,14,18,0,4,7,9,8,3.48,5.44,5.20,1.69,104,129,137,-1.96,0.0%,14.0%,18.0%,-4.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Itoh Kazuo,29,1,1,2,0,0,114,28.1,16,2,30,13,1,1,1,8,8,2.54,3.89,3.31,1.02,142,92,87,-1.35,1.8%,26.3%,11.4%,14.9%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Itoh Masashi,1,0,0,0,0,0,12,3.0,2,0,2,1,0,0,0,1,1,3.00,3.27,3.97,1.00,120,78,104,-0.27,0.0%,16.7%,8.3%,8.4%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Iwasada Yuta,2,0,0,1,0,0,8,2.0,1,0,2,1,0,0,0,0,0,0.00,3.11,3.55,1.00,999,74,93,-3.11,0.0%,25.0%,12.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Iwata Masaki,8,2,0,0,0,0,28,6.2,2,1,6,6,0,0,0,2,2,2.70,6.46,4.80,1.20,134,153,126,-3.76,3.6%,21.4%,21.4%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Iwata Minoru,17,4,1,0,0,0,128,32.0,24,3,19,10,0,4,1,11,7,1.97,4.95,4.10,1.06,183,117,108,-2.98,2.3%,14.8%,7.8%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Kajiya Ren,29,1,1,1,0,0,121,27.1,29,3,24,12,0,1,3,18,17,5.60,4.70,3.81,1.50,64,112,100,0.90,2.5%,19.8%,9.9%,9.9%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Kobayashi Keisuke,11,1,0,4,0,0,45,11.0,9,1,15,5,0,0,2,2,2,1.64,3.42,2.58,1.27,220,81,68,-1.78,2.2%,33.3%,11.1%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Kuwahara Kentaro,5,0,0,0,0,0,19,4.1,4,0,3,2,0,1,0,0,0,0.00,4.30,4.27,1.38,999,102,112,-4.30,0.0%,15.8%,10.5%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Maki Johichiro,17,3,2,0,0,0,203,49.0,49,4,29,17,0,3,1,21,18,3.31,4.71,4.21,1.35,109,112,111,-1.40,2.0%,14.3%,8.4%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Mochizuki Atsushi,17,0,3,0,0,0,130,24.1,35,2,9,21,0,1,6,28,25,9.25,6.65,5.72,2.30,39,158,151,2.60,1.5%,6.9%,16.2%,-9.3%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Moriya Kouki,32,1,0,0,0,0,141,32.1,36,4,40,9,0,2,3,17,17,4.73,3.76,2.60,1.39,76,89,68,0.97,2.8%,28.4%,6.4%,22.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Murakami Shoki,17,10,1,0,0,0,334,84.2,73,9,75,23,0,0,3,24,21,2.23,4.03,3.24,1.13,162,96,85,-1.80,2.7%,22.5%,6.9%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nakata Kenichi,13,4,3,0,0,0,221,48.0,61,6,26,17,0,2,4,36,31,5.81,5.34,4.39,1.62,62,127,116,0.47,2.7%,11.8%,7.7%,4.1%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Niho Akira,4,0,1,0,0,0,65,14.0,21,1,13,3,0,0,2,8,8,5.14,3.32,3.26,1.71,70,79,86,1.82,1.5%,20.0%,4.6%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nishi Junya,17,6,3,0,0,0,372,85.1,79,12,75,46,1,3,4,44,39,4.11,5.40,4.02,1.46,88,128,106,-1.29,3.2%,20.2%,12.4%,7.8%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Nishi Yuki,1,0,0,0,0,0,8,2.0,2,0,1,1,0,0,0,0,0,0.00,4.11,4.80,1.50,999,98,126,-4.11,0.0%,12.5%,12.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Ogawa Ippei,11,1,2,0,0,0,138,30.0,36,0,32,9,0,2,2,19,15,4.50,2.57,3.13,1.50,80,61,82,1.93,0.0%,23.2%,6.5%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Onaka Yuya,25,3,0,0,0,0,98,26.1,15,2,32,7,0,0,0,4,4,1.37,2.96,2.25,0.84,263,70,59,-1.59,2.0%,32.7%,7.1%,25.6%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Ono Taiki,25,3,1,2,0,0,104,26.0,16,0,27,15,0,1,1,5,4,1.38,3.38,3.65,1.19,261,80,96,-2.00,0.0%,26.0%,14.4%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Oyokawa Masaki,8,1,1,0,0,0,147,36.1,30,4,29,10,0,0,4,12,11,2.72,4.27,3.51,1.10,133,101,92,-1.55,2.7%,19.7%,6.8%,12.9%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Saitoh Yukiya,14,2,3,2,0,0,173,43.0,29,1,35,17,0,4,2,14,13,2.72,3.75,3.76,1.07,133,89,99,-1.03,0.6%,20.2%,9.8%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Satoh Ren,16,3,1,0,0,0,153,34.2,27,4,35,27,0,6,3,24,22,5.71,5.94,4.28,1.56,63,141,113,-0.23,2.6%,22.9%,17.6%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Suzuki Shota,20,3,2,1,0,0,108,26.0,14,2,22,16,0,3,2,8,5,1.73,5.11,4.24,1.15,208,121,112,-3.38,1.9%,20.4%,14.8%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Takahashi Haruto,6,2,0,0,0,0,59,17.1,5,1,12,3,0,0,0,1,1,0.52,3.49,3.27,0.46,694,83,86,-2.97,1.7%,20.3%,5.1%,15.2%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Tanigawa Masaki,8,0,1,1,0,0,28,7.1,6,1,7,1,0,0,0,1,1,1.23,3.88,2.66,0.95,293,92,70,-2.65,3.6%,25.0%,3.6%,21.4%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Yuasa Atsuki,18,2,1,4,0,0,76,20.1,11,1,13,5,0,0,2,6,6,2.66,3.70,3.75,0.79,136,88,99,-1.04,1.3%,17.1%,6.6%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,WL
Bird Kyle,9,0,1,1,0,0,37,9.0,7,0,9,4,0,0,0,5,3,3.00,2.94,3.45,1.22,120,70,91,0.06,0.0%,24.3%,10.8%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Corniel Robert,2,0,0,0,0,0,10,2.0,2,0,4,2,0,0,2,1,1,4.50,2.61,2.80,2.00,80,62,74,1.89,0.0%,40.0%,20.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Endoh Atsushi,20,3,4,0,0,0,277,61.1,74,5,66,21,0,1,3,46,42,6.16,3.59,3.18,1.55,59,85,84,2.57,1.8%,23.8%,7.6%,16.2%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Franzua Geronimo,5,0,0,0,0,0,22,5.0,4,0,8,2,0,0,0,3,1,1.80,1.61,2.07,1.20,200,38,54,0.19,0.0%,36.4%,9.1%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Fujii Reira,23,1,0,2,0,0,96,23.2,16,0,23,11,0,1,3,10,10,3.80,3.18,3.55,1.14,95,75,93,0.62,0.0%,24.0%,11.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Horie Atsuya,11,0,3,3,0,0,44,10.1,10,2,8,4,1,0,3,8,8,6.97,5.74,3.89,1.35,52,136,102,1.23,4.5%,18.2%,9.1%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ichioka Ryuji,40,1,1,4,0,0,171,41.0,38,2,27,16,0,0,2,16,16,3.51,4.09,4.16,1.32,103,97,109,-0.58,1.2%,15.8%,9.4%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Imamura Takeru,36,2,1,0,0,0,159,35.2,38,0,33,17,0,0,4,14,11,2.78,3.19,3.79,1.54,130,76,100,-0.41,0.0%,20.8%,10.7%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kemna Makoto,13,0,1,0,0,0,69,14.1,14,1,11,5,0,3,4,11,7,4.40,4.65,3.93,1.33,82,110,103,-0.25,1.4%,15.9%,7.2%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kikuchi Yasunori,12,1,1,1,0,0,42,10.1,12,1,15,2,2,0,0,3,3,2.61,2.54,1.70,1.35,138,60,45,0.07,2.4%,35.7%,4.8%,30.9%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kobayashi Tatsuto,8,0,2,0,1,0,135,30.0,33,1,21,10,0,1,1,16,11,3.30,3.74,3.99,1.43,109,89,105,-0.44,0.7%,15.6%,7.4%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Kuri Aren,1,0,0,0,0,0,19,5.0,3,0,3,1,0,1,1,0,0,0.00,3.61,3.75,0.80,999,86,99,-3.61,0.0%,15.8%,5.3%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Morishita Masato,1,0,1,0,0,0,23,5.0,7,0,5,1,0,0,0,3,3,5.40,2.21,3.06,1.60,67,52,81,3.19,0.0%,21.7%,4.3%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakamura Kyohei,16,0,3,0,0,0,91,19.2,19,2,22,12,0,1,2,17,16,7.32,4.67,3.70,1.58,49,111,97,2.65,2.2%,24.2%,13.2%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakamura Yuta,16,6,5,0,0,0,345,85.1,76,8,61,19,0,2,1,29,27,2.85,4.13,3.58,1.11,127,98,94,-1.28,2.3%,17.7%,5.5%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakata Ren,16,1,1,4,0,0,68,15.2,10,2,14,10,0,1,0,5,4,2.30,5.58,4.21,1.28,157,132,111,-3.28,2.9%,20.6%,14.7%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nakazaki Shota,34,4,6,4,0,0,145,33.0,34,3,27,11,0,1,2,15,11,3.00,4.24,3.70,1.36,120,101,97,-1.24,2.1%,18.6%,7.6%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Namiki Shun,1,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.61,4.80,1.00,999,86,126,-3.61,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Neverauskas Dovydas,14,1,4,0,0,0,151,33.2,29,3,28,26,0,0,5,23,20,5.35,5.42,4.67,1.63,67,129,123,-0.07,2.0%,18.5%,17.2%,1.3%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Nomura Yusuke,12,4,3,0,0,0,268,65.0,65,2,43,19,0,2,1,21,20,2.77,3.65,3.90,1.29,130,87,103,-0.88,0.7%,16.0%,7.1%,8.9%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ohmichi Haruki,7,2,1,0,0,0,61,13.0,16,4,11,5,0,1,2,14,10,6.92,7.30,3.82,1.62,52,173,101,-0.38,6.6%,18.0%,8.2%,9.8%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ohsera Daichi,1,0,1,0,0,0,21,5.0,6,1,3,0,0,0,0,3,3,5.40,5.01,3.37,1.20,67,119,89,0.39,4.8%,14.3%,0.0%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Okada Akitake,11,0,3,0,0,0,165,36.1,31,3,22,28,0,0,1,21,19,4.71,5.78,5.16,1.62,77,137,136,-1.07,1.8%,13.3%,17.0%,-3.7%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Sasaki Ken,4,0,0,0,0,0,20,4.0,4,0,2,5,0,0,1,3,3,6.75,6.36,6.30,2.25,53,151,166,0.39,0.0%,10.0%,25.0%,-15.0%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Scott Tayler,7,2,1,0,0,0,91,23.0,15,0,22,6,0,1,0,9,5,1.96,2.61,3.04,0.91,184,62,80,-0.65,0.0%,24.2%,6.6%,17.6%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Shimauchi Sotaro,12,0,0,2,0,0,54,13.0,12,0,18,2,0,1,5,6,5,3.46,1.53,1.84,1.08,104,36,48,1.93,0.0%,33.3%,3.7%,29.6%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Takahashi Kouya,5,3,0,0,0,0,90,22.0,21,2,18,3,0,1,1,9,8,3.27,3.70,3.13,1.09,110,88,82,-0.43,2.2%,20.0%,3.3%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Takahashi Mikiya,15,1,2,1,0,0,63,15.0,14,2,14,2,0,0,1,9,8,4.80,3.87,2.90,1.07,75,92,76,0.93,3.2%,22.2%,3.2%,19.0%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Tamamura Shogo,3,2,0,0,0,0,64,17.0,13,0,17,3,0,1,0,4,4,2.12,2.31,2.61,0.94,170,55,69,-0.19,0.0%,26.6%,4.7%,21.9%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Tanaka Norihiko,25,0,2,0,0,0,157,34.1,35,2,27,22,0,1,4,18,17,4.46,4.80,4.48,1.66,81,114,118,-0.34,1.3%,17.2%,14.0%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Toda Takaya,6,0,0,0,0,0,22,6.0,2,0,6,1,0,1,0,1,1,1.50,2.61,2.53,0.50,240,62,67,-1.11,0.0%,27.3%,4.5%,22.8%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Tokoda Hiroki,10,1,4,0,0,0,237,55.1,61,6,30,11,0,1,4,35,31,5.04,4.58,4.00,1.30,72,109,105,0.46,2.5%,12.7%,4.6%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Une Takamasa,14,0,0,0,0,0,64,15.0,8,0,6,10,0,5,1,6,5,3.00,5.81,5.42,1.20,120,138,143,-2.81,0.0%,9.4%,15.6%,-6.2%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Yabuta Kazuki,14,1,6,0,0,0,262,58.2,57,4,40,32,0,2,2,38,34,5.22,4.87,4.49,1.52,69,116,118,0.35,1.5%,15.3%,12.2%,3.1%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Yamaguchi Sho,6,1,0,0,0,0,44,8.0,13,1,4,9,0,0,0,13,13,14.63,7.61,5.94,2.75,25,181,156,7.02,2.3%,9.1%,20.5%,-11.4%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Yasaki Takuya,14,2,6,0,0,0,318,77.0,53,5,60,42,0,0,6,28,25,2.92,4.53,4.23,1.23,124,107,111,-1.61,1.6%,18.9%,13.2%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
Ariyoshi Yuki,8,0,4,1,0,0,133,26.2,53,8,15,5,0,0,0,33,32,10.80,6.94,4.05,2.18,33,169,107,3.86,6.0%,11.3%,3.8%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Asada Sota,5,0,3,0,0,0,66,11.0,16,2,4,15,0,3,4,21,18,14.73,10.15,6.47,2.82,24,247,170,4.58,3.0%,6.1%,22.7%,-16.6%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Azuma Katsuki,7,3,0,0,0,0,127,32.1,25,2,33,5,0,2,0,8,7,1.95,3.02,2.60,0.93,180,74,68,-1.07,1.6%,26.0%,3.9%,22.1%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Cordero Remy,20,2,2,0,0,0,123,23.2,22,2,25,28,0,2,2,21,15,5.70,6.39,5.04,2.11,62,156,133,-0.69,1.6%,20.3%,22.8%,-2.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Cordero Starlin,12,2,0,0,0,0,68,12.0,12,1,7,19,0,5,6,15,11,8.25,9.52,6.56,2.58,43,232,173,-1.27,1.5%,10.3%,27.9%,-17.6%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Diaz Yofrec,8,2,1,0,0,0,78,19.0,13,0,26,10,0,0,3,7,5,2.37,2.45,2.75,1.21,148,60,72,-0.08,0.0%,33.3%,12.8%,20.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Escobar Edwin,2,0,0,0,0,0,8,2.0,1,0,5,1,0,0,0,0,0,0.00,0.11,-0.20,1.00,999,3,-5,-0.11,0.0%,62.5%,12.5%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Hamaguchi Haruhiro,5,1,0,0,0,0,83,20.2,14,1,15,8,0,2,0,3,3,1.31,4.24,3.96,1.06,268,103,104,-2.93,1.2%,18.1%,9.6%,8.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Hirata Shingo,4,0,0,0,0,0,14,3.2,2,0,3,1,0,0,2,0,0,0.00,2.79,3.37,0.82,999,68,89,-2.79,0.0%,21.4%,7.1%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Iizuka Satoshi,19,2,0,0,0,0,120,27.2,26,2,14,16,0,2,1,14,12,3.90,5.49,4.97,1.52,90,134,131,-1.59,1.7%,11.7%,13.3%,-1.6%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Ikeya Sota,36,0,2,1,0,0,159,33.2,41,2,27,11,0,3,2,28,19,5.08,4.02,3.79,1.54,69,98,100,1.06,1.3%,17.0%,6.9%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Imanaga Shota,6,3,1,0,0,0,108,29.1,21,2,30,6,0,1,1,6,6,1.84,3.16,2.58,0.92,191,77,68,-1.32,1.9%,27.8%,5.6%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Irie Taisei,3,0,2,0,0,0,29,6.0,7,0,7,4,0,1,1,4,4,6.00,3.77,3.77,1.83,59,92,99,2.23,0.0%,24.1%,13.8%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Ise Hiromu,10,1,0,2,0,0,50,12.2,10,0,17,4,0,0,1,4,4,2.84,1.87,2.20,1.11,124,46,58,0.97,0.0%,34.0%,8.0%,26.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Ishida Kenta,11,2,3,0,1,0,172,41.2,44,4,43,4,0,2,2,24,20,4.32,3.22,2.53,1.15,81,78,67,1.10,2.3%,25.0%,2.3%,22.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Ishikawa Tatsuya,13,4,2,0,0,0,127,30.2,24,2,28,10,0,2,2,8,8,2.35,3.80,3.38,1.11,150,93,89,-1.45,1.6%,22.0%,7.9%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kamichatani Taiga,14,4,0,0,0,0,244,61.2,51,6,50,10,0,2,2,23,19,2.77,3.83,3.16,0.99,127,93,83,-1.06,2.5%,20.5%,4.1%,16.4%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kasai Takamasa,22,1,1,0,0,0,117,22.2,26,2,16,24,0,1,3,16,16,6.35,6.65,5.48,2.21,55,162,144,-0.30,1.7%,13.7%,20.5%,-6.8%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kato Dai,8,0,1,0,0,0,34,6.2,5,0,4,9,0,0,1,6,4,5.40,6.46,6.27,2.10,65,157,165,-1.06,0.0%,11.8%,26.5%,-14.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Katsumata Atsushi,31,3,1,0,0,0,157,34.1,19,0,21,40,0,4,8,11,7,1.83,6.23,6.01,1.72,192,152,158,-4.40,0.0%,13.4%,25.5%,-12.1%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kazahari Ren,21,1,1,0,0,0,104,23.0,32,1,15,9,0,1,3,13,12,4.70,4.17,4.22,1.78,75,102,111,0.53,1.0%,14.4%,8.7%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kuniyoshi Yuki,3,0,0,0,0,0,13,2.2,1,0,5,2,0,0,2,1,0,0.00,2.11,2.49,1.13,999,51,66,-2.11,0.0%,38.5%,15.4%,23.1%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Kyoyama Masaya,11,3,4,0,0,0,244,61.0,43,4,55,17,0,1,2,22,16,2.36,3.54,3.24,0.98,149,86,85,-1.18,1.6%,22.5%,7.0%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Matsumoto Ryunosuke,5,0,2,0,0,0,51,7.0,9,1,13,20,0,0,1,23,19,24.43,10.32,6.17,4.14,14,251,162,14.11,2.0%,25.5%,39.2%,-13.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Mikami Tomoya,13,1,0,3,0,0,60,13.2,16,1,12,2,0,1,0,8,4,2.63,3.46,3.13,1.32,134,84,82,-0.83,1.7%,20.0%,3.3%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Miyagi Daita,14,2,2,1,0,0,216,48.0,45,2,38,32,0,3,3,26,15,2.81,4.75,4.52,1.60,125,116,119,-1.94,0.9%,17.6%,14.8%,2.8%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Miyaguni Ryosuke,20,4,3,1,0,0,184,42.2,49,5,36,8,0,2,1,24,23,4.85,4.15,3.28,1.34,72,101,86,0.70,2.7%,19.6%,4.3%,15.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Mutoh Yuta,30,0,3,1,0,0,157,30.2,40,2,22,29,0,1,1,30,24,7.04,5.95,5.25,2.25,50,145,138,1.09,1.3%,14.0%,18.5%,-4.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Nakagawa Koh,20,0,3,2,0,0,166,35.0,36,1,40,24,0,3,5,26,19,4.89,4.01,3.84,1.71,72,98,101,0.88,0.6%,24.1%,14.5%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Ohnuki Shinichi,4,2,0,0,0,0,61,17.0,10,0,21,4,0,1,1,1,1,0.53,2.02,2.01,0.82,663,49,53,-1.49,0.0%,34.4%,6.6%,27.8%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Peoples Michael,7,0,2,1,0,0,49,11.2,10,0,10,3,0,2,1,10,10,7.71,3.18,3.37,1.11,46,77,89,4.53,0.0%,20.4%,6.1%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Romero Fernando,9,3,5,0,0,0,199,48.0,40,4,32,23,0,4,5,24,23,4.31,5.04,4.35,1.31,82,123,114,-0.73,2.0%,16.1%,11.6%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Saito Shunsuke,3,0,0,0,0,0,16,3.0,2,0,3,4,0,0,2,1,1,3.00,5.61,5.42,2.00,117,137,143,-2.61,0.0%,18.8%,25.0%,-6.2%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
