Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
丸 佳浩,巨,RF,537.3,4.0,2.2,-,1.6,0.2,-2.1,-,-,
谷川原 健太,ソ,C,62.0,0.6,-,-,0.5,0.1,0.9,1.6,0.3,
谷川原 健太,ソ,LF,26.0,0.5,0.3,-,0.1,0.0,-0.2,-,-,
谷川原 健太,ソ,CF,5.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
谷川原 健太,ソ,RF,29.0,-0.3,-0.6,-,0.3,0.0,-0.1,-,-,
源田 壮亮,西,SS,854.3,9.0,8.1,0.1,-,0.8,7.0,-,-,
源田 壮亮,西,DH,9.0,-,-,-,-,-,-0.1,-,-,
山田 哲人,ヤ,2B,806.0,-0.1,-0.5,0.3,-,0.1,2.2,-,-,
西川 龍馬,広,LF,922.7,4.8,0.5,-,3.9,0.4,-8.8,-,-,
西川 龍馬,広,CF,13.0,1.4,1.4,-,-0.1,0.0,0.0,-,-,
福田 光輝,日,2B,65.0,-0.5,-1.4,0.6,-,0.4,0.2,-,-,
福田 光輝,日,3B,74.3,0.3,-0.2,0.0,-,0.5,-0.3,-,-,
渡邊 佳明,楽,1B,55.0,0.4,0.2,-0.1,-,0.2,-0.6,-,-,
渡邊 佳明,楽,2B,8.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
渡邊 佳明,楽,RF,23.0,1.1,1.1,-,0.0,0.0,-0.1,-,-,
阿部 寿樹,楽,1B,357.0,0.2,0.0,-0.4,-,0.6,-4.0,-,-,
阿部 寿樹,楽,3B,81.0,1.0,1.9,0.0,-,-0.9,-0.3,-,-,
阿部 寿樹,楽,LF,97.0,2.4,2.8,-,-0.5,0.1,-0.9,-,-,
阿部 寿樹,楽,RF,2.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
宜保 翔,オ,2B,345.3,-1.2,1.4,-0.6,-,-2.0,0.9,-,-,
宜保 翔,オ,SS,41.0,-0.2,-0.1,-0.4,-,0.2,0.3,-,-,
宜保 翔,オ,DH,2.0,-,-,-,-,-,0.0,-,-,
伊藤 康祐,中,LF,38.3,0.4,0.5,-,-0.2,0.0,-0.4,-,-,
伊藤 康祐,中,RF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
古賀 優大,ヤ,C,199.3,0.4,-,-,0.8,-0.4,2.9,4.1,0.1,
坂本 勇人,巨,3B,168.0,0.5,-1.4,0.2,-,1.7,-0.6,-,-,
坂本 勇人,巨,SS,719.3,-3.0,-2.8,-1.7,-,1.5,5.9,-,-,
梶原 昂希,デ,LF,6.0,-0.5,-0.3,-,-0.3,0.0,-0.1,-,-,
梶原 昂希,デ,CF,26.0,0.4,0.7,-,-0.3,0.0,0.1,-,-,
梶原 昂希,デ,RF,73.0,-0.5,0.6,-,-1.1,0.0,-0.3,-,-,
大田 泰示,デ,RF,303.0,0.6,0.3,-,0.2,0.1,-1.2,-,-,
大田 泰示,デ,DH,2.0,-,-,-,-,-,0.0,-,-,
鵜飼 航丞,中,1B,3.0,0.4,0.4,0.0,-,0.1,0.0,-,-,
鵜飼 航丞,中,LF,107.0,1.0,0.9,-,0.0,0.1,-1.0,-,-,
鵜飼 航丞,中,RF,20.0,0.5,0.2,-,0.3,0.0,-0.1,-,-,
鵜飼 航丞,中,DH,25.0,-,-,-,-,-,-0.3,-,-,
関根 大気,デ,LF,412.7,3.1,2.7,-,0.2,0.2,-3.9,-,-,
関根 大気,デ,CF,207.7,-0.8,-0.7,-,-0.2,0.0,0.7,-,-,
関根 大気,デ,RF,482.0,0.3,2.6,-,-1.6,-0.6,-1.9,-,-,
郡 拓也,日,1B,12.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
郡 拓也,日,2B,6.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
郡 拓也,日,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
郡 拓也,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
ブライト 健太,中,LF,89.0,1.8,2.4,-,-0.7,0.0,-0.8,-,-,
ブライト 健太,中,DH,9.0,-,-,-,-,-,-0.1,-,-,
石井 一成,日,2B,183.7,-0.6,-0.8,0.2,-,0.0,0.5,-,-,
石井 一成,日,3B,4.0,0.5,0.4,0.0,-,0.1,0.0,-,-,
石井 一成,日,DH,25.0,-,-,-,-,-,-0.3,-,-,
清宮 幸太郎,日,1B,99.3,1.1,1.4,-0.1,-,-0.2,-1.1,-,-,
清宮 幸太郎,日,3B,753.0,-1.0,0.8,0.1,-,-2.0,-2.9,-,-,
清宮 幸太郎,日,DH,8.3,-,-,-,-,-,-0.1,-,-,
後藤 駿太,中,LF,36.0,2.7,0.8,-,1.8,0.0,-0.3,-,-,
後藤 駿太,中,RF,43.0,-0.6,-0.3,-,-0.4,0.0,-0.2,-,-,
重信 慎之介,巨,LF,67.0,0.3,0.3,-,0.0,0.0,-0.6,-,-,
重信 慎之介,巨,CF,55.7,1.1,1.4,-,-0.3,0.0,0.2,-,-,
重信 慎之介,巨,RF,14.3,-0.5,-0.6,-,0.1,0.0,-0.1,-,-,
重信 慎之介,巨,DH,2.0,-,-,-,-,-,0.0,-,-,
中野 拓夢,神,2B,1288.0,13.7,11.7,3.6,-,-1.6,3.5,-,-,
味谷 大誠,中,C,12.0,0.1,-,-,0.4,-0.3,0.2,-0.4,0.1,
梅林 優貴,日,C,15.0,-0.2,-,-,-0.2,0.0,0.2,0.0,0.0,
山本 祐大,デ,C,471.3,2.0,-,-,2.2,-0.2,6.7,10.8,0.2,
山本 祐大,デ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
淺間 大基,日,1B,8.0,-0.3,-0.4,0.0,-,0.0,-0.1,-,-,
淺間 大基,日,CF,55.3,0.3,-0.5,-,0.8,0.0,0.2,-,-,
淺間 大基,日,RF,3.0,-1.1,-1.1,-,0.0,0.0,0.0,-,-,
淺間 大基,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
岡島 豪郎,楽,LF,489.3,7.4,8.0,-,-0.9,0.2,-4.6,-,-,
岡島 豪郎,楽,CF,102.0,3.7,3.7,-,0.0,0.0,0.3,-,-,
岡島 豪郎,楽,RF,224.0,1.5,4.2,-,-2.0,-0.7,-0.9,-,-,
村林 一輝,楽,1B,2.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
村林 一輝,楽,2B,9.0,-0.2,-0.3,0.1,-,0.0,0.0,-,-,
村林 一輝,楽,3B,65.0,2.7,3.1,-0.5,-,0.1,-0.2,-,-,
村林 一輝,楽,SS,628.7,4.5,5.8,0.0,-,-1.3,5.1,-,-,
矢野 雅哉,広,2B,17.0,-0.2,-0.3,0.1,-,0.0,0.0,-,-,
矢野 雅哉,広,3B,6.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
矢野 雅哉,広,SS,371.3,3.3,3.9,2.0,-,-2.6,3.0,-,-,
矢野 雅哉,広,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
矢野 雅哉,広,CF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
山野辺 翔,西,2B,1.0,-0.7,0.2,-0.1,-,-0.7,0.0,-,-,
山野辺 翔,西,3B,61.0,-0.9,-1.2,0.0,-,0.3,-0.2,-,-,
山野辺 翔,西,LF,21.0,-1.1,-0.9,-,-0.2,0.0,-0.2,-,-,
山野辺 翔,西,DH,20.0,-,-,-,-,-,-0.2,-,-,
島田 海吏,神,LF,104.3,-4.5,-2.9,-,-0.8,-0.8,-1.0,-,-,
島田 海吏,神,CF,91.7,-1.0,-0.1,-,-0.9,0.0,0.3,-,-,
島田 海吏,神,RF,136.7,0.1,0.1,-,0.0,0.1,-0.5,-,-,
外崎 修汰,西,2B,1179.0,7.0,9.2,-1.3,-,-0.8,3.2,-,-,
外崎 修汰,西,DH,9.0,-,-,-,-,-,-0.1,-,-,
楠本 泰史,デ,LF,11.0,0.5,0.5,-,0.0,0.0,-0.1,-,-,
楠本 泰史,デ,RF,227.3,-4.2,-6.3,-,2.0,0.1,-0.9,-,-,
羽月 隆太郎,広,2B,88.0,-0.3,-0.7,0.0,-,0.4,0.2,-,-,
羽月 隆太郎,広,3B,2.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
羽月 隆太郎,広,DH,1.0,-,-,-,-,-,0.0,-,-,
森下 翔太,神,LF,41.0,-3.0,-2.9,-,-0.1,0.0,-0.4,-,-,
森下 翔太,神,CF,39.0,-0.5,0.0,-,-0.5,0.0,0.1,-,-,
森下 翔太,神,RF,674.7,-1.6,-0.7,-,-1.2,0.3,-2.7,-,-,
藤岡 裕大,ロ,SS,747.7,-5.5,-8.3,1.5,-,1.3,6.1,-,-,
藤田 一也,デ,1B,3.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
藤田 一也,デ,3B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
藤田 一也,デ,SS,0.7,0.0,0.0,0.0,-,0.0,0.0,-,-,
ソト,デ,1B,823.7,1.7,0.8,-0.2,-,1.0,-9.2,-,-,
郡司 裕也,日,C,40.0,0.0,-,-,0.0,0.0,0.6,1.1,-0.4,
郡司 裕也,日,1B,125.0,-1.0,-0.8,-0.1,-,-0.2,-1.4,-,-,
郡司 裕也,日,2B,5.0,-0.2,-0.2,0.0,-,0.0,0.0,-,-,
郡司 裕也,日,LF,24.0,-0.7,-0.5,-,-0.2,0.0,-0.2,-,-,
郡司 裕也,日,DH,167.3,-,-,-,-,-,-2.0,-,-,
上本 崇司,広,2B,83.0,0.8,1.7,-0.6,-,-0.3,0.2,-,-,
上本 崇司,広,3B,108.0,-0.7,0.1,-0.4,-,-0.4,-0.4,-,-,
上本 崇司,広,SS,245.3,-2.7,-0.9,-0.2,-,-1.5,2.0,-,-,
上本 崇司,広,LF,42.0,1.2,1.1,-,0.1,0.0,-0.4,-,-,
上本 崇司,広,CF,74.7,-1.2,-1.0,-,-0.2,0.0,0.2,-,-,
上本 崇司,広,RF,18.0,1.4,1.5,-,-0.2,0.0,-0.1,-,-,
増田 大輝,巨,2B,8.7,0.2,0.1,0.1,-,0.0,0.0,-,-,
増田 大輝,巨,3B,5.3,0.5,0.4,0.0,-,0.1,0.0,-,-,
増田 大輝,巨,LF,19.0,0.5,0.5,-,0.0,0.0,-0.2,-,-,
増田 大輝,巨,CF,16.0,-1.1,-1.0,-,-0.2,0.0,0.1,-,-,
増田 大輝,巨,RF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
岸 潤一郎,西,LF,114.0,3.0,2.7,-,0.2,0.1,-1.1,-,-,
岸 潤一郎,西,CF,184.0,1.5,0.3,-,1.2,0.0,0.6,-,-,
岸 潤一郎,西,RF,131.7,-4.9,-4.5,-,-0.5,0.0,-0.5,-,-,
岸 潤一郎,西,DH,2.0,-,-,-,-,-,0.0,-,-,
蝦名 達夫,デ,LF,6.7,-0.5,-0.3,-,-0.2,0.0,-0.1,-,-,
蝦名 達夫,デ,CF,37.0,0.5,0.5,-,0.0,0.0,0.1,-,-,
蝦名 達夫,デ,RF,60.0,-2.2,-1.6,-,-0.7,0.0,-0.2,-,-,
渡邉 大樹,オ,RF,6.0,0.5,0.5,-,0.0,0.0,0.0,-,-,
野村 勇,ソ,2B,59.3,0.8,0.5,0.1,-,0.2,0.2,-,-,
野村 勇,ソ,3B,113.7,0.7,1.4,-0.8,-,0.1,-0.4,-,-,
野村 勇,ソ,SS,29.7,-0.2,-0.4,0.0,-,0.2,0.2,-,-,
野村 勇,ソ,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
野村 勇,ソ,DH,9.0,-,-,-,-,-,-0.1,-,-,
ビシエド,中,1B,725.7,-1.0,-0.9,-0.2,-,0.1,-8.1,-,-,
桑原 将志,デ,CF,995.7,6.7,-1.7,-,8.3,0.1,3.3,-,-,
中村 奨成,広,CF,8.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
中村 奨成,広,RF,14.0,0.4,0.2,-,0.2,0.0,-0.1,-,-,
佐藤 都志也,ロ,C,542.0,-0.3,-,-,-0.4,0.2,7.8,2.6,-0.5,
佐藤 都志也,ロ,1B,62.0,-1.5,-1.3,0.2,-,-0.5,-0.7,-,-,
佐藤 都志也,ロ,DH,11.0,-,-,-,-,-,-0.1,-,-,
蛭間 拓哉,西,LF,41.0,2.9,2.9,-,0.0,0.0,-0.4,-,-,
蛭間 拓哉,西,RF,436.7,0.2,0.0,-,0.0,0.2,-1.7,-,-,
村松 開人,中,2B,461.3,7.0,6.9,1.0,-,-0.9,1.2,-,-,
村松 開人,中,SS,225.0,-2.6,-1.1,0.0,-,-1.6,1.8,-,-,
樋口 正修,中,2B,5.0,-0.1,-0.1,0.0,-,0.0,0.0,-,-,
樋口 正修,中,RF,1.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
杉本 裕太郎,オ,LF,614.3,-14.5,-12.5,-,-2.3,0.3,-5.8,-,-,
杉本 裕太郎,オ,RF,8.0,-0.7,-0.6,-,0.0,0.0,0.0,-,-,
杉本 裕太郎,オ,DH,143.0,-,-,-,-,-,-1.7,-,-,
平野 大和,オ,LF,7.0,-0.6,-0.6,-,0.0,0.0,-0.1,-,-,
呉 念庭,西,1B,50.3,-0.6,0.7,-0.1,-,-1.1,-0.6,-,-,
呉 念庭,西,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
呉 念庭,西,3B,161.0,-1.2,-1.6,-0.2,-,0.6,-0.6,-,-,
呉 念庭,西,SS,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
呉 念庭,西,DH,1.0,-,-,-,-,-,0.0,-,-,
山田 遥楓,日,1B,11.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
山田 遥楓,日,2B,36.0,-0.4,0.5,-0.4,-,-0.5,0.1,-,-,
山田 遥楓,日,3B,2.3,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
山田 遥楓,日,SS,75.7,-2.9,-1.8,0.1,-,-1.2,0.6,-,-,
渡部 遼人,オ,LF,88.0,1.7,0.6,-,1.0,0.0,-0.8,-,-,
渡部 遼人,オ,CF,13.0,0.8,0.7,-,0.1,0.0,0.0,-,-,
渡部 遼人,オ,RF,24.0,0.7,0.8,-,-0.1,0.0,-0.1,-,-,
渡部 遼人,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
林 琢真,デ,2B,11.0,-1.0,-0.6,-0.4,-,0.0,0.0,-,-,
林 琢真,デ,3B,134.0,-1.1,0.8,-0.2,-,-1.7,-0.5,-,-,
林 琢真,デ,SS,176.3,-1.2,-1.5,0.1,-,0.2,1.4,-,-,
柿沼 友哉,ロ,C,97.0,0.2,-,-,0.0,0.2,1.4,-1.6,0.1,
大盛 穂,広,LF,83.3,0.1,0.3,-,0.6,-0.8,-0.8,-,-,
大盛 穂,広,CF,65.7,-3.8,-3.9,-,0.1,0.0,0.2,-,-,
大盛 穂,広,RF,24.7,0.7,0.9,-,-0.3,0.0,-0.1,-,-,
松原 聖弥,巨,LF,4.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
松原 聖弥,巨,CF,11.0,-0.1,-0.1,-,0.0,0.0,0.0,-,-,
松原 聖弥,巨,RF,17.0,-1.2,-1.2,-,0.0,0.0,-0.1,-,-,
宗 佑磨,オ,3B,1018.3,-6.7,-7.9,-0.3,-,1.5,-3.9,-,-,
宗 佑磨,オ,DH,2.0,-,-,-,-,-,0.0,-,-,
川瀬 晃,ソ,1B,33.0,0.0,-0.1,0.0,-,0.0,-0.4,-,-,
川瀬 晃,ソ,2B,139.3,0.1,-0.6,0.3,-,0.4,0.4,-,-,
川瀬 晃,ソ,3B,130.3,0.4,-0.4,-0.1,-,0.9,-0.5,-,-,
川瀬 晃,ソ,SS,177.0,2.1,1.3,0.5,-,0.4,1.4,-,-,
川瀬 晃,ソ,DH,1.0,-,-,-,-,-,0.0,-,-,
和田 康士朗,ロ,LF,68.0,2.1,1.1,-,0.9,0.0,-0.6,-,-,
和田 康士朗,ロ,CF,179.7,3.4,4.0,-,-0.6,0.0,0.6,-,-,
和田 康士朗,ロ,RF,80.7,0.9,0.7,-,0.2,0.0,-0.3,-,-,
和田 康士朗,ロ,DH,3.0,-,-,-,-,-,0.0,-,-,
鈴木 大地,楽,1B,508.7,-1.2,0.1,0.6,-,-1.9,-5.7,-,-,
鈴木 大地,楽,3B,67.0,-0.6,-0.3,0.0,-,-0.4,-0.3,-,-,
宮本 丈,ヤ,1B,38.0,-0.5,-0.6,0.0,-,0.1,-0.4,-,-,
宮本 丈,ヤ,2B,62.3,0.4,1.7,-0.2,-,-1.1,0.2,-,-,
宮本 丈,ヤ,LF,59.7,1.4,1.3,-,0.1,0.0,-0.6,-,-,
宮本 丈,ヤ,RF,5.0,0.5,0.5,-,0.0,0.0,0.0,-,-,
浅野 翔吾,巨,CF,22.0,1.7,1.7,-,0.0,0.0,0.1,-,-,
浅野 翔吾,巨,RF,52.3,-0.3,0.3,-,-0.5,0.0,-0.2,-,-,
嶺井 博希,ソ,C,103.3,-2.3,-,-,-1.6,-0.7,1.5,-0.1,-0.1,
嶺井 博希,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
児玉 亮涼,西,2B,20.0,1.9,1.7,0.1,-,0.2,0.1,-,-,
児玉 亮涼,西,3B,8.0,0.4,0.2,0.1,-,0.0,0.0,-,-,
児玉 亮涼,西,SS,322.0,4.5,4.6,-0.6,-,0.4,2.6,-,-,
児玉 亮涼,西,DH,2.0,-,-,-,-,-,0.0,-,-,
赤羽 由紘,ヤ,2B,23.0,0.0,-0.2,0.1,-,0.1,0.1,-,-,
赤羽 由紘,ヤ,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
赤羽 由紘,ヤ,LF,13.0,0.9,0.9,-,0.0,0.0,-0.1,-,-,
赤羽 由紘,ヤ,CF,26.7,-2.4,-2.3,-,-0.1,0.0,0.1,-,-,
赤羽 由紘,ヤ,RF,11.3,1.3,0.2,-,1.1,0.0,0.0,-,-,
生海,ソ,LF,1.0,-0.3,-0.3,-,0.0,0.0,0.0,-,-,
生海,ソ,RF,14.0,-2.7,-3.5,-,0.8,0.0,-0.1,-,-,
生海,ソ,DH,9.0,-,-,-,-,-,-0.1,-,-,
増田 珠,ソ,1B,7.0,-0.2,-0.2,0.0,-,0.0,-0.1,-,-,
増田 珠,ソ,LF,51.0,-0.7,-0.5,-,-0.2,0.0,-0.5,-,-,
増田 珠,ソ,RF,68.0,0.8,0.5,-,0.3,0.0,-0.3,-,-,
フランコ,楽,1B,69.0,-1.5,-1.0,0.0,-,-0.5,-0.8,-,-,
フランコ,楽,3B,387.0,-1.5,-2.6,0.1,-,1.0,-1.5,-,-,
フランコ,楽,DH,222.0,-,-,-,-,-,-2.7,-,-,
池田 陵真,オ,LF,56.0,-0.2,-0.9,-,0.7,0.0,-0.5,-,-,
池田 陵真,オ,RF,26.0,-2.5,-2.6,-,0.1,0.0,-0.1,-,-,
今宮 健太,ソ,SS,1063.0,-10.5,-8.6,-3.1,-,1.2,8.7,-,-,
小野寺 暖,神,3B,12.0,-1.4,-0.7,-0.1,-,-0.6,0.0,-,-,
小野寺 暖,神,LF,68.7,-0.9,-0.9,-,0.0,0.0,-0.7,-,-,
小野寺 暖,神,CF,44.0,-1.0,-0.6,-,-0.4,0.0,0.1,-,-,
小野寺 暖,神,RF,44.0,-1.7,-1.8,-,0.1,0.0,-0.2,-,-,
堂林 翔太,広,1B,329.7,-3.7,-2.6,-0.1,-,-1.0,-3.7,-,-,
堂林 翔太,広,LF,119.3,4.2,3.7,-,0.4,0.1,-1.1,-,-,
堂林 翔太,広,RF,142.7,-1.0,-0.5,-,-0.6,0.1,-0.6,-,-,
大和,デ,1B,12.3,0.3,0.2,-0.1,-,0.1,-0.1,-,-,
大和,デ,SS,431.0,3.1,1.8,0.2,-,1.1,3.5,-,-,
秋山 翔吾,広,CF,961.3,-2.9,-8.0,-,5.8,-0.7,3.2,-,-,
秋山 翔吾,広,RF,24.7,0.6,-0.1,-,0.7,0.0,-0.1,-,-,
杉澤 龍,オ,CF,11.0,0.2,0.2,-,0.0,0.0,0.0,-,-,
杉澤 龍,オ,RF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
小林 誠司,巨,C,46.0,-0.4,-,-,-0.4,0.1,0.7,-0.6,0.1,
岡田 悠希,巨,LF,12.0,-1.3,-0.9,-,-0.5,0.0,-0.1,-,-,
岡田 悠希,巨,CF,55.0,0.5,0.5,-,0.0,0.0,0.2,-,-,
岡田 悠希,巨,RF,59.0,-0.9,-0.6,-,-0.4,0.0,-0.2,-,-,
ノイジー,神,LF,996.0,-0.9,0.1,-,-1.4,0.4,-9.5,-,-,
西川 愛也,西,LF,14.7,0.5,0.5,-,0.0,0.0,-0.1,-,-,
西川 愛也,西,CF,254.0,-9.4,-9.3,-,-0.1,0.0,0.8,-,-,
伊藤 光,デ,C,428.7,-2.1,-,-,-1.9,-0.2,6.1,0.3,0.4,
ブロッソー,ロ,2B,8.0,-0.8,-0.7,-0.1,-,0.0,0.0,-,-,
ブロッソー,ロ,3B,290.0,-3.4,-1.9,-0.3,-,-1.2,-1.1,-,-,
ブロッソー,ロ,DH,8.0,-,-,-,-,-,-0.1,-,-,
森 友哉,オ,C,495.7,1.6,-,-,0.6,1.0,7.1,-3.3,-1.3,
森 友哉,オ,RF,35.0,0.8,1.0,-,-0.2,0.0,-0.1,-,-,
森 友哉,オ,DH,406.0,-,-,-,-,-,-4.8,-,-,
上林 誠知,ソ,LF,41.0,-0.3,0.0,-,-0.4,0.0,-0.4,-,-,
上林 誠知,ソ,CF,89.0,-4.1,-3.6,-,-0.5,0.0,0.3,-,-,
上林 誠知,ソ,RF,104.0,3.1,3.3,-,-0.3,0.1,-0.4,-,-,
坂本 誠志郎,神,C,679.7,1.9,-,-,1.2,0.8,9.7,11.7,1.4,
青木 宣親,ヤ,LF,402.7,-10.8,-9.0,-,-2.0,0.2,-3.8,-,-,
青木 宣親,ヤ,DH,8.0,-,-,-,-,-,-0.1,-,-,
マキノン,西,1B,684.3,4.3,2.6,0.9,-,0.8,-7.6,-,-,
マキノン,西,3B,269.0,-0.8,-1.9,0.1,-,1.0,-1.0,-,-,
マキノン,西,DH,118.0,-,-,-,-,-,-1.4,-,-,
ゴンザレス,オ,1B,174.0,1.0,0.5,-0.1,-,0.6,-1.9,-,-,
ゴンザレス,オ,2B,367.0,0.4,-0.4,-0.1,-,1.0,1.0,-,-,
ゴンザレス,オ,3B,81.0,-1.2,-1.0,0.0,-,-0.2,-0.3,-,-,
ゴンザレス,オ,SS,35.0,0.7,0.7,-0.1,-,0.2,0.3,-,-,
ゴンザレス,オ,DH,36.0,-,-,-,-,-,-0.4,-,-,
近藤 健介,ソ,LF,838.3,18.2,14.7,-,3.1,0.4,-8.0,-,-,
近藤 健介,ソ,CF,31.0,1.1,1.7,-,-0.5,0.0,0.1,-,-,
近藤 健介,ソ,DH,337.3,-,-,-,-,-,-4.0,-,-,
中村 奨吾,ロ,2B,1161.7,7.2,3.0,1.7,-,2.4,3.1,-,-,
中村 奨吾,ロ,DH,38.3,-,-,-,-,-,-0.5,-,-,
宮﨑 敏郎,デ,3B,878.7,-1.2,-4.4,0.2,-,2.9,-3.3,-,-,
カリステ,中,2B,6.0,-0.6,-0.2,-0.4,-,0.0,0.0,-,-,
カリステ,中,3B,71.7,0.5,-0.3,0.0,-,0.7,-0.3,-,-,
カリステ,中,SS,268.3,-0.4,0.3,-0.4,-,-0.3,2.2,-,-,
西野 真弘,オ,2B,184.0,1.9,2.8,-1.1,-,0.2,0.5,-,-,
西野 真弘,オ,3B,73.0,-1.3,-1.0,-0.2,-,-0.1,-0.3,-,-,
西野 真弘,オ,DH,1.0,-,-,-,-,-,0.0,-,-,
平沼 翔太,西,1B,31.0,-1.2,-0.6,-0.1,-,-0.6,-0.3,-,-,
平沼 翔太,西,2B,19.0,-0.2,-0.1,-0.2,-,0.1,0.1,-,-,
平沼 翔太,西,3B,143.3,5.1,3.3,0.3,-,1.4,-0.5,-,-,
平沼 翔太,西,SS,13.0,-1.7,-1.5,-0.3,-,0.0,0.1,-,-,
平沼 翔太,西,DH,10.3,-,-,-,-,-,-0.1,-,-,
小郷 裕哉,楽,LF,1.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
小郷 裕哉,楽,CF,22.0,1.7,1.7,-,0.0,0.0,0.1,-,-,
小郷 裕哉,楽,RF,856.7,10.1,7.6,-,3.0,-0.4,-3.4,-,-,
小郷 裕哉,楽,DH,3.0,-,-,-,-,-,0.0,-,-,
サンタナ,ヤ,RF,975.7,-12.1,-6.3,-,-4.5,-1.3,-3.9,-,-,
サンタナ,ヤ,DH,16.0,-,-,-,-,-,-0.2,-,-,
京田 陽太,デ,1B,27.0,-0.3,-0.3,0.0,-,0.0,-0.3,-,-,
京田 陽太,デ,3B,70.7,-1.8,-1.8,0.0,-,0.0,-0.3,-,-,
京田 陽太,デ,SS,552.0,-4.0,-2.8,-1.4,-,0.2,4.5,-,-,
アキーノ,中,LF,77.3,0.5,1.8,-,-0.5,-0.8,-0.7,-,-,
アキーノ,中,RF,50.0,-2.6,-1.5,-,-0.3,-0.8,-0.2,-,-,
中村 悠平,ヤ,C,831.3,5.0,-,-,4.8,0.2,11.9,4.3,0.5,
鈴木 将平,西,LF,492.7,6.6,6.6,-,-0.3,0.2,-4.7,-,-,
鈴木 将平,西,CF,50.0,0.2,0.5,-,-0.2,0.0,0.2,-,-,
梅野 隆太郎,神,C,566.7,-2.8,-,-,-3.0,0.2,8.1,1.8,0.1,
秋広 優人,巨,1B,199.0,-0.3,0.7,-0.3,-,-0.7,-2.2,-,-,
秋広 優人,巨,LF,592.7,-2.8,-1.2,-,-0.1,-1.4,-5.6,-,-,
秋広 優人,巨,RF,75.0,1.5,-0.5,-,2.0,0.0,-0.3,-,-,
秋広 優人,巨,DH,12.0,-,-,-,-,-,-0.1,-,-,
ガルビス,ソ,2B,43.0,-3.0,-2.5,-0.6,-,0.1,0.1,-,-,
ガルビス,ソ,3B,10.0,-0.6,-0.6,0.0,-,0.0,0.0,-,-,
ガルビス,ソ,SS,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
ガルビス,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
柳町 達,ソ,LF,228.0,-5.3,-3.3,-,-2.1,0.1,-2.2,-,-,
柳町 達,ソ,CF,178.0,-5.0,-4.6,-,-0.4,0.0,0.6,-,-,
柳町 達,ソ,RF,317.3,5.9,6.9,-,-1.2,0.2,-1.3,-,-,
柳町 達,ソ,DH,6.0,-,-,-,-,-,-0.1,-,-,
古川 裕大,日,C,107.3,-0.9,-,-,-1.0,0.1,1.5,0.6,-0.4,
古川 裕大,日,DH,3.0,-,-,-,-,-,0.0,-,-,
浅村 栄斗,楽,1B,5.0,0.4,0.4,0.0,-,0.1,-0.1,-,-,
浅村 栄斗,楽,2B,631.7,-8.6,-6.0,-2.0,-,-0.6,1.7,-,-,
浅村 栄斗,楽,DH,604.0,-,-,-,-,-,-7.2,-,-,
福永 裕基,中,2B,536.3,-2.9,-5.0,1.0,-,1.1,1.4,-,-,
福永 裕基,中,3B,133.3,2.9,1.7,0.2,-,1.1,-0.5,-,-,
福永 裕基,中,SS,20.0,1.6,1.4,0.0,-,0.2,0.2,-,-,
古市 尊,西,C,142.0,0.9,-,-,0.8,0.2,2.0,0.0,-0.2,
マルティネス,日,C,230.0,-1.5,-,-,-1.5,0.0,3.3,-2.5,-0.4,
マルティネス,日,1B,338.0,-2.5,-3.8,0.1,-,1.2,-3.8,-,-,
マルティネス,日,DH,358.0,-,-,-,-,-,-4.3,-,-,
中島 卓也,日,2B,12.3,0.3,0.3,0.0,-,0.0,0.0,-,-,
