Player,Team,Position,Inning,TZR,RngR,DPR,ARM,Error,位置補正,Framing,Blocking,
髙山 俊,神,LF,140.0,-3.6,-3.7,-,0.0,0.1,-1.3,-,-,
髙山 俊,神,CF,16.0,-2.3,-2.4,-,0.1,0.0,0.1,-,-,
髙山 俊,神,RF,101.0,2.7,3.7,-,-1.0,0.1,-0.4,-,-,
髙山 俊,神,DH,320.0,-,-,-,-,-,-3.8,-,-,
矢野 雅哉,広,2B,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
矢野 雅哉,広,SS,119.0,0.7,-1.0,0.5,-,1.1,1.0,-,-,
矢野 雅哉,広,CF,7.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
矢野 雅哉,広,RF,8.0,0.9,0.9,-,0.0,0.0,0.0,-,-,
川村 友斗,ソ,LF,3.0,-0.2,-0.2,-,0.0,0.0,0.0,-,-,
川村 友斗,ソ,CF,303.0,-2.0,-5.1,-,2.9,0.2,1.0,-,-,
川村 友斗,ソ,RF,113.0,5.7,6.1,-,-0.5,0.1,-0.4,-,-,
川村 友斗,ソ,DH,12.0,-,-,-,-,-,-0.1,-,-,
三好 大倫,中,LF,96.3,-0.9,-2.1,-,1.2,0.1,-0.9,-,-,
三好 大倫,中,CF,250.3,-5.3,-3.5,-,-2.0,0.1,0.8,-,-,
三好 大倫,中,RF,2.0,0.3,0.3,-,0.0,0.0,0.0,-,-,
三好 大倫,中,DH,8.0,-,-,-,-,-,-0.1,-,-,
緒方 理貢,ソ,1B,15.0,0.0,0.7,-0.1,-,-0.6,-0.2,-,-,
緒方 理貢,ソ,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
緒方 理貢,ソ,LF,101.0,-1.5,-1.8,-,0.3,0.1,-1.0,-,-,
緒方 理貢,ソ,CF,32.0,1.2,2.0,-,0.0,-0.8,0.1,-,-,
緒方 理貢,ソ,RF,3.0,0.0,0.0,-,0.0,0.0,0.0,-,-,
緒方 理貢,ソ,DH,9.0,-,-,-,-,-,-0.1,-,-,
佐藤 直樹,ソ,LF,9.0,0.6,0.0,-,0.7,0.0,-0.1,-,-,
佐藤 直樹,ソ,CF,67.0,0.5,0.1,-,0.3,0.0,0.2,-,-,
佐藤 直樹,ソ,RF,26.0,0.4,0.7,-,0.5,-0.8,-0.1,-,-,
佐藤 直樹,ソ,DH,6.0,-,-,-,-,-,-0.1,-,-,
加藤 翔平,中,LF,55.0,-5.7,-5.4,-,-0.3,0.0,-0.5,-,-,
加藤 翔平,中,CF,40.0,-1.7,-1.3,-,-0.4,0.0,0.1,-,-,
加藤 翔平,中,RF,68.3,1.1,0.8,-,0.2,0.0,-0.3,-,-,
星野 真生,中,2B,64.0,-2.6,-1.0,-0.5,-,-1.0,0.2,-,-,
星野 真生,中,3B,184.0,-2.1,-0.1,-0.5,-,-1.5,-0.7,-,-,
浅野 翔吾,巨,LF,5.0,-0.1,-0.1,-,0.0,0.0,0.0,-,-,
浅野 翔吾,巨,CF,291.7,-2.3,-1.2,-,-1.2,0.2,1.0,-,-,
浅野 翔吾,巨,RF,145.7,-1.6,-2.2,-,0.6,0.1,-0.6,-,-,
浅野 翔吾,巨,DH,57.0,-,-,-,-,-,-0.7,-,-,
山野辺 翔,西,2B,159.0,2.6,2.3,1.3,-,-1.0,0.4,-,-,
山野辺 翔,西,3B,85.0,0.1,-0.6,0.0,-,0.8,-0.3,-,-,
山野辺 翔,西,SS,28.0,2.0,1.1,0.4,-,0.5,0.2,-,-,
山野辺 翔,西,LF,46.7,-2.0,-1.5,-,-0.5,0.0,-0.4,-,-,
山野辺 翔,西,CF,7.0,0.4,0.3,-,0.1,0.0,0.0,-,-,
山野辺 翔,西,DH,11.0,-,-,-,-,-,-0.1,-,-,
元山 飛優,ヤ,2B,169.3,0.6,0.1,-0.2,-,0.8,0.5,-,-,
元山 飛優,ヤ,3B,63.0,0.5,-0.3,0.0,-,0.8,-0.2,-,-,
元山 飛優,ヤ,SS,172.7,0.4,-1.1,0.3,-,1.2,1.4,-,-,
奈良間 大己,日,2B,92.0,-3.7,-3.1,-0.5,-,-0.1,0.2,-,-,
奈良間 大己,日,3B,17.0,0.7,1.0,0.0,-,-0.3,-0.1,-,-,
奈良間 大己,日,SS,277.0,3.6,5.2,-1.3,-,-0.3,2.3,-,-,
奈良間 大己,日,DH,9.0,-,-,-,-,-,-0.1,-,-,
髙部 瑛斗,ロ,RF,29.0,0.0,-0.1,-,0.2,0.0,-0.1,-,-,
髙部 瑛斗,ロ,DH,111.3,-,-,-,-,-,-1.3,-,-,
西巻 賢二,デ,2B,278.3,-8.0,-8.0,0.1,-,-0.1,0.8,-,-,
西巻 賢二,デ,3B,326.0,3.6,0.2,0.7,-,2.7,-1.2,-,-,
西巻 賢二,デ,SS,142.0,-0.5,1.1,-0.9,-,-0.7,1.2,-,-,
西巻 賢二,デ,LF,35.0,0.4,0.4,-,-0.1,0.0,-0.3,-,-,
西巻 賢二,デ,DH,1.3,-,-,-,-,-,0.0,-,-,
村山 亮介,ロ,1B,8.0,0.2,0.0,0.0,-,0.1,-0.1,-,-,
村山 亮介,ロ,DH,38.0,-,-,-,-,-,-0.5,-,-,
髙寺 望夢,神,2B,25.0,0.3,0.8,-0.1,-,-0.4,0.1,-,-,
髙寺 望夢,神,3B,69.0,1.9,0.9,0.1,-,0.8,-0.3,-,-,
髙寺 望夢,神,SS,497.7,5.3,6.1,-0.6,-,-0.2,4.1,-,-,
髙寺 望夢,神,DH,3.0,-,-,-,-,-,0.0,-,-,
田宮 裕涼,日,C,373.3,-0.7,-,-,0.3,-1.0,5.3,-5.7,0.1,
田宮 裕涼,日,2B,7.0,0.6,0.6,0.0,-,0.1,0.0,-,-,
田宮 裕涼,日,LF,225.0,-4.9,-5.7,-,0.7,0.1,-2.1,-,-,
田宮 裕涼,日,RF,3.0,-0.2,-0.3,-,0.1,0.0,0.0,-,-,
田宮 裕涼,日,DH,55.7,-,-,-,-,-,-0.7,-,-,
