Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
居谷 匠真,,2,166.0,-3.1,-24.0,,-3.5,,0.4,2.3,-1.9,-1.3,HAYATE Ventures,WL
居谷 匠真,,9,23.0,0.9,50.4,0.3,0.6,,0.0,-0.1,,,HAYATE Ventures,WL
Watanabe Haruto,25,7,32.0,1.5,60.3,0.5,1.0,,0.0,-0.3,,,ORIX Buffaloes,WL
Watanabe Haruto,25,8,145.1,7.3,64.7,6.5,0.7,,0.1,0.5,,,ORIX Buffaloes,WL
Watanabe Haruto,25,9,23.1,0.8,44.2,0.4,0.5,,0.0,-0.1,,,ORIX Buffaloes,WL
富山 太樹,,3,20.2,-0.8,-49.7,-0.8,,0.0,0.0,-0.2,,,HAYATE Ventures,WL
富山 太樹,,7,92.2,1.9,26.4,2.7,-0.8,,0.1,-0.9,,,HAYATE Ventures,WL
富山 太樹,,8,17.0,1.6,121.1,1.1,0.5,,0.0,0.1,,,HAYATE Ventures,WL
富山 太樹,,9,356.2,-1.0,-3.6,1.7,-3.0,,0.3,-1.4,,,HAYATE Ventures,WL
Shimada Kairi,29,7,109.0,-4.7,-55.5,-5.1,0.3,,0.1,-1.0,,,Hanshin Tigers,WL
Shimada Kairi,29,8,90.0,-2.6,-37.2,-2.1,-0.5,,0.0,0.3,,,Hanshin Tigers,WL
Shimada Kairi,29,9,45.1,0.3,8.5,0.7,-0.5,,0.0,-0.2,,,Hanshin Tigers,WL
Shimada Kairi,29,DH,31.0,,,,,,,-0.4,,,Hanshin Tigers,WL
Hatsuki Ryutaro,25,4,45.0,0.5,14.3,0.6,,-0.5,0.4,0.1,,,Hiroshima Carp,WL
Hatsuki Ryutaro,25,5,4.0,0.0,0.0,-0.1,,0.0,0.1,0.0,,,Hiroshima Carp,WL
Hatsuki Ryutaro,25,6,37.0,-0.3,-10.4,0.0,,-0.3,-0.1,0.3,,,Hiroshima Carp,WL
Itsubo Hinase,20,7,49.1,-1.0,-26.1,-1.0,0.0,,0.0,-0.5,,,Hanshin Tigers,WL
Itsubo Hinase,20,8,448.2,-5.7,-16.3,-5.5,-0.4,,0.3,1.5,,,Hanshin Tigers,WL
Itsubo Hinase,20,9,146.0,-2.0,-17.6,-0.5,-1.5,,0.1,-0.6,,,Hanshin Tigers,WL
Itsubo Hinase,20,DH,7.0,,,,,,,-0.1,,,Hanshin Tigers,WL
Satoh Naoki,26,8,234.0,2.4,13.2,0.9,1.4,,0.1,0.8,,,SoftBank Hawks,WL
Satoh Naoki,26,9,63.0,1.3,26.6,0.9,0.4,,0.0,-0.3,,,SoftBank Hawks,WL
Hama Shonosuke,25,7,18.0,1.0,71.5,0.6,0.4,,0.0,-0.2,,,Chunichi Dragons,WL
Hama Shonosuke,25,8,341.0,-1.4,-5.3,-3.2,1.6,,0.2,1.1,,,Chunichi Dragons,WL
Hama Shonosuke,25,9,314.0,-2.7,-11.1,-1.5,-1.5,,0.2,-1.2,,,Chunichi Dragons,WL
Hama Shonosuke,25,DH,8.0,,,,,,,-0.1,,,Chunichi Dragons,WL
Takeoka Ryusei,24,4,78.0,3.5,57.8,2.7,,-0.3,1.0,0.2,,,Yakult Swallows,EL
Takeoka Ryusei,24,6,38.0,-0.3,-10.2,-0.2,,-0.4,0.3,0.3,,,Yakult Swallows,EL
知念 大成,,3,1.0,0.2,257.4,0.2,,-0.1,0.0,0.0,,,Oisix Albirex,EL
知念 大成,,7,7.0,-0.4,-73.5,0.0,-0.4,,0.0,-0.1,,,Oisix Albirex,EL
知念 大成,,8,734.1,-1.6,-2.8,0.9,-3.1,,0.6,2.4,,,Oisix Albirex,EL
知念 大成,,9,92.0,-4.6,-64.4,-1.4,-3.3,,0.1,-0.4,,,Oisix Albirex,EL
知念 大成,,DH,9.0,,,,,,,-0.1,,,Oisix Albirex,EL
Yamamoto Daito,22,7,129.2,-1.1,-10.9,-2.2,1.0,,0.1,-1.2,,,Lotte Marines,EL
Yamamoto Daito,22,8,172.0,-5.7,-42.7,-3.8,-2.0,,0.1,0.6,,,Lotte Marines,EL
Yamamoto Daito,22,9,605.0,5.2,11.1,1.9,2.8,,0.4,-2.4,,,Lotte Marines,EL
Yamamoto Daito,22,DH,28.0,,,,,,,-0.3,,,Lotte Marines,EL
Kuwahara Masayuki,31,8,8.0,-0.2,-32.2,0.1,-0.2,,0.0,0.0,,,DeNA BayStars,EL
Suzuki Ren,20,3,139.0,-2.0,-18.5,0.4,,-0.3,-2.1,-1.6,,,DeNA BayStars,EL
Suzuki Ren,20,4,9.0,0.1,14.3,-0.1,,0.1,0.1,0.0,,,DeNA BayStars,EL
Suzuki Ren,20,5,55.0,1.0,23.4,1.7,,0.5,-1.2,-0.2,,,DeNA BayStars,EL
Suzuki Ren,20,7,7.0,1.0,183.9,-0.3,1.2,,0.0,-0.1,,,DeNA BayStars,EL
Suzuki Ren,20,9,19.0,-1.2,-81.3,-0.3,0.0,,-0.8,-0.1,,,DeNA BayStars,EL
Suzuki Ren,20,DH,28.0,,,,,,,-0.3,,,DeNA BayStars,EL
Hasegawa Shinya,23,7,117.0,0.3,3.3,0.7,-0.4,,0.1,-1.1,,,Seibu Lions,EL
Hasegawa Shinya,23,8,238.1,8.6,46.4,5.9,2.5,,0.2,0.8,,,Seibu Lions,EL
Hasegawa Shinya,23,9,32.0,0.7,28.2,0.9,-0.2,,0.0,-0.1,,,Seibu Lions,EL
Hasegawa Shinya,23,DH,10.0,,,,,,,-0.1,,,Seibu Lions,EL
Miyazaki Kazuki,23,7,138.0,-0.2,-1.9,1.0,-1.3,,0.1,-1.3,,,Nipponham Fighters,EL
Miyazaki Kazuki,23,8,294.0,-8.0,-35.0,-4.8,-2.6,,-0.7,1.0,,,Nipponham Fighters,EL
Miyazaki Kazuki,23,9,99.1,-0.6,-7.8,-0.9,0.2,,0.1,-0.4,,,Nipponham Fighters,EL
Asano Shogo,20,8,461.1,-3.7,-10.3,-2.2,-1.8,,0.2,1.5,,,Yomiuri Giants,EL
Asano Shogo,20,9,22.1,-1.7,-98.1,-1.5,-0.2,,0.0,-0.1,,,Yomiuri Giants,EL
Asano Shogo,20,DH,68.0,,,,,,,-0.8,,,Yomiuri Giants,EL
Taira Ryuya,26,3,4.0,-0.2,-64.4,-0.2,,0.0,0.0,0.0,,,Rakuten Eagles,EL
Taira Ryuya,26,4,4.0,-0.2,-64.4,0.6,,-0.1,-0.6,0.0,,,Rakuten Eagles,EL
Taira Ryuya,26,5,327.0,-0.5,-2.0,-1.5,,0.0,1.1,-1.2,,,Rakuten Eagles,EL
Taira Ryuya,26,7,169.1,0.3,2.3,0.0,0.2,,0.1,-1.6,,,Rakuten Eagles,EL
Taira Ryuya,26,9,22.0,-0.8,-46.8,-1.4,0.7,,0.0,-0.1,,,Rakuten Eagles,EL
瀬井 裕紀,,4,543.0,2.4,5.7,4.3,,-0.9,-1.0,1.5,,,HAYATE Ventures,WL
瀬井 裕紀,,7,13.1,-3.7,-358.0,-2.3,-0.6,,-0.8,-0.1,,,HAYATE Ventures,WL
瀬井 裕紀,,8,9.2,0.3,39.8,0.4,-0.1,,0.0,0.0,,,HAYATE Ventures,WL
瀬井 裕紀,,9,14.0,0.4,36.8,0.1,0.3,,0.0,-0.1,,,HAYATE Ventures,WL
瀬井 裕紀,,DH,3.0,,,,,,,0.0,,,HAYATE Ventures,WL
Fukuda Shuhei,32,4,100.0,-2.1,-27.0,-1.5,,-0.1,-0.5,0.3,,,ORIX Buffaloes,WL
Fukuda Shuhei,32,7,53.1,-1.5,-36.2,-0.6,-1.0,,0.0,-0.5,,,ORIX Buffaloes,WL
Fukuda Shuhei,32,8,64.1,-4.3,-86.1,-4.1,-0.2,,0.0,0.2,,,ORIX Buffaloes,WL
Fukuda Shuhei,32,9,2.0,0.6,386.1,0.6,0.0,,0.0,0.0,,,ORIX Buffaloes,WL
Fukuda Shuhei,32,DH,3.0,,,,,,,0.0,,,ORIX Buffaloes,WL
Noguchi Tomoya,25,4,319.0,5.2,21.0,2.7,,1.9,0.6,0.9,,,ORIX Buffaloes,WL
Noguchi Tomoya,25,6,239.1,0.7,3.8,-0.4,,0.6,0.4,2.0,,,ORIX Buffaloes,WL
Noguchi Tomoya,25,8,29.0,-3.1,-137.6,-2.9,-0.2,,0.0,0.1,,,ORIX Buffaloes,WL
Noguchi Tomoya,25,9,46.0,0.8,22.4,0.5,0.3,,0.0,-0.2,,,ORIX Buffaloes,WL
Noguchi Tomoya,25,DH,17.0,,,,,,,-0.2,,,ORIX Buffaloes,WL
Noguchi Kyosuke,24,7,381.0,-3.5,-11.8,-2.1,-1.6,,0.2,-3.6,,,Hanshin Tigers,WL
Noguchi Kyosuke,24,9,125.2,-5.4,-55.3,-3.6,-1.9,,0.1,-0.5,,,Hanshin Tigers,WL
Noguchi Kyosuke,24,DH,99.1,,,,,,,-1.2,,,Hanshin Tigers,WL
Sasagawa Yoshiyasu,23,7,114.1,-1.6,-18.0,-0.5,-1.2,,0.1,-1.1,,,SoftBank Hawks,WL
Sasagawa Yoshiyasu,23,8,507.0,-6.5,-16.5,-7.1,0.3,,0.2,1.7,,,SoftBank Hawks,WL
Sasagawa Yoshiyasu,23,9,335.0,1.0,3.8,0.5,1.2,,-0.6,-1.3,,,SoftBank Hawks,WL
Sasagawa Yoshiyasu,23,DH,2.0,,,,,,,0.0,,,SoftBank Hawks,WL
Toyoda Hiroshi,28,7,154.0,-0.8,-6.7,-0.2,-0.6,,0.1,-1.5,,,Hanshin Tigers,WL
Toyoda Hiroshi,28,8,93.0,-2.0,-27.7,-2.0,-0.1,,0.1,0.3,,,Hanshin Tigers,WL
Toyoda Hiroshi,28,9,247.2,-2.2,-11.4,0.4,-1.9,,-0.7,-1.0,,,Hanshin Tigers,WL
Toyoda Hiroshi,28,DH,75.0,,,,,,,-0.9,,,Hanshin Tigers,WL
Namiki Hidetaka,26,7,48.0,-0.8,-21.4,-1.1,0.3,,0.0,-0.5,,,Yakult Swallows,EL
Namiki Hidetaka,26,8,99.0,0.1,1.3,1.0,-0.9,,0.1,0.3,,,Yakult Swallows,EL
Namiki Hidetaka,26,9,26.0,1.1,54.4,1.4,-0.4,,0.0,-0.1,,,Yakult Swallows,EL
Namiki Hidetaka,26,DH,9.0,,,,,,,-0.1,,,Yakult Swallows,EL
Kamikawabata Daigo,28,4,9.0,0.4,57.2,0.8,,0.1,-0.5,0.0,,,Nipponham Fighters,EL
Kamikawabata Daigo,28,6,76.0,2.1,35.6,2.4,,-0.2,-0.1,0.6,,,Nipponham Fighters,EL
Hamada Taiki,19,6,354.1,-10.0,-36.3,-6.8,,-0.9,-2.3,2.9,,,Nipponham Fighters,EL
Hamada Taiki,19,DH,9.0,,,,,,,-0.1,,,Nipponham Fighters,EL
Myose Ryosuke,19,4,283.2,-1.3,-5.9,-0.6,,0.0,-0.6,0.8,,,Nipponham Fighters,EL
Myose Ryosuke,19,5,13.0,0.1,9.9,0.6,,-0.1,-0.4,0.0,,,Nipponham Fighters,EL
Myose Ryosuke,19,DH,38.0,,,,,,,-0.5,,,Nipponham Fighters,EL
Kodama Ryosuke,26,4,81.0,4.6,73.1,3.3,,0.2,1.1,0.2,,,Seibu Lions,EL
Kodama Ryosuke,26,5,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Seibu Lions,EL
Kodama Ryosuke,26,6,40.0,2.1,67.6,1.5,,0.0,0.7,0.3,,,Seibu Lions,EL
Okoye Louis,27,7,45.0,1.0,28.6,1.0,0.0,,0.0,-0.4,,,Yomiuri Giants,EL
Okoye Louis,27,8,76.2,-0.4,-6.7,0.3,-0.7,,0.0,0.3,,,Yomiuri Giants,EL
Okoye Louis,27,9,74.0,-0.4,-7.0,-0.1,-0.4,,0.1,-0.3,,,Yomiuri Giants,EL
Okoye Louis,27,DH,19.0,,,,,,,-0.2,,,Yomiuri Giants,EL
Chono Hisayoshi,40,9,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Yomiuri Giants,EL
Chono Hisayoshi,40,DH,15.0,,,,,,,-0.2,,,Yomiuri Giants,EL
Chino Naoto,26,3,125.1,-2.4,-24.7,-2.6,,-0.1,0.3,-1.4,,,DeNA BayStars,EL
Chino Naoto,26,4,219.1,-1.7,-10.0,-2.8,,-0.3,1.4,0.6,,,DeNA BayStars,EL
Chino Naoto,26,5,52.0,-1.2,-29.7,-0.6,,-0.6,0.0,-0.2,,,DeNA BayStars,EL
Chino Naoto,26,6,123.0,1.3,13.6,1.4,,0.5,-0.6,1.0,,,DeNA BayStars,EL
Chino Naoto,26,7,18.0,-0.9,-64.4,-0.8,-0.1,,0.0,-0.2,,,DeNA BayStars,EL
Chino Naoto,26,8,6.0,-0.1,-21.4,0.1,-0.2,,0.0,0.0,,,DeNA BayStars,EL
Tatsumi Konosuke,24,4,112.0,0.6,6.9,-0.7,,0.1,1.2,0.3,,,Rakuten Eagles,EL
Tatsumi Konosuke,24,5,11.0,0.0,0.0,-0.1,,0.0,0.1,0.0,,,Rakuten Eagles,EL
Tatsumi Konosuke,24,7,40.0,-0.4,-12.9,-0.6,0.1,,0.0,-0.4,,,Rakuten Eagles,EL
Tatsumi Konosuke,24,8,36.0,3.9,139.4,3.1,0.8,,0.0,0.1,,,Rakuten Eagles,EL
Tatsumi Konosuke,24,9,80.0,1.3,20.9,1.1,0.1,,0.1,-0.3,,,Rakuten Eagles,EL
Tatsumi Konosuke,24,DH,2.0,,,,,,,0.0,,,Rakuten Eagles,EL
Joko Ryota,24,2,190.1,-1.7,-11.5,,-1.5,,-0.2,2.7,3.3,0.1,DeNA BayStars,EL
