Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Sasaki Shunsuke,25,7,57.0,1.2,27.1,1.3,-0.2,,0.1,-0.5,,,Yomiuri Giants,CL
Sasaki Shunsuke,25,8,126.0,-0.5,-5.1,-0.2,-0.3,,0.0,0.4,,,Yomiuri Giants,CL
Sasaki Shunsuke,25,9,128.0,1.2,12.1,-1.6,2.8,,0.0,-0.5,,,Yomiuri Giants,CL
Chikamoto Koji,30,8,1262.2,-6.8,-6.9,-3.9,-3.0,,0.1,4.2,,,Hanshin Tigers,CL
Shiomi Yasutaka,32,8,209.0,-1.5,-9.2,-2.3,0.8,,0.0,0.7,,,Yakult Swallows,CL
Miyoshi Hironori,27,7,22.0,0.6,35.1,0.8,-0.2,,0.0,-0.2,,,Chunichi Dragons,CL
Miyoshi Hironori,27,8,161.0,0.9,7.2,1.3,-0.4,,0.0,0.5,,,Chunichi Dragons,CL
Watarai Ryuki,22,9,505.1,-3.9,-9.9,-0.9,-3.3,,0.2,-2.0,,,DeNA BayStars,CL
Kikuchi Ryosuke,35,4,1122.0,1.9,2.2,1.1,,0.0,0.8,3.0,,,Hiroshima Carp,CL
Mogi Eigoro,31,3,73.1,-0.8,-14.0,-1.1,,0.0,0.2,-0.8,,,Rakuten Eagles,PL
Mogi Eigoro,31,4,24.0,-0.2,-10.7,-0.9,,0.6,0.1,0.1,,,Rakuten Eagles,PL
Mogi Eigoro,31,DH,22.0,,,,,,,-0.3,,,Rakuten Eagles,PL
Kaneko Yuji,35,7,160.2,0.8,6.4,3.0,-2.4,,0.2,-1.5,,,Seibu Lions,PL
Kaneko Yuji,35,8,20.0,-0.3,-19.3,0.0,-0.2,,0.0,0.1,,,Seibu Lions,PL
Kaneko Yuji,35,9,104.1,-0.4,-4.9,0.2,-0.6,,0.1,-0.4,,,Seibu Lions,PL
Fujioka Yudai,31,4,669.2,-5.6,-10.8,-4.7,,-1.4,0.5,1.8,,,Lotte Marines,PL
Matsumoto Go,31,7,15.2,1.0,82.0,1.1,-0.2,,0.0,-0.1,,,Nipponham Fighters,PL
Matsumoto Go,31,8,997.1,12.9,16.6,13.1,-0.3,,0.1,3.3,,,Nipponham Fighters,PL
Matsumoto Go,31,DH,22.0,,,,,,,-0.3,,,Nipponham Fighters,PL
Nishikawa Ryoma,30,7,1113.1,-4.0,-4.6,-1.9,-2.1,,0.0,-10.6,,,ORIX Buffaloes,PL
Nishikawa Ryoma,30,DH,35.0,,,,,,,-0.4,,,ORIX Buffaloes,PL
Shuto Ukyo,29,8,956.1,14.1,19.0,10.2,3.8,,0.1,3.2,,,SoftBank Hawks,PL
Ohshima Yohei,39,7,113.0,-0.7,-8.0,-0.8,0.0,,0.1,-1.1,,,Chunichi Dragons,CL
Ohshima Yohei,39,8,14.0,0.6,55.2,0.7,-0.1,,0.0,0.0,,,Chunichi Dragons,CL
Ohshima Yohei,39,DH,2.0,,,,,,,0.0,,,Chunichi Dragons,CL
Oda Gouki,24,7,25.0,-1.7,-87.5,-2.0,0.3,,0.0,-0.2,,,Chunichi Dragons,CL
Oda Gouki,24,8,34.1,2.3,86.3,2.3,0.0,,0.0,0.1,,,Chunichi Dragons,CL
Oda Gouki,24,9,12.0,0.1,10.7,0.0,0.1,,0.0,0.0,,,Chunichi Dragons,CL
Oda Gouki,24,DH,2.0,,,,,,,0.0,,,Chunichi Dragons,CL
Noma Takayoshi,32,8,136.0,-1.8,-17.0,-3.3,1.5,,0.0,0.5,,,Hiroshima Carp,CL
Noma Takayoshi,32,9,758.1,-6.3,-10.7,-5.6,-1.0,,0.3,-3.0,,,Hiroshima Carp,CL
Kobukata Hiroto,29,4,1133.2,-3.3,-3.7,-8.1,,2.3,2.4,3.0,,,Rakuten Eagles,PL
Kobukata Hiroto,29,6,11.0,0.1,11.7,0.1,,0.0,0.0,0.1,,,Rakuten Eagles,PL
Kishi Junichiro,28,7,280.2,1.9,8.7,2.9,-1.2,,0.2,-2.7,,,Seibu Lions,PL
Kishi Junichiro,28,8,232.2,-0.1,-0.6,-0.5,0.3,,0.0,0.8,,,Seibu Lions,PL
Kishi Junichiro,28,9,200.0,0.9,5.8,1.6,-0.8,,0.1,-0.8,,,Seibu Lions,PL
Kishi Junichiro,28,DH,1.0,,,,,,,0.0,,,Seibu Lions,PL
Ogino Takashi,39,7,302.0,8.3,35.4,6.4,2.5,,-0.6,-2.9,,,Lotte Marines,PL
Ogino Takashi,39,8,16.0,0.2,16.1,0.2,0.0,,0.0,0.1,,,Lotte Marines,PL
Ogino Takashi,39,9,83.0,0.9,14.0,1.6,-0.7,,0.0,-0.3,,,Lotte Marines,PL
Ogino Takashi,39,DH,8.0,,,,,,,-0.1,,,Lotte Marines,PL
Wada Koshiro,26,7,43.0,1.3,38.9,1.3,0.0,,0.0,-0.4,,,Lotte Marines,PL
Wada Koshiro,26,8,149.0,6.4,55.3,6.7,-0.4,,0.0,0.5,,,Lotte Marines,PL
Wada Koshiro,26,9,30.0,1.0,42.9,0.7,0.3,,0.0,-0.1,,,Lotte Marines,PL
Wada Koshiro,26,DH,8.0,,,,,,,-0.1,,,Lotte Marines,PL
Fukuda Shuhei,32,7,20.0,1.5,96.5,1.3,0.1,,0.0,-0.2,,,ORIX Buffaloes,PL
Fukuda Shuhei,32,8,498.1,-3.4,-8.8,-2.7,-0.8,,0.1,1.7,,,ORIX Buffaloes,PL
Fukuda Shuhei,32,9,9.0,-0.4,-57.2,-0.1,-0.3,,0.0,0.0,,,ORIX Buffaloes,PL
