#,Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,,Team,League
,Yanagimachi Tatsuru,25,7,10.0,1.3,167.3,1.2,0.1,,0.0,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,25,8,33.0,1.7,66.3,1.5,0.1,,0.0,0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,25,9,22.0,0.3,17.6,0.6,-0.3,,0.0,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,25,DH,7.0,,,,,,,-0.1,,,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Kita Ryoto,19,3,122.1,-1.9,-20.0,-2.3,,0.0,0.4,-1.4,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kita Ryoto,19,7,244.0,-0.2,-1.1,-0.8,0.4,,0.3,-2.3,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kita Ryoto,19,9,307.0,-5.3,-22.2,-3.0,-2.3,,0.0,-1.2,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kita Ryoto,19,DH,149.0,,,,,,,-1.8,,,🐃,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Nishimaki Kenji,23,4,302.2,3.1,13.2,3.8,,-0.9,0.1,0.8,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Nishimaki Kenji,23,5,80.1,3.3,52.9,2.4,,-0.1,1.0,-0.3,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Nishimaki Kenji,23,6,99.0,2.3,29.9,3.0,,-0.9,0.3,0.8,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Nishimaki Kenji,23,7,24.0,0.5,26.8,-0.2,0.7,,0.0,-0.2,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Nishimaki Kenji,23,8,137.0,0.5,4.7,1.1,-0.7,,0.1,0.5,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Nishimaki Kenji,23,DH,3.0,,,,,,,0.0,,,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Tamiya Yua,22,2,162.0,-1.1,-8.7,,-0.6,,-0.4,2.3,-2.3,0.0,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Tamiya Yua,22,7,20.0,0.4,25.7,1.2,0.0,,-0.8,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Tamiya Yua,22,9,60.0,-2.3,-49.3,-2.4,0.1,,0.0,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Tamiya Yua,22,DH,43.0,,,,,,,-0.5,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,20,4,69.0,2.8,52.2,3.4,,0.2,-0.8,0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,20,6,213.0,4.3,26.0,3.8,,-0.6,1.1,1.7,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,20,7,14.0,-0.2,-18.4,-0.3,0.0,,0.0,-0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,20,8,131.1,-2.2,-21.6,-3.2,0.9,,0.1,0.4,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,20,9,58.1,0.0,0.0,-0.1,0.0,,0.0,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Hosokawa Ryohei,20,DH,8.0,,,,,,,-0.1,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Nakayama Raito,20,4,102.2,-2.5,-31.3,-3.5,,0.4,0.6,0.3,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakayama Raito,20,6,311.0,2.0,8.3,-0.7,,1.1,1.6,2.5,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Takeoka Ryusei,21,4,297.1,4.1,17.7,2.0,,1.2,0.9,0.8,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takeoka Ryusei,21,6,317.1,-2.4,-9.7,-0.3,,0.0,-2.1,2.6,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Itoh Kosuke,22,7,90.2,-1.9,-27.0,-2.0,0.1,,0.1,-0.9,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Itoh Kosuke,22,8,269.2,-2.2,-10.5,-3.0,0.6,,0.2,0.9,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Itoh Kosuke,22,9,84.0,-4.4,-67.4,-3.2,-1.2,,0.0,-0.3,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hatsuki Ryutaro,22,4,166.0,0.5,3.9,-0.4,,0.3,0.6,0.4,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Hatsuki Ryutaro,22,5,38.0,-1.4,-47.4,-0.4,,0.2,-1.1,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Hatsuki Ryutaro,22,7,44.0,-0.4,-11.7,-0.3,-0.1,,0.0,-0.4,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Hatsuki Ryutaro,22,8,250.2,14.5,74.4,14.3,-0.1,,0.3,0.8,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Hatsuki Ryutaro,22,9,65.2,-1.0,-19.6,-1.9,0.9,,0.0,-0.3,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Matsubara Seiya,27,7,32.0,-1.3,-52.3,-1.3,0.0,,0.0,-0.3,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Matsubara Seiya,27,8,318.0,0.6,2.4,0.0,1.2,,-0.6,1.1,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Matsubara Seiya,27,9,116.0,0.6,6.7,0.8,-0.2,,0.0,-0.5,,,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Namiki Hidetaka,23,7,92.0,-1.5,-21.0,-0.4,-1.2,,0.1,-0.9,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Namiki Hidetaka,23,8,421.2,5.6,17.1,7.4,-2.2,,0.3,1.4,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Namiki Hidetaka,23,9,82.2,1.0,15.6,1.0,0.1,,0.0,-0.3,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Namiki Hidetaka,23,DH,3.0,,,,,,,0.0,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ebina Tatsuo,24,7,63.0,-0.2,-4.1,-0.5,0.2,,0.1,-0.6,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ebina Tatsuo,24,8,132.1,4.4,42.8,2.1,2.2,,0.1,0.4,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ebina Tatsuo,24,9,47.0,1.0,27.4,1.4,-0.5,,0.0,-0.2,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ebina Tatsuo,24,DH,8.0,,,,,,,-0.1,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Kawano Ryota,21,4,204.1,0.2,1.3,-0.6,,0.5,0.4,0.6,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kawano Ryota,21,5,52.0,1.4,34.6,1.9,,0.0,-0.4,-0.2,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Kawano Ryota,21,6,209.2,-0.9,-5.5,-2.3,,0.9,0.6,1.7,,,🦁,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
,Murakawa Nagi,24,7,145.2,4.1,36.2,3.7,0.3,,0.1,-1.4,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Murakawa Nagi,24,8,152.1,0.4,3.4,0.6,-0.2,,0.1,0.5,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Murakawa Nagi,24,9,109.0,-1.4,-16.5,-0.7,-0.7,,0.0,-0.4,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Murakawa Nagi,24,DH,1.0,,,,,,,0.0,,,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Mizowaki Hayato,28,4,35.0,1.2,44.1,0.9,,-0.1,0.3,0.1,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Wakamatsu Luke,25,4,150.0,-0.5,-4.3,-0.1,,-0.2,-0.2,0.4,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Wakamatsu Luke,25,5,78.0,4.4,72.6,3.2,,0.3,0.9,-0.3,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Wakamatsu Luke,25,6,98.0,-3.3,-43.3,-1.6,,-0.2,-1.5,0.8,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Wakamatsu Luke,25,DH,19.0,,,,,,,-0.2,,,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Nomura Yuki,22,5,49.0,2.5,65.7,1.6,,0.2,0.7,-0.2,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Nomura Yuki,22,DH,28.0,,,,,,,-0.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Arizono Naoki,19,5,335.1,3.9,15.0,5.0,,-0.5,-0.5,-1.3,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Arizono Naoki,19,DH,56.0,,,,,,,-0.7,,,🦊,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
,Mutoh Atsuki,21,7,85.0,5.4,81.8,4.3,1.1,,0.1,-0.8,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Mutoh Atsuki,21,8,175.0,-4.9,-36.0,-5.3,0.3,,0.1,0.6,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Mutoh Atsuki,21,9,78.0,0.9,14.8,0.9,0.0,,0.0,-0.3,,,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Iwata Yukihiro,24,7,78.0,2.5,41.2,1.6,1.7,,-0.8,-0.7,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Iwata Yukihiro,24,8,234.2,-0.7,-3.8,1.0,-1.9,,0.2,0.8,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Iwata Yukihiro,24,9,152.2,3.3,27.8,0.3,3.0,,0.0,-0.6,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Iwata Yukihiro,24,DH,10.0,,,,,,,-0.1,,,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ugusa Koki,25,7,225.2,0.4,2.3,0.4,-0.1,,0.2,-2.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Ugusa Koki,25,8,117.0,0.1,1.1,0.1,0.0,,0.1,0.4,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
,Ugusa Koki,25,9,15.0,-0.1,-8.6,-0.1,0.0,,0.0,-0.1,,,🎏,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,WL
