                 Pitcher   G  W  L  SV  HLD  CG  SHO   BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-    Diff    HR%     K%    BB%   K-BB% Age  T                Team League
117         Marte Yunior  22  1  3   1   11   0    0   83  20.1  13   2  15   7    0   2   1   9   6   2.66   3.98   3.84  0.98   95  140    106   -1.32   2.4%  18.1%   8.4%    9.6%  30  R    Chunichi Dragons     CL
118     Matsuba Takahiro  10  5  3   0    0   0    0  256  65.2  53   2  27  16    0   1   0  14  13   1.78   3.20   4.37  1.05  142  113    121   -1.42   0.8%  10.5%   6.2%    4.3%  34  L    Chunichi Dragons     CL
119     Matsuyama Shinya  25  0  0  21    3   0    0   95  24.2  20   1  34   2    0   0   1   5   5   1.82   0.87   1.43  0.89  139   30     40    0.95   1.1%  35.8%   2.1%   33.7%  25  R    Chunichi Dragons     CL
120       Mejia Humberto   3  1  2   0    0   0    0   73  17.2  17   5   8   3    0   0   0  13  13   6.62   6.14   4.12  1.13   38  216    114    0.48   6.8%  11.0%   4.1%    6.8%  28  R    Chunichi Dragons     CL
121         Miura Mizuki   5  2  1   0    0   0    0  112  24.2  25   3  13  15    1   1   1  13  11   4.01   5.33   4.98  1.62   63  187    138   -1.32   2.7%  11.6%  13.4%   -1.8%  25  L    Chunichi Dragons     CL
122          Muller Kyle   6  1  3   0    0   0    0  137  32.1  35   3  34   7    0   1   2  17  17   4.73   2.70   2.83  1.30   54   95     78    2.03   2.2%  24.8%   5.1%   19.7%  27  L    Chunichi Dragons     CL
123            Neo Akira   4  0  0   0    0   0    0   27   5.2   9   2   5   2    0   0   0   5   5   7.94   6.74   3.69  1.94   32  237    102    1.20   7.4%  18.5%   7.4%   11.1%  25  R    Chunichi Dragons     CL
124           Ohno Yudai   7  2  2   0    0   0    0  141  34.2  29   1  23  10    0   1   0  14  12   3.12   2.85   3.88  1.13   81  100    107    0.27   0.7%  16.3%   7.1%    9.2%  36  L    Chunichi Dragons     CL
125        Okada Toshiya   1  0  1   0    0   0    0   16   3.1   5   0   5   1    0   0   0   4   4  10.80   0.75   2.30  1.80   23   26     64   10.05   0.0%  31.2%   6.2%   25.0%  33  L    Chunichi Dragons     CL
126         Saitoh Kohki  14  0  0   0   10   0    0   50  12.1   7   1   7   7    0   0   0   1   1   0.73   4.47   4.80  1.14  347  157    133   -3.74   2.0%  14.0%  14.0%    0.0%  28  L    Chunichi Dragons     CL
127      Shimizu Tatsuya  23  4  0   0   15   0    0   94  22.2  18   0  17  10    3   1   2   3   3   1.19   2.81   4.06  1.24  213   99    112   -1.62   0.0%  18.1%  10.6%    7.4%  25  R    Chunichi Dragons     CL
128        Sobue Daisuke   8  0  0   0    1   0    0   44   9.1  15   0   3   4    0   1   0   5   5   4.82   3.82   5.03  2.04   53  134    139    1.00   0.0%   6.8%   9.1%   -2.3%  37  R    Chunichi Dragons     CL
129     Takahashi Hiroto  11  2  5   0    0   0    0  286  69.1  62   2  55  23    1   3   6  29  26   3.38   2.77   3.68  1.23   75   97    102    0.61   0.7%  19.2%   8.0%   11.2%  22  R    Chunichi Dragons     CL
130           Umeno Yugo   7  0  0   0    0   0    0   38   7.1   8   0   7   7    0   1   0   5   5   6.14   4.22   4.80  2.05   41  148    133    1.92   0.0%  18.4%  18.4%    0.0%  26  R    Chunichi Dragons     CL
131        Wakui Hideaki   5  2  2   0    0   0    0  118  29.0  27   1  22   9    1   2   0   8   8   2.48   2.92   3.70  1.24  102  103    102   -0.44   0.8%  18.6%   7.6%   11.0%  39  R    Chunichi Dragons     CL
132          Yanagi Yuya   4  1  1   0    0   0    0   95  25.0  16   0  19   5    0   2   0   2   2   0.72   2.17   3.33  0.84  352   76     92   -1.45   0.0%  20.0%   5.3%   14.7%  31  R    Chunichi Dragons     CL
133            Abe Shota  16  0  0   0    0   0    0   62  14.2  14   2  12   6    0   0   0   5   5   3.07   4.22   3.83  1.36   88  138    106   -1.15   3.2%  19.4%   9.7%    9.7%  32  R      ORIX Buffaloes     PL
134          Azuma Kohei   3  0  1   0    0   0    0   54  13.1  10   0   7   5    0   0   0   5   4   2.70   2.93   4.43  1.13  100   96    123   -0.23   0.0%  13.0%   9.3%    3.7%  25  R      ORIX Buffaloes     PL
135    Espinoza Anderson   8  1  3   0    0   1    0  210  48.0  48   1  43  18    0   2   2  18  15   2.81   2.58   3.61  1.38   96   85    100    0.23   0.5%  20.5%   8.6%   11.9%  27  R      ORIX Buffaloes     PL
136         Gonda Ryusei   5  0  0   0    0   0    0   35   7.1  12   0   5   1    0   1   0   4   4   4.91   2.31   3.66  1.77   55   76    101    2.60   0.0%  14.3%   2.9%   11.4%  25  R      ORIX Buffaloes     PL
137     Hirano Yoshihisa   3  0  1   1    0   0    0   14   2.1   5   1   1   2    0   0   0   4   4  15.43  10.14   5.51  3.00   18  333    153    5.29   7.1%   7.1%  14.3%   -7.1%  41  R      ORIX Buffaloes     PL
138        Honda Keisuke   2  0  0   0    0   0    0   11   2.0   4   0   3   1    0   0   0   2   2   9.00   1.35   2.98  2.50   30   44     83    7.65   0.0%  27.3%   9.1%   18.2%  32  R      ORIX Buffaloes     PL
139      Iguchi Kazutomo   4  0  0   0    0   0    0   21   3.2   7   0   1   2    0   0   1   5   3   7.36   3.94   5.28  2.45   37  130    146    3.42   0.0%   4.8%   9.5%   -4.8%  31  R      ORIX Buffaloes     PL
140       Katayama Raiku   1  0  0   0    0   0    0   10   2.0   4   0   1   0    0   0   0   1   1   4.50   1.85   3.80  2.00   60   61    105    2.65   0.0%  10.0%   0.0%   10.0%  22  R      ORIX Buffaloes     PL
141         Kawase Kento  17  0  1   0    3   0    0   89  19.2  19   0  14   9    2   2   1   8   8   3.66   3.11   4.24  1.42   74  102    117    0.55   0.0%  15.7%  10.1%    5.6%  23  R      ORIX Buffaloes     PL
142      Kotajima Seiryu  17  2  1   0    6   0    0   72  15.2  18   1  13   7    1   1   0   6   6   3.45   3.56   3.97  1.60   79  117    110   -0.11   1.4%  18.1%   9.7%    8.3%  26  R      ORIX Buffaloes     PL
143           Kuri Allen  10  4  3   0    0   1    0  286  70.1  65   1  51  21    0   3   0  20  18   2.30   2.61   3.75  1.22  118   86    104   -0.31   0.3%  17.8%   7.3%   10.5%  33  R      ORIX Buffaloes     PL
144       Machado Andres  22  2  3   9    4   0    0   93  21.0  19   0  28   8    2   2   0   7   6   2.57   1.61   2.65  1.29  105   53     73    0.96   0.0%  30.1%   8.6%   21.5%  32  R      ORIX Buffaloes     PL
145        Miyagi Hiroya  10  3  1   0    0   0    0  283  71.2  56   5  73  12    0   3   0  19  18   2.26   2.35   2.64  0.95  120   77     73   -0.09   1.8%  25.8%   4.2%   21.6%  23  L      ORIX Buffaloes     PL
146         Mukunoki Ren   4  0  1   0    0   0    0   66  13.1  23   0   4   6    0   0   0  12  10   6.75   3.60   5.10  2.18   40  118    141    3.15   0.0%   6.1%   9.1%   -3.0%  25  R      ORIX Buffaloes     PL
147         Perdomo Luis  18  2  1   0   14   0    0   75  18.2  17   1   9   6    2   0   0   4   4   1.93   3.55   4.40  1.23  140  117    122   -1.62   1.3%  12.0%   8.0%    4.0%  32  R      ORIX Buffaloes     PL
148        Sotani Ryuhei   9  4  2   0    0   1    0  230  56.0  48   4  45  16    1   2   1  19  16   2.57   3.14   3.54  1.14  105  103     98   -0.57   1.7%  19.6%   7.0%   12.6%  24  L      ORIX Buffaloes     PL
149       Suzuki Hiroshi  14  0  0   0    4   0    0   53  11.2  14   1   6   5    0   0   0   7   7   5.40   4.22   4.61  1.63   50  139    128    1.18   1.9%  11.3%   9.4%    1.9%  28  R      ORIX Buffaloes     PL
150         Tajima Daiki   6  3  2   0    0   1    1  155  38.1  35   4  30   7    0   0   1  14  14   3.29   3.19   3.32  1.10   82  105     92    0.10   2.6%  19.4%   4.5%   14.8%  28  L      ORIX Buffaloes     PL
151      Takashima Taito   5  2  1   0    0   0    0   88  20.0  25   1   8   4    0   1   0   9   9   4.05   3.45   4.35  1.45   67  113    120    0.60   1.1%   9.1%   4.5%    4.5%  25  R      ORIX Buffaloes     PL
152     Teranishi Naruki   1  0  0   0    0   0    0   12   3.0   2   0   1   2    0   0   0   0   0   0.00   4.19   5.63  1.33  999  137    156   -4.19   0.0%   8.3%  16.7%   -8.3%  22  R      ORIX Buffaloes     PL
153       Tomiyama Ryoga   4  0  0   0    0   0    0   16   3.0   4   1   1   3    0   0   0   3   3   9.00   9.52   6.05  2.33   30  313    167   -0.52   6.2%   6.2%  18.8%  -12.5%  28  L      ORIX Buffaloes     PL
154     Yamada Nobuyoshi  20  2  2   0    8   0    0   70  16.0  15   1  16   7    0   0   0   9   8   4.50   2.98   3.51  1.38   60   98     97    1.52   1.4%  22.9%  10.0%   12.9%  33  L      ORIX Buffaloes     PL
155      Yamaoka Taisuke   9  1  1   0    2   0    0   39   8.2   9   0  10   3    0   1   0   4   4   4.15   1.93   3.01  1.38   65   63     83    2.22   0.0%  25.6%   7.7%   17.9%  29  R      ORIX Buffaloes     PL
156    Yamazaki Soichiro  11  1  0   0    0   0    0   54  11.1  13   3  13   6    0   2   2   8   8   6.35   6.12   3.50  1.68   43  201     97    0.23   5.6%  24.1%  11.1%   13.0%  27  R      ORIX Buffaloes     PL
157      Guerrero Tayron  14  1  3   1    4   0    0   54  12.2  11   2  13   5    0   0   1   6   6   4.26   4.04   3.32  1.26   67  127     92    0.22   3.7%  24.1%   9.3%   14.8%  34  R       Lotte Marines     PL
158         Hayasaka Oto   2  0  0   0    0   0    0    9   2.0   3   0   1   0    0   0   0   1   1   4.50   1.85   3.69  1.50   63   58    102    2.65   0.0%  11.1%   0.0%   11.1%  19  R       Lotte Marines     PL
159      Hirohata Atsuya   3  0  0   0    0   0    0   19   3.0   5   0   3   5    0   0   0   3   3   9.00   5.85   5.85  3.33   31  184    162    3.15   0.0%  15.8%  26.3%  -10.5%  27  R       Lotte Marines     PL
160       Ishikawa Shuta   7  1  2   0    0   0    0  153  36.0  31   2  20  13    0   3   2  13  13   3.25   3.80   4.34  1.22   87  119    120   -0.55   1.3%  13.1%   8.5%    4.6%  33  R       Lotte Marines     PL
161         Kikuchi Riku  14  0  1   0    0   0    0   63  15.0  12   3  15   6    0   0   1   6   6   3.60   4.65   3.37  1.20   79  146     93   -1.05   4.8%  23.8%   9.5%   14.3%  25  R       Lotte Marines     PL
162          Kimura Yuto  13  1  0   1    5   0    0   76  18.2  13   1  10   6    0   0   0   7   4   1.93   3.44   4.27  1.02  147  108    118   -1.51   1.3%  13.2%   7.9%    5.3%  20  R       Lotte Marines     PL
163         Masuda Naoya   7  1  1   3    0   0    0   32   6.2   9   1   6   1    0   1   0   5   5   6.75   3.90   3.24  1.50   42  123     90    2.85   3.1%  18.8%   3.1%   15.6%  35  R       Lotte Marines     PL
164    Nakamori Shunsuke  16  1  2   0    7   0    0   78  20.1  14   1  22   2    0   1   0   4   4   1.77   1.77   2.24  0.79  160   56     62   -0.00   1.3%  28.2%   2.6%   25.6%  23  R       Lotte Marines     PL
165   Nishimura Takahiro   1  0  0   0    0   0    0    8   0.2   4   0   1   2    0   0   0   3   3  40.50   8.85   6.05  9.00    7  278    167   31.65   0.0%  12.5%  25.0%  -12.5%  32  R       Lotte Marines     PL
166         Nishino Yuji   7  0  4   0    0   0    0  165  39.0  41   3  22   9    0   1   0  16  16   3.69   3.49   4.01  1.28   77  110    111    0.20   1.8%  13.3%   5.5%    7.9%  34  R       Lotte Marines     PL
167         Ojima Kazuya  10  2  4   0    0   0    0  251  61.0  57   8  37  16    0   2   1  25  22   3.25   4.23   3.96  1.20   87  133    110   -0.98   3.2%  14.7%   6.4%    8.4%  28  L       Lotte Marines     PL
168           Ono Fumiya  16  1  2   0    1   0    0   67  15.0  15   1  18   4    0   0   1   8   6   3.60   2.12   2.71  1.27   79   67     75    1.48   1.5%  26.9%   6.0%   20.9%  28  R       Lotte Marines     PL
169     Sakamoto Koshiro   5  1  1   0    1   0    0   18   4.2   4   0   1   1    0   0   0   1   1   1.93   3.07   4.80  1.07  147   96    133   -1.14   0.0%   5.6%   5.6%    0.0%  30  L       Lotte Marines     PL
170        Sammons Bryan   3  1  1   0    0   0    0   55  12.2  10   3  10   8    0   1   0   5   5   3.55   6.48   4.44  1.42   80  204    123   -2.93   5.5%  18.2%  14.5%    3.6%  30  L       Lotte Marines     PL
171       Sawada Keisuke   5  0  0   0    0   0    0   24   5.1   6   3   3   2    0   0   0   6   6  10.13  10.17   4.38  1.50   28  319    121   -0.04  12.5%  12.5%   8.3%    4.2%  31  R       Lotte Marines     PL
172    Sawamura Hirokazu   6  0  0   0    0   0    0   27   6.0   4   0   4   5    0   0   1   2   2   3.00   4.02   5.17  1.50   94  126    143   -1.02   0.0%  14.8%  18.5%   -3.7%  37  R       Lotte Marines     PL
173         Suzuki Shota  17  0  2   5    5   0    0   75  16.1  21   1  19   4    0   2   1   9   9   4.96   2.42   2.80  1.53   57   76     77    2.54   1.3%  25.3%   5.3%   20.0%  26  L       Lotte Marines     PL
174         Takano Shuta   6  1  0   0    2   0    0   50  12.2  10   1  15   2    0   0   1   3   3   2.13   1.98   2.20  0.95  133   62     61    0.15   2.0%  30.0%   4.0%   26.0%  26  L       Lotte Marines     PL
175        Tanaka Haruya   7  3  3   0    0   0    0  171  43.0  31   2  45   9    0   1   2  11  10   2.09   2.06   2.69  0.93  136   65     75    0.03   1.2%  26.3%   5.3%   21.1%  21  R       Lotte Marines     PL
176      Taneichi Atsuki   8  2  3   0    0   0    0  208  47.1  52   4  30  17    0   2   3  23  18   3.42   3.89   4.17  1.46   83  122    116   -0.47   1.9%  14.4%   8.2%    6.2%  26  R       Lotte Marines     PL
177          Voth Austin   9  2  3   0    0   0    0  222  57.0  44   2  41  11    0   1   2  15  15   2.37   2.50   3.45  0.96  120   79     95   -0.13   0.9%  18.5%   5.0%   13.5%  33  R       Lotte Marines     PL
178           Yagi Akira  10  0  0   0    2   0    0   44   9.1  13   0   9   2    0   2   0   7   7   6.75   2.21   3.21  1.61   42   69     89    4.54   0.0%  20.5%   4.5%   15.9%  28  R       Lotte Marines     PL
179      Yokoyama Rikuto  10  1  1   0    4   0    0   51  12.2  11   0  10   2    0   0   0   4   3   2.13   1.75   3.23  1.03  133   55     89    0.38   0.0%  19.6%   3.9%   15.7%  23  R       Lotte Marines     PL
180        Arihara Kohei  10  3  5   0    0   0    0  281  67.0  69   6  36  15    0   2   2  31  29   3.90   3.70   4.05  1.25   72  117    112    0.20   2.1%  12.8%   5.3%    7.5%  32  R      SoftBank Hawks     PL
181          Fujii Kouya  19  2  1   0    4   0    0   75  18.2  15   1  21   5    0   1   0   3   2   0.96   2.26   2.67  1.07  292   72     74   -1.30   1.3%  28.0%   6.7%   21.3%  28  R      SoftBank Hawks     PL
182  Hernandez Darwinzon  15  0  2   0    4   0    0   59  13.2  16   0  12   4    0   1   0   8   8   5.27   2.19   3.44  1.46   53   70     95    3.08   0.0%  20.3%   6.8%   13.6%  28  L      SoftBank Hawks     PL
183      Higashihama Nao   3  1  2   0    0   0    0   60  14.1  12   1   8   2    0   0   0   8   6   3.77   3.06   3.80  0.98   74   97    105    0.71   1.7%  13.3%   3.3%   10.0%  35  R      SoftBank Hawks     PL
184        Iwai Shunsuke   7  0  0   0    1   0    0   36   8.1  10   1   3   1    0   1   0   3   3   3.24   4.41   4.24  1.32   87  140    117   -1.17   2.8%   8.3%   2.8%    5.6%  23  R      SoftBank Hawks     PL
185     Iwasaki Shunsuke   1  0  0   0    0   0    0    8   1.0   4   0   2   1    0   0   0   3   3  27.00   1.85   3.55  5.00   10   59     98   25.15   0.0%  25.0%  12.5%   12.5%  22  R      SoftBank Hawks     PL
186            Maeda Jun   8  2  1   0    0   0    0  179  43.1  33   3  27  12    0   4   0  10   9   1.87   3.61   3.96  1.04  150  115    110   -1.74   1.7%  15.1%   6.7%    8.4%  25  L      SoftBank Hawks     PL
187       Matsumoto Haru  14  1  1   0    1   0    0  105  25.0  20   0  24   9    2   3   2   4   4   1.44   2.37   3.37  1.16  195   75     93   -0.93   0.0%  22.9%   8.6%   14.3%  24  L      SoftBank Hawks     PL
188       Matsumoto Yuki  18  0  1   0   16   0    0   63  17.1   7   1  22   4    1   2   1   2   2   1.04   2.10   1.94  0.63  270   67     54   -1.06   1.6%  34.9%   6.3%   28.6%  29  R      SoftBank Hawks     PL
189        Moinelo Livan  10  5  0   0    0   0    0  259  69.1  44   4  76  16    0   2   0  11  10   1.30   2.19   2.48  0.87  216   69     69   -0.89   1.5%  29.3%   6.2%   23.2%  29  L      SoftBank Hawks     PL
190          Ogata Shuto  19  0  0   0    2   0    0   80  16.2  20   2  16   8    1   0   1  10   7   3.78   3.93   3.80  1.68   74  125    105   -0.15   2.5%  20.0%  10.0%   10.0%  26  R      SoftBank Hawks     PL
191           Ohe Ryusei   3  0  0   0    0   0    0    8   2.1   0   0   2   0    0   1   0   0   0   0.00   2.42   2.30  0.00  999   77     64   -2.42   0.0%  25.0%   0.0%   25.0%  26  L      SoftBank Hawks     PL
192           Ohno Kazuo   1  0  0   0    0   0    0    4   1.0   1   0   1   0    0   0   0   0   0   0.00   0.85   2.30  1.00  999   27     64   -0.85   0.0%  25.0%   0.0%   25.0%  20  L      SoftBank Hawks     PL
193        Ohtsu Ryosuke   3  0  1   0    0   0    0   60  13.0  18   2   4   4    0   0   0   7   6   4.15   5.16   4.80  1.69   68  164    133   -1.01   3.3%   6.7%   6.7%    0.0%  26  R      SoftBank Hawks     PL
194           Ohyama Ryo  17  1  1   1    0   0    0   95  19.2  25   1  12   9    2   1   0   9   8   3.66   3.82   4.48  1.73   77  121    124   -0.16   1.1%  12.6%   9.5%    3.2%  23  R      SoftBank Hawks     PL
195      Ohzeki Tomohisa  10  4  3   0    0   0    0  237  58.2  41   4  38  18    1   3   0  16  15   2.30   3.52   3.96  1.01  122  112    109   -1.22   1.7%  16.0%   7.6%    8.4%  27  L      SoftBank Hawks     PL
196        Osuna Roberto  22  3  1   8    5   0    0   91  22.0  20   2  12   5    1   3   0  10  10   4.09   4.03   4.03  1.14   69  128    112    0.06   2.2%  13.2%   5.5%    7.7%  30  R      SoftBank Hawks     PL
197      Sugiyama Kazuki  25  1  2   1    9   0    0  101  24.2  21   2  36   7    0   0   3   6   4   1.46   1.84   1.93  1.14  192   58     53   -0.38   2.0%  35.6%   6.9%   28.7%  27  R      SoftBank Hawks     PL
198         Tsumori Yuki   9  1  1   0    0   0    0   50   9.2  13   1   9   4    2   3   0   4   4   3.72   4.51   3.80  1.76   75  143    105   -0.79   2.0%  18.0%   8.0%   10.0%  27  R      SoftBank Hawks     PL
199      Uwasawa Naoyuki   9  4  3   0    0   1    0  227  58.0  45   7  37  13    0   0   0  24  21   3.26   3.82   3.74  1.00   86  121    104   -0.56   3.1%  16.3%   5.7%   10.6%  31  R      SoftBank Hawks     PL
200       Ehara Masahiro   9  0  1   0    0   0    0   45   9.0  10   0   5   8    0   0   0   2   1   1.00   4.41   5.47  2.00  257  152    151   -3.41   0.0%  11.1%  17.8%   -6.7%  24  R      Rakuten Eagles     PL
201       Fujihira Shoma  21  0  2   4    7   0    0   84  19.1  18   5  15  10    2   0   1  10   8   3.72   6.22   4.20  1.45   69  215    116   -2.50   6.0%  17.9%  11.9%    6.0%  26  R      Rakuten Eagles     PL
202         Fujii Masaru   7  2  2   0    0   0    0  171  39.2  40   3  27  16    0   2   0  12  11   2.50   3.84   4.16  1.41  103  133    115   -1.34   1.8%  15.8%   9.4%    6.4%  28  L      Rakuten Eagles     PL
203    Hayakawa Takahisa   8  1  5   0    0   0    0  204  51.1  39   7  47  13    0   1   3  15  14   2.45   3.61   3.13  1.01  105  125     87   -1.16   3.4%  23.0%   6.4%   16.7%  26  L      Rakuten Eagles     PL
204       Howard Spencer   4  2  0   0    0   0    0   98  24.1  22   0  18   4    0   0   0   4   4   1.48   1.87   3.37  1.07  174   65     93   -0.39   0.0%  18.4%   4.1%   14.3%  28  R      Rakuten Eagles     PL
205           Kajiya Ren  21  1  0   1    7   0    0   73  19.1  12   0  16   6    1   1   0   4   4   1.86   2.28   3.43  0.93  138   79     95   -0.42   0.0%  21.9%   8.2%   13.7%  33  R      Rakuten Eagles     PL
206     Karashima Wataru   2  0  2   0    0   0    0   32   6.0  15   1   1   1    0   0   0   7   7  10.50   5.19   4.80  2.67   25  179    133    5.31   3.1%   3.1%   3.1%    0.0%  34  L      Rakuten Eagles     PL
207       Kishi Takayuki   7  2  2   0    0   0    0  171  38.2  50   4  26   7    0   1   0  21  21   4.89   3.47   3.69  1.47   53  120    102    1.42   2.3%  15.2%   4.1%   11.1%  40  R      Rakuten Eagles     PL
208         Koja Tatsuki   6  2  2   0    0   1    1  145  33.2  31   3  20  13    0   1   0  16  16   4.28   4.07   4.32  1.31   60  141    119    0.21   2.1%  13.8%   9.0%    4.8%  23  L      Rakuten Eagles     PL
209          Konno Ryuta  22  1  1   0    3   0    0   86  20.0  13   3  14   9    1   2   1   7   7   3.15   5.05   4.22  1.10   82  175    117   -1.90   3.5%  16.3%  10.5%    5.8%  30  R      Rakuten Eagles     PL
210       Matsuda Takuma   1  0  0   0    0   0    0    3   1.0   0   0   0   1    0   0   0   0   0   0.00   5.85   8.13  1.00  999  202    225   -5.85   0.0%   0.0%  33.3%  -33.3%  23  R      Rakuten Eagles     PL
211      Matsui Tomotaka  10  1  3   0    1   0    0   99  21.0  23   2  18  17    2   0   1  14  14   6.00   4.81   4.70  1.90   43  166    130    1.19   2.0%  18.2%  17.2%    1.0%  25  R      Rakuten Eagles     PL
212     Miyamori Satoshi   2  0  0   0    0   0    0   22   3.0   8   0   2   5    0   1   0   7   7  21.00   7.52   6.16  4.33   12  260    171   13.48   0.0%   9.1%  22.7%  -13.6%  27  R      Rakuten Eagles     PL
213      Nakagomi Haruto   4  0  0   0    0   0    0   19   4.0   3   0   1   4    1   0   0   0   0   0.00   5.35   6.38  1.75  999  185    177   -5.35   0.0%   5.3%  21.1%  -15.8%  23  R      Rakuten Eagles     PL
214     Nishigaki Masaya  22  3  0   0    2   0    0   88  20.0  15   1  19  12    1   3   1   4   4   1.80   3.85   4.00  1.35  143  133    111   -2.05   1.1%  21.6%  13.6%    8.0%  26  R      Rakuten Eagles     PL
215     Nishiguchi Naoto  19  2  0   0   13   0    0   69  18.0   9   0  24   7    1   0   2   0   0   0.00   1.35   2.34  0.89  999   47     65   -1.35   0.0%  34.8%  10.1%   24.6%  28  R      Rakuten Eagles     PL
216    Norimoto Takahiro  21  3  2   6    4   0    0   89  20.2  20   1  13   8    0   0   0   6   6   2.61   3.39   4.24  1.35   99  117    117   -0.78   1.1%  14.6%   9.0%    5.6%  34  R      Rakuten Eagles     PL
217         Ohuchi Seiya   1  0  0   0    0   0    0   15   4.0   1   0   3   2    0   0   0   0   0   0.00   2.85   4.13  0.75  999   99    114   -2.85   0.0%  20.0%  13.3%    6.7%  19  R      Rakuten Eagles     PL
218          Shoji Kosei   3  1  0   0    0   0    0   64  15.2  13   1  13   5    0   1   0   4   4   2.30   3.17   3.55  1.15  112  110     98   -0.87   1.6%  20.3%   7.8%   12.5%  24  R      Rakuten Eagles     PL
219          Suzuki Sora  21  0  2   4   10   0    0   77  19.1  10   0  22   9    0   0   1   5   5   2.33   1.97   3.11  0.98  110   68     86    0.36   0.0%  28.6%  11.7%   16.9%  28  L      Rakuten Eagles     PL
220       Takinaka Ryota   7  2  4   0    0   0    0  160  37.0  35   2  23   9    0   2   0  15  14   3.41   3.20   3.92  1.19   75  111    109    0.21   1.2%  14.4%   5.6%    8.8%  30  R      Rakuten Eagles     PL
221     Tsurusaki Taisei   1  0  0   0    0   0    0    7   1.0   2   0   1   0    0   0   0   1   0   0.00   0.85   3.37  2.00  999   30     93   -0.85   0.0%  14.3%   0.0%   14.3%  27  R      Rakuten Eagles     PL
222           Turley Nik   2  0  0   0    0   0    0    7   1.1   2   0   1   1    0   0   0   1   1   6.75   3.60   4.80  2.25   38  125    133    3.15   0.0%  14.3%  14.3%    0.0%  35  L      Rakuten Eagles     PL
223          Uchi Seiryu  10  2  0   1    1   0    0  140  34.0  30   1  19  11    0   2   0   5   5   1.32   3.26   4.23  1.21  195  113    117   -1.94   0.7%  13.6%   7.9%    5.7%  23  R      Rakuten Eagles     PL
224       Watanabe Shota  11  0  0   0    3   0    0   42  11.0   6   0   8   3    0   0   1   0   0   0.00   2.22   3.61  0.82  999   77    100   -2.22   0.0%  19.0%   7.1%   11.9%  24  R      Rakuten Eagles     PL
225        Yajure Miguel   4  0  1   0    0   0    0   84  20.2  17   0   9   7    0   0   0   6   4   1.74   3.00   4.56  1.16  148  104    126   -1.26   0.0%  10.7%   8.3%    2.4%  27  R      Rakuten Eagles     PL
226      Hada Shinnosuke  12  1  1   0    1   0    0   50  10.1  14   0  10   6    0   1   1   6   6   5.23   2.95   4.00  1.94   52   96    111    2.28   0.0%  20.0%  12.0%    8.0%  21  L         Seibu Lions     PL
227         Imai Tatsuya  11  5  2   0    0   1    0  312  83.0  45   3  87  22    0   2   0  12  12   1.30   2.09   2.72  0.81  210   68     75   -0.79   1.0%  27.9%   7.1%   20.8%  27  R         Seibu Lions     PL
228        Kaino Hiroshi  17  2  1   0   11   0    0   65  15.2  11   1  17   7    0   1   1   2   2   1.15   3.04   3.26  1.15  237   99     90   -1.89   1.5%  26.2%  10.8%   15.4%  28  R         Seibu Lions     PL
229        Kuroda Masaya   3  0  0   0    0   0    0   17   3.0   5   0   4   3    0   0   0   3   3   9.00   3.19   4.21  2.67   30  104    117    5.81   0.0%  23.5%  17.6%    5.9%  21  R         Seibu Lions     PL
230          Kuroki Yuta   6  1  0   0    0   0    0   25   5.1   6   0   2   3    0   0   1   6   6  10.13   3.79   5.20  1.69   27  124    144    6.34   0.0%   8.0%  12.0%   -4.0%  30  R         Seibu Lions     PL
231   Mizukami Yoshinobu   5  0  0   0    0   0    0   25   5.2   7   0   3   2    0   1   0   0   0   0.00   3.38   4.40  1.59  999  111    122   -3.38   0.0%  12.0%   8.0%    4.0%  26  R         Seibu Lions     PL
232     Ramirez Emmanuel  15  0  0   0    1   0    0   60  15.0   9   1  15   7    1   0   1   2   2   1.20   3.12   3.47  1.07  227  102     96   -1.92   1.7%  25.0%  11.7%   13.3%  30  R         Seibu Lions     PL
233        Sasaki Takeru   1  0  0   0    0   0    0    3   1.0   0   0   0   1    0   0   0   0   0   0.00   5.85   8.13  1.00  999  191    225   -5.85   0.0%   0.0%  33.3%  -33.3%  29  L         Seibu Lions     PL
234        Sato Shunsuke  15  0  2   0    6   0    0   66  13.2  16   2   6  10    1   2   0  10  10   6.59   6.51   5.41  1.90   41  213    150    0.08   3.0%   9.1%  15.2%   -6.1%  25  L         Seibu Lions     PL
235         Sugai Shinya   7  4  3   0    0   0    0  151  36.0  26   3  30  20    0   0   0  11  11   2.75   3.94   4.14  1.28   99  129    115   -1.19   2.0%  19.9%  13.2%    6.6%  22  L         Seibu Lions     PL
236       Sumida Chihiro   9  6  2   0    0   2    1  258  69.0  50   2  60   9    0   0   0   8   8   1.04   1.88   2.82  0.86  262   61     78   -0.84   0.8%  23.3%   3.5%   19.8%  25  L         Seibu Lions     PL
237          Taira Kaima  21  1  1  13    3   0    0   89  20.1  17   0  22   9    1   2   2   6   4   1.77   2.31   3.34  1.28  154   76     92   -0.54   0.0%  24.7%  10.1%   14.6%  25  R         Seibu Lions     PL
238       Takahashi Kona   9  2  3   0    0   0    0  228  54.0  51   4  24  21    0   1   1  18  15   2.50   4.15   4.67  1.33  109  136    129   -1.65   1.8%  10.5%   9.2%    1.3%  28  R         Seibu Lions     PL
