                 Team  W  L SV CG SHO   BF    IP   H HR  SO  BB IBB HB WP   R  ER   ERA   FIP kwERA  WHIP ERA+ FIP- kwERA-   Diff   HR%     K%   BB%  K-BB% League
0       DeNA BayStars  2  3  0  0   0  188  45.0  37  5  42  17   4  2  1  19  18  3.60  3.90  3.47  1.20   80  112  113.3  -0.30  2.7%  22.3%  9.0%  13.3%     CL
1      Yomiuri Giants  0  2  0  0   0   81  18.2  19  4  12   6   1  3  1  13  13  6.27  6.00  4.06  1.34   44  182  132.5   0.27  4.9%  14.8%  7.4%   7.4%     CL
2      SoftBank Hawks  2  1  1  0   0  118  28.0  24  3  28   9   0  2  0   7   6  1.93  3.62  3.19  1.18  148  105  104.1  -1.70  2.5%  23.7%  7.6%  16.1%     PL
3  Nipponham Fighters  3  2  2  0   0  177  44.1  31  4  47  11   2  2  1   9   9  1.83  2.99  2.77  0.95  162   84   90.3  -1.16  2.3%  26.6%  6.2%  20.3%     PL
4      Hanshin Tigers  3  0  1  0   0  110  28.0  19  1  35   4   0  1  0   3   3  0.96  1.55  1.98  0.82  279   48   64.7  -0.59  0.9%  31.8%  3.6%  28.2%     CL
5      ORIX Buffaloes  0  2  0  0   0   69  16.0  20  1  15   3   0  1  1   7   7  3.94  2.74  3.06  1.44   70   82   99.9   1.20  1.4%  21.7%  4.3%  17.4%     PL
6      League Average  2  2  1  0   0  124  30.0  25  3  30   8   1  2  1  10   9  2.80  3.47  3.09  1.15  100  100  100.0  -0.38  2.4%  24.1%  6.7%  17.4%    NaN
