                 Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-    Diff    HR%      K%    BB%   K-BB% Age  T                Team League
38        Sugihara Mirai  1  0  0   0   0    0   6   0.2   2   0   0   1    0   1   0   1   1  13.50  12.46   6.47  4.50   19  376    173    1.04   0.0%    0.0%  16.7%  -16.7%  19  L      Hiroshima Carp     WL
39         Sugita Takeru  1  0  0   0   0    0  27   6.0   8   0   1   1    0   1   0   3   3   4.50   4.13   4.80  1.50   57  125    129    0.37   0.0%    3.7%   3.7%    0.0%  23  R      Hiroshima Carp     WL
40           Taka Taichi  1  0  0   0   0    0  23   6.0   3   0   5   1    0   0   0   0   0   0.00   2.29   3.06  0.67  999   69     82   -2.29   0.0%   21.7%   4.3%   17.4%  23  L      Hiroshima Carp     WL
41       Takahashi Kouya  1  0  0   0   0    0   7   2.0   1   0   4   0    0   0   0   0   0   0.00  -0.54  -0.91  0.50  999  -16    -24    0.54   0.0%   57.1%   0.0%   57.1%  26  L      Hiroshima Carp     WL
42         Takita Kazuki  2  1  0   0   0    0  25   7.0   3   0   9   2    0   0   0   0   0   0.00   1.75   2.00  0.71  999   53     54   -1.75   0.0%   36.0%   8.0%   28.0%  23  L      Hiroshima Carp     WL
43        Tamamura Shogo  2  0  2   0   0    0  50  10.0  15   1  10   1    0   1   2   9   5   4.50   3.36   3.00  1.60   57  101     80    1.14   2.0%   20.0%   2.0%   18.0%  24  L      Hiroshima Carp     WL
44           Tsuji Taiga  2  0  1   0   0    0  15   2.0   5   1   0   3    0   1   0   7   7  31.50  15.96   6.80  4.00    8  482    182   15.54   6.7%    0.0%  20.0%  -20.0%  20  L      Hiroshima Carp     WL
45          Bauer Trevor  1  0  0   0   0    0  18   5.0   3   0   7   0    0   0   0   1   1   1.80   0.66   0.91  0.60  143   20     24    1.14   0.0%   38.9%   0.0%   38.9%  34  R       DeNA BayStars     EL
46           Diaz Yofrec  2  0  0   0   0    0  12   2.0   5   0   2   1    0   0   1   3   3  13.50   2.96   3.97  3.00   19   88    106   10.54   0.0%   16.7%   8.3%    8.4%  26  L       DeNA BayStars     EL
47        Hamachi Masumi  2  0  0   0   0    0   8   2.0   2   0   1   0    0   0   0   1   1   4.50   2.46   3.55  1.00   57   73     95    2.04   0.0%   12.5%   0.0%   12.5%  27  R       DeNA BayStars     EL
48     Hashimoto Tatsuya  2  0  0   0   0    0   6   1.1   2   0   2   1    0   0   1   2   2  13.50   2.71   3.13  2.25   19   81     84   10.79   0.0%   33.3%  16.7%   16.6%  24  R       DeNA BayStars     EL
49        Horioka Hayato  1  0  1   0   0    0   6   1.0   2   1   1   1    0   0   0   1   1   9.00  17.46   4.80  3.00   29  521    129   -8.46  16.7%   16.7%  16.7%    0.0%  26  R       DeNA BayStars     EL
50           Irie Taisei  2  0  1   0   0    0  12   2.0   6   1   2   0    0   0   0   4   4  18.00   7.96   3.13  3.00   14  238     84   10.04   8.3%   16.7%   0.0%   16.7%  26  R       DeNA BayStars     EL
51          Iwata Masaki  1  0  0   0   0    0   1   0.1   0   0   1   0    0   0   0   0   0   0.00  -2.54  -5.20  0.00  999  -76   -139    2.54   0.0%  100.0%   0.0%  100.0%  27  L       DeNA BayStars     EL
52         Jackson Andre  1  0  1   0   0    0  20   5.0   3   0   2   3    0   0   0   2   2   3.60   4.46   5.30  1.20   71  133    142   -0.86   0.0%   10.0%  15.0%   -5.0%  29  R       DeNA BayStars     EL
53       Kasaya Shunsuke  1  0  0   0   0    0   2   0.1   0   0   0   0    0   1   0   0   0   0.00  12.46   4.80  0.00  999  372    129  -12.46   0.0%    0.0%   0.0%    0.0%  28  L       DeNA BayStars     EL
54           Konno Ryuto  1  0  0   0   0    0   2   0.2   0   0   0   0    0   0   0   0   0   0.00   3.46   4.80  0.00  999  103    129   -3.46   0.0%    0.0%   0.0%    0.0%  20  R       DeNA BayStars     EL
55          Kozono Kenta  1  0  0   0   0    0  18   6.0   0   0   6   0    0   0   0   0   0   0.00   1.46   1.47  0.00  999   44     39   -1.46   0.0%   33.3%   0.0%   33.3%  22  R       DeNA BayStars     EL
56        Kyoyama Masaya  2  0  0   0   0    0  12   1.1   4   0   1   3    0   1   0   3   3  20.25  10.96   6.47  5.25   13  327    173    9.29   0.0%    8.3%  25.0%  -16.7%  26  R       DeNA BayStars     EL
57      Marcelino Hansel  2  0  0   0   0    0   7   2.0   1   0   4   1    0   0   0   0   0   0.00   0.96   0.51  1.00  999   29     14   -0.96   0.0%   57.1%  14.3%   42.8%  23  R       DeNA BayStars     EL
58       Matsumoto Ryoto  2  0  0   0   0    0   8   2.0   1   0   2   0    0   1   0   0   0   0.00   2.96   2.30  0.50  999   88     62   -2.96   0.0%   25.0%   0.0%   25.0%  23  R       DeNA BayStars     EL
59   Matsumoto Ryunosuke  1  0  0   0   0    0  20   6.0   2   0   8   0    0   0   0   0   0   0.00   0.79   0.80  0.33  999   24     21   -0.79   0.0%   40.0%   0.0%   40.0%  22  L       DeNA BayStars     EL
60        Mishima Kazuki  4  0  0   1   0    0  24   6.0   4   1   5   2    0   0   0   2   2   3.00   4.96   3.55  1.00   86  148     95   -1.96   4.2%   20.8%   8.3%   12.5%  35  R       DeNA BayStars     EL
61          Miyagi Daita  1  0  0   0   0    0   3   1.0   0   0   0   0    0   0   0   0   0   0.00   3.46   4.80  0.00  999  103    129   -3.46   0.0%    0.0%   0.0%    0.0%  24  R       DeNA BayStars     EL
62            Mori Yuito  2  0  1   0   0    0  14   3.2   2   0   2   1    0   0   1   1   0   0.00   3.19   4.09  0.82  999   95    110   -3.19   0.0%   14.3%   7.1%    7.2%  33  R       DeNA BayStars     EL
63        Morihara Kohei  1  0  0   0   0    0   3   1.0   0   0   0   0    0   0   0   0   0   0.00   3.46   4.80  0.00  999  103    129   -3.46   0.0%    0.0%   0.0%    0.0%  33  R       DeNA BayStars     EL
64      Morishita Ryudai  1  0  0   0   0    0   9   2.0   0   0   2   3    0   0   0   0   0   0.00   5.96   5.91  1.50  999  178    158   -5.96   0.0%   22.2%  33.3%  -11.1%  20  L       DeNA BayStars     EL
65       Nakagawa Hayate  1  0  0   0   0    0   3   1.0   0   0   2   0    0   0   0   0   0   0.00  -0.54  -1.87  0.00  999  -16    -50    0.54   0.0%   66.7%   0.0%   66.7%  26  R       DeNA BayStars     EL
66          Nakagawa Koh  1  0  0   0   0    0   3   1.0   1   0   0   0    0   0   0   0   0   0.00   3.46   4.80  1.00  999  103    129   -3.46   0.0%    0.0%   0.0%    0.0%  25  R       DeNA BayStars     EL
67       Ohnuki Shinichi  1  0  1   0   0    0  14   3.0   5   0   1   0    0   0   0   2   1   3.00   2.79   4.09  1.67   86   83    110    0.21   0.0%    7.1%   0.0%    7.1%  31  R       DeNA BayStars     EL
68         Sakamoto Yuya  2  0  0   0   0    0   7   2.0   1   0   1   0    0   0   0   0   0   0.00   2.46   3.37  0.50  999   73     90   -2.46   0.0%   14.3%   0.0%   14.3%  27  L       DeNA BayStars     EL
69        Sasaki Chihaya  1  1  0   0   0    0   6   1.0   3   0   2   0    0   0   0   0   0   0.00  -0.54   1.47  3.00  999  -16     39    0.54   0.0%   33.3%   0.0%   33.3%  31  R       DeNA BayStars     EL
70          Shoji Haruto  2  0  0   0   0    0  34   9.0   6   0   4   3    0   0   0   2   1   1.00   3.57   4.51  1.00  257  107    121   -2.57   0.0%   11.8%   8.8%    3.0%  24  L       DeNA BayStars     EL
71         Taira Kentaro  1  0  0   0   0    0  20   5.0   3   0   5   1    0   0   0   2   0   0.00   2.06   2.80  0.80  999   62     75   -2.06   0.0%   25.0%   5.0%   20.0%  29  R       DeNA BayStars     EL
72           Takeda Riku  1  0  0   0   0    0   7   1.0   2   0   1   1    0   0   0   2   0   0.00   4.46   4.80  3.00  999  133    129   -4.46   0.0%   14.3%  14.3%    0.0%  20  L       DeNA BayStars     EL
73             Takeda Yu  1  0  0   0   0    0   8   1.1   3   0   2   1    0   0   0   1   1   6.75   2.71   3.55  3.00   38   81     95    4.04   0.0%   25.0%  12.5%   12.5%  25  R       DeNA BayStars     EL
74        Tokuyama Souma  3  0  1   0   0    0  15   2.0   3   0   2   6    0   0   0   3   3  13.50  10.46   7.47  4.50   19  312    200    3.04   0.0%   13.3%  40.0%  -26.7%  26  R       DeNA BayStars     EL
75       Wakamatsu Naoki  1  0  0   0   0    0   4   1.0   1   0   1   0    0   0   0   0   0   0.00   1.46   2.30  1.00  999   44     62   -1.46   0.0%   25.0%   0.0%   25.0%  25  R       DeNA BayStars     EL
76            Wick Rowan  1  0  0   0   0    0   5   1.0   2   0   1   0    0   0   0   1   0   0.00   1.46   2.80  2.00  999   44     75   -1.46   0.0%   20.0%   0.0%   20.0%  32  R       DeNA BayStars     EL
