Pitcher,G,W,L,SV,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Masui Hirotoshi,10,2,0,1,0,0,1.000,126,31,,26,0,9,0,0,27,0,0,8,5,1.45,ORIX Buffaloes,
Matsuyama Masayuki,21,1,0,1,0,0,1.000,92,20,,22,2,12,0,2,14,0,0,13,12,5.40,ORIX Buffaloes,
Miyagi Hiroya,13,6,2,0,0,0,.750,246,59,.2,51,2,23,0,1,49,3,0,22,18,2.72,ORIX Buffaloes,
Muranishi Ryota,8,2,1,0,0,0,.667,103,22,.1,24,3,17,0,1,21,1,0,14,9,3.63,ORIX Buffaloes,
Nakata Yuito,21,1,2,3,0,0,.333,99,22,,27,1,9,0,1,9,0,1,12,10,4.09,ORIX Buffaloes,
Saitoh Koki,13,0,0,0,0,0,.000,42,11,,10,0,1,0,0,12,1,0,0,0,0.00,ORIX Buffaloes,
Sakakibara Tsubasa,10,4,1,0,0,0,.800,223,51,.1,48,3,24,0,0,30,2,0,28,21,3.68,ORIX Buffaloes,
Satoh Kazuma,4,0,2,0,0,0,.000,43,6,.2,12,3,11,0,0,1,4,0,14,13,17.55,ORIX Buffaloes,
Sawada Keisuke,7,0,2,0,0,0,.000,30,7,,11,0,0,0,0,7,0,0,3,3,3.86,ORIX Buffaloes,
Suzuki Kohei,29,2,4,11,0,0,.333,165,37,.2,42,3,9,0,1,29,2,0,18,16,3.82,ORIX Buffaloes,
Suzuki Yu,12,1,1,2,0,0,.500,142,33,,30,1,16,0,1,36,0,0,13,10,2.73,ORIX Buffaloes,
Takeyasu Daichi,8,1,1,0,0,0,.500,112,27,.2,23,0,9,0,0,25,3,0,3,3,0.98,ORIX Buffaloes,
Tanioka Futa,1,0,0,0,0,0,.000,9,1,,3,0,3,0,0,1,0,0,3,3,27.00,ORIX Buffaloes,
Tohmei Daiki,25,1,0,0,0,0,1.000,110,25,.2,27,2,6,0,2,19,2,1,14,11,3.86,ORIX Buffaloes,
Tomiyama Ryoga,9,3,1,1,0,0,.750,166,40,,36,2,15,0,0,25,1,0,16,11,2.48,ORIX Buffaloes,
Urushihara Taisei,6,1,2,0,0,0,.333,130,34,,24,2,8,0,1,29,0,0,8,8,2.12,ORIX Buffaloes,
Yamada Nobuyoshi,1,1,0,0,0,0,1.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
Yamaoka Taisuke,3,1,0,0,0,0,1.000,57,11,.2,16,0,7,0,0,12,0,0,9,8,6.17,ORIX Buffaloes,
Yamasaki Sachiya,4,2,1,0,0,0,.667,73,20,.2,10,0,6,0,0,16,0,0,2,2,0.87,ORIX Buffaloes,
Yamazaki Soichiro,2,1,0,0,0,0,1.000,12,3,,2,0,1,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
Yoshida Kazumasa,5,0,0,0,0,0,.000,38,9,,8,1,2,0,0,8,0,0,2,2,2.00,ORIX Buffaloes,
Yoshida Ryo,7,1,0,0,0,0,1.000,19,5,,3,1,1,0,0,5,0,0,2,2,3.60,ORIX Buffaloes,
Acosta Jose,28,0,0,6,0,0,.000,109,25,,15,1,19,0,2,18,1,0,11,11,3.96,Lotte Marines,
Ariyoshi Yuki,11,4,4,0,0,0,.500,238,56,,69,7,7,0,6,29,0,0,24,23,3.70,Lotte Marines,
Azuma Yusuke,11,0,0,1,0,0,.000,41,9,.1,11,0,4,0,0,6,0,0,8,5,4.82,Lotte Marines,
Chen Kuan-Yu,6,0,0,0,0,0,.000,37,10,.2,3,0,4,0,0,6,0,0,0,0,0.00,Lotte Marines,
Doi Hideto,12,0,0,0,0,0,.000,51,10,.1,14,3,6,0,1,8,0,0,6,6,5.23,Lotte Marines,
Flores Jose,17,2,1,1,0,0,.667,121,31,.1,23,2,8,0,0,30,4,0,7,7,2.01,Lotte Marines,
Furuya Takuro,7,2,2,0,0,0,.500,140,36,.1,31,6,8,0,0,32,0,1,14,12,2.97,Lotte Marines,
Futaki Kota,4,1,1,0,0,0,.500,90,24,,14,3,5,0,2,23,1,0,7,7,2.63,Lotte Marines,
Hara Shu,17,0,2,0,0,0,.000,114,22,.2,27,2,17,0,1,22,0,0,26,20,7.94,Lotte Marines,
Herrmann Frank,2,0,0,0,0,0,.000,6,2,,0,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Ishizaki Tsuyoshi,13,2,0,0,0,0,1.000,109,26,.2,16,1,10,0,2,39,0,0,6,4,1.35,Lotte Marines,
Iwashita Daiki,1,0,0,0,0,0,.000,9,1,.2,4,0,0,0,0,3,0,0,1,1,5.40,Lotte Marines,
Kamata Mizuki,19,1,0,0,0,0,1.000,77,17,.1,11,0,12,0,0,12,2,0,6,6,3.12,Lotte Marines,
Karakawa Yuki,2,0,0,0,0,0,.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Matsunaga Takahiro,8,0,1,1,0,0,.000,31,6,,8,1,3,1,1,8,0,0,6,3,4.50,Lotte Marines,
Minami Masaki,9,0,0,1,0,0,.000,31,9,,2,0,2,0,0,12,0,0,0,0,0.00,Lotte Marines,
Mori Ryotaro,14,1,6,0,1,0,.143,260,61,,66,6,19,0,3,45,0,0,26,26,3.84,Lotte Marines,
Motomae Fumiya,11,2,0,0,0,0,1.000,160,38,.2,40,3,9,0,0,38,1,0,12,11,2.56,Lotte Marines,
Nagano Shoji,14,2,0,0,0,0,1.000,38,10,.2,2,0,5,1,0,13,1,0,0,0,0.00,Lotte Marines,
Nakamura Toshiya,1,1,0,0,0,0,1.000,19,5,,4,0,1,0,0,9,1,0,0,0,0.00,Lotte Marines,
Narita Kakeru,31,1,1,0,0,0,.500,98,21,,17,3,12,0,6,21,1,0,11,10,4.29,Lotte Marines,
Ohmine Yuta,12,4,5,0,0,0,.444,226,54,.2,51,5,18,0,3,32,2,0,23,21,3.46,Lotte Marines,
Ohtani Tomohisa,24,1,3,1,0,0,.250,101,22,.2,26,3,6,0,4,15,1,0,7,6,2.38,Lotte Marines,
Ono Fumiya,1,0,0,0,0,0,.000,5,1,,2,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Santos Eduard,19,0,0,0,0,0,.000,78,18,.2,13,1,17,0,0,15,1,0,7,7,3.38,Lotte Marines,
Sasaki Chihaya,8,0,1,0,0,0,.000,38,8,.2,9,0,4,0,1,8,1,0,5,4,4.15,Lotte Marines,
Tanaka Yasuhiro,4,0,0,0,0,0,.000,16,2,.1,8,0,0,0,0,1,0,0,5,4,15.43,Lotte Marines,
Tojo Taiki,2,1,0,0,0,0,1.000,7,2,,1,0,0,0,0,2,0,0,0,0,0.00,Lotte Marines,
Uchi Tatsuya,24,4,1,1,0,0,.800,98,22,.2,24,5,7,0,1,18,1,0,14,14,5.56,Lotte Marines,
Watanabe Keita,27,4,2,0,0,0,.667,111,24,.2,24,4,14,0,1,16,2,0,13,12,4.38,Lotte Marines,
Yamamoto Daiki,16,1,1,1,0,0,.500,66,16,,10,1,11,1,0,12,1,0,7,7,3.94,Lotte Marines,
Yokoyama Rikuto,11,0,0,0,0,0,.000,67,15,,21,1,6,0,3,9,1,0,10,10,6.00,Lotte Marines,
Bandoh Yugo,3,0,0,0,0,0,.000,21,6,,5,1,1,0,0,5,0,0,2,2,3.00,SoftBank Hawks,
Furuya Yuto,21,3,1,0,0,0,.750,164,39,,24,0,25,0,2,31,14,0,15,10,2.31,SoftBank Hawks,
Higashihama Nao,1,0,0,0,0,0,.000,16,3,,5,0,2,0,0,3,0,0,2,2,6.00,SoftBank Hawks,
Iwasaki Sho,17,0,1,2,0,0,.000,81,21,,13,1,3,0,0,18,0,0,7,5,2.14,SoftBank Hawks,
Kaino Hiroshi,1,0,0,0,0,0,.000,6,1,,2,0,1,0,0,1,0,0,2,2,18.00,SoftBank Hawks,
Kajiya Ren,19,1,1,2,0,0,.500,86,21,.1,12,0,10,0,2,23,2,0,4,4,1.69,SoftBank Hawks,
Kasaya Shunsuke,2,0,1,0,0,0,.000,36,8,,10,0,2,0,0,10,0,0,4,4,4.50,SoftBank Hawks,
Kawahara Hiroyuki,15,0,0,0,0,0,.000,50,12,.1,9,0,7,0,1,13,1,0,3,2,1.46,SoftBank Hawks,
Kozawa Reiji,6,2,1,0,0,0,.667,74,16,.1,18,0,8,0,2,10,3,2,10,10,5.51,SoftBank Hawks,
Matsuda Ryoma,36,3,0,3,0,0,1.000,160,40,,31,2,11,0,1,41,5,0,10,10,2.25,SoftBank Hawks,
Matsumoto Yuki,5,1,1,0,0,0,.500,77,17,,20,1,6,0,1,10,0,0,10,9,4.76,SoftBank Hawks,
Moore Matt,2,0,0,0,0,0,.000,29,7,,5,0,4,0,0,9,1,0,2,2,2.57,SoftBank Hawks,
Niho Akira,6,2,1,0,2,1,.667,109,28,,20,0,5,1,1,15,4,0,6,6,1.93,SoftBank Hawks,
Nozawa Yuto,15,0,0,0,0,0,.000,69,14,.1,20,1,7,0,0,17,4,0,10,9,5.65,SoftBank Hawks,
Ogata Shuto,13,0,0,1,0,0,.000,74,16,.1,16,1,10,0,0,16,2,1,5,5,2.76,SoftBank Hawks,
Ohtake Koutaro,16,6,3,0,1,0,.667,375,92,.1,76,8,20,0,2,73,2,0,32,26,2.53,SoftBank Hawks,
Ohzeki Tomohisa,5,0,0,0,0,0,.000,18,5,,3,0,1,0,0,4,1,2,0,0,0.00,SoftBank Hawks,
Okumura Masato,22,4,1,2,0,0,.800,105,25,,16,0,13,1,2,22,2,1,8,8,2.88,SoftBank Hawks,
Senga Koudai,2,0,1,0,0,0,.000,38,10,,5,0,2,0,1,10,0,0,3,3,2.70,SoftBank Hawks,
Shigeta Tomoaki,1,0,1,0,0,0,.000,20,3,,6,0,2,0,2,3,1,1,6,6,18.00,SoftBank Hawks,
Shiino Arata,23,2,0,4,0,0,1.000,116,31,.1,22,1,4,0,1,34,1,0,6,5,1.44,SoftBank Hawks,
Stewart Jr. Carter,15,3,7,0,0,0,.300,292,67,,65,5,33,0,4,48,6,0,39,31,4.16,SoftBank Hawks,
Sugiyama Kazuki,14,4,4,0,0,0,.500,251,60,,50,4,25,0,2,83,9,0,19,17,2.55,SoftBank Hawks,
Takahashi Jumpei,19,0,0,0,0,0,.000,77,18,,16,0,8,0,1,19,2,0,10,10,5.00,SoftBank Hawks,
Takeda Shota,8,4,1,1,0,0,.800,152,38,.2,27,2,12,0,0,30,1,0,12,12,2.79,SoftBank Hawks,
Tanaka Seigi,4,0,0,0,0,0,.000,12,4,,0,0,0,0,0,5,0,0,0,0,0.00,SoftBank Hawks,
Taura Fumimaru,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
Tsumori Yuki,14,2,1,2,0,0,.667,86,20,.1,18,0,7,0,1,26,1,2,7,6,2.66,SoftBank Hawks,
van den Hurk Rick,6,4,0,0,0,0,1.000,111,26,.2,21,2,9,0,0,28,0,0,9,8,2.70,SoftBank Hawks,
Watanabe Yuta,12,2,0,2,0,0,1.000,48,12,.2,2,0,5,0,2,20,0,0,0,0,0.00,SoftBank Hawks,
Anraku Tomohiro,8,0,0,0,0,0,.000,33,7,.1,6,0,6,0,0,8,1,0,2,2,2.45,Rakuten Eagles,
Aoyama Kouji,21,1,1,0,0,0,.500,90,19,.2,27,1,6,0,1,11,0,0,12,12,5.49,Rakuten Eagles,
Chargois Jon Thomas,10,0,0,0,0,0,.000,36,9,,3,0,7,0,0,6,0,0,1,1,1.00,Rakuten Eagles,
Fujihira Shoma,10,1,0,0,0,0,1.000,152,31,.1,41,3,21,0,2,31,2,0,21,18,5.17,Rakuten Eagles,
Fukui Yuya,7,0,2,0,0,0,.000,113,25,.2,31,1,10,0,0,8,0,0,21,18,6.31,Rakuten Eagles,
Fukumori Yoma,7,2,1,1,0,0,.667,29,5,.2,7,1,6,0,1,6,4,0,7,7,11.12,Rakuten Eagles,
Fukuyama Hiroyuki,12,0,0,1,0,0,.000,42,11,.1,10,0,2,1,1,4,0,0,1,1,0.79,Rakuten Eagles,
Hikiji Shuichiro,8,1,0,1,0,0,1.000,50,12,,15,0,3,0,0,5,0,0,3,2,1.50,Rakuten Eagles,
Ikeda Shun,21,4,0,0,0,0,1.000,78,20,.2,11,0,5,0,0,14,1,0,4,3,1.31,Rakuten Eagles,
Ikeda Takahide,21,1,1,0,0,0,.500,129,32,.2,22,2,8,0,3,26,1,0,8,6,1.65,Rakuten Eagles,
Ishibashi Ryota,5,1,2,0,0,0,.333,110,30,.1,21,2,3,0,0,25,0,0,6,6,1.78,Rakuten Eagles,
Kamata Yoshinao,30,0,2,12,0,0,.000,141,33,.1,25,0,16,0,1,40,1,0,11,7,1.89,Rakuten Eagles,
Karashima Wataru,6,3,3,0,0,0,.500,140,34,.1,29,2,10,0,2,26,2,0,11,9,2.36,Rakuten Eagles,
Kimura Toshiyasu,12,0,0,0,0,0,.000,73,17,.1,17,1,4,0,3,10,1,0,5,3,1.56,Rakuten Eagles,
Kishi Takayuki,5,0,0,0,0,0,.000,85,20,,17,2,9,0,0,21,2,0,8,7,3.15,Rakuten Eagles,
Kondoh Hiroki,21,3,1,0,0,0,.750,81,19,.1,16,1,10,1,1,14,2,0,6,6,2.79,Rakuten Eagles,
Kubo Yuya,16,2,1,0,0,0,.667,77,15,.1,24,3,8,0,0,10,3,0,14,13,7.63,Rakuten Eagles,
Kumabara Kento,1,0,0,0,0,0,.000,8,1,,1,0,4,0,0,1,0,0,3,3,27.00,Rakuten Eagles,
Matsui Yuki,3,2,1,0,0,0,.667,71,17,,13,5,9,0,0,32,0,0,12,12,6.35,Rakuten Eagles,
Morihara Kohei,8,0,0,0,0,0,.000,36,7,.2,12,0,2,0,0,7,0,0,7,7,8.22,Rakuten Eagles,
Nishiguchi Naoto,14,3,2,0,0,0,.600,162,38,.2,29,2,23,0,3,26,2,0,16,16,3.72,Rakuten Eagles,
Norimoto Takahiro,1,0,0,0,0,0,.000,19,5,,5,1,2,0,0,4,0,0,2,2,3.60,Rakuten Eagles,
Satoh Tomoki,3,0,1,0,0,0,.000,12,2,.1,2,0,2,0,0,2,0,0,3,0,0.00,Rakuten Eagles,
Satoh Yoshinori,15,1,0,0,0,0,1.000,94,21,.1,20,2,12,0,1,16,2,0,10,10,4.22,Rakuten Eagles,
Seimiya Kotaro,4,0,0,0,0,0,.000,37,8,.2,5,0,6,0,1,12,1,0,1,0,0.00,Rakuten Eagles,
Shiomi Takahiro,1,1,0,0,0,0,1.000,21,6,,2,0,1,0,0,3,0,0,0,0,0.00,Rakuten Eagles,
Sugahara Shu,13,1,0,1,0,0,1.000,56,11,.1,13,1,11,0,1,11,1,0,8,8,6.35,Rakuten Eagles,
Sung Chia-Hao,6,0,0,0,0,0,.000,22,6,,3,0,1,0,0,2,0,0,0,0,0.00,Rakuten Eagles,
Suzuki Sora,21,0,0,3,0,0,.000,93,22,.2,19,1,9,0,0,28,3,0,5,5,1.99,Rakuten Eagles,
Takanashi Yuhei,2,1,0,0,0,0,1.000,6,1,,0,0,3,0,0,2,0,0,1,1,9.00,Rakuten Eagles,
Takata Hosei,10,4,1,0,0,0,.800,233,49,.1,59,6,34,0,0,43,4,0,31,31,5.66,Rakuten Eagles,
Takinaka Ryota,9,2,1,0,0,0,.667,182,47,,26,1,18,0,3,40,0,1,10,9,1.72,Rakuten Eagles,
Teraoka Kanji,13,2,1,3,0,0,.667,48,12,,8,0,5,1,2,8,0,0,1,1,0.75,Rakuten Eagles,
Tsurusaki Taisei,6,2,1,1,0,0,.667,24,6,,6,0,1,0,0,5,0,0,2,0,0.00,Rakuten Eagles,
Wang Yan-Cheng,10,2,4,0,0,0,.333,172,38,,40,7,16,0,2,22,2,0,28,22,5.21,Rakuten Eagles,
Watanabe Yuki,22,2,2,0,0,0,.500,270,57,.1,66,5,42,0,2,44,6,1,31,29,4.55,Rakuten Eagles,
Aiuchi Makoto,13,0,0,2,0,0,.000,53,12,.2,15,1,3,0,0,6,1,0,4,3,2.13,Seibu Lions,
Awatsu Kaito,13,1,1,0,0,0,.500,77,15,.1,17,2,9,1,4,10,0,0,13,12,7.04,Seibu Lions,
Enokida Daiki,9,5,1,0,1,0,.833,190,49,,34,5,16,0,0,39,0,0,10,10,1.84,Seibu Lions,
Fujita Kouki,8,0,1,0,0,0,.000,36,6,.2,7,0,11,0,0,7,1,0,10,10,13.50,Seibu Lions,
Hamaya Syota,5,1,2,0,0,0,.333,129,30,.1,26,2,10,0,4,35,2,0,15,15,4.45,Seibu Lions,
Hirai Katsunori,3,0,0,0,0,0,.000,17,4,,3,0,1,0,1,7,1,0,2,2,4.50,Seibu Lions,
Honda Keisuke,10,1,3,0,0,0,.250,205,42,.2,61,7,19,0,1,28,3,0,33,25,5.27,Seibu Lions,
Idei Toshihiro,2,0,1,0,0,0,.000,23,6,,4,0,1,0,0,2,1,0,2,2,3.00,Seibu Lions,
Imai Tatsuya,4,1,2,0,0,0,.333,95,21,,21,6,10,0,2,23,0,0,12,9,3.86,Seibu Lions,
Inoue Hiroki,2,0,1,0,0,0,.000,14,3,,2,1,2,0,1,0,1,0,3,3,9.00,Seibu Lions,
Itoh Sho,8,2,2,1,0,0,.500,175,41,.1,38,1,20,0,0,24,1,2,16,14,3.05,Seibu Lions,
Kokuba Tsubasa,10,0,1,1,0,0,.000,62,13,,16,4,8,0,0,10,1,0,13,12,8.31,Seibu Lions,
Matsuoka Kouki,19,1,3,0,0,0,.250,118,22,,34,3,19,0,3,16,1,0,23,19,7.77,Seibu Lions,
Nakatsuka Shunta,16,0,2,0,0,0,.000,95,19,,18,1,19,0,2,21,4,1,11,11,5.21,Seibu Lions,
Noda Shogo,30,1,1,1,0,0,.500,125,27,,32,3,12,0,1,26,2,1,15,15,5.00,Seibu Lions,
Nolin Sean,3,1,0,0,0,0,1.000,48,14,,9,0,1,0,0,10,0,0,0,0,0.00,Seibu Lions,
Ogawa Ryuya,9,0,0,2,0,0,.000,34,9,,6,0,2,0,1,8,0,0,1,1,1.00,Seibu Lions,
Ohkubo Jiyu,6,0,1,0,0,0,.000,40,8,,8,0,10,0,0,5,2,0,10,8,9.00,Seibu Lions,
Saito Hiromasa,21,3,1,1,0,0,.750,176,43,.1,31,2,23,0,0,27,0,0,17,12,2.49,Seibu Lions,
Sano Yasuo,5,1,1,0,0,0,.500,45,10,,10,2,5,0,1,12,0,0,11,11,9.90,Seibu Lions,
Takahashi Tomomi,1,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,0,0,0,0,0,0.00,Seibu Lions,
Takekuma Shota,21,2,1,3,0,0,.667,111,24,.1,27,1,13,0,2,22,3,0,11,11,4.07,Seibu Lions,
Tamura Ichiro,1,0,0,0,0,0,.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,Seibu Lions,
Tawata Shinsaburo,5,1,2,0,0,0,.333,107,24,.2,36,5,4,0,1,13,0,0,13,10,3.65,Seibu Lions,
Togame Ken,8,3,3,0,1,0,.500,212,50,,53,2,12,0,3,32,0,0,22,18,3.24,Seibu Lions,
Tohno Aoi,11,0,1,0,0,0,.000,97,21,.2,14,1,19,0,5,14,3,0,10,9,3.74,Seibu Lions,
Uema Towa,9,0,2,0,0,0,.000,165,35,.1,40,4,24,1,2,21,1,0,23,20,5.09,Seibu Lions,
Utsumi Tetsuya,7,3,2,0,0,0,.600,145,33,.2,37,7,9,0,1,19,2,0,21,20,5.35,Seibu Lions,
Watanabe Yutaro,4,0,1,0,0,0,.000,100,22,.1,30,1,7,0,1,13,2,0,13,13,5.24,Seibu Lions,
Yoza Kaito,9,1,5,0,0,0,.167,212,50,,47,7,14,0,5,31,0,0,33,27,4.86,Seibu Lions,
Akiyoshi Ryo,5,0,0,0,0,0,.000,19,5,,3,0,1,0,0,6,0,0,0,0,0.00,Nipponham Fighters,
Fukuda Suguru,8,0,0,0,0,0,.000,36,9,.2,4,0,4,0,0,12,0,0,0,0,0.00,Nipponham Fighters,
Hasegawa Ryota,30,3,2,1,0,0,.600,144,34,.1,35,6,11,0,0,27,3,2,15,14,3.67,Nipponham Fighters,
Hori Mizuki,2,0,0,0,0,0,.000,11,2,,2,0,2,0,0,2,0,0,2,1,4.50,Nipponham Fighters,
Iguchi Kazutomo,9,1,0,2,0,0,1.000,35,9,.1,8,0,1,0,0,8,0,0,1,1,0.96,Nipponham Fighters,
Ishikawa Naoya,1,0,0,0,0,0,.000,4,0,.2,1,0,1,0,0,0,0,0,2,1,13.50,Nipponham Fighters,
Kakigi Ren,6,0,0,0,0,0,.000,22,7,,2,0,1,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
Katoh Takayuki,2,1,0,0,0,0,1.000,31,8,,7,2,1,0,0,11,0,0,3,3,3.38,Nipponham Fighters,
Kawano Ryusei,5,1,1,0,0,0,.500,108,24,.2,22,1,12,0,1,20,1,0,15,13,4.74,Nipponham Fighters,
Kitaura Ryuji,11,4,2,0,1,1,.667,253,62,,51,3,19,0,1,37,1,2,16,12,1.74,Nipponham Fighters,
Kumon Katsuhiko,3,0,0,0,0,0,.000,12,2,.2,3,0,0,0,0,5,1,0,0,0,0.00,Nipponham Fighters,
Martinez Nick,1,1,0,0,0,0,1.000,23,7,,2,0,0,0,0,9,0,0,0,0,0.00,Nipponham Fighters,
Miyadai Kohei,14,0,4,0,0,0,.000,184,39,.2,44,7,30,0,3,34,6,0,34,34,7.71,Nipponham Fighters,
Mochizuki Daiki,11,1,4,0,0,0,.200,200,46,,48,8,18,0,0,40,2,0,23,16,3.13,Nipponham Fighters,
Murata Toru,7,0,0,1,0,0,.000,27,7,.1,5,0,1,0,0,3,0,0,0,0,0.00,Nipponham Fighters,
Nabatame Tsubasa,26,0,2,1,0,0,.000,188,42,,42,2,24,0,3,29,7,0,21,18,3.86,Nipponham Fighters,
Nishimura Takahiro,16,2,0,0,0,0,1.000,77,18,.1,17,3,6,0,0,27,3,0,8,8,3.93,Nipponham Fighters,
Rodriguez Bryan,3,0,0,0,0,0,.000,15,2,.2,4,0,3,0,0,1,0,0,1,1,3.38,Nipponham Fighters,
Saitoh Yuki,19,1,3,0,0,0,.250,103,19,.1,29,4,17,1,2,11,0,0,20,20,9.31,Nipponham Fighters,
Sugiura Toshihiro,1,0,0,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,Nipponham Fighters,
Suzuki Kenya,27,2,1,1,0,0,.667,127,27,.2,30,1,8,0,6,30,0,0,14,12,3.90,Nipponham Fighters,
Suzuki Ryotaro,27,0,4,1,0,0,.000,171,38,.1,43,5,18,1,1,45,5,0,20,16,3.76,Nipponham Fighters,
Takayama Yuki,21,0,1,0,0,0,.000,99,18,,33,7,15,0,0,12,1,0,26,26,13.00,Nipponham Fighters,
Tateno Kazuaki,12,2,3,1,1,0,.400,229,52,,54,7,20,0,3,48,2,1,31,22,3.81,Nipponham Fighters,
Uehara Kenta,12,1,5,0,0,0,.167,181,41,,52,4,11,0,0,27,2,0,26,25,5.49,Nipponham Fighters,
Urano Hiroshi,20,0,0,0,0,0,.000,96,21,.2,24,5,7,0,0,21,0,0,11,10,4.15,Nipponham Fighters,
Uwasawa Naoyuki,1,1,0,0,0,0,1.000,17,5,,1,1,1,0,0,3,0,0,1,1,1.80,Nipponham Fighters,
Yoshida Kosei,12,3,3,0,0,0,.500,230,59,.2,45,4,11,0,1,60,1,0,18,17,2.56,Nipponham Fighters,
Yoshida Yuki,23,1,6,3,0,0,.143,157,33,.1,49,3,10,0,1,27,3,1,28,18,4.86,Nipponham Fighters,
Yoshikawa Mitsuo,19,3,0,0,0,0,1.000,114,25,.2,23,2,15,0,0,25,3,0,8,6,2.10,Nipponham Fighters,
