Batter,Team,Bats,PA,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Sunagawa Richard,SoftBank,R,275,54.54545455,0.0,52.47524752,72.72727273,36.84210526,49.05660377,68.75,19.04761905,26.73267327,50.94339623,38.61386139,62.37623762,50.0,40.0,10.0,30.0,10.0,50.0,0.0,0.0,50.0,50.0,0.0,30.0
Sunagawa Richard,Yomiuri,R,275,34.7826087,5.138339921,52.11009174,72.89156627,34.62837838,61.61971831,76.03305785,36.09756098,20.0,38.38028169,32.47706422,60.09174312,32.86713287,53.84615385,13.28671329,36.36363636,17.48251748,67.13286713,4.347826087,14.28571429,39.86013986,39.86013986,20.27972028,22.22222222
Voit Luke,Rakuten,R,274,21.53284672,9.124087591,54.89404642,81.29032258,31.55893536,67.09558824,81.21693122,34.93975904,18.06256307,32.90441176,26.84157417,56.20585267,34.42622951,51.91256831,13.66120219,38.79781421,13.1147541,65.57377049,4.744525547,13.68421053,49.18032787,33.33333333,17.4863388,21.73913043
Tamiya Yua,Nipponham,L,274,15.69343066,6.569343066,49.9092559,68.4303351,30.28037383,79.81818182,85.30927835,66.66666667,10.07259528,20.18181818,25.58983666,60.25408348,50.71770335,43.06220096,6.220095694,29.18660287,13.87559809,49.28229665,1.824817518,5.555555556,34.44976077,36.36363636,29.18660287,15.71428571
Ishii Yuta,Chunichi,R,270,23.33333333,4.814814815,48.4231943,63.67041199,30.28953229,78.36134454,88.23529412,53.67647059,10.47812818,21.63865546,28.48423194,62.56358087,47.02702703,43.78378378,9.189189189,34.59459459,9.189189189,52.97297297,1.111111111,3.703703704,36.21621622,41.62162162,22.16216216,15.95744681
Nagaoka Hideki,Yakult,L,261,8.045977011,2.681992337,48.61253854,67.7839851,24.94279176,90.69767442,93.13186813,82.56880734,4.522096608,9.302325581,21.78828366,60.12332991,51.30434783,39.13043478,9.565217391,31.73913043,7.391304348,48.69565217,0.0,0.0,29.56521739,46.52173913,23.91304348,9.090909091
Tsutsugoh Yoshitomo,DeNA,L,254,23.22834646,11.41732283,40.43977055,60.41666667,23.49823322,74.94089835,84.82758621,53.38345865,10.13384321,25.05910165,28.29827916,53.4416826,34.56790123,60.49382716,4.938271605,43.82716049,16.66666667,65.43209877,7.874015748,20.40816327,42.59259259,40.12345679,17.28395062,21.21212121
Nishino Masahiro,ORIX,L,252,6.746031746,5.952380952,42.17821782,56.39097744,26.35983264,90.61032864,97.66666667,73.80952381,3.96039604,9.389671362,26.53465347,58.61386139,48.62385321,43.57798165,7.798165138,36.23853211,7.339449541,51.37614679,2.777777778,7.368421053,27.06422018,50.91743119,22.01834862,15.06849315
Ikeda Raito,Lotte,R,249,18.07228916,4.417670683,53.92456677,73.48484848,31.12582781,81.09640832,88.40206186,60.9929078,10.19367992,18.90359168,23.75127421,62.3853211,44.68085106,44.68085106,10.63829787,29.25531915,15.42553191,55.31914894,2.008032129,5.952380952,40.95744681,33.5106383,25.53191489,19.14893617
Kai Takuya,Yomiuri,R,246,23.57723577,7.317073171,49.76076555,72.40075614,26.39691715,73.46153846,80.67885117,53.28467153,13.20574163,26.53846154,26.69856459,57.99043062,42.42424242,48.48484848,9.090909091,32.72727273,15.75757576,57.57575758,1.62601626,5.0,30.90909091,46.06060606,23.03030303,13.60946746
Wakabayashi Gakuto,Yomiuri,R,243,16.46090535,6.172839506,47.49744637,65.87771203,27.75423729,79.56989247,85.02994012,65.64885496,9.703779367,20.43010753,26.96629213,59.5505618,53.0726257,41.34078212,5.586592179,32.96089385,8.379888268,46.9273743,1.234567901,4.054054054,37.4301676,43.57541899,18.99441341,10.49723757
Cedeno Leandro,Seibu,R,243,20.57613169,6.172839506,52.8525296,75.11415525,32.99389002,74.33808554,87.53799392,47.5308642,13.56297094,25.66191446,25.08073197,58.66523143,36.36363636,57.95454545,5.681818182,43.75,14.20454545,63.63636364,2.880658436,6.862745098,40.90909091,39.77272727,19.31818182,17.04545455
Austin Tyler,DeNA,R,241,18.67219917,8.298755187,42.58706468,65.27777778,19.64285714,75.93457944,85.10638298,45.45454545,10.24875622,24.06542056,27.66169154,54.12935323,33.72093023,54.06976744,12.20930233,46.51162791,7.558139535,66.27906977,4.564315353,11.82795699,39.53488372,40.69767442,19.76744186,18.3908046
Santana Domingo,Yakult,R,240,27.08333333,10.41666667,48.62385321,74.74332649,22.87449393,67.29559748,75.82417582,39.82300885,15.90214067,32.70440252,28.44036697,55.24974516,44.13793103,44.13793103,11.72413793,36.55172414,7.586206897,55.86206897,1.25,4.6875,33.10344828,43.44827586,23.44827586,12.24489796
Ohta Hikaru,Rakuten,R,233,20.17167382,9.871244635,38.50509626,55.88235294,18.18181818,79.70588235,85.33834586,59.45945946,7.814269536,20.29411765,29.89807475,58.43714609,54.83870968,35.48387097,9.677419355,30.32258065,5.161290323,45.16129032,0.4291845494,1.818181818,24.51612903,42.58064516,32.90322581,5.128205128
Yamamura Takayoshi,Seibu,L,232,15.51724138,6.034482759,48.20574163,63.04347826,33.6492891,78.41191067,93.48659004,50.70422535,10.40669856,21.58808933,28.22966507,59.80861244,39.66480447,51.39664804,8.938547486,43.57541899,7.82122905,60.33519553,1.724137931,4.347826087,35.19553073,42.45810056,22.34636872,16.20111732
Kawase Hikaru,SoftBank,L,224,16.51785714,8.928571429,38.10526316,50.0990099,24.49438202,85.91160221,93.67588933,67.88990826,5.368421053,14.08839779,30.84210526,59.68421053,57.92682927,31.09756098,10.97560976,21.95121951,9.146341463,42.07317073,0.8928571429,3.921568627,33.53658537,41.46341463,25.0,10.84337349
Satoh Toshiya,Lotte,L,223,18.83408072,7.623318386,45.88100686,64.43418014,27.66439909,76.55860349,87.45519713,51.63934426,10.75514874,23.44139651,28.14645309,58.69565217,49.05660377,43.39622642,7.547169811,31.44654088,11.94968553,50.94339623,1.793721973,5.797101449,49.05660377,37.73584906,13.20754717,21.3836478
Murakami Munetaka,Yakult,L,223,28.69955157,13.0044843,47.55319149,73.91304348,24.55445545,63.08724832,73.374613,36.29032258,17.55319149,36.91275168,29.04255319,53.82978723,35.2,55.2,9.6,46.4,8.8,64.8,9.865470852,31.88405797,44.8,40.0,15.2,19.84126984
Nakamura Yuhei,Yakult,R,219,13.24200913,9.132420091,38.50641774,56.52173913,17.63224181,88.18181818,94.23076923,65.71428571,4.55075846,11.81818182,27.07117853,56.70945158,43.55828221,46.62576687,9.81595092,34.35582822,12.26993865,56.44171779,0.4566210046,1.315789474,41.71779141,38.65030675,19.63190184,18.78787879
Satoh Naoki,SoftBank,R,212,33.96226415,6.132075472,48.34355828,67.97235023,25.98425197,65.4822335,75.93220339,34.34343434,16.68711656,34.5177665,32.51533742,59.75460123,45.96774194,47.58064516,6.451612903,39.51612903,8.064516129,54.03225806,2.358490566,8.474576271,30.64516129,46.77419355,22.58064516,14.28571429
Kyoda Yota,DeNA,L,209,28.70813397,2.870813397,57.9020979,77.57731959,34.45121951,71.73913043,80.73089701,47.78761062,16.36363636,28.26086957,28.11188811,64.05594406,52.27272727,39.39393939,8.333333333,32.57575758,6.818181818,47.72727273,0.4784688995,1.923076923,38.63636364,39.39393939,21.96969697,11.67883212
Gonzalez Oscar,Rakuten,R,209,17.70334928,1.435406699,60.68493151,81.11111111,40.70080863,74.26636569,85.61643836,52.31788079,15.61643836,25.73363431,24.93150685,63.15068493,47.87878788,45.45454545,6.666666667,33.93939394,11.51515152,52.12121212,1.913875598,5.333333333,37.57575758,41.21212121,21.21212121,12.72727273
Maegawa Ukyo,Hanshin,L,209,14.35406699,2.870813397,47.81491003,64.13301663,28.49162011,81.4516129,91.11111111,55.88235294,8.868894602,18.5483871,28.14910026,60.79691517,49.06832298,44.72049689,6.211180124,27.32919255,17.39130435,50.93167702,0.4784688995,1.388888889,31.67701863,44.72049689,23.60248447,10.90909091
Ogawa Ryusei,Lotte,L,203,16.25615764,5.911330049,45.84929757,60.41666667,27.92022792,84.12256267,92.72030651,61.2244898,7.279693487,15.87743733,27.96934866,61.55810983,51.63398693,35.94771242,12.41830065,26.79738562,9.150326797,48.36601307,0.0,0.0,24.18300654,44.44444444,31.37254902,7.142857143
Kinami Seiya,Hanshin,L,202,23.76237624,4.95049505,48.18523154,63.89548694,30.52631579,78.96103896,88.84758364,56.03448276,10.13767209,21.03896104,28.2853567,62.45306633,62.96296296,28.88888889,8.148148148,24.44444444,4.444444444,37.03703704,0.0,0.0,33.33333333,44.44444444,22.22222222,9.352517986
Itoh Ryui,Yakult,R,202,27.72277228,4.95049505,50.60080107,64.5994832,35.63535912,72.55936675,84.8,48.8372093,13.88518024,27.44063325,31.24165554,63.68491322,56.58914729,36.43410853,6.976744186,31.00775194,5.426356589,43.41085271,1.485148515,6.382978723,25.58139535,51.1627907,23.25581395,9.558823529
Suzuki Daichi,Rakuten,L,198,14.64646465,6.060606061,42.05128205,60.0,23.15789474,81.09756098,93.75,46.59090909,7.948717949,18.90243902,28.07692308,57.05128205,41.66666667,48.61111111,9.722222222,34.02777778,14.58333333,58.33333333,1.01010101,2.857142857,47.91666667,38.19444444,13.88888889,20.0
Yamagata Shu,Nipponham,R,198,16.66666667,0.5050505051,56.04229607,70.32085561,37.5,83.82749326,91.25475285,65.74074074,9.063444109,16.17250674,24.9244713,66.3141994,57.2327044,36.47798742,6.289308176,23.27044025,13.20754717,42.7672956,1.515151515,5.172413793,31.44654088,50.94339623,17.61006289,13.125
Horiuchi Kengo,Rakuten,L,193,20.20725389,8.29015544,43.54628422,60.15037594,25.47425474,82.03592814,88.75,64.89361702,7.822685789,17.96407186,27.77053455,59.06127771,42.75362319,46.37681159,10.86956522,29.71014493,16.66666667,57.24637681,1.554404145,4.6875,31.15942029,44.20289855,24.63768116,13.04347826
Ogoh Yuya,Rakuten,L,192,28.125,7.8125,45.68062827,63.63636364,27.44063325,71.63323782,84.08163265,42.30769231,12.95811518,28.36676218,30.89005236,59.94764398,48.33333333,44.16666667,7.5,30.83333333,13.33333333,51.66666667,1.041666667,3.773584906,37.5,41.66666667,20.83333333,9.166666667
Calixte Orlando,Chunichi,R,192,19.27083333,6.25,48.40116279,67.40947075,27.65957447,73.87387387,83.05785124,49.45054945,12.64534884,26.12612613,28.9244186,59.15697674,52.14285714,42.85714286,5.0,35.0,7.857142857,47.85714286,0.5208333333,1.666666667,37.85714286,41.42857143,20.71428571,7.692307692
Itayama Yutaro,Chunichi,L,192,26.04166667,4.6875,49.74424552,70.41884817,30.0,68.38046272,78.43866171,45.83333333,15.72890026,31.61953728,29.79539642,59.4629156,45.3125,47.65625,7.03125,36.71875,10.9375,54.6875,1.041666667,3.278688525,38.28125,46.09375,15.625,14.39393939
Mori Tomoya,ORIX,L,190,15.78947368,13.15789474,45.68062827,74.26273458,18.41432225,73.92550143,81.94945848,43.05555556,11.91099476,26.07449857,24.60732984,53.92670157,38.46153846,55.38461538,6.153846154,44.61538462,10.76923077,61.53846154,0.5263157895,1.388888889,43.84615385,34.61538462,21.53846154,18.32061069
Matsuo Shion,DeNA,R,190,8.947368421,4.210526316,53.18518519,69.20903955,35.51401869,85.51532033,90.6122449,74.56140351,7.703703704,14.48467967,23.55555556,62.96296296,48.71794872,42.30769231,8.974358974,32.05128205,10.25641026,51.28205128,2.105263158,6.060606061,32.05128205,49.35897436,18.58974359,12.96296296
Muramatsu Kaito,Chunichi,L,186,20.96774194,6.989247312,48.33836858,63.88888889,33.43195266,74.375,89.85507246,46.01769912,12.38670695,25.625,28.24773414,61.63141994,55.03875969,37.20930233,7.751937984,30.23255814,6.976744186,44.96124031,1.075268817,4.166666667,40.31007752,37.98449612,21.70542636,9.923664122
Ueda Kyuto,Lotte,L,186,19.35483871,8.064516129,49.69512195,69.64285714,28.75,80.06134969,92.30769231,48.91304348,9.908536585,19.93865031,25.15243902,59.60365854,43.18181818,46.96969697,9.848484848,39.39393939,7.575757576,56.81818182,2.150537634,6.451612903,43.18181818,40.15151515,16.66666667,16.54135338
Sasaki Tai,Hiroshima,R,185,12.43243243,1.081081081,60.73825503,78.30188679,40.64748201,82.59668508,87.5502008,71.68141593,10.5704698,17.40331492,22.14765101,63.59060403,41.02564103,49.35897436,9.615384615,35.8974359,13.46153846,58.97435897,0.0,0.0,35.8974359,44.23076923,19.87179487,19.62025316
Imamiya Kenta,SoftBank,R,184,12.5,6.52173913,41.10671937,60.62052506,17.05882353,86.85897436,90.15748031,72.4137931,5.401844532,13.14102564,26.08695652,57.04874835,52.14285714,37.14285714,10.71428571,30.0,7.142857143,47.85714286,1.086956522,3.846153846,33.57142857,36.42857143,30.0,11.03448276
Matsumoto Go,Nipponham,R,184,13.04347826,9.239130435,44.42771084,64.95726496,21.4057508,89.49152542,94.29824561,73.13432836,4.668674699,10.50847458,22.43975904,58.28313253,46.76258993,39.56834532,13.66906475,30.21582734,9.352517986,53.23741007,0.0,0.0,33.81294964,41.00719424,25.17985612,15.94202899
Yazawa Kota,Nipponham,L,182,25.27472527,5.494505495,49.86072423,67.22689076,32.68698061,71.7877095,82.5,50.0,14.06685237,28.2122905,30.22284123,60.44568245,51.23966942,42.14876033,6.611570248,32.23140496,9.917355372,48.76033058,0.5494505495,1.960784314,37.19008264,47.9338843,14.87603306,11.47540984
Oka Hiromi,Lotte,R,180,20.0,8.333333333,45.33333333,66.00566572,22.67080745,72.54901961,84.97854077,32.87671233,12.44444444,27.45098039,30.07407407,56.44444444,45.90163934,47.54098361,6.557377049,37.70491803,9.836065574,54.09836066,1.111111111,3.448275862,29.50819672,46.72131148,23.7704918,8.943089431
Kadowaki Makoto,Yomiuri,L,177,18.07909605,5.649717514,47.92560801,65.01305483,27.21518987,82.68656716,87.95180723,67.44186047,8.297567954,17.31343284,26.32331903,61.80257511,58.77862595,32.82442748,8.396946565,25.19083969,7.633587786,41.22137405,0.0,0.0,23.66412214,48.85496183,27.48091603,6.015037594
Fushimi Torai,Nipponham,R,175,19.42857143,5.714285714,50.15060241,68.94586895,29.07348243,77.47747748,88.42975207,48.35164835,11.29518072,22.52252252,27.10843373,60.69277108,54.6875,40.625,4.6875,27.34375,13.28125,45.3125,1.142857143,3.846153846,37.5,46.09375,16.40625,13.17829457
Mimori Masaki,DeNA,L,175,18.28571429,6.857142857,52.81385281,69.8005698,35.27696793,77.32240437,85.30612245,61.15702479,11.97691198,22.67759563,26.98412698,62.91486291,48.8,40.0,11.2,24.0,16.0,51.2,0.0,0.0,31.2,46.4,22.4,11.62790698
Sakamoto Hayato,Yomiuri,R,173,23.12138728,7.514450867,46.68721109,68.26923077,26.62721893,73.26732673,86.85446009,41.11111111,12.4807396,26.73267327,27.42681048,57.31895223,37.71929825,56.14035088,6.140350877,47.36842105,8.771929825,62.28070175,1.734104046,4.6875,36.84210526,51.75438596,11.40350877,18.6440678
Ohmori Minoru,Hiroshima,L,172,24.41860465,4.651162791,54.02124431,67.26726727,40.49079755,70.50561798,78.57142857,56.81818182,15.93323217,29.49438202,32.16995448,63.73292868,50.42016807,40.33613445,9.243697479,26.05042017,14.28571429,49.57983193,1.744186047,6.25,39.49579832,41.17647059,19.32773109,15.57377049
Mogi Eigoro,Yakult,L,172,27.90697674,10.46511628,45.55214724,67.49226006,23.93939394,72.72727273,81.19266055,49.36708861,12.42331288,27.27272727,28.2208589,56.13496933,50.0,44.11764706,5.882352941,32.35294118,11.76470588,50.0,2.906976744,11.11111111,36.2745098,43.1372549,20.58823529,17.47572816
Kumagai Takahiro,Hanshin,R,171,18.71345029,2.923976608,41.96018377,56.40326975,23.42657343,83.94160584,91.30434783,61.19402985,6.7381317,16.05839416,30.32159265,60.94946401,51.5625,42.96875,5.46875,26.5625,16.40625,48.4375,0.5847953216,1.818181818,35.9375,43.75,20.3125,16.03053435
Hernandez Elier,Yomiuri,R,171,19.88304094,9.941520468,48.64864865,68.05111821,31.44475921,70.37037037,84.50704225,43.24324324,14.41441441,29.62962963,29.42942943,58.85885886,42.24137931,50.86206897,6.896551724,37.93103448,12.93103448,57.75862069,1.169590643,3.389830508,31.03448276,44.82758621,24.13793103,15.25423729
Kajiwara Kouki,DeNA,L,170,30.0,2.352941176,61.76470588,77.88461538,45.0,68.25396825,78.60082305,49.62962963,19.60784314,31.74603175,30.88235294,66.50326797,48.64864865,39.63963964,11.71171171,30.63063063,9.009009009,51.35135135,1.176470588,4.545454545,27.02702703,51.35135135,21.62162162,9.734513274
Downs Jeter,SoftBank,R,168,21.42857143,11.30952381,43.48484848,62.81690141,20.98360656,79.79094077,87.89237668,51.5625,8.787878788,20.20905923,28.18181818,58.03030303,22.22222222,70.37037037,7.407407407,50.0,20.37037037,77.77777778,2.380952381,5.263157895,36.11111111,51.85185185,12.03703704,24.10714286
Noma Takayoshi,Hiroshima,L,166,18.07228916,5.421686747,43.73259053,57.21784777,28.48664688,85.35031847,93.11926606,67.70833333,6.406685237,14.64968153,29.1086351,61.14206128,60.33057851,34.7107438,4.958677686,26.44628099,8.26446281,39.66942149,0.0,0.0,29.75206612,45.45454545,24.79338843,4.8
Watanabe Yoshiaki,Rakuten,L,166,10.24096386,7.228915663,47.88273616,66.56050955,28.23920266,81.63265306,91.38755981,57.64705882,8.794788274,18.36734694,24.91856678,58.30618893,48.14814815,40.0,11.85185185,31.11111111,8.888888889,51.85185185,0.0,0.0,34.07407407,34.07407407,31.85185185,10.2189781
Hiranuma Shota,Seibu,L,164,19.51219512,1.829268293,47.38510301,60.23738872,32.65306122,80.60200669,87.19211823,66.66666667,9.191759113,19.39799331,30.11093502,62.59904913,42.27642276,49.59349593,8.130081301,33.33333333,16.2601626,57.72357724,0.0,0.0,43.08943089,47.15447154,9.756097561,18.25396825
Sasaki Shunsuke,Yomiuri,L,162,20.98765432,6.172839506,47.62711864,61.98083067,31.40794224,76.51245552,85.05154639,57.47126437,11.18644068,23.48754448,30.50847458,62.37288136,63.15789474,28.07017544,8.771929825,22.80701754,5.263157895,36.84210526,0.0,0.0,36.84210526,39.47368421,23.68421053,11.11111111
Minei Hiroki,SoftBank,R,161,19.25465839,2.48447205,56.10200364,71.78571429,39.77695167,70.77922078,83.08457711,47.6635514,16.39344262,29.22077922,29.32604736,64.48087432,45.08196721,47.54098361,7.37704918,36.8852459,10.6557377,54.91803279,2.48447205,6.896551724,34.42622951,40.16393443,25.40983607,17.21311475
Takatera Nozomu,Hanshin,L,160,23.125,10.625,43.72230428,60.99071207,27.96610169,71.95945946,81.72588832,52.52525253,12.25997046,28.04054054,29.98522895,57.90251108,59.5959596,32.32323232,8.080808081,21.21212121,11.11111111,40.4040404,1.25,6.25,41.41414141,42.42424242,16.16161616,10.57692308
Akiyama Shogo,Hiroshima,L,157,17.19745223,5.732484076,43.1402439,58.33333333,25.97402597,84.80565371,89.65517241,72.5,6.554878049,15.19434629,28.50609756,59.14634146,58.11965812,30.76923077,11.11111111,28.20512821,2.564102564,41.88034188,0.6369426752,2.777777778,27.35042735,44.44444444,28.20512821,4.201680672
Bright Kenta,Chunichi,R,157,25.47770701,8.280254777,45.45454545,63.81766382,26.60818713,72.06349206,79.01785714,54.94505495,12.6984127,27.93650794,30.73593074,58.44155844,45.45454545,46.46464646,8.080808081,37.37373737,9.090909091,54.54545455,1.910828025,6.52173913,20.2020202,51.51515152,28.28282828,3.96039604
Ishikami Taiki,DeNA,L,156,26.92307692,7.692307692,47.68,63.94984326,30.71895425,72.14765101,79.41176471,56.38297872,13.28,27.85234899,31.36,60.48,48.48484848,44.44444444,7.070707071,31.31313131,13.13131313,51.51515152,1.282051282,4.545454545,38.38383838,44.44444444,17.17171717,13.86138614
Mugitani Yusuke,ORIX,L,153,24.83660131,10.45751634,51.64473684,74.02597403,28.66666667,70.70063694,80.26315789,45.34883721,15.13157895,29.29936306,28.125,59.70394737,58.33333333,34.375,7.291666667,28.125,6.25,41.66666667,0.6535947712,3.03030303,33.33333333,51.04166667,15.625,7.216494845
Polanco Gregory,Lotte,L,153,22.22222222,8.496732026,50.40518639,73.89830508,28.88198758,71.70418006,86.23853211,37.6344086,14.26256078,28.29581994,26.74230146,58.34683955,25.24271845,66.99029126,7.766990291,40.77669903,26.21359223,74.75728155,3.267973856,7.246376812,39.80582524,42.7184466,17.47572816,24.76190476
Kitamura Keigo,Yakult,R,141,14.18439716,10.63829787,46.32107023,65.57377049,26.27986348,84.4765343,91.0,67.53246753,7.190635452,15.5234657,24.41471572,58.36120401,38.61386139,54.45544554,6.930693069,42.57425743,11.88118812,61.38613861,3.546099291,9.090909091,42.57425743,34.65346535,22.77227723,22.54901961
Okoye Louis,Yomiuri,R,140,20.71428571,4.285714286,56.44859813,72.43816254,38.33992095,77.15231788,85.36585366,59.79381443,12.89719626,22.84768212,26.54205607,65.42056075,55.44554455,33.66336634,10.89108911,23.76237624,9.900990099,44.55445545,0.0,0.0,34.65346535,42.57425743,22.77227723,13.59223301
Diaz Jordan,ORIX,R,138,22.46376812,7.971014493,55.70599613,77.47035573,34.84848485,72.22222222,87.24489796,40.2173913,15.47388781,27.77777778,26.49903288,60.73500967,52.12765957,39.36170213,8.510638298,32.9787234,6.382978723,47.87234043,1.449275362,5.405405405,35.10638298,46.80851064,18.08510638,11.45833333
Kita Ryoto,ORIX,L,135,28.14814815,5.185185185,56.59229209,71.49321267,44.48529412,68.8172043,81.01265823,52.89256198,17.64705882,31.1827957,29.81744422,63.0831643,47.19101124,41.57303371,11.23595506,31.46067416,10.11235955,52.80898876,1.481481481,5.405405405,33.70786517,43.82022472,22.47191011,10.11235955
Nishikawa Haruki,Yakult,L,134,23.88059701,11.94029851,36.02058319,53.74592834,16.30434783,82.85714286,88.48484848,62.22222222,6.174957118,17.14285714,30.18867925,56.94682676,51.76470588,42.35294118,5.882352941,24.70588235,17.64705882,48.23529412,0.0,0.0,41.17647059,36.47058824,22.35294118,10.58823529
Masuda Shu,Yakult,R,133,14.28571429,7.518796992,41.84397163,62.62626263,18.72659176,83.47457627,89.78494624,60.0,6.914893617,16.52542373,26.24113475,56.38297872,50.51546392,40.20618557,9.278350515,27.83505155,12.37113402,49.48453608,0.7518796992,2.564102564,26.80412371,46.39175258,26.80412371,11.11111111
Kitamura Takumi,Yakult,R,133,21.80451128,4.511278195,45.19774011,63.92857143,24.30278884,81.66666667,87.15083799,65.57377049,8.286252354,18.33333333,26.17702448,59.88700565,48.35164835,46.15384615,5.494505495,36.26373626,9.89010989,51.64835165,2.255639098,7.142857143,38.46153846,38.46153846,23.07692308,13.97849462
Umeno Ryutaro,Hanshin,R,132,21.96969697,2.272727273,50.40650407,62.96296296,34.82142857,76.61290323,87.05882353,53.84615385,11.78861789,23.38709677,31.09756098,65.44715447,53.26086957,40.2173913,6.52173913,32.60869565,7.608695652,46.73913043,0.0,0.0,36.95652174,36.95652174,26.08695652,12.63157895
Davis Jonathan,Seibu,R,132,18.18181818,12.87878788,51.87265918,76.74418605,28.62318841,69.31407942,76.76767677,50.63291139,15.917603,30.68592058,26.96629213,58.42696629,59.77011494,35.63218391,4.597701149,33.33333333,2.298850575,40.22988506,2.272727273,9.677419355,22.98850575,58.62068966,18.3908046,3.370786517
Ohta Kengo,Yakult,L,131,20.61068702,4.580152672,46.812749,65.49295775,22.47706422,78.72340426,84.40860215,57.14285714,9.960159363,21.27659574,29.08366534,61.15537849,41.75824176,45.05494505,13.18681319,34.06593407,10.98901099,58.24175824,0.0,0.0,34.06593407,53.84615385,12.08791209,10.75268817
Futamata Shoichi,Hiroshima,R,131,23.66412214,5.34351145,50.08944544,70.84745763,26.79245283,75.35714286,83.25358852,52.11267606,12.34347048,24.64285714,27.37030411,61.71735242,52.3255814,43.02325581,4.651162791,30.23255814,12.79069767,47.6744186,2.290076336,8.108108108,36.04651163,48.8372093,15.11627907,14.60674157
Mutoh Atsuki,Rakuten,L,130,23.84615385,10.76923077,48.7704918,72.50996016,23.62869198,74.78991597,81.86813187,51.78571429,12.29508197,25.21008403,25.40983607,58.60655738,42.68292683,47.56097561,9.756097561,39.02439024,8.536585366,57.31707317,0.0,0.0,39.02439024,42.68292683,18.29268293,18.07228916
Abe Toshiki,Rakuten,R,129,24.03100775,17.05426357,42.36111111,65.625,19.09722222,69.26229508,71.42857143,61.81818182,13.02083333,30.73770492,29.86111111,55.55555556,38.15789474,53.94736842,7.894736842,38.15789474,15.78947368,61.84210526,2.325581395,7.317073171,35.52631579,44.73684211,19.73684211,19.73684211
Itoh Yukiya,Rakuten,R,129,24.80620155,6.201550388,50.30927835,64.01515152,33.93665158,79.91803279,93.49112426,49.33333333,10.10309278,20.08196721,29.69072165,64.32989691,41.66666667,52.38095238,5.952380952,40.47619048,11.9047619,58.33333333,0.7751937984,2.272727273,32.14285714,40.47619048,27.38095238,17.64705882
Namiki Hidetaka,Yakult,R,128,11.71875,4.6875,43.32603939,61.11111111,21.46341463,83.83838384,91.55844156,56.81818182,7.002188184,16.16161616,27.13347921,58.20568928,49.03846154,39.42307692,11.53846154,26.92307692,12.5,50.96153846,2.34375,7.317073171,39.42307692,36.53846154,24.03846154,21.15384615
Kinoshita Takuya,Chunichi,R,122,16.39344262,4.918032787,47.27272727,57.46268657,34.93449782,84.61538462,90.25974026,73.75,7.272727273,15.38461538,29.8989899,64.64646465,41.93548387,54.83870968,3.225806452,33.33333333,21.50537634,58.06451613,1.639344262,3.921568627,32.25806452,40.86021505,26.88172043,9.574468085
Chavis Michael,Chunichi,R,119,26.8907563,7.56302521,53.96825397,78.28282828,34.01639344,67.22689076,79.35483871,44.57831325,17.68707483,32.77310924,27.21088435,59.41043084,39.18918919,52.7027027,8.108108108,35.13513514,17.56756757,60.81081081,4.201680672,12.82051282,33.78378378,43.24324324,22.97297297,20.27027027
Takeoka Ryusei,Yakult,L,119,19.32773109,5.882352941,47.16553288,65.17857143,28.57142857,74.51923077,84.24657534,51.61290323,12.01814059,25.48076923,28.3446712,60.99773243,55.17241379,36.7816092,8.045977011,27.5862069,9.195402299,44.82758621,0.8403361345,3.125,42.52873563,39.08045977,18.3908046,11.23595506
Hatsuki Ryutaro,Hiroshima,L,118,24.57627119,10.16949153,41.36125654,56.96202532,22.17898833,81.85654008,87.22222222,64.9122807,7.504363002,18.14345992,31.2390925,59.33682373,57.33333333,28.0,14.66666667,24.0,4.0,42.66666667,0.0,0.0,26.66666667,40.0,33.33333333,5.194805195
Ishihara Tomoki,Hiroshima,R,116,25.0,3.448275862,46.73913043,63.6,26.66666667,73.02325581,84.90566038,39.28571429,12.60869565,26.97674419,31.08695652,61.73913043,53.84615385,37.17948718,8.974358974,24.35897436,12.82051282,46.15384615,0.0,0.0,39.74358974,46.15384615,14.1025641,17.5
Yoshida Kengo,Nipponham,R,114,17.54385965,4.385964912,56.01851852,74.42922374,37.08920188,76.85950413,88.34355828,53.16455696,12.96296296,23.14049587,25.92592593,63.42592593,48.23529412,44.70588235,7.058823529,35.29411765,9.411764706,51.76470588,3.50877193,10.52631579,41.17647059,43.52941176,15.29411765,18.60465116
Yamaguchi Koki,Lotte,R,112,33.03571429,4.464285714,51.09489051,66.99507389,35.57692308,61.42857143,75.73529412,35.13513514,19.7080292,38.57142857,35.76642336,60.82725061,35.71428571,57.14285714,7.142857143,37.14285714,20.0,64.28571429,6.25,17.5,44.28571429,35.71428571,20.0,24.28571429
Miyazaki Ryusei,Lotte,L,110,28.18181818,2.727272727,59.3175853,79.52380952,34.50292398,70.79646018,76.04790419,55.93220339,17.32283465,29.20353982,27.55905512,65.87926509,52.77777778,40.27777778,6.944444444,27.77777778,12.5,47.22222222,0.0,0.0,29.16666667,54.16666667,16.66666667,9.722222222
