Batter,Team,Bats,PA,K%,BB%,Swing%,Z-Swing%,Chase%,Contact%,Z-Con%,O-Con%,SwStr%,Whiff%,CSW%,PLUS%,GB%,FB%,LD%,OFFB%,IFFB%,AIR%,HR%,HR/FB,Pull%,Cent%,Oppo%,Pull AIR%
Matsumoto Naoki,Yakult,R,36,19.44444444,5.555555556,46.71532847,61.33333333,29.03225806,81.25,91.30434783,55.55555556,8.759124088,18.75,29.9270073,63.50364964,59.25925926,40.74074074,0.0,37.03703704,3.703703704,40.74074074,0.0,0.0,40.74074074,29.62962963,29.62962963,11.11111111
Shimada Kairi,Hanshin,L,35,2.857142857,2.857142857,51.51515152,68.57142857,32.25806452,86.76470588,97.91666667,60.0,6.818181818,13.23529412,21.21212121,64.39393939,54.54545455,39.39393939,6.060606061,24.24242424,15.15151515,45.45454545,0.0,0.0,36.36363636,24.24242424,39.39393939,12.5
Togo Shosei,Yomiuri,R,35,40.0,0.0,42.15686275,41.26984127,43.58974359,69.76744186,80.76923077,52.94117647,12.74509804,30.23255814,44.11764706,77.45098039,61.9047619,33.33333333,4.761904762,19.04761905,14.28571429,38.0952381,0.0,0.0,38.0952381,19.04761905,42.85714286,19.04761905
Olivares Edward,ORIX,R,35,22.85714286,5.714285714,51.18110236,67.1641791,33.33333333,67.69230769,82.22222222,35.0,16.53543307,32.30769231,33.85826772,63.77952756,48.0,44.0,8.0,28.0,16.0,52.0,0.0,0.0,40.0,36.0,24.0,0.0
Ohtake Koutaro,Hanshin,L,35,40.0,2.857142857,30.25210084,32.46753247,26.19047619,77.77777778,88.0,54.54545455,6.722689076,22.22222222,47.05882353,69.74789916,83.33333333,11.11111111,5.555555556,11.11111111,0.0,16.66666667,0.0,0.0,16.66666667,66.66666667,16.66666667,0.0
Arizono Naoki,Nipponham,R,34,35.29411765,5.882352941,50.3649635,67.74193548,36.0,65.2173913,90.47619048,25.92592593,17.51824818,34.7826087,31.38686131,59.8540146,36.84210526,52.63157895,10.52631579,47.36842105,5.263157895,63.15789474,0.0,0.0,31.57894737,42.10526316,26.31578947,15.78947368
Rodriguez Christian,Chunichi,R,34,32.35294118,11.76470588,46.80851064,63.88888889,28.98550725,69.6969697,80.43478261,45.0,14.18439716,30.3030303,31.91489362,60.9929078,63.15789474,36.84210526,0.0,21.05263158,15.78947368,36.84210526,0.0,0.0,36.84210526,47.36842105,15.78947368,0.0
Sato Taiyo,Seibu,L,34,20.58823529,5.882352941,47.5862069,65.27777778,30.1369863,81.15942029,89.36170213,63.63636364,8.965517241,18.84057971,25.51724138,61.37931034,45.83333333,45.83333333,8.333333333,25.0,20.83333333,54.16666667,0.0,0.0,37.5,50.0,12.5,12.5
Muller Kyle,Chunichi,R,33,39.39393939,3.03030303,58.11965812,61.66666667,54.38596491,69.11764706,72.97297297,64.51612903,17.94871795,30.88235294,36.75213675,77.77777778,61.11111111,33.33333333,5.555555556,22.22222222,11.11111111,38.88888889,0.0,0.0,11.11111111,44.44444444,44.44444444,11.11111111
Inoue Kento,DeNA,L,32,18.75,3.125,55.65217391,72.72727273,40.0,78.125,90.0,58.33333333,12.17391304,21.875,24.34782609,64.34782609,39.13043478,52.17391304,8.695652174,43.47826087,8.695652174,60.86956522,6.25,16.66666667,52.17391304,43.47826087,4.347826087,37.5
Shibata Tatsuhiro,DeNA,L,32,18.75,12.5,42.05607477,62.74509804,23.21428571,82.22222222,96.875,46.15384615,7.476635514,17.77777778,21.4953271,59.81308411,66.66666667,28.57142857,4.761904762,23.80952381,4.761904762,33.33333333,0.0,0.0,38.0952381,33.33333333,28.57142857,4.545454545
Okugawa Yasunobu,Yakult,R,32,40.625,0.0,48.41269841,58.75,30.43478261,72.13114754,76.59574468,57.14285714,13.49206349,27.86885246,34.92063492,72.22222222,66.66666667,27.77777778,5.555555556,11.11111111,16.66666667,33.33333333,0.0,0.0,0.0,50.0,50.0,0.0
Lambert Peter,Yakult,R,31,41.93548387,0.0,43.75,44.92753623,41.86046512,69.3877551,77.41935484,55.55555556,13.39285714,30.6122449,45.53571429,75.0,77.77777778,16.66666667,5.555555556,11.11111111,5.555555556,22.22222222,0.0,0.0,22.22222222,44.44444444,33.33333333,0.0
Shintoh Yuya,Nipponham,R,31,25.80645161,6.451612903,48.64864865,65.57377049,28.0,77.77777778,85.0,57.14285714,10.81081081,22.22222222,27.92792793,66.66666667,47.61904762,47.61904762,4.761904762,28.57142857,19.04761905,52.38095238,0.0,0.0,19.04761905,61.9047619,19.04761905,9.523809524
Itoh Masashi,Hanshin,L,31,45.16129032,0.0,31.30434783,36.11111111,23.25581395,75.0,73.07692308,80.0,7.826086957,25.0,44.34782609,69.56521739,76.47058824,17.64705882,5.882352941,17.64705882,0.0,23.52941176,0.0,0.0,29.41176471,29.41176471,41.17647059,5.882352941
Kishi Junichiro,Seibu,R,31,9.677419355,3.225806452,56.19047619,69.84126984,35.71428571,76.27118644,90.90909091,33.33333333,13.33333333,23.72881356,31.42857143,69.52380952,40.74074074,40.74074074,18.51851852,33.33333333,7.407407407,59.25925926,0.0,0.0,37.03703704,55.55555556,7.407407407,14.81481481
Uemoto Takashi,Hiroshima,R,31,25.80645161,6.451612903,46.72131148,63.23529412,25.92592593,78.94736842,86.04651163,57.14285714,9.836065574,21.05263158,28.68852459,63.1147541,52.38095238,42.85714286,4.761904762,33.33333333,9.523809524,47.61904762,0.0,0.0,33.33333333,38.0952381,28.57142857,4.761904762
Inoue Haruto,Yomiuri,L,30,56.66666667,0.0,42.37288136,40.0,45.28301887,52.0,76.92307692,25.0,20.33898305,48.0,52.54237288,73.72881356,69.23076923,23.07692308,7.692307692,23.07692308,0.0,30.76923077,0.0,0.0,23.07692308,30.76923077,46.15384615,0.0
Nakashima Takuya,Nipponham,L,30,20.0,23.33333333,37.77777778,56.52173913,18.18181818,80.39215686,79.48717949,83.33333333,7.407407407,19.60784314,28.14814815,54.81481481,56.25,37.5,6.25,31.25,6.25,43.75,0.0,0.0,43.75,31.25,25.0,0.0
Onodera Dan,Hanshin,R,30,30.0,3.333333333,50.41322314,60.0,37.25490196,70.49180328,80.95238095,47.36842105,14.87603306,29.50819672,38.01652893,67.76859504,50.0,40.0,10.0,25.0,15.0,50.0,0.0,0.0,50.0,40.0,10.0,20.0
Ogawa Yasuhiro,Yakult,R,28,35.71428571,0.0,36.73469388,43.10344828,27.5,72.22222222,84.0,45.45454545,10.20408163,27.77777778,36.73469388,68.36734694,61.11111111,38.88888889,0.0,16.66666667,22.22222222,38.88888889,0.0,0.0,5.555555556,38.88888889,55.55555556,0.0
Duplantier Jon,Hanshin,L,28,57.14285714,0.0,35.9223301,40.0,28.94736842,59.45945946,69.23076923,36.36363636,14.5631068,40.54054054,50.48543689,72.81553398,90.90909091,0.0,9.090909091,0.0,0.0,9.090909091,0.0,,9.090909091,63.63636364,27.27272727,0.0
Takanashi Hirotoshi,Yakult,R,27,55.55555556,0.0,38.0952381,38.70967742,37.20930233,67.5,70.83333333,62.5,12.38095238,32.5,45.71428571,73.33333333,91.66666667,8.333333333,0.0,8.333333333,0.0,8.333333333,0.0,0.0,16.66666667,83.33333333,0.0,0.0
Kanemaru Yumeto,Chunichi,L,27,62.96296296,0.0,30.10752688,29.23076923,32.14285714,50.0,57.89473684,33.33333333,15.05376344,50.0,61.29032258,79.56989247,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,50.0,30.0,0.0
Yamano Taichi,Yakult,L,27,29.62962963,3.703703704,44.16666667,50.79365079,36.84210526,83.01886792,81.25,85.71428571,7.5,16.98113208,29.16666667,67.5,77.77777778,11.11111111,11.11111111,11.11111111,0.0,22.22222222,0.0,0.0,5.555555556,55.55555556,38.88888889,0.0
Ihara Takato,Hanshin,L,27,18.51851852,0.0,36.26373626,41.37931034,27.27272727,87.87878788,95.83333333,66.66666667,4.395604396,12.12121212,39.56043956,69.23076923,63.63636364,27.27272727,9.090909091,18.18181818,9.090909091,36.36363636,0.0,0.0,18.18181818,59.09090909,22.72727273,0.0
Kamizato Kazuki,DeNA,L,27,29.62962963,3.703703704,52.67857143,77.55102041,33.33333333,69.49152542,76.31578947,57.14285714,16.07142857,30.50847458,25.89285714,54.46428571,29.41176471,58.82352941,11.76470588,52.94117647,5.882352941,70.58823529,0.0,0.0,11.76470588,41.17647059,47.05882353,5.555555556
Yanagi Yuya,Chunichi,R,26,42.30769231,3.846153846,42.42424242,50.90909091,31.81818182,64.28571429,85.71428571,21.42857143,15.15151515,35.71428571,41.41414141,67.67676768,64.28571429,35.71428571,0.0,28.57142857,7.142857143,35.71428571,0.0,0.0,21.42857143,71.42857143,7.142857143,0.0
Yamanobe Kakeru,Seibu,R,26,33.33333333,0.0,33.33333333,40.0,25.0,100.0,100.0,100.0,0.0,0.0,33.33333333,66.66666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0
Ishida Yutaro,DeNA,R,26,30.76923077,3.846153846,59.81308411,54.83870968,66.66666667,78.125,79.41176471,76.66666667,13.08411215,21.875,37.38317757,83.17757009,82.35294118,5.882352941,11.76470588,0.0,5.882352941,17.64705882,0.0,0.0,23.52941176,29.41176471,47.05882353,5.882352941
Kobayashi Seiji,Yomiuri,R,26,30.76923077,11.53846154,40.0,56.0,22.22222222,76.31578947,85.71428571,50.0,9.473684211,23.68421053,29.47368421,58.94736842,46.66666667,53.33333333,0.0,40.0,13.33333333,53.33333333,0.0,0.0,26.66666667,66.66666667,6.666666667,6.666666667
Yamanobe Kakeru,Yakult,R,26,8.695652174,4.347826087,55.26315789,72.5,36.11111111,73.80952381,72.4137931,76.92307692,14.47368421,26.19047619,27.63157895,64.47368421,63.15789474,36.84210526,0.0,26.31578947,10.52631579,36.84210526,0.0,0.0,42.10526316,42.10526316,15.78947368,11.11111111
Hagio Masaya,Yomiuri,R,25,20.0,0.0,54.54545455,67.44186047,42.22222222,68.75,93.10344828,31.57894737,17.04545455,31.25,31.81818182,64.77272727,42.10526316,47.36842105,10.52631579,36.84210526,10.52631579,57.89473684,0.0,0.0,42.10526316,36.84210526,21.05263158,10.52631579
Higuchi Seishu,Chunichi,L,25,32.0,4.0,47.25274725,61.11111111,27.02702703,62.79069767,72.72727273,30.0,17.58241758,37.20930233,38.46153846,68.13186813,42.85714286,57.14285714,0.0,42.85714286,14.28571429,57.14285714,0.0,0.0,50.0,35.71428571,14.28571429,20.0
Tamamura Shogo,Hiroshima,L,25,56.0,4.0,41.86046512,44.0,38.88888889,58.33333333,72.72727273,35.71428571,17.44186047,41.66666667,46.51162791,70.93023256,70.0,10.0,20.0,10.0,0.0,30.0,0.0,0.0,10.0,50.0,40.0,0.0
Avila Pedro,Yakult,R,25,32.0,0.0,52.5,57.77777778,45.71428571,69.04761905,84.61538462,43.75,16.25,30.95238095,36.25,73.75,60.0,26.66666667,13.33333333,20.0,6.666666667,40.0,0.0,0.0,0.0,66.66666667,33.33333333,0.0
Masuda Daiki,Yomiuri,R,25,28.0,0.0,50.63291139,63.46153846,25.92592593,72.5,81.81818182,28.57142857,13.92405063,27.5,32.91139241,69.62025316,66.66666667,33.33333333,0.0,27.77777778,5.555555556,33.33333333,0.0,0.0,22.22222222,55.55555556,22.22222222,5.555555556
Sekine Taiki,DeNA,L,24,8.333333333,0.0,52.17391304,66.66666667,36.36363636,88.88888889,95.83333333,75.0,5.797101449,11.11111111,23.1884058,63.76811594,65.0,35.0,0.0,30.0,5.0,35.0,0.0,0.0,35.0,35.0,30.0,0.0
Inoue Tomoya,SoftBank,R,24,20.83333333,0.0,59.45945946,69.04761905,46.875,63.63636364,82.75862069,26.66666667,21.62162162,36.36363636,39.18918919,72.97297297,50.0,33.33333333,16.66666667,16.66666667,16.66666667,50.0,0.0,0.0,50.0,44.44444444,5.555555556,21.05263158
Chono Hisayoshi,Yomiuri,R,24,33.33333333,8.333333333,46.72897196,65.90909091,33.33333333,62.0,72.4137931,47.61904762,17.75700935,38.0,31.77570093,57.94392523,35.71428571,57.14285714,7.142857143,57.14285714,0.0,64.28571429,0.0,0.0,21.42857143,64.28571429,14.28571429,14.28571429
Matsubara Seiya,Seibu,L,24,25.0,0.0,52.74725275,69.81132075,28.94736842,81.25,83.78378378,72.72727273,9.89010989,18.75,25.27472527,62.63736264,23.52941176,52.94117647,23.52941176,47.05882353,5.882352941,76.47058824,0.0,0.0,41.17647059,35.29411765,23.52941176,22.22222222
Kuriyama Takumi,Seibu,L,23,30.43478261,0.0,56.19047619,78.0,36.36363636,74.57627119,82.05128205,60.0,14.28571429,25.42372881,24.76190476,64.76190476,50.0,50.0,0.0,42.85714286,7.142857143,50.0,0.0,0.0,35.71428571,35.71428571,28.57142857,18.75
Watanabe Ryo,Hanshin,R,23,34.7826087,17.39130435,47.0,71.11111111,27.27272727,63.82978723,71.875,46.66666667,17.0,36.17021277,30.0,57.0,50.0,40.0,10.0,40.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,18.18181818
Griffin Foster,Yomiuri,L,23,26.08695652,4.347826087,43.52941176,58.82352941,20.58823529,70.27027027,73.33333333,57.14285714,12.94117647,29.72972973,32.94117647,62.35294118,87.5,6.25,6.25,6.25,0.0,12.5,0.0,0.0,43.75,37.5,18.75,6.25
Mori Shunta,Chunichi,L,22,36.36363636,4.545454545,54.16666667,64.86486486,47.45762712,53.84615385,58.33333333,50.0,25.0,46.15384615,38.54166667,63.54166667,41.66666667,50.0,8.333333333,25.0,25.0,58.33333333,0.0,0.0,58.33333333,33.33333333,8.333333333,25.0
Sasahara Misaki,Yomiuri,R,22,31.81818182,9.090909091,48.42105263,70.45454545,29.41176471,78.26086957,96.77419355,40.0,10.52631579,21.73913043,24.21052632,60.0,38.46153846,53.84615385,7.692307692,46.15384615,7.692307692,61.53846154,0.0,0.0,53.84615385,30.76923077,15.38461538,30.76923077
Takeda Aito,Lotte,R,21,23.80952381,0.0,69.64285714,75.86206897,62.96296296,66.66666667,77.27272727,52.94117647,23.21428571,33.33333333,28.57142857,76.78571429,66.66666667,26.66666667,6.666666667,6.666666667,20.0,33.33333333,0.0,0.0,26.66666667,40.0,33.33333333,13.33333333
Chino Naoto,DeNA,R,20,10.0,15.0,43.18181818,65.78947368,26.0,73.68421053,88.0,46.15384615,11.36363636,26.31578947,26.13636364,54.54545455,46.66666667,53.33333333,0.0,33.33333333,20.0,53.33333333,5.0,12.5,46.66666667,26.66666667,26.66666667,13.33333333
Ueda Kai,Hanshin,R,20,45.0,10.0,47.42268041,64.70588235,28.26086957,65.2173913,72.72727273,46.15384615,16.49484536,34.7826087,35.05154639,64.94845361,50.0,50.0,0.0,37.5,12.5,50.0,0.0,0.0,50.0,25.0,25.0,37.5
Ishigaki Masami,Lotte,R,20,25.0,15.0,42.85714286,57.89473684,27.5,66.66666667,81.81818182,36.36363636,14.28571429,33.33333333,32.46753247,61.03896104,63.63636364,36.36363636,0.0,36.36363636,0.0,36.36363636,0.0,0.0,45.45454545,54.54545455,0.0,18.18181818
Okada Yuki,Yomiuri,L,19,52.63157895,5.263157895,50.61728395,71.79487179,30.95238095,56.09756098,75.0,15.38461538,22.22222222,43.90243902,35.80246914,60.49382716,75.0,12.5,12.5,12.5,0.0,25.0,0.0,0.0,37.5,50.0,12.5,0.0
Takamatsu Wataru,Seibu,L,19,42.10526316,0.0,58.33333333,66.66666667,42.85714286,62.85714286,65.38461538,55.55555556,21.66666667,37.14285714,40.0,78.33333333,90.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,60.0,20.0,0.0
Hosokawa Ryohei,Nipponham,L,19,10.52631579,5.263157895,56.60377358,72.72727273,30.0,70.0,70.83333333,66.66666667,16.98113208,30.0,30.18867925,69.81132075,62.5,31.25,6.25,25.0,6.25,37.5,0.0,0.0,68.75,25.0,6.25,31.25
Furuichi Takeru,Seibu,R,19,5.263157895,5.263157895,41.07142857,69.6969697,0.0,95.65217391,95.65217391,,1.785714286,4.347826087,19.64285714,44.64285714,35.29411765,47.05882353,17.64705882,29.41176471,17.64705882,64.70588235,0.0,0.0,47.05882353,29.41176471,23.52941176,23.52941176
Ohnuki Shinichi,DeNA,R,18,44.44444444,0.0,39.7260274,44.89795918,29.16666667,86.20689655,95.45454545,57.14285714,5.479452055,13.79310345,39.7260274,69.8630137,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,50.0,40.0,0.0
Taira Kentaro,DeNA,R,18,44.44444444,0.0,40.0,38.63636364,42.30769231,78.57142857,82.35294118,72.72727273,8.571428571,21.42857143,45.71428571,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.33333333,55.55555556,11.11111111,0.0
Gotoh Shunta,Chunichi,L,18,38.88888889,0.0,51.80722892,74.28571429,35.41666667,62.79069767,80.76923077,35.29411765,19.27710843,37.20930233,28.91566265,57.8313253,70.0,20.0,10.0,10.0,10.0,30.0,0.0,0.0,60.0,10.0,30.0,9.090909091
Kato Hibiki,DeNA,R,18,33.33333333,5.555555556,51.94805195,71.42857143,28.57142857,62.5,70.0,40.0,19.48051948,37.5,35.06493506,63.63636364,81.81818182,18.18181818,0.0,9.090909091,9.090909091,18.18181818,0.0,0.0,63.63636364,9.090909091,27.27272727,0.0
Itsubo Hinase,Hanshin,R,18,22.22222222,0.0,53.84615385,63.33333333,40.90909091,82.14285714,100.0,44.44444444,9.615384615,17.85714286,30.76923077,67.30769231,71.42857143,28.57142857,0.0,14.28571429,14.28571429,28.57142857,0.0,0.0,64.28571429,35.71428571,0.0,21.42857143
Tanaka Kazuki,Rakuten,R,18,44.44444444,0.0,61.01694915,68.96551724,53.33333333,52.77777778,65.0,37.5,28.81355932,47.22222222,44.06779661,74.57627119,70.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,50.0,30.0,20.0,0.0
Shoji Yudai,SoftBank,L,18,27.77777778,5.555555556,43.24324324,66.66666667,17.14285714,71.875,88.46153846,0.0,12.16216216,28.125,29.72972973,55.40540541,16.66666667,83.33333333,0.0,66.66666667,16.66666667,83.33333333,0.0,0.0,41.66666667,41.66666667,16.66666667,25.0
Hirasawa Taiga,Seibu,L,17,23.52941176,0.0,50.0,69.23076923,20.0,75.0,77.77777778,60.0,12.5,25.0,31.25,67.1875,30.76923077,69.23076923,0.0,53.84615385,15.38461538,69.23076923,0.0,0.0,53.84615385,23.07692308,23.07692308,23.07692308
Hashimoto Seiya,Yakult,L,17,23.52941176,5.882352941,46.37681159,63.63636364,30.55555556,71.875,90.47619048,36.36363636,13.04347826,28.125,30.43478261,60.86956522,66.66666667,25.0,8.333333333,16.66666667,8.333333333,33.33333333,0.0,0.0,25.0,75.0,0.0,8.333333333
Tsuge Sena,Seibu,R,17,23.52941176,5.882352941,60.0,75.6097561,41.17647059,75.55555556,77.41935484,71.42857143,14.66666667,24.44444444,26.66666667,69.33333333,33.33333333,58.33333333,8.333333333,33.33333333,25.0,66.66666667,0.0,0.0,16.66666667,58.33333333,25.0,0.0
Sato Keisuke,Hiroshima,L,16,31.25,6.25,51.38888889,68.57142857,35.13513514,75.67567568,83.33333333,61.53846154,12.5,24.32432432,27.77777778,65.27777778,50.0,40.0,10.0,30.0,10.0,50.0,0.0,0.0,40.0,50.0,10.0,0.0
Taka Taichi,Hiroshima,L,16,43.75,0.0,46.66666667,43.47826087,50.0,66.66666667,90.0,45.45454545,15.55555556,33.33333333,44.44444444,73.33333333,87.5,12.5,0.0,0.0,12.5,12.5,0.0,0.0,37.5,50.0,12.5,0.0
Wakui Hideaki,Chunichi,R,16,62.5,6.25,28.98550725,38.0952381,14.81481481,55.0,56.25,50.0,13.04347826,45.0,50.72463768,65.2173913,25.0,75.0,0.0,25.0,50.0,75.0,0.0,0.0,25.0,50.0,25.0,25.0
Haraguchi Fumihito,Hanshin,R,16,31.25,0.0,54.38596491,66.66666667,37.5,74.19354839,77.27272727,66.66666667,14.03508772,25.80645161,33.33333333,71.92982456,72.72727273,27.27272727,0.0,27.27272727,0.0,27.27272727,0.0,0.0,54.54545455,45.45454545,0.0,18.18181818
Sugisawa Ryu,ORIX,L,16,25.0,0.0,60.71428571,70.37037037,51.72413793,67.64705882,89.47368421,40.0,19.64285714,32.35294118,32.14285714,67.85714286,33.33333333,58.33333333,8.333333333,41.66666667,16.66666667,66.66666667,0.0,0.0,25.0,50.0,25.0,8.333333333
Kusumoto Taishi,Hanshin,L,16,37.5,6.25,58.66666667,71.05263158,45.94594595,68.18181818,77.77777778,52.94117647,18.66666667,31.81818182,33.33333333,70.66666667,66.66666667,33.33333333,0.0,33.33333333,0.0,33.33333333,0.0,0.0,44.44444444,44.44444444,11.11111111,11.11111111
Furukawa Yuudai,Seibu,R,16,25.0,25.0,47.14285714,70.58823529,25.0,72.72727273,75.0,66.66666667,12.85714286,27.27272727,27.14285714,60.0,25.0,62.5,12.5,25.0,37.5,75.0,0.0,0.0,37.5,37.5,25.0,25.0
Watanabe Haruto,ORIX,L,15,26.66666667,13.33333333,31.25,42.42424242,19.35483871,75.0,78.57142857,66.66666667,7.8125,25.0,35.9375,57.8125,28.57142857,57.14285714,14.28571429,28.57142857,28.57142857,71.42857143,0.0,0.0,57.14285714,14.28571429,28.57142857,28.57142857
Takahashi Haruto,Hanshin,L,15,40.0,0.0,36.36363636,38.70967742,30.76923077,75.0,75.0,75.0,9.090909091,25.0,47.72727273,72.72727273,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,44.44444444,33.33333333,22.22222222,0.0
Takeda Yu,DeNA,R,15,53.33333333,6.666666667,37.73584906,41.37931034,33.33333333,65.0,83.33333333,37.5,13.20754717,35.0,39.62264151,69.81132075,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.66666667,33.33333333,50.0,0.0
Shimizu Kanato,Hiroshima,L,14,28.57142857,7.142857143,42.62295082,56.0,33.33333333,69.23076923,71.42857143,66.66666667,13.1147541,30.76923077,31.14754098,57.37704918,44.44444444,44.44444444,11.11111111,0.0,44.44444444,55.55555556,0.0,0.0,33.33333333,33.33333333,33.33333333,22.22222222
Tanaka Masahiro,Yomiuri,R,14,64.28571429,0.0,38.46153846,30.3030303,52.63157895,50.0,60.0,40.0,19.23076923,50.0,61.53846154,78.84615385,60.0,20.0,20.0,20.0,0.0,40.0,0.0,0.0,40.0,40.0,20.0,40.0
Kubo Shu,Hiroshima,R,14,42.85714286,7.142857143,50.87719298,61.53846154,41.93548387,58.62068966,68.75,46.15384615,21.05263158,41.37931034,38.59649123,64.9122807,57.14285714,42.85714286,0.0,28.57142857,14.28571429,42.85714286,0.0,0.0,57.14285714,28.57142857,14.28571429,28.57142857
Yamaashi Tatsuya,Hiroshima,R,14,0.0,14.28571429,32.43243243,40.0,27.27272727,91.66666667,100.0,83.33333333,2.702702703,8.333333333,18.91891892,54.05405405,81.81818182,18.18181818,0.0,0.0,18.18181818,18.18181818,0.0,0.0,18.18181818,63.63636364,18.18181818,0.0
Yokogawa Kai,Yomiuri,L,14,28.57142857,0.0,57.44680851,59.375,53.33333333,77.77777778,84.21052632,62.5,12.76595745,22.22222222,34.04255319,85.10638298,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,70.0,10.0,0.0
Tanaka Haruto,Yakult,L,13,23.07692308,0.0,52.83018868,72.0,35.71428571,89.28571429,94.44444444,80.0,5.660377358,10.71428571,18.86792453,58.49056604,50.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,60.0,40.0,0.0,30.0
Yoshino Soshi,Rakuten,R,13,15.38461538,0.0,62.06896552,70.58823529,50.0,77.77777778,83.33333333,66.66666667,13.79310345,22.22222222,31.03448276,68.96551724,36.36363636,54.54545455,9.090909091,45.45454545,9.090909091,63.63636364,0.0,0.0,27.27272727,54.54545455,18.18181818,9.090909091
Mombetsu Keito,Hanshin,L,13,30.76923077,0.0,34.88372093,39.28571429,26.66666667,73.33333333,90.90909091,25.0,9.302325581,26.66666667,44.18604651,74.41860465,88.88888889,11.11111111,0.0,11.11111111,0.0,11.11111111,0.0,0.0,0.0,77.77777778,22.22222222,0.0
Acevedo Stiven,Lotte,R,12,25.0,8.333333333,67.56756757,92.85714286,52.17391304,52.0,76.92307692,25.0,32.43243243,48.0,35.13513514,64.86486486,12.5,87.5,0.0,75.0,12.5,87.5,8.333333333,14.28571429,25.0,50.0,25.0,25.0
Beasley Jeremy,Hanshin,R,12,41.66666667,0.0,42.85714286,44.0,41.17647059,61.11111111,63.63636364,57.14285714,16.66666667,38.88888889,42.85714286,73.80952381,85.71428571,14.28571429,0.0,0.0,14.28571429,14.28571429,0.0,0.0,28.57142857,28.57142857,42.85714286,0.0
Mitsuka Rui,Yomiuri,L,12,66.66666667,0.0,58.69565217,60.0,57.69230769,40.74074074,75.0,13.33333333,34.7826087,59.25925926,52.17391304,76.08695652,75.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,75.0,25.0,0.0,25.0
Ishibashi Kota,Chunichi,R,12,25.0,25.0,35.71428571,62.96296296,10.34482759,80.0,82.35294118,66.66666667,7.142857143,20.0,23.21428571,51.78571429,60.0,40.0,0.0,20.0,20.0,40.0,0.0,0.0,40.0,60.0,0.0,0.0
Morita Shunya,Yomiuri,L,12,41.66666667,8.333333333,35.18518519,44.44444444,25.92592593,78.94736842,83.33333333,71.42857143,7.407407407,21.05263158,33.33333333,62.96296296,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.66666667,33.33333333,50.0,0.0
Chano Tokumasa,ORIX,L,12,0.0,0.0,75.6097561,92.59259259,42.85714286,90.32258065,96.0,66.66666667,7.317073171,9.677419355,12.19512195,73.17073171,66.66666667,33.33333333,0.0,25.0,8.333333333,33.33333333,0.0,0.0,41.66666667,25.0,33.33333333,16.66666667
Kuki Ryuhei,DeNA,R,12,25.0,0.0,52.27272727,66.66666667,35.0,78.26086957,93.75,42.85714286,11.36363636,21.73913043,29.54545455,61.36363636,55.55555556,33.33333333,11.11111111,33.33333333,0.0,44.44444444,0.0,0.0,77.77777778,22.22222222,0.0,22.22222222
Saito Hiroto,Seibu,R,12,25.0,8.333333333,47.05882353,69.23076923,24.0,70.83333333,77.77777778,50.0,13.7254902,29.16666667,29.41176471,60.78431373,37.5,62.5,0.0,50.0,12.5,62.5,0.0,0.0,25.0,62.5,12.5,0.0
Shimauchi Hiroaki,Rakuten,L,11,27.27272727,9.090909091,60.60606061,70.58823529,50.0,80.0,83.33333333,75.0,12.12121212,20.0,27.27272727,75.75757576,42.85714286,57.14285714,0.0,42.85714286,14.28571429,57.14285714,0.0,0.0,42.85714286,28.57142857,28.57142857,14.28571429
Higuma Montell,Seibu,R,11,45.45454545,0.0,61.53846154,69.23076923,53.84615385,75.0,83.33333333,64.28571429,15.38461538,25.0,30.76923077,75.0,66.66666667,33.33333333,0.0,0.0,33.33333333,33.33333333,0.0,0.0,33.33333333,33.33333333,33.33333333,16.66666667
Ishikawa Masanori,Yakult,L,11,36.36363636,0.0,40.42553191,50.0,23.52941176,84.21052632,86.66666667,75.0,6.382978723,15.78947368,38.29787234,70.21276596,85.71428571,14.28571429,0.0,0.0,14.28571429,14.28571429,0.0,0.0,0.0,57.14285714,42.85714286,0.0
Takahashi Keiji,Yakult,L,11,54.54545455,0.0,35.29411765,38.46153846,25.0,58.33333333,60.0,50.0,14.70588235,41.66666667,50.0,79.41176471,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,80.0,20.0,0.0
Nishimura Ruito,Yakult,L,11,36.36363636,0.0,50.0,55.55555556,46.66666667,66.66666667,70.0,64.28571429,16.66666667,33.33333333,33.33333333,64.58333333,85.71428571,14.28571429,0.0,14.28571429,0.0,14.28571429,0.0,0.0,57.14285714,0.0,42.85714286,0.0
