Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Nishi Yuki,21,11,5,0,0,4,2,.688,582,147,.2,116,15,28,2,4,115,1,1,44,37,2.26,Hanshin Tigers,
Nohmi Atsushi,34,1,0,1,4,0,0,1.000,109,24,.2,25,6,12,0,1,19,1,0,14,13,4.74,Hanshin Tigers,
Ogawa Ippei,21,0,0,0,0,0,0,.000,101,21,,28,1,13,2,0,18,5,0,15,11,4.71,Hanshin Tigers,
Onaka Yuya,4,0,0,0,0,0,0,.000,21,4,.1,6,0,2,0,0,2,0,0,3,3,6.23,Hanshin Tigers,
Saitoh Yukiya,5,0,0,0,0,0,0,.000,35,7,,9,1,5,0,0,11,3,0,6,6,7.71,Hanshin Tigers,
Suarez Robert,51,3,1,25,8,0,0,.750,208,52,.1,36,2,19,4,0,50,2,0,15,13,2.24,Hanshin Tigers,
Takahashi Haruto,12,5,4,0,0,1,0,.556,306,76,,67,4,17,1,1,75,1,0,25,21,2.49,Hanshin Tigers,
Tanigawa Masaki,14,0,0,0,0,0,0,.000,61,14,.1,13,2,4,1,2,15,1,0,8,8,5.02,Hanshin Tigers,
Yokoyama Yuya,1,0,0,0,0,0,0,.000,6,1,,2,1,1,0,0,0,0,0,2,2,18.00,Hanshin Tigers,
Endoh Atsushi,19,5,6,0,0,2,0,.455,464,107,,90,13,52,2,4,97,2,1,53,46,3.87,Hiroshima Carp,
Franzua Geronimo,53,2,3,19,7,0,0,.400,217,55,,39,7,17,2,1,62,1,0,18,15,2.45,Hiroshima Carp,
Fujii Reira,3,0,0,0,0,0,0,.000,14,3,,4,0,1,0,0,4,0,0,2,2,6.00,Hiroshima Carp,
Horie Atsuya,52,3,4,0,19,0,0,.429,224,49,.2,50,7,31,6,1,41,4,0,26,23,4.17,Hiroshima Carp,
Ichioka Ryuji,19,0,1,1,2,0,0,.000,81,17,.1,25,2,5,0,1,14,0,0,12,12,6.23,Hiroshima Carp,
Imamura Takeru,6,0,0,0,1,0,0,.000,25,4,.1,10,0,2,0,0,1,1,0,6,6,12.46,Hiroshima Carp,
Johnson DJ,14,0,0,0,1,0,0,.000,69,13,.2,19,0,8,1,1,13,3,0,10,7,4.61,Hiroshima Carp,
Johnson Kris,10,0,7,0,0,0,0,.000,237,51,.2,60,3,25,0,1,35,5,0,38,35,6.10,Hiroshima Carp,
Kemna Makoto,41,1,1,0,11,0,0,.500,212,51,,37,3,23,1,1,55,3,0,22,22,3.88,Hiroshima Carp,
Kikuchi Yasunori,44,1,0,1,4,0,0,1.000,189,42,,41,6,19,0,3,53,3,0,24,21,4.50,Hiroshima Carp,
Kuri Aren,20,8,6,0,0,2,1,.571,544,130,.2,116,11,44,0,0,106,4,0,46,43,2.96,Hiroshima Carp,
Montilla Emailin,1,0,0,0,0,0,0,.000,6,1,,3,0,0,0,0,0,0,0,2,2,18.00,Hiroshima Carp,
Morishita Masato,18,10,3,0,0,2,1,.769,485,122,.2,102,6,32,0,4,124,2,0,30,26,1.91,Hiroshima Carp,
Nakamura Kyohei,14,0,0,0,1,0,0,.000,44,9,.1,7,0,8,0,1,4,0,0,1,1,0.96,Hiroshima Carp,
Nakamura Yuta,8,3,4,0,0,0,0,.429,191,46,.2,42,8,11,0,2,37,1,0,12,12,2.31,Hiroshima Carp,
Nakata Ren,32,0,1,0,4,0,0,.000,116,27,.1,28,6,8,0,0,22,0,0,13,13,4.28,Hiroshima Carp,
Nakazaki Shota,6,1,0,0,0,0,0,1.000,25,5,,8,3,3,0,0,3,0,0,5,5,9.00,Hiroshima Carp,
Nomura Yusuke,13,6,3,0,0,0,0,.667,309,70,.2,81,9,22,1,3,35,0,0,36,36,4.58,Hiroshima Carp,
Ohsera Daichi,11,5,4,0,0,2,0,.556,272,63,.1,70,6,14,1,1,38,0,0,33,31,4.41,Hiroshima Carp,
Scott Tayler,7,0,3,0,0,0,0,.000,49,8,,17,1,8,1,1,7,0,0,14,14,15.75,Hiroshima Carp,
Shimauchi Sotaro,38,1,0,0,4,0,0,1.000,166,37,.2,29,1,28,2,1,48,1,0,23,19,4.54,Hiroshima Carp,
Takahashi Mikiya,18,0,0,0,0,0,0,.000,94,18,.2,31,3,8,0,1,15,1,0,18,17,8.20,Hiroshima Carp,
Tanaka Norihiko,2,0,0,0,0,0,0,.000,8,2,,1,0,1,0,0,0,0,0,0,0,0.00,Hiroshima Carp,
Tokoda Hiroki,15,5,8,0,0,0,0,.385,343,76,.2,101,10,23,0,0,56,1,0,51,42,4.93,Hiroshima Carp,
Yabuta Kazuki,28,1,2,0,2,0,0,.333,213,47,,44,5,31,2,0,33,6,0,25,24,4.60,Hiroshima Carp,
Yasaki Takuya,6,0,0,0,0,0,0,.000,39,7,.2,11,3,5,0,1,10,2,0,9,8,9.39,Hiroshima Carp,
Escobar Edwin,56,1,4,0,17,0,0,.200,217,54,,39,3,17,2,4,58,0,0,15,14,2.33,DeNA BayStars,
Fujioka Yoshiaki,4,0,0,0,1,0,0,.000,12,1,.2,4,0,3,0,0,3,0,0,4,4,21.60,DeNA BayStars,
Hamaguchi Haruhiro,16,6,5,0,0,0,0,.545,363,78,.1,84,8,47,1,3,67,4,0,43,40,4.60,DeNA BayStars,
Hirata Shingo,43,1,1,0,11,0,0,.500,195,44,.1,38,2,25,3,2,46,3,0,16,14,2.84,DeNA BayStars,
Imanaga Shota,9,5,3,0,0,0,0,.625,224,53,,47,2,17,1,1,63,2,0,24,19,3.23,DeNA BayStars,
Inoh Shoichi,17,6,7,0,0,1,0,.462,384,89,,98,10,26,7,1,69,2,0,41,39,3.94,DeNA BayStars,
Ise Hiromu,33,3,1,0,4,0,0,.750,143,35,,28,2,12,1,2,39,0,0,9,7,1.80,DeNA BayStars,
Ishida Kenta,50,1,4,0,25,0,0,.200,176,42,.2,32,1,14,5,1,46,3,0,15,12,2.53,DeNA BayStars,
Kamichatani Taiga,11,2,3,0,0,1,1,.400,247,59,,57,8,20,2,2,50,4,0,29,27,4.12,DeNA BayStars,
Kasai Takamasa,1,0,0,0,0,0,0,.000,7,1,,2,0,2,1,0,1,0,0,2,2,18.00,DeNA BayStars,
Kuniyoshi Yuki,42,3,4,0,10,0,0,.429,191,46,,36,5,22,2,4,51,1,0,18,16,3.13,DeNA BayStars,
Kyoyama Masaya,6,2,1,0,0,0,0,.667,127,29,,29,4,11,1,1,25,0,0,15,15,4.66,DeNA BayStars,
Mikami Tomoya,10,0,0,0,0,0,0,.000,55,13,,13,0,6,1,1,7,1,0,4,4,2.77,DeNA BayStars,
Mishima Kazuki,48,3,1,18,5,0,0,.750,180,47,.2,30,1,13,3,1,46,1,0,13,13,2.45,DeNA BayStars,
Mutoh Yuta,21,0,1,0,0,0,0,.000,154,31,.1,42,3,18,6,1,22,1,0,29,26,7.47,DeNA BayStars,
Nakagawa Koh,3,0,1,0,0,0,0,.000,27,6,.1,6,2,4,0,0,3,0,0,5,5,7.11,DeNA BayStars,
Ohnuki Shinichi,19,10,6,0,0,1,0,.625,452,113,.2,96,13,29,4,3,81,0,1,34,32,2.53,DeNA BayStars,
Patton Spencer,57,3,2,0,19,0,0,.600,231,53,,52,6,27,3,2,65,0,0,31,29,4.92,DeNA BayStars,
Peoples Michael,10,2,2,0,0,0,0,.500,166,38,,40,6,13,3,2,29,0,0,22,21,4.97,DeNA BayStars,
Sakaguchi Kousuke,3,0,2,0,0,0,0,.000,62,12,,22,2,7,1,0,10,1,1,10,10,7.50,DeNA BayStars,
Sakamoto Yuya,10,4,1,0,0,0,0,.800,200,46,,48,10,17,3,3,29,1,0,30,29,5.67,DeNA BayStars,
Sakurai Shuto,3,0,0,0,0,0,0,.000,35,7,.1,12,0,3,0,0,4,1,0,6,6,7.36,DeNA BayStars,
Shindoh Takuya,5,0,0,0,0,0,0,.000,24,5,.1,5,1,3,0,0,8,0,0,3,3,5.06,DeNA BayStars,
Sunada Yoshiki,17,0,0,0,4,0,0,.000,68,17,,10,2,5,1,2,14,0,0,6,5,2.65,DeNA BayStars,
Taira Kentaro,14,4,6,0,0,1,0,.400,335,83,.1,75,3,17,2,2,65,0,0,24,21,2.27,DeNA BayStars,
Yamasaki Yasuaki,40,0,3,6,8,0,0,.000,176,38,,52,4,14,2,0,31,1,0,26,24,5.68,DeNA BayStars,
De La Rosa Rubby,35,2,0,17,5,0,0,1.000,132,31,.2,23,3,16,0,3,28,1,0,9,9,2.56,Yomiuri Giants,
Diplan Nattino,2,0,0,0,0,0,0,.000,16,2,.1,7,3,2,0,1,2,1,0,5,5,19.29,Yomiuri Giants,
Fujioka Takahiro,12,0,0,0,0,0,0,.000,39,8,.2,7,1,6,1,1,6,1,0,3,3,3.12,Yomiuri Giants,
Furukawa Yuri,5,0,0,0,0,0,0,.000,26,4,.2,12,1,1,1,0,4,1,0,6,6,11.57,Yomiuri Giants,
Hatake Seishu,12,4,4,0,0,1,1,.500,265,65,.2,47,5,23,0,4,49,1,0,22,21,2.88,Yomiuri Giants,
Horioka Hayato,12,0,0,0,1,0,0,.000,62,12,.2,16,2,8,0,0,11,0,0,13,11,7.82,Yomiuri Giants,
Imamura Nobutaka,12,5,2,0,0,0,0,.714,260,62,.2,53,8,21,0,2,55,0,0,23,22,3.16,Yomiuri Giants,
Kagiya Yohei,46,3,1,0,13,0,0,.750,148,37,.1,25,2,13,1,1,40,0,0,12,12,2.89,Yomiuri Giants,
Kuwahara Takuya,5,1,0,0,0,0,0,1.000,32,7,,6,0,5,0,1,6,0,0,5,5,6.43,Yomiuri Giants,
Masuda Daiki,1,0,0,0,0,0,0,.000,3,0,.2,0,0,1,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
Mercedes Cristopher Crisostomo,11,4,4,0,0,0,0,.500,243,58,,53,5,19,2,2,45,0,1,20,20,3.10,Yomiuri Giants,
Miyaguni Ryosuke,21,0,0,0,0,0,0,.000,109,25,.1,27,5,8,1,0,22,1,0,15,15,5.33,Yomiuri Giants,
Nakagawa Kota,37,2,1,6,15,0,0,.667,139,36,,24,1,10,3,1,26,0,0,4,4,1.00,Yomiuri Giants,
Naoe Daisuke,3,0,0,0,0,0,0,.000,49,12,,10,2,3,0,1,11,0,0,4,4,3.00,Yomiuri Giants,
Numata Shohei,5,0,0,0,0,0,0,.000,23,4,.1,6,1,4,0,0,3,1,0,5,5,10.38,Yomiuri Giants,
Ohe Ryusei,43,3,0,0,9,0,0,1.000,156,37,.2,21,5,22,1,5,30,0,0,15,13,3.11,Yomiuri Giants,
Ohtake Kan,29,1,2,0,16,0,0,.333,100,24,.1,20,3,9,0,1,16,0,0,9,7,2.59,Yomiuri Giants,
Sakurai Toshiki,24,2,4,0,4,0,0,.333,281,63,.2,68,15,21,1,5,43,0,0,37,35,4.95,Yomiuri Giants,
Sanchez Angel,15,8,4,0,0,0,0,.667,363,87,.2,74,8,34,1,0,59,0,0,35,30,3.08,Yomiuri Giants,
Sawamura Hirokazu,13,1,1,0,1,0,0,.500,64,13,.1,14,1,8,0,2,11,0,0,9,9,6.08,Yomiuri Giants,
Sugano Tomoyuki,20,14,2,0,0,3,3,.875,532,137,.1,97,8,25,0,7,131,2,0,33,30,1.97,Yomiuri Giants,
Taguchi Kazuto,26,5,7,1,2,0,0,.417,379,89,.1,91,10,26,2,5,58,2,0,48,46,4.63,Yomiuri Giants,
Takagi Kyosuke,17,0,1,1,4,0,0,.000,49,12,.1,11,1,2,0,0,12,2,0,5,5,3.65,Yomiuri Giants,
Takahashi Yuki,8,1,3,0,2,0,0,.250,101,23,,22,2,12,0,0,23,3,0,12,11,4.30,Yomiuri Giants,
Takanashi Yuhei,44,1,1,2,21,0,0,.500,141,37,.1,17,2,13,0,6,37,1,1,10,8,1.93,Yomiuri Giants,
Tanaka Toyoki,31,1,1,0,1,0,0,.500,133,27,.2,32,4,18,1,3,21,0,0,19,15,4.88,Yomiuri Giants,
Togo Shosei,19,9,6,0,0,0,0,.600,446,107,.2,87,12,42,0,6,106,1,0,33,33,2.76,Yomiuri Giants,
Vieira Thyago,27,0,1,0,2,0,0,.000,118,24,.2,27,3,17,1,2,29,1,0,9,9,3.28,Yomiuri Giants,
Yokogawa Kai,2,0,0,0,0,0,0,.000,20,5,.2,4,1,1,0,0,2,0,0,1,1,1.59,Yomiuri Giants,
Hara Juri,5,2,2,0,1,0,0,.500,88,17,.1,20,6,13,0,1,14,0,0,16,10,5.19,Yakult Swallows,
Hasegawa Hiroki,44,1,2,0,7,0,0,.333,196,43,.1,50,3,23,0,0,45,2,1,29,28,5.82,Yakult Swallows,
Hoshi Tomoya,36,0,1,0,3,0,0,.000,216,48,,57,7,24,0,1,40,2,0,28,28,5.25,Yakult Swallows,
Igarashi Ryota,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
Ishikawa Masanori,15,2,8,0,0,0,0,.200,331,76,.1,85,7,19,2,2,41,2,0,40,38,4.48,Yakult Swallows,
Ishiyama Taichi,44,3,2,20,4,0,0,.600,186,44,.2,42,2,11,2,1,58,2,0,10,10,2.01,Yakult Swallows,
Kanakubo Yuto,3,0,0,0,0,0,0,.000,44,10,,10,0,5,0,0,10,0,0,6,6,5.40,Yakult Swallows,
Kazahari Ren,11,0,0,0,0,0,0,.000,75,14,.2,22,2,9,0,1,11,2,0,13,13,7.98,Yakult Swallows,
Koch Matt,7,0,3,0,0,0,0,.000,82,16,,29,2,3,0,1,6,0,0,19,14,7.88,Yakult Swallows,
Kondoh Kazuki,20,0,1,1,2,0,0,.000,81,19,,21,4,6,0,0,11,0,0,13,10,4.74,Yakult Swallows,
Konno Ryuta,20,0,1,0,0,0,0,.000,113,25,.1,23,1,13,2,0,36,4,0,10,8,2.84,Yakult Swallows,
Kubo Takuma,10,0,1,0,0,0,0,.000,61,13,.2,15,1,5,0,1,15,0,0,9,9,5.93,Yakult Swallows,
McGough Scott,50,4,1,0,23,0,0,.800,195,46,,42,4,15,1,3,52,2,1,20,20,3.91,Yakult Swallows,
Nakao Hikaru,5,0,0,0,0,0,0,.000,41,9,,9,3,5,0,0,6,0,1,5,5,5.00,Yakult Swallows,
Nakazawa Masato,28,1,1,0,3,0,0,.500,119,25,.2,32,6,9,2,1,19,0,0,21,21,7.36,Yakult Swallows,
Ogawa Yasuhiro,20,10,8,0,0,1,1,.556,515,119,,132,20,29,1,2,83,2,0,64,61,4.61,Yakult Swallows,
Ohnishi Hiroki,5,0,1,0,0,0,0,.000,44,9,,14,1,5,0,0,6,0,0,5,5,5.00,Yakult Swallows,
Ohshita Yuma,13,0,1,0,0,0,0,.000,72,16,.1,20,2,3,1,0,10,1,0,11,10,5.51,Yakult Swallows,
Okugawa Yasunobu,1,0,1,0,0,0,0,.000,15,2,,9,1,0,0,0,2,0,0,5,5,22.50,Yakult Swallows,
Saiuchi Hiroaki,7,1,2,0,0,0,0,.333,157,33,.2,49,2,13,1,1,21,0,0,17,16,4.28,Yakult Swallows,
Sakamoto Koshiro,1,0,0,0,0,0,0,.000,19,3,,5,1,4,0,1,3,0,0,6,4,12.00,Yakult Swallows,
Shimizu Noboru,52,0,4,0,30,0,0,.000,221,53,.1,45,10,16,1,1,58,2,0,23,21,3.54,Yakult Swallows,
Suarez Albert,12,4,4,0,0,0,0,.500,285,67,.1,56,4,27,1,6,52,2,0,25,20,2.67,Yakult Swallows,
Takahashi Keiji,10,1,3,0,0,0,0,.250,212,48,,47,6,21,1,4,51,1,0,24,21,3.94,Yakult Swallows,
Takanashi Hirotoshi,18,3,6,0,0,0,0,.333,412,94,,101,11,38,3,0,84,3,0,43,43,4.12,Yakult Swallows,
Terashima Naruki,30,1,0,0,3,0,0,1.000,163,36,.1,41,5,15,1,1,27,1,0,14,10,2.48,Yakult Swallows,
Umeno Yugo,42,5,2,0,12,0,0,.714,175,42,.1,37,6,17,0,0,35,1,0,18,17,3.61,Yakult Swallows,
Yamada Hiroki,2,0,2,0,0,0,0,.000,36,8,.2,8,1,4,0,0,4,0,0,8,8,8.31,Yakult Swallows,
Yamanaka Hirofumi,6,1,2,0,0,0,0,.333,125,29,.1,31,3,8,0,0,16,0,0,18,18,5.52,Yakult Swallows,
Ynoa Gabriel,9,0,3,0,0,0,0,.000,125,24,,45,8,10,0,0,15,2,0,29,27,10.13,Yakult Swallows,
Yoshida Daiki,14,2,7,0,0,0,0,.222,308,67,.1,80,10,34,2,0,53,2,1,40,39,5.21,Yakult Swallows,
Fujishima Kento,26,1,0,1,3,0,0,1.000,103,25,.1,21,5,9,0,1,21,2,0,11,11,3.91,Chunichi Dragons,
Fuku Hiroto,53,5,5,2,25,0,0,.500,217,50,.2,43,4,23,1,1,39,1,0,24,20,3.55,Chunichi Dragons,
Fukutani Koji,14,8,2,0,0,0,0,.800,359,92,,81,7,13,0,1,72,2,0,27,27,2.64,Chunichi Dragons,
Gonzalez Luis,28,0,0,0,4,0,0,.000,119,26,.1,34,3,9,0,1,27,2,0,16,14,4.78,Chunichi Dragons,
Hamada Tatsuro,7,0,0,0,0,0,0,.000,27,5,.1,7,2,3,0,1,5,0,0,4,4,6.75,Chunichi Dragons,
Hashimoto Yuki,14,0,0,0,0,0,0,.000,80,17,,20,3,13,0,1,13,1,0,15,14,7.41,Chunichi Dragons,
Ishida KentoMarc,3,0,0,0,0,0,0,.000,17,3,,5,1,3,0,0,3,0,0,4,4,12.00,Chunichi Dragons,
Katsuno Akiyoshi,13,4,5,0,0,0,0,.444,298,72,,74,7,17,0,2,56,7,0,32,31,3.88,Chunichi Dragons,
Kinoshita Yusuke,18,0,0,1,0,0,0,.000,81,17,.2,19,1,12,0,1,24,1,0,9,8,4.08,Chunichi Dragons,
Martinez Raidel,40,2,0,21,7,0,0,1.000,155,40,,24,2,12,1,1,49,2,0,5,5,1.13,Chunichi Dragons,
Matayoshi Katsuki,26,4,0,0,7,0,0,1.000,105,26,,22,2,8,1,1,18,0,0,8,8,2.77,Chunichi Dragons,
Matsuba Takahiro,15,3,7,0,0,0,0,.300,319,73,.1,86,9,17,2,2,50,4,0,33,33,4.05,Chunichi Dragons,
Mitsuma Takuya,4,0,0,0,0,0,0,.000,27,4,.1,11,1,2,0,1,7,0,0,10,10,20.77,Chunichi Dragons,
Ogasawara Shinnosuke,4,1,3,0,0,0,0,.250,85,19,,22,4,8,0,1,16,0,0,17,15,7.11,Chunichi Dragons,
Ohno Yudai,20,11,6,0,0,10,6,.647,559,148,.2,106,13,23,2,0,148,3,0,33,30,1.82,Chunichi Dragons,
Okada Toshiya,29,2,2,3,3,0,0,.500,112,24,,28,3,14,2,0,27,2,0,20,13,4.88,Chunichi Dragons,
Okano Yuichiro,11,2,2,0,0,0,0,.500,189,42,.1,50,9,13,0,3,41,2,0,30,29,6.17,Chunichi Dragons,
Rodriguez Yariel,11,3,4,0,0,0,0,.429,248,59,,50,4,21,0,5,67,2,2,30,27,4.12,Chunichi Dragons,
Satoh Yu,14,0,0,0,4,0,0,.000,77,16,.2,18,2,6,0,2,12,1,0,18,17,9.18,Chunichi Dragons,
Shimizu Tatsuya,6,1,1,0,0,0,0,.500,92,21,.1,15,3,15,0,0,21,1,0,9,8,3.38,Chunichi Dragons,
Sobue Daisuke,54,2,0,3,28,0,0,1.000,195,50,.1,42,1,7,0,0,35,2,0,10,10,1.79,Chunichi Dragons,
Suzuki Hiroshi,6,0,0,0,0,0,0,.000,44,7,.2,14,2,6,0,0,4,0,0,12,11,12.91,Chunichi Dragons,
Tanimoto Keisuke,36,1,3,0,13,0,0,.250,122,30,,20,3,13,1,0,21,1,0,13,12,3.60,Chunichi Dragons,
Umetsu Kodai,7,2,3,0,0,1,0,.400,184,43,.1,39,4,19,2,1,43,1,0,22,18,3.74,Chunichi Dragons,
Yamai Daisuke,6,0,0,0,0,0,0,.000,42,8,,12,1,5,0,1,5,1,0,8,8,9.00,Chunichi Dragons,
Yamamoto Takumi,9,1,3,0,0,0,0,.250,133,29,,31,4,17,0,1,25,0,0,20,18,5.59,Chunichi Dragons,
Yanagi Yuya,15,6,7,0,0,0,0,.462,365,85,,87,10,29,3,6,88,3,0,38,34,3.60,Chunichi Dragons,
Yoshimi Kazuki,5,1,2,0,0,0,0,.333,77,17,.2,21,6,3,0,2,10,0,0,11,11,5.60,Chunichi Dragons,
Albers Andrew,16,4,8,0,0,0,0,.333,376,89,,93,12,22,0,3,66,0,0,42,39,3.94,ORIX Buffaloes,
Aranishi Yudai,29,0,0,0,3,0,0,.000,135,31,.1,31,6,11,0,2,21,1,0,18,17,4.88,ORIX Buffaloes,
Cho Yaku,13,2,4,0,0,0,0,.333,212,48,,50,5,16,0,2,46,1,1,26,23,4.31,ORIX Buffaloes,
Dickson Brandon,39,0,4,16,5,0,0,.000,152,35,.2,34,2,16,1,1,32,2,0,15,13,3.28,ORIX Buffaloes,
Hidarisawa Yu,2,0,0,0,0,0,0,.000,8,1,.1,3,0,1,0,0,1,0,0,3,3,20.25,ORIX Buffaloes,
Higa Motoki,20,0,0,0,9,0,0,.000,49,12,.2,5,1,5,2,1,11,0,0,1,1,0.71,ORIX Buffaloes,
Higgins Tyler,41,3,3,0,19,0,0,.500,175,41,.1,37,2,20,3,0,45,1,0,11,11,2.40,ORIX Buffaloes,
Honda Hitomi,1,0,1,0,0,0,0,.000,24,4,,8,0,4,0,0,2,0,0,7,3,6.75,ORIX Buffaloes,
Iida Yuya,4,1,0,0,0,0,0,1.000,24,4,,11,0,1,1,0,5,1,0,7,7,15.75,ORIX Buffaloes,
Kaida Tomoyuki,6,0,1,0,2,0,0,.000,22,4,.1,8,0,1,0,0,4,0,0,7,7,14.54,ORIX Buffaloes,
Kambe Fumiya,5,0,1,0,1,0,0,.000,33,5,.2,9,0,7,0,0,5,0,0,7,6,9.53,ORIX Buffaloes,
Kaneda Kazuyuki,6,0,0,0,0,0,0,.000,39,8,.1,10,1,7,0,0,7,0,0,6,6,6.48,ORIX Buffaloes,
Kobayashi Keisuke,7,0,0,0,0,0,0,.000,35,6,.2,11,0,5,1,1,5,0,0,3,3,4.05,ORIX Buffaloes,
Masui Hirotoshi,16,2,2,0,5,0,0,.500,153,35,.2,27,3,20,0,1,29,1,0,13,12,3.03,ORIX Buffaloes,
Miyagi Hiroya,3,1,1,0,0,0,0,.500,73,16,,19,0,6,0,1,16,1,0,8,7,3.94,ORIX Buffaloes,
Muranishi Ryota,4,0,1,0,0,0,0,.000,39,8,,6,2,10,0,0,5,0,0,8,8,9.00,ORIX Buffaloes,
Saitoh Koki,32,1,1,0,4,0,0,.500,105,24,.2,24,3,8,1,1,23,1,0,11,11,4.01,ORIX Buffaloes,
Sakakibara Tsubasa,9,1,4,0,0,0,0,.200,206,43,.1,44,5,39,0,1,31,2,0,26,25,5.19,ORIX Buffaloes,
Sawada Keisuke,24,0,2,0,0,0,0,.000,87,21,,16,5,8,2,0,24,0,0,10,8,3.43,ORIX Buffaloes,
Suzuki Kohei,8,0,2,0,1,0,0,.000,78,13,.2,23,4,14,0,1,10,0,0,17,16,10.54,ORIX Buffaloes,
Suzuki Yu,13,1,3,1,2,0,0,.250,173,38,.2,30,6,29,0,1,41,1,0,29,28,6.52,ORIX Buffaloes,
Tajima Daiki,20,4,6,0,0,1,1,.400,512,122,.1,102,14,42,0,7,89,2,0,57,55,4.05,ORIX Buffaloes,
Takeyasu Daichi,2,1,0,0,0,0,0,1.000,40,9,,8,0,5,0,1,3,0,0,5,3,3.00,ORIX Buffaloes,
Tohmei Daiki,2,0,0,0,0,0,0,.000,14,3,.2,4,1,1,0,0,1,0,0,2,2,4.91,ORIX Buffaloes,
Tomiyama Ryoga,18,0,2,0,3,0,0,.000,77,18,.1,14,3,10,0,1,15,0,0,9,9,4.42,ORIX Buffaloes,
Urushihara Taisei,22,0,0,2,5,0,0,.000,102,23,.2,20,2,13,0,1,30,0,0,9,9,3.42,ORIX Buffaloes,
Yamada Nobuyoshi,48,4,5,0,18,0,0,.444,170,39,.1,37,1,19,1,0,44,0,0,20,17,3.89,ORIX Buffaloes,
Yamamoto Yoshinobu,18,8,4,0,0,1,0,.667,494,126,.2,82,6,37,0,6,149,1,0,34,31,2.20,ORIX Buffaloes,
Yamaoka Taisuke,12,4,5,0,0,1,0,.444,284,69,.1,68,7,21,1,2,64,3,0,22,20,2.60,ORIX Buffaloes,
Yamasaki Sachiya,15,5,5,0,0,0,0,.500,347,84,,71,12,33,0,2,46,0,0,45,42,4.50,ORIX Buffaloes,
Yoshida Kazumasa,23,1,1,1,0,0,0,.500,153,35,.1,38,3,12,0,1,34,2,0,17,16,4.08,ORIX Buffaloes,
Yoshida Ryo,35,2,2,0,7,0,0,.500,118,29,,15,1,15,1,2,33,3,0,7,7,2.17,ORIX Buffaloes,
Ariyoshi Yuki,3,1,1,0,0,0,0,.500,49,11,,15,1,2,1,0,5,0,0,6,6,4.91,Lotte Marines,
