               Team    G   W   L  T    PCT    GB   RS   RA Diff   XPCT      Home      Road      vs G     vs DB      vs T      vs C      vs D     vs S    Inter
0    Yomiuri Giants  143  77  64  2  0.546    --  663  573   90  0.566     39-32  38-32(2)        --     14-11     15-10  10-14(1)  13-11(1)    14-11     11-7
1     DeNA BayStars  143  71  69  3  0.507   5.5  596  611  -15  0.489  43-28(1)  28-41(2)     11-14        --   8-16(1)  13-11(1)     14-11    15-10  10-7(1)
2    Hanshin Tigers  143  69  68  6  0.504   6.0  538  566  -28  0.477  39-32(1)  30-36(5)     10-15   16-8(1)        --     13-12  10-14(1)  14-9(2)  6-10(2)
3    Hiroshima Carp  143  70  70  3  0.500   6.5  591  601  -10  0.492  39-31(1)  31-39(2)  14-10(1)  11-13(1)     12-13        --     15-10    13-12  5-12(1)
4  Chunichi Dragons  143  68  73  2  0.482   9.0  563  544   19  0.516  39-31(2)     29-42  11-13(1)     11-14  14-10(1)     10-15        --    14-11     8-10
5   Yakult Swallows  143  59  82  2  0.418  18.0  656  739  -83  0.446  28-41(2)     31-41     11-14     10-15   9-14(2)     12-13     11-14       --     6-12
